Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;2;8.0;10.1999998093;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.22500038147;10.0;4;21.0299999714;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.73174953461;10.0;4;21.0605909824;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.73863315582;10.0;4;21.5023716688;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;9.83803367615;10.1999998093;4;21.8717387915;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;9.92114067078;10.3632001877;4;22.1798590422;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;9.99046802521;10.4951858521;4;23.2886198759;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;10.2399396896;11.0209560394;4;24.2203179598;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;12.0166759491;11.4571752548;4;24.988676548;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;14.0166759491;11.8107032776;4;25.6138757467;
15;1;21.2000274658;10.5308046341;6;21.25;2;16.0166759491;12.0916318893;3;26.1185922623;
16;1;22.2000274658;10.625;6;21.25;2;17.0594291687;12.3113050461;3;26.5251210928;
17;1;23.2000274658;10.625;6;21.25;2;18.074590683;12.4808797836;3;26.6327222586;
18;1;24.2000274658;10.625;6;21.25;2;19.0901966095;12.5;3;26.7040277719;
19;1;24.75;10.625;6;21.25;2;20.0084056854;12.5;4;26.7772322893;
20;1;24.75;10.625;6;21.25;2;20.0248775482;12.5;5;26.852280736;
21;1;24.75;10.625;7;21.25;2;20.0417633057;12.5;5;26.9291081429;
22;1;24.75;10.625;7;21.25;2;20.0590496063;12.5;5;27.0076401234;
23;1;24.75;10.625;7;21.25;2;20.0767192841;12.5;6;27.0877923965;
24;1;24.75;10.625;7;21.25;2;20.0947532654;12.5;5;27.1694712639;
25;2;24.75;10.625;6;21.25;2;20.1131305695;12.5;5;27.2525734901;
26;2;24.75;10.625;6;21.25;2;20.1318283081;12.5;5;27.3369870186;
27;2;24.75;10.625;6;21.25;2;20.1508216858;12.5;5;27.4225912094;
28;2;24.75;10.625;6;21.25;2;20.1700820923;12.5;5;27.5092573166;
29;2;24.75;10.625;6;21.25;2;19.625;13.5;5;27.5968489647;
30;2;24.75;10.625;6;21.25;2;19.625;13.7984247208;5;27.6852235794;
31;3;25.75;10.625;5;22.25;2;20.2291755676;12.5;6;27.774232626;
32;3;26.75;10.625;5;22.3550000191;2;19.625;13.5;6;27.8637228012;
33;3;27.4130001068;10.625;5;22.4698647261;2;20.2693367004;12.5;6;27.9535369873;
34;3;27.481918335;10.625;6;22.5952684879;2;19.625;13.5;7;28.0435154438;
35;3;27.5571613312;10.625;6;22.7318768501;2;20.3097915649;12.5;8;28.1334965229;
36;3;27.639125824;10.625;6;22.880333066;2;19.625;13.5;8;28.2233183384;
37;3;27.7281990051;12.625;6;23.0412415266;2;20.3502464294;12.5;9;28.3128197193;
38;3;27.8247451782;14.625;6;23.2151488066;2;20.3703842163;12.5;8;28.4018411636;
39;3;27.9290885925;16.625;6;23.4025228024;2;19.625;12.5;8;28.4902265072;
40;3;28.041513443;18.625;7;23.6037294865;2;20.4103012085;12.5;9;28.5778234005;
41;3;28.1622371674;20.625;7;23.8190078735;2;20.4300098419;12.5;9;28.6644845009;
42;3;28.2914047241;20.625;7;24.0484457016;2;20.449508667;12.5;9;28.7500691414;
43;3;28.4290676117;20.625;8;24.2919540405;2;19.625;13.5;9;28.8344430923;
44;3;28.5751724243;20.625;8;24.549243927;2;19.625;14.4172210693;10;28.9174802303;
45;3;28.7295455933;20.625;9;24.8198068142;2;19.625;14.4587402344;10;28.9990625381;
46;3;28.8918838501;20.625;10;25.102899313;2;20.5247898102;16.4587402344;10;29.0790810585;
47;3;29.0617408752;20.625;10;25.3975343704;2;20.5427932739;18.4587402344;11;29.1574368477;
48;3;29.2385215759;20.625;11;25.7024803162;2;20.5604228973;20.4587402344;11;29.2340402603;
49;3;29.4214878082;20.625;11;26.0162696838;2;20.5776596069;21.5;11;29.3088116646;
50;3;29.6097621918;20.625;10;26.3372173309;2;20.5944824219;22.5;12;29.3816819191;
51;3;29.8023300171;20.625;10;26.6634492874;2;20.6108779907;22.5;13;29.4525914192;
52;3;29.9980697632;20.625;10;26.9929418564;2;20.626832962;22.5;13;29.5214910507;
53;3;30.195766449;20.625;10;27.3235664368;3;20.6423358917;22.5;12;29.588341713;
54;3;30.3941402435;20.625;9;27.6531443596;3;19.625;23.5;12;29.6531133652;
55;3;30.5918865204;20.625;10;27.9795031548;5;19.625;24.5;9;46.7157855034;
56;4;30.7877025604;20.625;9;28.3005337715;5;21.625;23.5;10;47.7963466644;
57;5;30.9803199768;20.625;7;46.6342453957;4;20.699678421;22.5;10;29.8347921371;
58;5;32.168548584;21.625;8;49.1039466858;4;19.625;23.5;10;29.8911275864;
59;5;33.895690918;23.0234375;8;51.2642679214;4;19.625;24.5;11;29.9453639984;
60;5;34.5300140381;24.3489723206;8;53.1222915649;4;20.625;22.5;11;29.9975194931;
61;5;35.0799789429;25.6102333069;9;54.6989297867;4;19.625;23.5;10;30.0;
62;5;35.5554656982;26.8168411255;9;56.0235414505;4;20.625;22.5;10;30.0;
63;5;35.9664382935;27.9782962799;9;56.9225444794;4;20.75;22.5;10;30.0;
64;5;36.1982421875;29.0;9;57.6499319077;4;20.75;22.5;10;31.0;
65;5;36.3916893005;30.0;9;59.2670984268;4;21.75;23.5;10;31.0299999714;
66;5;37.5722694397;32.0;9;59.6061897278;4;21.625;24.5;10;31.0605909824;
67;6;38.7397155762;34.0;9;77.1545348167;4;21.625;25.5;10;32.091766119;
68;6;40.8940124512;34.0;9;78.7693665028;4;22.625;27.5;10;32.1735172272;
69;6;43.0353622437;35.0;10;80.2195805311;4;23.625;29.5;11;32.2578099966;
70;7;44.1641616821;36.0;9;81.4916228056;5;23.8729438782;30.5;10;32.3446588516;
71;7;45.2809371948;36.6059188843;11;82.5848782063;5;23.625;31.5;10;32.43407166;
72;7;46.3863372803;37.6288757324;11;83.5090310574;5;23.625;32.5;10;32.5260493755;
73;7;47.4810791016;38.6524085999;12;84.2805769444;5;23.625;33.1349868774;11;32.6205852032;
74;7;48.5659255981;39.6765136719;10;84.8500021696;5;23.625;33.1650238037;11;32.717664361;
75;7;49.6000022888;40.7011871338;7;85.2644490004;5;23.9382343292;32.5;11;33.8722831011;
76;7;50.6000022888;41.7264137268;7;85.5043625832;6;23.8500003815;35.4361419678;10;34.8144938946;
77;7;51.6000022888;42.7521820068;8;86.5569496155;6;24.345911026;35.3899993896;10;35.578938961;
78;7;53.4000015259;44.7784729004;8;86.700556159;6;24.5483951569;36.9247436523;10;36.2016402483;
79;7;54.4000015259;46.8052787781;8;88.0844758749;6;24.6768035889;37.1732215881;11;37.5677376986;
80;7;54.9400024414;48.8486785889;9;89.2366997004;6;26.7472419739;36.2899932861;11;37.8211593628;
81;8;55.3709220886;50.8936805725;8;90.1858597994;6;28.2712593079;36.0;10;38.0853193998;
82;8;55.7055015564;52.9402656555;8;90.967463851;6;28.569196701;37.0;7;38.3601591587;
83;8;55.9595832825;53.9884033203;8;91.6173995733;6;28.3635177612;38.0;7;38.6455446482;
84;8;54.1492118835;56.0380516052;9;92.9705499411;7;28.6952476501;39.0;6;39.941262126;
85;8;54.2000007629;58.0891647339;9;93.2226834297;7;29.0441093445;40.0;4;40.3270126581;
86;8;55.2000007629;61.1416778564;9;93.4867038727;7;30.5142917633;41.7028579712;4;40.7279459238;
87;8;54.2000007629;64.195526123;10;93.7625536919;7;30.1320419312;43.7421760559;5;41.1438275576;
88;9;53.2000007629;67.2506256104;9;94.0500738621;7;30.5184345245;44.6420555115;5;41.5743216276;
89;9;52.2000007629;70.1068878174;10;94.3489940166;8;31.3542232513;44.0;4;42.0189877748;
90;9;49.2000007629;74.6099014282;11;94.6589238644;8;29.4249992371;45.0;5;42.4772803783;
91;9;50.0;75.6914825439;11;94.9793450832;8;29.4249992371;46.0;6;42.9485496283;
92;9;51.0;77.774230957;12;95.3096072674;8;29.4249992371;47.0;6;43.4320431948;
93;9;51.0;79.857963562;12;95.995844841;8;29.4249992371;48.0;5;43.9269098043;
94;10;51.0;82.0498123169;11;97.7315254211;8;29.4249992371;49.0;6;44.4322061539;
95;10;52.0;85.2499237061;12;98.6654428244;8;29.4249992371;50.0;6;44.9469015598;
96;11;52.0;86.4577484131;13;99.6659224033;8;29.4249992371;51.0;5;45.4698870182;
97;11;50.0;90.6726150513;17;100.731476545;8;29.4249992371;51.5330047607;7;45.9999835491;
98;12;49.0;96.8488616943;16;101.859278798;8;29.4249992371;51.6326522827;8;46.5359506607;
99;12;49.0;99.0522460938;17;103.045132041;8;28.2999992371;51.73097229;8;47.07649827;
100;12;47.0;104.259490967;18;104.283518791;8;28.2999992371;51.8275985718;9;47.6202955246;
