Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;5;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.5;10.0;5;20.3999996185;
9;1;15.7317180634;8.94309806824;5;18.6667137146;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;16.2000274658;9.3333568573;5;19.3355960846;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;17.2000274658;9.6677980423;5;19.8991127014;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;18.2000274658;9.94955635071;5;20.3669185638;1;9.95943069458;11.0209560394;6;22.9143505096;
13;1;19.2000274658;10.1834592819;5;20.7504444122;1;11.7228336334;11.4571752548;6;23.6214065552;
14;1;19.4502677917;10.3752222061;5;21.0616092682;1;12.7228336334;11.8107032776;6;24.1832637787;
15;1;19.6369667053;10.5308046341;5;21.25;1;13.7228336334;12.0916318893;6;24.6226100922;
16;1;19.75;10.625;5;21.25;1;14.7228336334;12.3113050461;6;24.9617595673;
17;1;19.75;10.625;5;21.25;1;15.7228336334;12.4808797836;6;25.0;
18;1;19.75;10.625;5;21.25;1;16.7228336334;12.5;6;25.0;
19;1;19.75;10.625;5;21.25;1;17.625;12.5;7;25.0;
20;1;19.75;10.625;5;21.25;1;17.625;12.5;7;25.0;
21;1;21.75;10.625;6;21.25;1;17.625;12.5;7;25.0;
22;1;22.75;10.625;6;21.25;1;17.625;12.5;8;25.0;
23;1;23.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
24;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
25;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
26;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
27;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
28;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
29;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
30;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
31;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
32;1;24.75;10.625;6;21.25;1;17.625;12.5;8;25.0;
33;1;24.75;10.625;6;21.25;1;17.625;12.5;9;25.0;
34;1;24.75;10.625;6;21.25;1;17.625;12.5;9;25.0;
35;1;24.75;10.625;6;21.25;1;17.625;12.5;9;25.0;
36;1;24.75;10.625;7;21.25;1;17.625;12.5;9;25.0;
37;1;24.75;10.625;8;21.25;1;17.625;12.5;9;25.0;
38;1;24.75;10.625;8;21.25;1;17.625;12.5;9;25.0;
39;1;24.75;11.625;8;21.25;1;17.625;12.5;9;25.0;
40;1;24.75;12.625;10;21.25;1;17.625;12.5;9;25.0;
41;1;24.75;13.625;10;21.25;1;17.625;12.5;9;25.0;
42;1;24.75;14.625;10;21.25;1;17.625;12.5;10;25.0;
43;1;24.75;15.625;11;21.25;1;17.625;12.5;10;25.0;
44;1;24.75;15.625;11;21.25;1;17.625;12.5;10;25.0;
45;1;24.75;15.625;12;21.25;1;17.625;12.5;11;25.0;
46;1;24.75;15.625;12;21.25;1;17.625;12.5;11;25.0;
47;1;24.75;15.625;13;21.25;1;17.625;12.5;11;25.0;
48;1;24.75;15.625;13;21.25;1;17.625;12.5;11;25.0;
49;1;24.75;15.625;13;21.25;1;17.625;12.5;11;25.0;
50;1;24.75;15.625;13;21.25;1;17.625;12.5;11;25.0;
51;2;24.75;15.625;11;21.25;1;17.625;13.5;11;25.0;
52;2;24.75;15.625;11;21.25;1;17.625;14.5;12;25.0;
53;2;24.75;15.625;11;21.25;1;17.625;15.5;11;25.0;
54;2;24.75;15.625;10;21.25;1;17.625;16.5;11;25.0;
55;2;24.75;15.625;10;21.25;1;17.625;17.5;12;25.0;
56;2;24.75;15.625;11;21.25;1;17.625;17.5;12;25.0;
57;2;24.75;15.625;11;21.25;1;17.625;17.5;12;25.0;
58;2;24.75;15.625;11;21.25;1;17.625;17.5;13;25.0;
59;2;24.75;15.625;11;21.25;1;17.625;17.5;14;25.0;
60;2;24.75;15.625;12;21.25;1;17.625;17.5;14;25.0;
61;2;24.75;15.625;12;21.25;1;17.625;17.5;14;25.0;
62;2;24.75;15.625;13;21.25;1;17.625;17.5;14;25.0;
63;2;24.75;15.625;13;22.046875;1;17.625;17.5;15;25.0;
64;2;25.2281265259;16.0234375;13;23.6979465485;1;17.625;17.5;15;25.0;
65;2;26.6187667847;17.3489723206;13;24.3104647398;1;17.625;17.5;14;25.0;
66;3;28.9322776794;19.6102333069;12;25.8207993507;1;17.625;17.5;14;25.0;
67;4;30.1802082062;21.8168411255;11;54.9733309746;1;17.625;17.5;15;25.0;
68;4;31.9589538574;24.9782962799;11;58.6285998225;1;17.625;17.5;15;25.0;
69;4;32.9715003967;28.0;11;61.5457844734;1;17.625;17.5;15;25.0;
70;4;33.9593505859;31.0;13;63.7310248017;1;17.625;17.5;14;25.0;
71;4;32.9484176636;32.1579208374;13;65.2786789536;1;17.625;17.5;14;25.0;
72;5;32.9385757446;33.2545547485;13;81.3414613008;1;17.625;17.5;15;25.0;
73;5;33.9297180176;34.0;13;83.0152215362;1;17.625;17.5;15;25.0;
74;5;34.9217453003;36.0;14;84.123886764;1;17.625;17.5;14;25.0;
75;6;34.9145736694;38.0;13;85.1375234127;1;17.625;17.5;14;25.0;
76;6;34.4000015259;40.0;14;86.5879182816;1;17.625;17.5;14;25.0;
77;6;34.9023017883;42.0;14;87.8954900503;1;17.625;17.5;14;25.0;
78;6;35.8970718384;42.0;15;89.0512518883;1;17.625;17.5;13;25.0;
79;6;36.892364502;43.0;15;89.233386755;1;17.625;17.5;14;25.0;
80;6;37.888130188;44.0;15;89.4262856245;1;17.625;17.5;14;25.0;
81;6;38.8843154907;45.0;17;89.6290234327;1;17.625;17.5;14;25.0;
82;8;39.8808860779;47.0;15;89.8405824304;1;17.625;17.5;15;25.0;
83;8;40.8777961731;49.0;15;90.0598552227;1;17.625;17.5;15;26.0;
84;8;41.8750190735;51.0;16;90.2856511474;1;17.8500003815;18.0;15;26.7800006866;
85;8;42.8725166321;53.0;16;90.5167077184;1;18.0255012512;18.3899993896;15;27.3745174408;
86;8;43.4000015259;56.0;16;90.7517043352;1;18.1592674255;18.6872596741;16;27.8194847107;
87;8;44.4000015259;59.0;16;90.9892850518;1;18.2593841553;18.9097423553;14;28.0;
88;8;45.4000015259;62.0;16;91.2280732989;1;18.2999992371;19.0;14;28.0;
89;8;46.4000015259;65.0;18;91.4666988254;1;18.2999992371;19.0;14;28.0;
90;8;46.4000015259;68.0;18;92.7038176656;1;18.2999992371;19.0;14;28.0;
91;8;47.4000015259;72.0;18;92.9131392241;1;18.2999992371;19.0;15;28.0;
92;8;48.4000015259;75.0191345215;19;93.1209459305;1;18.2999992371;19.0;15;28.0;
93;8;48.9715003967;77.181602478;19;93.3258624673;1;18.2999992371;19.0;15;28.0;
94;9;48.9593505859;82.6645812988;17;113.526648402;1;18.2999992371;19.0;15;28.0;
95;9;49.4000015259;86.866973877;17;115.522208393;1;18.2999992371;19.0;16;28.0;
96;9;50.9385757446;89.595741272;18;117.281204343;1;16.2999992371;20.0;16;28.0;
97;9;50.9297180176;91.7829360962;20;118.779445589;2;15.2999992371;21.0;15;28.0;
98;9;50.9217453003;93.9622039795;21;120.019374907;2;14.2999992371;22.0;16;28.0;
99;9;50.9145736694;95.421043396;21;121.02292347;2;13.2999992371;23.0;16;28.0;
100;9;50.4000015259;96.5807418823;22;121.822776675;2;12.2999992371;24.0;16;28.0;
