Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;2;14.5;8.625;4;18.25;1;9.0;10.0;5;20.0;
7;2;15.5;8.625;4;18.5949993134;1;9.5;10.0;5;20.0;
8;2;16.156999588;8.79749965668;4;18.8861961365;1;9.5;10.0;5;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.696713686;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.8180274963;9.3333568573;4;20.396187067;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.8180274963;9.6677980423;4;20.9908788204;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.8180274963;9.94955635071;3;21.4904358387;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;21.8741378784;10.1834592819;3;21.9062794447;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;22.1437683105;10.3752222061;3;22.2503181696;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;22.3501930237;10.5308046341;3;22.4721269608;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;22.4832763672;10.625;3;22.5060760975;2;15.7228336334;12.5113048553;5;25.9617595673;
17;2;22.5036449432;10.625;3;22.5405418873;2;17.7228336334;12.4808797836;5;26.1299999952;
18;2;22.5243244171;10.625;3;22.5755085945;2;18.9770832062;12.5;5;26.2754310369;
19;2;22.5453052521;10.625;3;22.6109591722;2;19.9119720459;12.5;6;26.4377241135;
20;2;22.566576004;10.625;3;22.6468753815;2;19.9484882355;12.5;6;26.6183350086;
21;2;23.75;11.0440626144;3;22.6832377911;2;19.9891242981;12.5;6;26.8187118769;
22;2;24.75;11.0549716949;3;22.7200255394;2;20.0342102051;12.5;6;27.0402543545;
23;2;25.75;11.3600130081;3;22.7572168112;2;20.0840568542;12.5;6;27.2842636108;
24;2;26.75;11.3786087036;4;22.7947884798;2;20.1389598846;12.5;6;27.5518820286;
25;2;26.75;11.3973941803;5;22.8327163458;2;19.625;13.2655649185;6;27.8440244198;
26;2;26.75;11.4163579941;5;22.8709751368;2;19.625;13.3532075882;6;28.1613030434;
27;2;26.75;11.4354877472;5;22.9095385075;2;20.3362922668;12.5;6;28.5039470196;
28;2;26.75;11.4547691345;5;22.9483793974;2;19.625;13.5;6;28.871723175;
29;2;27.75;10.625;5;22.9874696732;2;19.625;13.6615171432;6;29.263862133;
30;2;26.75;11.4937343597;6;23.0267804861;2;18.5843696594;13.5;6;29.6789975166;
31;2;26.75;11.5133905411;6;23.0662822723;2;18.625;13.5;6;30.1151270866;
32;2;26.75;11.5331411362;6;23.1059447527;2;17.625;13.5;6;30.5695996284;
33;2;26.75;11.5529727936;6;23.1457372904;2;16.8781604767;14.5;6;31.0391392708;
34;2;26.75;11.5728683472;6;23.1856285334;2;16.625;13.5;8;31.5199065208;
35;2;26.75;11.5928144455;6;23.2255871296;2;15.625;13.5;8;32.007601738;
36;2;26.75;11.6127939224;6;23.265581131;2;15.576710701;14.5;8;32.4976010323;
37;2;27.75;13.6127939224;6;23.3055787086;2;15.0;13.5;8;32.9851250648;
38;2;26.75;15.6127929688;7;23.3455479145;2;15.0;13.5;8;33.465420723;
39;2;26.75;17.6127929688;7;23.385456562;2;15.0;13.5;8;33.9339466095;
40;2;26.75;19.6127929688;7;23.42527318;2;15.0;13.5;10;34.3865451813;
41;2;26.75;21.6127929688;7;23.4649660587;2;16.0;14.5;10;34.8195896149;
42;2;26.75;21.7324829102;7;23.5045039654;2;16.2094078064;15.5;10;35.2300891876;
43;2;26.75;21.7522525787;8;23.543856144;2;16.3017692566;16.5;11;35.6157541275;
44;2;26.75;21.7719268799;8;23.5829925537;3;16.3017692566;16.0;10;36.9750175476;
45;2;26.75;21.7914962769;8;23.6218836308;3;17.3017692566;16.0;11;37.4370096922;
46;2;26.75;21.8109416962;8;23.6605007648;3;17.0;14.5;11;37.886937499;
47;2;26.75;21.8302497864;8;23.6988155842;3;18.0;14.5;11;38.3265705109;
48;2;26.75;21.849407196;8;23.7368011475;3;17.0;13.5;12;38.7581732273;
49;4;26.75;21.8684005737;5;33.7744314671;3;17.0;13.5;12;39.1843706369;
50;4;27.75;22.8872146606;5;34.2116808891;3;19.0;16.5;12;39.6080100536;
51;4;28.75;23.9058418274;7;34.6229262352;3;21.0;19.5;13;40.0320205688;
52;4;28.75;24.9242630005;8;35.006882906;3;22.8682441711;22.5;12;40.4592716694;
53;4;28.75;25.9424724579;8;35.362947464;3;21.8682441711;25.5;12;40.8440244198;
54;4;28.75;26.9604568481;8;35.6911299229;3;21.625;27.5;13;41.1613030434;
55;4;28.75;27.9782066345;8;35.9919641018;3;21.625;27.5;13;41.5039470196;
56;4;28.75;28.9957103729;9;36.2664124966;3;21.625;27.5;13;41.871723175;
57;4;28.75;30.0129623413;9;37.5157649517;3;21.625;27.5;13;42.263862133;
58;4;29.75;32.0299530029;10;37.7715415955;4;21.625;27.5;9;59.9289975166;
59;4;30.75;34.046672821;10;38.9720060825;4;22.625;28.5;10;61.2276263237;
60;4;32.2281265259;33.4828796387;12;39.9955408573;5;23.625;29.5;9;62.4315037727;
61;4;33.6187667847;33.8460845947;13;40.861114502;5;23.625;30.5;9;63.5401024818;
62;4;34.9322776794;34.144859314;15;41.5899804831;5;23.625;31.5;10;64.5569586754;
63;4;36.1802062988;34.1978530884;14;42.2033025026;5;23.625;32.5;10;65.4880628586;
64;5;37.3739547729;34.4193572998;13;42.5134925842;5;24.625;33.5;10;66.3404717445;
65;5;35.4000015259;35.5011711121;13;42.6201360226;5;25.625;34.5;11;67.121281147;
66;5;34.4000015259;35.6820297241;13;42.7264561653;5;26.5499992371;35.5;11;67.715420723;
67;5;33.4000015259;37.6213378906;13;42.8323431015;5;26.5499992371;36.5;11;68.1839466095;
68;5;33.4000015259;38.0;14;42.9376906157;5;26.5499992371;37.5;12;68.6365451813;
69;5;34.4000015259;40.0;14;43.0423970222;5;26.5499992371;38.5;12;70.0695896149;
70;6;32.4000015259;43.0;14;56.1463649273;4;22.625;35.5;13;57.510089159;
71;6;34.4000015259;45.0;14;56.6395018101;4;23.625;37.5;13;57.9263451099;
72;6;36.4000015259;48.0;14;57.0911985636;4;23.8636322021;39.5;13;58.3167836666;
73;6;34.4000015259;52.0;15;57.5029999018;4;23.8706474304;41.5;14;58.6805269718;
74;6;34.4000015259;55.9540748596;16;57.877107501;4;23.8777923584;43.5;14;59.0173414946;
75;7;34.4000015259;58.9851799011;15;58.216165185;4;23.8850631714;44.5;14;59.3275552988;
76;7;34.4000015259;61.0155448914;16;58.5230681896;4;23.8924598694;45.5;15;61.6585040092;
77;7;34.4000015259;63.0451507568;16;58.800804019;4;24.1276531219;47.0;16;63.5844142437;
78;7;34.4000015259;64.2628479004;14;58.9415178299;4;24.3136100769;48.3899993896;16;65.1561758518;
79;8;34.4000015259;65.3182525635;11;72.2683900595;3;22.4580936432;44.6872596741;18;52.8300466537;
80;8;35.4000015259;66.9730072021;11;72.7269091606;3;22.5691833496;45.9097442627;19;53.3833602667;
81;8;36.4000015259;68.0270996094;12;74.144303441;3;22.6210212708;47.0;18;53.4777494669;
82;8;38.4000015259;68.0548629761;12;74.497574091;4;22.6324920654;48.0;17;53.5297994614;
83;8;40.4000015259;69.9270172119;13;74.8167498708;4;22.2999992371;49.0;16;53.5828865767;
84;8;41.0761566162;71.9549407959;13;75.0978043079;5;22.6561489105;50.0;11;53.636975646;
85;8;41.1000022888;73.9829101562;13;75.3120171428;5;22.6683197021;50.5999984741;11;53.6920275688;
86;8;41.1000022888;76.0109100342;14;75.4532012343;5;22.6807060242;50.5999984741;11;53.7479994297;
87;8;41.1000022888;78.0389099121;14;75.4784082174;5;22.6932983398;50.5999984741;13;53.8048443794;
88;8;41.1000022888;80.0668869019;14;75.5050308108;5;22.2999992371;51.5999984741;13;54.8625119925;
89;8;41.1000022888;82.0948181152;15;75.5328900218;5;23.2999992371;53.5999984741;13;54.9809479713;
90;8;41.1000022888;84.1226959229;15;75.5618212223;5;24.2999992371;55.5999984741;14;55.1030589342;
91;8;41.1000022888;88.5934677124;15;75.5916736126;5;24.2999992371;57.5999984741;14;55.2288528681;
92;8;42.1000022888;89.6290512085;16;75.6223088503;5;24.2999992371;56.5999984741;14;55.3583269119;
93;9;41.1000022888;91.6644744873;15;76.9116518497;4;22.2999992371;51.5999984741;15;54.1611771584;
94;9;42.1000022888;94.6644744873;15;77.0157188177;4;22.2999992371;50.5999984741;15;54.2225291729;
95;9;45.1000022888;92.6644744873;16;77.1234047413;4;22.2999992371;50.5999984741;15;54.2842593193;
96;9;43.1000022888;96.6644744873;16;77.2768113613;4;22.2999992371;50.5999984741;16;54.3462939262;
97;9;43.1000022888;100.225509644;18;77.4389992356;4;22.2999992371;50.5999984741;16;54.4085576534;
98;10;43.1000022888;95.2219009399;19;77.6101651192;4;22.2999992371;50.5999984741;17;54.4709739685;
99;11;42.1000022888;94.2186584473;18;77.7904638648;4;22.2999992371;51.5999984741;17;54.5334656239;
100;11;43.1000022888;94.2157440186;19;78.4762902856;4;22.2999992371;50.5999984741;18;54.5959544182;
