Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;7.0;11.0;4;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;10.0;4;20.0;
4;2;12.2999992371;8.625;4;18.25;1;8.0;10.0;4;20.0;
5;2;13.5;8.625;4;18.3250000477;1;8.0;10.0;4;20.0;
6;2;14.5450000763;8.625;4;18.4048187733;1;9.0;10.0;4;20.0;
7;2;15.5928907394;8.625;4;18.8461898565;1;9.5;10.0;4;20.0;
8;2;16.3077144623;8.79749965668;4;19.2405949831;1;9.5;10.0;4;20.3999996185;
9;2;16.5443572998;8.94309806824;4;20.1585245132;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;17.0951137543;9.3333568573;4;20.9767100811;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;19.0951137543;9.6677980423;4;21.7020223141;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;21.0951137543;9.94955635071;4;22.3446578979;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;22.3866710663;10.1834592819;3;22.9165091515;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;22.7499065399;10.3752222061;3;23.4298532009;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;23.0579128265;10.5308046341;3;23.8345062733;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;23.3007030487;10.625;3;24.0649278164;2;14.7228336334;12.3113050461;4;24.9617595673;
17;2;23.4389572144;10.625;3;24.3094062805;3;16.7228336334;12.6808795929;4;26.0;
18;2;23.5856437683;10.625;3;24.5676383972;3;18.7228336334;12.5;5;26.0900000334;
