Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;2;8.0;10.1999998093;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.22500038147;10.0;4;21.0900000334;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.74524974823;10.0;4;21.1871190071;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.76710128784;10.0;4;21.7036092281;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;9.88331222534;10.1999998093;4;22.1564130783;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;18.2000274658;9.6677980423;4;20.8991127014;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;20.2000274658;9.94955635071;4;21.5194185972;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;21.8915271759;10.1834592819;4;22.0769431591;2;12.1677207947;11.4571752548;5;25.8364036083;
14;2;22.9959259033;10.3752222061;4;22.5860680342;2;14.1677207947;11.8107032776;5;26.6592981815;
15;2;24.1147022247;10.5308046341;5;22.9989435673;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;25.2493934631;10.625;5;23.2525589466;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;26.4015617371;10.625;5;23.5378723145;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;27.5727500916;10.625;5;23.8573079109;2;19.4894981384;12.5;4;28.7683298588;
19;2;28.3143844604;10.625;5;24.2130148411;2;20.4728736877;12.5;4;29.1538929939;
20;2;28.5278091431;10.625;4;24.6067101955;2;20.5596256256;12.5;4;29.562889576;
21;2;28.7640266418;10.625;5;25.0395004749;2;20.6516494751;12.5;6;29.9934945107;
22;2;29.0237007141;10.625;5;25.5116910934;2;20.7485351562;12.5;6;30.4432339668;
23;2;29.3070144653;10.625;5;26.0225958824;2;20.8497276306;12.5;6;30.9089989662;
24;2;29.6135578156;10.625;5;26.5703659058;2;20.9545249939;12.5;6;31.3870959282;
25;2;29.9422187805;10.625;5;27.1518626213;2;21.0620956421;12.5;6;31.8733391762;
26;2;30.2911186218;10.625;5;27.7625956535;2;21.1715011597;12.5;8;32.36317873;
27;2;30.6575584412;10.625;5;28.3967533112;3;21.2817153931;12.5;7;41.3518595695;
28;2;31.0380516052;10.625;5;29.0473399162;3;20.625;13.5;7;42.1746034622;
29;2;31.4284038544;10.625;5;29.7064228058;3;21.625;14.5;8;42.9703350067;
30;2;31.8238525391;10.625;5;30.365480423;3;22.625;15.5;8;43.7334280014;
31;2;32.2192878723;10.625;5;31.0158262253;3;22.625;14.5;8;44.459151268;
32;2;32.6094970703;10.625;5;31.6490592957;3;23.625;14.5;8;45.143781662;
33;2;32.9894332886;12.625;5;32.2575025558;3;23.625;13.5;8;45.7846460342;
34;2;33.3544998169;14.625;6;32.8345708847;3;24.2474689484;13.5;8;46.3801174164;
35;2;33.7007446289;16.625;6;33.375041008;4;23.3504486084;13.5;5;61.9295568466;
36;2;34.0250244141;18.625;6;33.8751935959;4;22.4449119568;15.5;5;63.1832151413;
37;2;34.3251152039;20.625;7;34.3328323364;4;22.9061431885;17.5;6;64.3114833832;
38;2;34.5997009277;20.625;7;34.7471876144;5;23.9845180511;19.5;6;65.3151712418;
39;2;34.8483123779;20.625;7;35.1187400818;5;25.0554618835;21.5;6;66.1989307404;
40;3;35.0712432861;20.625;6;35.4489908218;5;26.1194458008;23.5;5;66.9658927917;
41;3;35.2693939209;20.625;6;35.7402133942;5;27.1749992371;25.5;7;67.5195522308;
42;3;35.4441299438;20.625;7;35.9952106476;5;27.2967948914;26.8502311707;8;67.9925279617;
43;3;35.5971260071;20.625;7;36.2170953751;5;29.3660793304;25.5;8;68.3827629089;
44;3;35.730255127;20.625;7;36.4091091156;5;31.4236221313;26.5;9;68.5;
45;3;35.8454666138;20.625;7;36.5;5;33.375;28.5;9;68.5;
46;3;35.9000015259;20.625;7;36.5;5;34.375;30.5;9;68.5;
47;3;35.9000015259;20.625;7;36.5;5;35.375;32.5;11;68.5;
48;3;35.9000015259;20.625;8;36.5;5;36.0;32.5;11;68.5;
49;3;35.9000015259;20.625;8;37.5;5;36.0;32.5;12;68.5;
50;3;36.9000015259;21.625;8;37.5299999714;6;36.0;32.5;12;68.5;
51;3;37.9000015259;22.625;8;38.9396406412;7;36.0;32.5;8;83.5;
52;3;38.7212524414;24.0234375;8;40.1356267929;7;37.0;33.5;8;84.25;
53;3;39.4135932922;25.3489723206;9;41.1381396055;7;38.0;34.5;8;84.9193744659;
54;3;39.9891433716;26.6102333069;9;41.9710116386;7;38.0;35.5;8;85.5072898865;
55;3;40.4622039795;27.4171772003;9;42.6588562727;8;38.0;36.5;6;101.016269684;
56;4;40.8475418091;27.6014404297;9;43.0185713768;8;39.0;38.5;6;102.20132637;
57;5;41.0353012085;27.6465358734;8;43.2924166918;8;41.0;39.5;6;104.238464355;
58;5;41.1708488464;27.670501709;8;43.3900717497;8;43.0;41.5;6;105.164307833;
59;5;41.2000007629;27.6950359344;9;43.4402523041;8;45.0;43.5;7;105.959623575;
60;5;41.2000007629;27.7201271057;9;43.4915215969;8;47.2386322021;45.5;7;106.543092489;
61;5;41.2000007629;29.6950359344;9;43.5438512564;8;46.5206451416;47.5;7;110.01505208;
62;5;41.2000007629;30.6950359344;9;43.597209096;8;48.1771240234;48.0;8;112.914903402;
63;5;41.2000007629;31.6950359344;9;43.6515587568;9;49.7248535156;48.3899993896;7;115.308614612;
64;5;41.2000007629;32.6950378418;9;44.7068601847;9;48.1773376465;49.6872596741;7;117.178443909;
65;5;42.2000007629;34.6950378418;10;44.8030694723;9;48.5084457397;50.9097442627;8;118.48698771;
66;5;43.2000007629;36.6950378418;10;44.9013227224;9;48.7232208252;52.0;8;119.031861186;
67;5;43.2000007629;38.6950378418;10;45.0015702248;9;49.7811813354;50.0;9;119.369464755;
68;5;43.2000007629;40.6950378418;11;45.1037555933;9;48.8331298828;50.0;9;119.465734363;
69;6;43.2000007629;42.6950378418;11;45.2078158855;9;48.8547897339;51.0;10;120.517537355;
70;6;43.2000007629;42.9979858398;12;45.3136818409;10;46.8664474487;54.0;9;120.610384941;
71;6;43.2000007629;43.6568412781;12;45.4212779999;10;46.1533355713;57.0;9;120.705427051;
72;6;43.2000007629;43.7106399536;13;45.5305223465;10;52.0705451965;61.0;10;120.802627206;
73;6;41.2000007629;44.7652587891;13;45.6413267851;10;56.5802612305;65.0;10;120.901941895;
74;6;40.2000007629;45.8206634521;13;45.7535976171;10;56.8901939392;69.0;11;121.003321171;
75;6;39.2000007629;46.8768005371;14;45.8672349453;11;56.9003372192;73.0;11;121.106707573;
76;6;38.2000007629;47.9336166382;14;45.9821338654;11;56.9106712341;77.0;12;121.212037206;
77;6;37.2000007629;48.991065979;14;46.0981843472;11;54.921207428;81.9536132812;12;121.319238782;
78;6;38.2000007629;47.8687286377;14;46.2152718306;11;53.9319267273;85.9831085205;15;121.428233981;
79;6;39.2000007629;46.9506912231;15;46.3332769871;11;52.9428253174;88.0129241943;16;121.538938165;
80;6;37.2000007629;48.0332946777;16;46.4520766735;11;52.9538917542;91.7694702148;21;121.651259422;
81;7;36.2000007629;50.0727920532;15;46.5715447664;11;53.9651260376;94.825630188;21;121.765099525;
82;7;35.2000007629;52.1128845215;14;46.6915518045;11;54.9765090942;94.8825454712;24;121.880354166;
83;7;34.2000007629;54.1535339355;15;46.8119660616;11;53.9880371094;97.9401779175;24;121.996913075;
84;7;33.2000007629;56.1946983337;14;46.932653904;11;54.9996910095;97.9984588623;27;122.114660263;
85;7;32.4000015259;58.2363433838;14;47.0534801483;11;55.01146698;98.0573272705;28;122.233474493;
86;7;32.4000015259;59.537437439;14;47.1743090153;11;54.0233459473;101.116737366;28;122.353229642;
87;8;32.4000015259;60.6220169067;17;47.2950048447;11;55.035320282;101.176620483;29;122.473795533;
88;8;32.4000015259;61.7065048218;17;47.4154319763;11;55.0473823547;101.23690033;30;122.595038056;
89;8;32.4000015259;62.790802002;17;47.7520728111;11;55.0595054626;102.216522217;30;122.71682024;
90;8;32.4000015259;64.0264511108;18;48.0999140739;11;54.0716781616;105.301773071;32;122.839001894;
91;8;32.4000015259;65.2699432373;17;48.4581565857;12;54.0839004517;108.387298584;32;122.96144104;
92;8;32.4000015259;66.5207061768;17;48.8258697987;12;52.0961456299;112.473014832;33;123.083994627;
93;8;32.4000015259;67.7781066895;18;50.2019972801;12;51.1083984375;116.558792114;33;123.206518412;
94;8;33.4000015259;70.0413970947;18;51.6453647614;12;50.1206550598;120.644561768;33;123.328868389;
95;8;35.4000015259;73.309753418;18;52.2176557779;13;49.1328849792;124.730201721;33;147.450901031;
96;9;36.4000015259;76.58228302;16;52.8106242418;13;49.5450897217;129.815628052;35;149.252473831;
97;9;36.4000015259;79.8580245972;18;53.4239690304;13;51.5572433472;131.900726318;35;150.962521553;
98;9;36.4000015259;83.1359634399;19;54.0573327541;14;51.591632843;137.141448975;34;152.386780024;
99;9;36.4000015259;86.4150543213;17;54.7102974653;14;52.6271247864;137.389877319;35;153.562815428;
100;9;37.4000015259;83.5540084839;16;55.3823766708;14;51.6636314392;140.64541626;35;154.536800861;
