Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
6;1;13.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;9.5;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;9.5;10.0;4;20.3999996185;
9;1;15.7317180634;8.94309806824;4;18.6667137146;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;16.2000274658;9.3333568573;4;19.3355960846;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;17.2000274658;9.6677980423;4;19.8991127014;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;18.2000274658;9.94955635071;4;20.3669185638;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;19.2000274658;10.1834592819;4;20.7504444122;1;11.7228336334;11.4571752548;5;23.6214065552;
14;1;19.4502677917;10.3752222061;4;21.0616092682;1;12.7228336334;11.8107032776;5;24.1832637787;
15;1;19.6369667053;10.5308046341;4;21.25;1;13.7228336334;12.0916318893;5;24.6226100922;
16;1;19.75;10.625;4;21.25;1;14.7228336334;12.3113050461;5;24.9617595673;
17;1;19.75;10.625;4;21.25;1;15.7228336334;12.4808797836;5;25.0;
18;1;19.75;10.625;4;21.25;1;16.7228336334;12.5;5;25.0;
19;1;19.75;10.625;4;21.25;1;17.625;12.5;6;25.0;
20;1;19.75;10.625;4;21.25;1;17.625;12.5;7;25.0;
21;1;21.75;10.625;5;21.25;1;17.625;12.5;8;25.0;
22;1;22.75;10.625;5;21.25;1;17.625;12.5;8;25.0;
23;1;23.75;10.625;6;21.25;1;17.625;12.5;8;25.0;
24;1;24.75;10.625;7;21.25;1;17.625;12.5;8;25.0;
25;1;24.75;10.625;7;21.25;2;17.625;12.5;7;25.0;
26;1;24.75;10.625;7;21.25;2;17.625;12.5;7;25.0;
27;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
28;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
29;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
30;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
31;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
32;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
33;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
34;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
35;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
36;1;24.75;10.625;7;21.25;2;17.625;12.5;8;25.0;
37;1;24.75;10.625;7;21.25;2;15.625;13.5;7;25.0;
38;1;24.75;10.625;7;21.25;2;14.625;14.5;7;25.0;
39;1;24.75;11.625;7;21.25;2;13.625;15.5;7;25.0;
40;1;24.75;12.625;7;21.25;2;12.625;16.5;7;25.0;
41;1;24.75;13.625;8;21.25;2;12.0;17.5;7;25.0;
42;2;25.75;15.625;7;22.25;2;12.0;18.5;8;25.0;
43;2;26.75;17.625;7;22.2899999619;2;12.0;19.5;10;25.0;
44;2;26.75;18.625;7;22.3311839104;2;12.0;20.5;10;25.0;
45;2;26.75;19.625;7;22.3735535145;2;12.0;21.5;11;25.0;
46;2;26.75;20.625;7;22.4171074629;2;12.0;22.5;11;25.0;
47;2;26.75;21.2085533142;8;22.461841464;2;12.0;23.5;12;25.0;
48;2;26.75;21.2309207916;8;22.5077478886;2;12.0;24.5;12;25.0;
49;2;26.75;21.2538738251;8;22.5548160076;2;13.0;22.5;13;25.0;
50;2;26.75;21.2774085999;9;22.6030313969;2;12.0;23.5;13;25.0;
51;2;26.75;21.3015155792;9;22.6523760557;2;12.0;24.5;14;25.0;
52;2;26.75;21.3261871338;10;22.7028282881;3;13.0;22.5;11;40.0;
53;3;26.75;21.3514137268;9;22.7543625832;3;15.0;22.5;12;40.75;
54;3;26.75;21.3771820068;9;22.8069496155;3;17.0;22.5;12;41.4193744659;
55;3;26.75;21.4034748077;9;22.8605561256;3;18.0;22.5;13;42.0072898865;
56;3;26.75;21.4302787781;9;22.9151450396;4;19.0;22.5;12;42.5162696838;
57;3;26.75;21.457572937;9;22.97067523;4;19.625;22.5;13;42.9513263702;
58;3;26.75;21.4853382111;9;23.0271017551;4;19.625;23.5;13;43.3190898895;
59;3;26.75;21.5135498047;9;23.0843759775;4;19.625;24.5;14;43.6270179749;
60;3;26.75;21.5421886444;9;23.1424454451;4;19.625;25.5;14;43.8827629089;
61;3;26.75;21.5712223053;9;23.2012542486;4;19.625;26.5;14;44.0;
62;3;26.75;21.6006278992;11;24.1112775803;4;19.625;27.5;14;44.0;
63;4;28.2281265259;23.055639267;10;25.8797228336;4;19.625;28.5;14;44.0;
64;4;29.6187667847;24.4398612976;10;26.4987272024;4;19.625;29.5;14;44.0;
65;4;29.9322776794;25.7618637085;10;27.014895618;4;19.625;30.5;14;44.0;
66;4;30.1802082062;27.0311985016;10;27.4467966557;4;19.625;31.5;15;45.0;
67;4;30.3739547729;28.2572727203;10;27.6047891974;4;21.625;30.5;15;45.0199999809;
68;4;30.4000015259;28.8023948669;11;28.7245187163;4;23.625;30.5;15;45.0401959419;
69;5;31.4000015259;29.8622589111;10;28.8889275789;4;24.8590431213;30.5;15;45.0605818033;
70;6;30.4000015259;31.9244651794;10;29.0587200522;5;25.8636302948;30.5;15;45.0811508894;
71;6;31.4000015259;31.9887695312;10;29.2334050536;5;25.8999996185;30.5;15;45.1018965244;
72;6;29.4000015259;34.0549240112;11;29.4124752283;5;26.1479263306;29.5;15;45.1228116751;
73;6;30.4000015259;34.1226844788;11;29.5954095125;5;26.1526317596;28.5;15;45.1438889503;
74;6;31.4000015259;34.797706604;11;29.781675458;5;26.1573753357;27.5;15;45.1651208401;
75;6;29.4000015259;35.890838623;11;29.9707322121;5;23.8999996185;29.0825614929;15;45.1864993572;
76;6;30.4000015259;34.9853668213;11;30.1620342731;5;22.8999996185;30.0932502747;15;45.2080165148;
77;6;31.4000015259;35.0810165405;11;30.355035305;5;21.8999996185;31.1040077209;16;46.2296639681;
78;6;29.4000015259;36.1775169373;11;32.5491929054;6;22.625;33.1148300171;15;46.2814331055;
79;6;32.4000015259;37.274597168;11;32.8164730668;6;23.625;35.1257171631;15;46.3339062929;
80;6;35.4000015259;39.3719863892;12;34.283510983;6;24.625;37.1366577148;15;46.3870675564;
81;6;36.4000015259;42.0341377258;12;35.565740943;6;25.9164428711;38.5;16;46.4408997297;
82;6;35.4000015259;43.0771713257;13;36.6912332773;6;26.625;41.1586914062;15;46.4953839779;
83;6;35.4000015259;45.7594413757;13;37.6899514198;6;26.8850631714;42.1697731018;16;48.132058382;
84;6;32.4000015259;48.3686027527;15;38.5046024919;6;27.4264640808;43.0;16;49.4555265903;
85;6;31.4000015259;50.4349822998;15;39.0820889473;6;27.3369235992;45.0129356384;17;51.5109615326;
86;6;30.4000015259;52.5027961731;15;39.6698217392;7;28.4501132965;47.3904914856;16;52.4056326151;
87;6;30.4000015259;51.5720176697;16;40.2664290667;7;30.5610122681;45.9097442627;16;52.9639179707;
88;6;28.4000015259;53.6426010132;17;40.8705399036;7;32.1918792725;46.0;17;53.1025619507;
89;6;27.4000015259;55.7145118713;17;41.4807981253;7;33.2230758667;46.0;17;53.245405674;
90;6;27.4000015259;54.7877120972;17;42.0958684683;7;34.2552146912;46.0;18;53.3924626112;
91;6;25.4000015259;56.8621559143;20;42.714441061;7;29.2999992371;50.1962356567;17;53.5437312126;
92;6;24.4000015259;58.9377822876;20;43.3352264166;7;27.2999992371;52.2718658447;18;53.6991947889;
93;6;24.4000015259;58.0145492554;21;43.9569498301;8;25.2999992371;54.3495979309;17;54.8588187695;
94;7;22.4000015259;60.0923881531;19;44.5783441067;8;25.2999992371;56.6362915039;17;55.0625507832;
95;7;22.0;61.3560676575;19;45.198137641;9;28.0334968567;56.8531799316;16;78.271502614;
96;7;22.0;65.1826095581;18;45.8150466681;9;29.6669845581;60.7230072021;17;80.785582304;
97;7;22.0;67.47240448;18;46.4277697802;9;31.6720085144;63.7687606812;18;82.9527767897;
98;7;22.0;69.5864715576;18;47.0349872112;9;34.1103248596;63.8531799316;18;84.7440257072;
99;7;23.0;68.7015533447;19;47.6353621483;9;34.1373062134;67.8531799316;19;86.1785078049;
100;7;22.0;70.8175430298;20;48.2275518179;9;34.1649398804;71.0276947021;21;87.30595994;
101;7;23.0;69.9343261719;20;49.8102214336;9;35.193195343;71.0579605103;20;88.1878734827;
102;7;24.0;70.0517807007;20;50.472063303;9;34.2220458984;74.088470459;20;88.869473815;
103;7;24.0;73.1697921753;22;51.1780160666;9;33.7017745972;78.1192016602;21;89.1147538424;
104;7;25.0;73.3284988403;22;51.7917079926;9;35.2813835144;76.8765258789;21;89.3635019064;
105;7;25.0;73.4887924194;23;52.4091161489;9;34.3117828369;78.9333343506;22;89.615393877;
106;7;24.0;76.6504058838;24;53.0288052559;9;34.3426094055;80.9907836914;23;89.8700823784;
107;7;25.0;75.813079834;25;53.6494470835;9;35.3738021851;80.0488128662;24;90.1271990538;
108;8;25.0;74.9765167236;25;54.2698355913;9;33.2999992371;84.0537185669;25;90.3863561153;
109;8;24.0;75.4666442871;26;54.8888943195;9;34.4370689392;84.1663589478;26;90.6471493244;
110;8;25.0;76.5912475586;26;55.5056760311;9;35.0337600708;84.1929931641;27;90.9091613293;
111;8;25.0;73.7157745361;26;56.0424253941;9;33.7398910522;86.2854919434;28;91.1719633341;
112;8;24.0;75.7861175537;25;56.7108037472;9;34.5332183838;87.3454971313;26;91.4351192713;
113;9;25.0;71.85572052;24;59.3214211464;9;35.5653305054;86.405708313;26;91.6823999882;
114;9;24.0;72.1320037842;24;61.9789588451;9;34.5938186646;88.4660491943;25;91.9251043797;
115;8;24.0;72.4176864624;24;64.6563756466;10;34.6212387085;90.5264663696;24;92.1670534611;
116;8;25.0;69.7121200562;24;67.3275442123;10;35.6484909058;89.5868835449;24;92.4078218937;
117;8;24.0;72.0145111084;25;69.9685966969;10;34.6755027771;91.6472320557;26;92.6469936371;
118;8;24.0;74.3239822388;26;71.6349990368;10;33.75;95.790435791;26;92.8841645718;
119;8;25.0;73.5679473877;27;74.2813396454;10;34.7285766602;96.874458313;27;93.118947506;
120;8;25.0;76.8112106323;24;75.9913706779;11;34.7545166016;98.9581069946;25;93.3509721756;
121;8;27.0;77.0529327393;26;77.574521184;11;34.7799835205;101.041282654;26;93.5798890591;
122;8;26.0;80.2922744751;26;79.1833974123;11;33.75;104.123901367;27;93.8053719997;
123;8;26.0;83.5284729004;26;80.789501667;11;33.75;107.205879211;25;94.0271184444;
124;8;27.0;83.7607879639;27;82.3896683455;11;34.75;107.287124634;25;94.2448513508;
125;8;26.0;85.988494873;28;83.9819703102;11;35.8762321472;106.36756134;26;94.4583201408;
126;8;27.0;85.2109909058;28;85.565515995;11;34.8986968994;108.447105408;26;95.6673014164;
127;8;26.0;87.4276885986;29;87.1402387619;11;34.75;112.525680542;27;95.911598444;
128;8;27.0;86.6381072998;29;88.6241240501;11;36.75;113.603225708;26;96.152225256;
129;8;28.0;83.7438583374;29;90.0240116119;11;35.75;117.479644775;26;97.0828462839;
130;8;28.0;84.8446502686;30;91.4433808327;12;38.0260314941;118.742095947;26;99.0350902081;
131;8;27.0;84.9404220581;31;92.8782329559;12;38.2999992371;121.010009766;25;100.064533353;
132;8;29.0;84.0311584473;29;94.3238296509;12;39.0293655396;121.231437683;24;101.109417796;
133;8;28.0;86.1168670654;30;95.7741580009;13;39.6452941895;123.580123901;21;103.164915681;
134;8;30.0;85.7769775391;31;97.2215051651;14;39.6530838013;124.837425232;24;104.286150813;
135;10;29.0;87.8528823853;22;98.6562504768;13;41.1156539917;126.117744446;24;105.411297083;
136;10;29.0;89.924041748;22;100.066979885;14;42.0118484497;129.398529053;23;106.535841346;
137;10;31.0;88.9906158447;22;101.440931797;14;42.8144187927;130.662689209;23;107.655580044;
138;10;31.0;91.0527496338;23;102.720967293;14;42.2467918396;132.957122803;22;108.766704082;
139;10;33.0;92.0799942017;26;103.879459381;14;42.3596115112;136.232727051;22;110.865855336;
