Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.5;10.0;4;20.3999996185;
9;2;16.3317184448;8.94309806824;3;19.6667137146;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;16.8000278473;9.3333568573;3;20.4405961037;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;18.8000278473;9.6677980423;3;21.1189774275;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;20.8000278473;9.94955635071;3;21.7121870518;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;22.007188797;10.1834592819;3;22.2323212624;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;23.0891532898;10.3752222061;3;22.6919423342;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;24.1782264709;10.5308046341;4;23.0412415266;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;25.274772644;10.625;4;23.2151488066;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;26.3791160583;10.625;4;23.4025228024;1;15.7228336334;12.4808797836;5;25.0;
18;2;27.4915409088;10.625;4;23.6037294865;1;16.7228336334;12.5;5;25.0;
19;2;28.1622371674;10.625;4;23.8190078735;1;17.625;12.5;6;25.0;
20;2;28.2914047241;10.625;4;24.0484457016;1;17.625;12.5;7;25.0;
21;2;28.4290676117;10.625;5;24.2919540405;1;17.625;12.5;8;25.0;
22;2;28.5751724243;10.625;5;24.549243927;1;17.625;12.5;8;25.0;
23;2;28.7295455933;10.625;5;24.8198068142;1;17.625;12.5;8;25.0;
24;2;28.8918838501;10.625;5;25.102899313;1;17.625;12.5;8;25.0;
25;2;29.0617408752;10.625;5;25.3975343704;1;17.625;12.5;8;25.0;
26;2;29.2385215759;10.625;5;25.7024803162;1;17.625;12.5;8;25.0;
27;3;25.2385215759;12.625;4;26.0162696838;1;17.625;12.5;9;25.0;
28;3;25.75;12.625;4;26.3372173309;1;17.625;12.5;9;25.0;
29;3;23.75;14.1686086655;4;26.6634492874;1;17.625;12.5;9;25.0;
30;3;24.75;13.3317241669;5;26.9929418564;1;15.625;13.5;9;25.0;
31;4;26.75;11.3317241669;4;27.3235664368;1;14.625;14.5;9;25.0;
32;4;28.75;10.625;4;27.6531443596;1;15.625;12.5;9;25.0;
33;4;29.75;10.625;4;27.9795031548;1;16.625;12.5;9;25.0;
34;4;30.75;10.625;4;28.3005337715;1;17.625;12.5;9;25.0;
35;4;30.9803199768;12.625;4;28.6142449379;1;17.625;12.5;9;25.0;
36;4;31.1685466766;14.625;4;29.9188122749;1;15.625;13.5;9;25.0;
37;4;32.3512878418;17.625;4;30.3376188278;1;14.625;14.5;10;25.0;
38;4;33.5275726318;20.625;4;31.7677588463;1;13.625;15.5;10;25.0;
39;4;35.3021240234;23.625;5;33.0468784571;1;12.625;16.5;10;25.0;
40;4;36.9767837524;25.3980751038;5;34.1899660826;1;12.0;17.5;10;25.0;
41;5;38.5597839355;26.6777667999;4;35.2152508497;1;12.0;18.5;10;25.0;
42;5;39.0613136292;26.8989982605;5;36.1416351795;1;12.0;19.5;11;25.0;
43;5;39.4919891357;27.0717735291;5;36.8263421059;1;12.0;20.5;11;25.0;
44;5;39.7654800415;27.125;5;37.401870966;1;12.0;21.5;12;25.0;
45;5;39.9607009888;27.125;4;37.9749088287;1;12.0;22.5;12;25.0;
46;5;40.1411933899;27.125;4;38.5459446907;1;12.0;23.5;13;25.0;
47;5;40.3069419861;27.125;4;40.1155939102;1;12.0;24.5;12;25.0;
48;5;41.458190918;28.125;4;40.734452486;1;13.0;22.5;12;25.0;
49;5;42.595413208;29.125;7;41.3549342155;1;12.0;23.5;13;25.0;
50;5;43.7192459106;30.125;8;41.9772170782;1;13.0;21.5;13;25.0;
51;6;44.8304595947;31.125;7;43.7937066555;1;14.0;20.5;13;25.0;
52;6;47.5847320557;32.5796890259;7;45.4145619869;1;15.0;19.5;14;25.0;
53;6;49.2021331787;33.608669281;8;45.7688345909;1;16.0;18.5;14;25.0;
54;7;50.0419197083;33.5663909912;7;56.1752744913;1;17.0;17.5;14;25.0;
55;7;51.7719421387;34.5366783142;7;57.1264002323;1;17.625;17.5;15;25.0;
56;7;52.9731407166;35.5186729431;7;58.0868023634;1;17.625;17.5;15;25.0;
57;8;54.1923980713;36.5116043091;7;60.0452347994;1;17.625;17.5;15;25.0;
