Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;2;9.5;10.1999998093;3;21.0;
8;1;15.5569992065;8.79749965668;3;17.8861961365;2;9.72500038147;10.0;3;21.469999671;
9;1;15.7317180634;8.94309806824;3;18.6667137146;2;9.83075046539;10.1999998093;3;21.8705514669;
10;1;16.2000274658;9.3333568573;3;19.3355960846;2;9.92087364197;10.3632001877;3;22.2129640579;
11;1;17.2000274658;9.6677980423;3;19.8991127014;2;9.99791717529;10.4951858521;3;23.3718163967;
12;1;18.2000274658;9.94955635071;3;20.3669185638;2;10.2586593628;11.0209560394;4;24.3595588207;
13;1;19.2000274658;10.1834592819;3;20.7504444122;2;12.0480051041;11.4571752548;4;25.1902494431;
14;1;20.2000274658;10.3752222061;3;21.0616092682;2;14.0480051041;11.8107032776;4;25.884378314;
15;1;21.2000274658;10.5308046341;4;21.25;2;16.0480060577;12.0916318893;4;26.4648982286;
16;1;22.2000274658;10.625;4;21.25;2;17.137348175;12.3113050461;4;26.9543362856;
17;1;23.2000274658;10.625;4;21.25;2;18.171163559;12.4808797836;4;27.1521308422;
18;1;24.2000274658;10.625;4;21.25;2;19.2070636749;12.5;4;27.3210272789;
19;1;24.75;10.625;4;21.25;2;20.1472320557;12.5;5;27.4992582798;
20;1;24.75;10.625;4;21.25;2;20.1873321533;12.5;6;27.6867210865;
21;1;24.75;10.625;5;21.25;2;20.229511261;12.5;6;27.8832085133;
22;1;24.75;10.625;5;21.25;2;20.2737216949;12.5;6;28.0884003639;
23;1;24.75;10.625;5;21.25;2;19.625;13.4265203476;7;28.3018581867;
24;1;24.75;10.625;5;21.25;2;19.625;13.4905576706;7;28.5230212212;
25;1;24.75;10.625;5;21.25;2;20.417678833;12.5;7;28.7512066364;
26;1;24.75;10.625;5;21.25;3;20.4690208435;12.5;6;28.9856116772;
27;2;24.75;10.625;4;21.25;3;19.625;13.5;6;29.2253217697;
28;2;24.75;10.625;4;21.25;3;20.5756969452;12.5;6;29.4693202972;
29;2;24.75;10.625;3;21.25;3;20.6305961609;12.5;6;29.716504097;
30;2;24.75;10.625;3;21.25;3;18.686214447;13.5;6;29.9657006264;
31;2;24.75;10.625;3;21.25;3;17.7422828674;14.5;6;30.2156887054;
32;3;25.75;10.625;2;22.25;3;16.7985305786;15.5;6;30.4652233124;
33;3;26.75;10.625;2;22.4025000334;3;15.854675293;16.5;6;30.7130589485;
34;3;27.4414997101;10.625;4;22.5764987469;3;15.625;15.5;6;30.9579744339;
35;3;27.5458984375;10.625;4;22.774458766;3;16.625;15.5;6;31.198797226;
36;3;27.6646747589;10.625;4;22.9989435673;3;17.625;15.5;6;31.4344263077;
37;3;27.7993659973;12.625;5;23.2525589466;3;18.625;15.717212677;7;31.6638503075;
38;3;27.9515342712;14.625;5;23.5378723145;3;19.625;15.8319253922;7;31.8861660957;
39;3;28.1227226257;16.625;5;23.8573079109;3;18.625;14.8319253922;7;32.1005897522;
40;4;28.3143844604;18.625;5;24.2130148411;3;18.2226333618;14.8319253922;8;32.3064651489;
41;4;28.5278091431;20.625;6;24.6067101955;3;17.2689552307;15.5;8;32.5032672882;
42;4;28.7640266418;20.625;6;25.0395004749;3;16.625;14.5;8;32.6906037331;
43;5;29.0237007141;20.625;5;40.5116910934;3;17.625;14.5;8;32.8682103157;
44;5;30.3070144653;21.625;4;41.7725958824;3;16.625;13.5;8;33.035943985;
45;5;31.6135578156;22.625;4;42.9897403717;4;17.625;14.0;7;35.1937742233;
46;5;31.9422187805;23.625;4;44.1591525078;4;18.625;13.5;8;35.5617721081;
47;5;32.2911186218;24.625;4;45.2788653374;4;20.131149292;14.5;8;35.9426478148;
48;5;32.6575584412;25.625;4;47.3480796814;4;21.4620952606;18.5;8;36.3384493589;
49;5;34.0380516052;27.625;4;48.5189298391;4;22.5511512756;22.5;9;36.7513000965;
50;5;35.4284057617;29.625;4;49.6599395275;4;23.6440429688;26.5;9;37.1833459139;
51;5;35.8238525391;31.625;4;50.7727020979;4;24.7412528992;29.5;10;37.6366940737;
52;5;36.2192878723;33.625;4;52.7647697926;4;25.8432559967;32.5;11;38.0764871836;
53;5;37.6094970703;36.625;5;53.6716182232;4;26.0532493591;32.5;11;38.4912073612;
54;6;38.9894332886;38.625;4;54.5855708122;4;26.08634758;32.5;12;38.9396724701;
55;6;39.3544998169;40.625;4;55.5024605989;4;26.1215209961;32.5;12;39.4225986004;
56;6;39.7007446289;42.2249984741;4;56.4192067385;4;26.1587905884;32.5;12;39.9402375221;
57;6;40.0250244141;43.2249984741;6;59.1155967712;4;26.1981658936;32.5;14;40.4922876358;
58;6;41.0033035278;44.4023857117;7;61.5810588598;5;26.2396278381;32.5;13;41.0778095722;
59;6;41.8636741638;44.9285964966;7;63.8360805511;5;26.2831382751;32.5;14;41.6951568127;
60;6;43.6107406616;45.3571090698;9;65.905452013;5;25.6499996185;32.5;14;42.341930151;
61;6;45.2523193359;45.7020835876;11;67.7998287678;6;25.6499996185;32.5;13;43.0149605274;
62;6;46.7980461121;45.9715461731;11;69.1584764719;6;25.6499996185;32.5;13;43.7103312016;
63;6;48.1344451904;46.0040092468;12;70.4560633898;6;25.6499996185;32.5;13;44.4234411716;
64;6;48.9358406067;46.014831543;13;71.7301576138;6;25.6499996185;32.5;14;46.1491141319;
65;7;49.6872329712;46.0257148743;12;72.9734295607;6;26.6499996185;33.5;14;46.9217433929;
66;7;47.8856124878;47.0366592407;13;74.1770734787;6;27.6499996185;34.5;14;47.6966586113;
67;7;47.0533294678;48.0476493835;15;75.3312450647;6;27.6499996185;35.5;13;48.4679572582;
68;7;46.194103241;49.0586929321;15;76.3230932951;6;27.6499996185;36.5;12;50.2298907042;
69;7;44.194103241;51.0476493835;15;77.1861561537;7;28.6499996185;38.5;11;51.0670573711;
70;7;44.1441993713;53.0476493835;16;78.0004515648;7;29.6499996185;39.5;11;51.8916933537;
71;8;44.1441993713;55.0476493835;15;78.7558733225;7;29.6499996185;40.5;12;52.6999460459;
72;8;44.1441993713;57.0476493835;15;79.4456185102;7;29.6499996185;41.5;12;53.4886877537;
73;8;44.1441993713;59.0476493835;15;80.0662238598;7;29.6499996185;42.5;11;55.7501271963;
74;9;41.1441993713;63.0476493835;15;80.6172808409;7;29.9155006409;43.0;11;57.7549823523;
75;9;39.1441993713;67.0476531982;17;81.1009155512;7;28.0910015106;44.3899993896;11;59.5328692198;
76;10;37.1441993713;71.0476531982;15;83.3626593351;6;26.1592674255;42.4832229614;11;60.1062403917;
77;10;36.1441993713;76.0476531982;16;83.8934550285;6;27.2593841553;45.7487487793;11;61.2579774857;
78;10;36.4000015259;80.1706466675;17;84.3841768503;6;30.6976470947;42.0;12;62.1728014946;
79;10;38.4000015259;78.1818847656;17;84.8412381411;6;32.7279319763;42.0;7;63.0280052423;
80;10;36.4000015259;82.1931152344;17;86.1979190111;6;26.2999992371;46.9776992798;7;63.7333760262;
81;11;37.4000015259;87.2043304443;17;86.4780766964;6;25.5830612183;51.0270195007;7;64.3962298632;
82;11;40.4000015259;85.2155227661;16;86.7715681791;6;24.7850170135;53.665145874;7;65.0189341307;
83;11;38.4000015259;89.2266845703;16;87.0780395269;6;23.8085136414;56.7028579712;7;65.6042182446;
84;11;38.4000015259;93.2378234863;19;87.3969500065;6;22.8326148987;59.2063369751;9;66.1550043821;
85;12;38.4000015259;97.5884780884;18;87.7275630236;6;22.352399826;60.5566444397;10;66.5254409313;
86;12;38.4000015259;100.60395813;19;88.06894207;6;22.371547699;61.9370574951;10;66.8871845007;
87;12;38.4000015259;103.619369507;19;88.4199539423;6;23.0;61.9435920715;9;67.2417589426;
88;12;38.4000015259;106.63470459;19;88.7792773247;6;23.0;62.0474243164;10;67.5893814564;
89;12;40.4000015259;103.649971008;24;89.1454199553;6;22.4333076477;64.1907730103;10;67.9303021431;
90;12;38.4000015259;106.665145874;23;89.5167429447;6;23.0;64.2504425049;9;68.2647800446;
91;12;39.4000015259;106.680236816;22;90.8914933205;6;22.7148170471;64.7843399048;12;68.5262241364;
92;12;41.4000015259;104.695236206;23;91.4178394079;7;22.5012569427;66.7222290039;11;68.7546329498;
93;12;40.4000015259;108.710121155;24;92.0643988848;7;23.0;65.7222290039;12;68.9859769344;
94;14;41.4000015259;109.751106262;20;107.738498092;7;22.0;68.2215118408;11;69.219786644;
95;14;43.4000015259;108.79258728;20;109.490827084;7;22.0;68.2771759033;13;69.4555704594;
96;14;42.4000015259;114.834510803;20;111.177135825;7;23.0;64.3339538574;13;69.6928193569;
97;14;43.4000015259;117.876838684;21;113.787690878;7;22.0;64.391746521;13;69.9310097694;
98;14;45.4000015259;118.919525146;21;116.379617453;7;22.0;64.4504241943;13;70.1696095467;
99;15;47.4000015259;124.962509155;22;117.958809614;6;23.0;58.0;15;70.4080803394;
100;17;51.4000015259;120.546974182;21;120.475437522;6;22.0;58.0;15;70.645884037;
