Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;2;14.5;8.625;4;18.25;1;9.0;10.0;5;20.0;
7;2;15.5;8.625;4;18.7174992561;1;9.5;10.0;5;20.0;
8;2;16.2304992676;8.79749965668;4;19.1448272467;1;9.5;10.0;5;20.3999996185;
9;2;16.4868965149;8.94309806824;3;20.114030838;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;17.0684185028;9.3333568573;3;20.9971549511;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;19.0684185028;9.6677980423;3;21.8030670881;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;21.0684185028;9.94955635071;3;22.5440151691;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;22.5062847137;10.1834592819;3;23.2339217663;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;23.6901130676;10.3752222061;3;23.88697505;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;24.8952465057;10.5308046341;4;24.4546608925;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;26.1228237152;10.625;4;24.8727197647;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;27.3736591339;10.625;4;25.3301706314;1;15.7228336334;12.4808797836;6;25.0;
18;2;28.6481304169;10.625;4;25.8267202377;1;16.7228336334;12.5;6;25.0;
19;2;29.4960327148;10.625;4;26.3609733582;1;17.625;12.5;7;25.0;
20;2;29.8165836334;10.625;4;26.9302859306;1;17.625;12.5;7;25.0;
21;2;30.1581726074;10.625;4;27.5306758881;1;17.625;12.5;7;25.0;
22;2;30.5184059143;10.625;4;28.1568169594;1;17.625;12.5;8;25.0;
23;2;30.8940906525;10.625;4;28.8021335602;1;17.625;12.5;8;25.0;
24;2;31.2812805176;10.625;5;29.4590082169;1;17.625;12.5;8;25.0;
25;2;29.2812805176;11.625;5;30.119093895;1;17.625;12.5;8;25.0;
26;2;28.2812805176;12.625;6;30.7737131119;1;17.625;12.5;9;25.0;
27;2;27.2812805176;13.625;6;31.414305687;1;17.625;12.5;9;25.0;
28;2;26.75;14.625;6;32.0328741074;1;17.625;12.5;9;25.0;
29;2;26.75;15.625;6;32.622387886;1;17.625;12.5;9;25.0;
30;2;26.75;16.3111934662;7;33.1770887375;1;17.625;12.5;9;25.0;
31;2;26.75;16.5885448456;8;33.6926860809;1;17.625;12.5;9;25.0;
32;2;26.75;16.8463439941;8;34.1664180756;1;17.625;12.5;9;25.0;
33;2;26.75;17.0832099915;9;34.596997261;1;17.625;12.5;9;25.0;
34;2;26.75;17.2984981537;9;34.9844608307;1;17.625;12.5;9;25.0;
35;2;27.75;16.625;9;35.3299570084;1;17.625;12.5;9;25.0;
36;2;28.75;17.625;10;35.6354980469;1;17.625;12.5;9;25.0;
37;2;29.75;18.625;10;35.9037160873;1;17.625;12.5;9;25.0;
38;2;30.75;19.625;10;36.1376314163;1;17.625;12.5;9;25.0;
39;2;31.75;20.625;12;36.3404560089;1;17.625;12.5;9;25.0;
40;2;32.75;20.625;12;36.5;1;17.625;12.5;9;25.0;
41;2;33.75;20.625;12;36.5;1;17.625;12.5;10;25.0;
42;2;34.75;20.625;13;36.5;1;17.625;12.5;11;25.0;
43;2;35.75;20.625;14;36.5;1;17.625;12.5;11;25.0;
44;3;35.9000015259;20.625;13;36.5;1;17.625;12.5;11;25.0;
45;3;35.9000015259;20.625;14;36.5;1;17.625;12.5;11;25.0;
46;3;35.9000015259;20.625;14;36.5;1;17.625;12.5;11;25.0;
47;4;35.9000015259;20.625;8;51.5;1;17.625;12.5;11;25.0;
48;4;36.9000015259;21.625;9;52.25;1;17.625;12.5;11;25.0;
49;4;37.9000015259;22.625;8;52.9193744659;1;17.625;12.5;12;25.0;
50;4;37.9000015259;23.625;8;53.5072898865;1;17.625;12.5;12;25.0;
51;4;37.9000015259;24.625;8;54.0162696838;1;17.625;13.5;12;25.0;
52;4;37.9000015259;25.625;8;56.1704025269;1;17.625;14.5;12;25.0;
53;4;38.7212524414;27.0234375;8;58.0011711121;1;17.625;15.5;13;25.0;
54;4;39.4135932922;28.3489723206;9;59.5338554382;1;17.625;16.5;13;25.0;
55;4;39.9891433716;29.6102333069;9;61.8009262085;1;17.625;17.5;15;25.0;
56;4;41.4622039795;31.8168411255;10;62.8776388168;1;17.625;17.5;16;25.0;
57;4;42.8475418091;33.9782943726;10;63.5534358025;1;17.625;17.5;17;25.0;
58;4;43.0353012085;36.0;10;64.0749657154;1;17.625;17.5;17;25.0;
59;4;41.0353012085;39.0;11;64.1671074629;1;17.625;17.5;17;25.0;
60;5;40.0353012085;42.0;10;64.211841464;1;17.625;17.5;18;25.0;
61;5;39.0353012085;44.0;10;64.2577478886;1;17.625;17.5;18;25.0;
62;5;38.0353012085;46.0;9;64.3048160076;1;17.625;17.5;18;25.0;
63;5;37.0353012085;47.5;9;64.3530313969;3;18.625;18.5;16;26.0;
64;5;36.0353012085;48.5;10;64.4023760557;3;19.625;19.5;16;26.0900000334;
65;5;35.0353012085;49.5;10;64.4528282881;3;19.625;20.5;16;26.1871190071;
66;5;34.0353012085;50.5;10;64.5043625832;3;19.625;21.5;16;26.2917383909;
67;5;33.0353012085;51.5;11;64.5569496155;3;19.625;22.5;14;26.4042263031;
68;5;32.4000015259;53.2784729004;12;64.6105561256;3;19.625;23.2021141052;14;26.5249304771;
69;6;32.4000015259;55.2784729004;11;64.6651450396;3;19.625;23.2624664307;14;26.6541694403;
70;6;33.4000015259;55.2784729004;12;64.72067523;3;19.9971885681;22.5;15;27.7922235727;
71;6;34.4000015259;56.2784729004;12;64.7771017551;4;20.625;24.396112442;15;27.969325304;
72;6;35.4000015259;57.2784729004;12;64.8343759775;4;21.625;25.4696617126;15;28.1562390327;
73;7;36.4000015259;58.2784729004;11;66.9880934954;3;19.8636322021;20.5;14;26.091766119;
74;7;38.4000015259;59.4462203979;10;67.2335060835;3;19.8706474304;21.5;14;26.1235172749;
75;7;37.4000015259;62.4756278992;10;67.4919559956;3;19.8777923584;22.5;14;26.1558350325;
76;7;36.4000015259;65.5053710938;10;67.7634315491;3;19.8850631714;22.5;14;26.1887089014;
77;7;36.4000015259;65.5354232788;10;68.047773838;3;19.625;23.0943546295;15;26.2221269608;
78;7;34.4000015259;66.5354232788;11;68.3446593285;3;19.8999786377;22.5;15;26.2560760975;
79;7;34.4000015259;67.5354232788;11;68.6535840034;3;19.907617569;22.5;15;26.2905418873;
80;7;34.4000015259;68.5354232788;11;68.9738538265;3;19.9153709412;22.5;15;26.3255085945;
81;7;34.4000015259;67.5354232788;12;69.3045771122;3;19.9232387543;22.5;15;27.3742142916;
82;7;34.4000015259;70.5354232788;12;69.6446638107;3;19.8500003815;23.6871070862;15;29.2040410042;
83;7;34.4000015259;72.5;12;69.9928336143;3;21.345911026;24.3899993896;16;29.9094808102;
84;7;35.4000015259;71.5;14;70.3476276398;4;22.1592674255;26.424741745;15;30.469405055;
85;7;35.4000015259;70.5;14;70.7074303627;4;22.5120506287;27.6732215881;15;30.7689492702;
86;7;34.4000015259;72.5;16;71.070497036;4;22.2999992371;28.7899932861;15;30.8920760155;
87;7;35.4000015259;71.5;17;71.4349908829;4;22.9507160187;29.0;15;31.0193135738;
88;7;35.4000015259;70.5;18;71.7990202904;4;22.9793453217;29.0;16;31.1506602764;
89;8;34.4000015259;72.5;17;72.1606833935;4;22.6926116943;29.7028560638;16;31.2860988379;
90;8;35.4000015259;71.5;17;72.5181114674;4;22.7053928375;29.7421760559;16;31.4255949259;
91;8;35.4000015259;70.5;19;72.8695135117;4;23.0707588196;29.0;17;31.5690959692;
92;8;34.4000015259;72.5;19;73.2132153511;5;20.2999992371;31.7845478058;16;31.7165302038;
93;8;35.4000015259;71.5;19;73.6699986458;5;19.2999992371;32.8582649231;12;31.8678053617;
94;8;35.4000015259;70.5;19;74.1218280792;5;18.2999992371;33.9339027405;13;32.0228083134;
95;8;34.4000015259;72.5;19;75.5670690536;5;17.2999992371;35.0114059448;13;32.1814036369;
96;8;36.4000015259;72.5;20;76.1467341185;5;18.7552947998;34.0183181763;13;32.3434333801;
97;8;37.4000015259;72.5;21;77.7356674671;5;19.7779521942;34.0183181763;13;32.5087175369;
98;8;37.4000015259;76.5;23;78.3946540356;5;20.8012561798;34.0183181763;14;32.6770527363;
99;8;39.4000015259;77.5;23;79.0676636696;5;21.825176239;35.0183181763;14;32.8482131958;
100;8;39.4000015259;78.5;26;79.7559397221;5;22.2999992371;37.0183181763;14;33.021951437;
101;9;38.4000015259;81.5;25;80.4608197212;5;22.8747291565;37.0183181763;14;33.1979985237;
