Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;3;20.0;1;10.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.3999996185;1;11.0;10.0;5;20.0;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;11.0;10.0;5;20.3999996185;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;11.2179203033;10.5631999969;4;21.9903717041;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;11.597111702;10.4951858521;4;23.1319121122;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;11.939573288;11.0209560394;4;24.1014695168;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;13.939573288;11.4571752548;4;24.9131449461;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;15.939573288;11.8107032776;4;25.5874900818;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;16.6762466431;12.0916318893;4;26.1475405693;
16;1;16.6125736237;12.4808797836;4;25.0;2;16.8442630768;12.3113050461;4;26.6159290075;
17;1;17.6125736237;12.5;4;25.0;2;16.9847774506;12.4808797836;4;26.7922235727;
18;1;18.6125736237;12.5;4;25.0;2;17.0376663208;12.5;3;26.9393253326;
19;1;19.5;12.5;5;25.0;2;19.0703239441;12.5;4;27.0956480503;
20;1;19.5;12.5;5;25.0;2;20.1172218323;12.5;3;27.261295557;
21;1;19.5;12.5;5;25.0;2;21.1669158936;12.5;3;27.4362905025;
22;1;19.5;12.5;6;25.0;2;22.2194137573;12.5;3;27.6205644608;
23;1;19.5;12.5;6;25.0;2;21.5;13.2861690521;3;27.8139474392;
24;1;19.5;12.5;6;25.0;2;21.5;13.3441839218;4;28.016159296;
25;1;19.5;12.5;5;25.0;3;22.4048480988;12.5;3;28.2268030643;
26;1;19.5;12.5;5;25.0;4;22.4680404663;12.5;3;28.445360899;
27;1;19.5;12.5;5;25.0;4;22.5336074829;12.5;3;28.6711919308;
28;2;17.5;13.5;4;25.0;4;21.5;13.5;3;28.9035346508;
29;2;17.5;14.5;3;26.0;4;22.5;12.5;3;29.141512394;
30;2;17.5;15.5;4;26.0900000334;4;21.5;13.5;4;29.3841423988;
31;2;16.8269996643;16.5;4;26.1871190071;4;22.5;12.5;4;29.6303496361;
32;2;15.8561353683;17.5;4;26.2917383909;4;21.5;13.5;4;29.8789830208;
33;2;14.8875217438;18.5;4;26.4042263031;4;22.5;12.5;4;30.1288366318;
34;2;14.0;20.0616912842;4;26.5249304771;4;23.0386505127;12.5;4;30.3786706924;
35;2;14.0;21.1099720001;3;26.6541694403;4;23.1136016846;12.5;4;30.6272368431;
36;2;14.0;21.5;4;26.7922235727;4;21.5;13.5;4;31.8733024597;
37;2;15.0;19.5;3;26.9393253326;4;22.5;14.5;5;32.1456758976;
