Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.3999996185;1;11.0;10.0;5;20.0;
8;2;11.4200000763;10.1999998093;2;21.7264003754;1;11.0;10.0;5;20.3999996185;
9;2;11.5179204941;10.3632001877;2;22.0403716564;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;11.6121110916;10.4951858521;2;23.1648870707;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;11.9494657516;11.0209560394;2;24.1145527363;2;11.2971115112;10.6951856613;4;23.0419120789;
12;2;13.9494657516;11.4571752548;2;24.9032200575;2;11.9125738144;11.0209560394;4;23.944350481;
13;2;15.6125736237;12.2593383789;3;25.551191926;2;13.9125738144;11.4571752548;4;24.6819975376;
14;2;16.6125736237;12.5704069138;3;26.0812602043;2;15.9125738144;11.8107032776;4;25.2750298977;
15;2;18.0501689911;12.3113050461;3;26.5158250332;2;16.5825080872;12.0916318893;4;25.746127367;
16;2;19.078792572;12.4808797836;3;26.6542395353;2;16.7238388062;12.3113050461;4;26.1175945997;
17;2;20.1088447571;12.5;3;26.7592135668;2;16.8352775574;12.4808797836;4;26.1887089014;
18;2;21.1403369904;12.5;5;26.8690023422;2;16.8566131592;12.5;4;26.2221269608;
19;3;22.0607013702;12.5;3;39.301286459;2;18.8551654816;12.5;5;26.2560760975;
20;3;22.5;13.392616272;3;40.0897624493;2;19.8653507233;12.5;5;26.2905418873;
21;3;23.5;13.4463195801;4;40.8323583603;2;20.8756904602;12.5;5;26.3255085945;
22;3;24.5;13.5021247864;4;41.5248086452;2;21.8861808777;12.5;5;26.3609591722;
23;3;25.5;13.5599775314;4;42.1651244164;3;21.9082870483;12.5;4;26.3968753815;
24;3;26.5;13.619808197;4;42.7533400059;3;21.5;12.5;4;26.4332377911;
25;3;27.5;13.6815261841;5;43.2911410332;3;21.5;12.9299716949;4;26.4700255394;
26;3;26.5;15.1600351334;5;43.7814400196;3;21.5;12.9410076141;5;26.5072168112;
27;3;26.5;16.2469100952;5;44.2279586792;3;21.9521656036;12.5;5;26.5447884798;
28;3;26.5;17.3358001709;5;44.6348519325;3;21.9634361267;12.5;5;26.5827163458;
29;3;26.5;18.4264945984;5;45.0064032078;3;21.5;13.2913579941;5;26.6209751368;
30;3;26.5;19.5187587738;4;45.2705602646;3;21.9862918854;12.5;5;26.6595385075;
31;3;26.5;20.6123352051;4;45.4282617569;3;21.9978618622;12.5;5;26.6983793974;
32;3;27.0;21.7069568634;3;45.5872266293;3;22.009513855;12.5;5;27.7374696732;
33;3;28.0;22.8023357391;5;45.7469615936;3;23.0212402344;13.0;5;27.816780448;
34;3;29.0;23.8981781006;5;45.906961441;3;23.5;13.3883905411;5;27.8974661827;
35;3;31.0;21.9941768646;5;46.0667152405;3;24.044883728;13.0405921936;5;27.9794982672;
