Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;2;7.0;13.3000001907;5;24.0;
3;2;8.0;10.1999998093;4;22.0;2;8.19999980927;12.1000003815;5;24.0750000477;
4;2;8.29999923706;10.5;3;22.8600001335;2;9.21500015259;11.5;5;24.1548187733;
5;2;8.42899990082;10.9200000763;3;23.5703396797;2;9.83096408844;11.5;5;24.2396422625;
6;2;9.5100440979;11.2650718689;3;24.1471868753;2;10.9718933105;11.5;5;24.32964468;
7;2;10.4331178665;11.543302536;2;24.6094940901;2;11.9988937378;11.5;5;24.4249849319;
8;2;10.5371360779;11.7641716003;2;25.2225904465;2;12.327495575;11.5;5;25.0000517368;
9;2;10.6750831604;12.0549411774;2;25.7104232311;2;12.5000162125;11.7299995422;5;25.483923316;
10;2;10.7848453522;12.2827939987;2;26.0954813957;2;12.6451768875;11.9106416702;5;26.8811200857;
11;2;10.8714828491;12.4589796066;3;26.210757494;2;13.0643358231;12.5274600983;5;28.0462188721;
12;2;13.7921991348;12.5;3;26.2445284128;2;14.7472438812;13.0216779709;5;29.0064435005;
13;2;15.7921991348;12.5;3;26.2788209915;2;16.7472438812;13.4066829681;5;29.7968609333;
14;2;16.8149909973;12.5;3;26.3136199713;2;18.7472438812;13.6998376846;5;30.4535565376;
15;2;17.8228206635;12.5;3;26.348908782;2;19.9310035706;13.9190797806;5;30.8477647305;
16;2;18.8307609558;12.5;3;26.3846695423;2;21.0007152557;14.0;4;31.09416008;
17;2;19.8388061523;12.5;3;26.4208831787;2;22.0746326447;14.0;5;31.3542501926;
18;2;19.9446983337;12.5;3;26.4575294256;2;23.1526603699;14.0;7;31.6274790764;
19;2;19.9529438019;12.5;3;26.4945867062;2;23.488243103;14.0;7;31.9130530357;
20;2;19.9612827301;12.5;5;26.5320322514;2;23.5739154816;14.0;8;32.2099342346;
21;2;19.969707489;12.5;5;26.5698423386;2;23.662979126;14.0;8;32.5168414116;
22;2;19.9782142639;12.5;6;26.6079919338;2;23.7550525665;14.0;8;32.832259655;
23;2;19.9867973328;12.5;6;26.6464552879;2;23.8496780396;14.0;9;33.1544623375;
24;3;19.9954528809;12.5;5;26.6852053404;3;22.3999996185;15.0;8;33.4815406799;
25;3;19.625;13.0055618286;5;26.7242144346;3;22.3999996185;15.6444625854;8;33.8114447594;
26;4;17.625;13.5;4;31.3477882147;3;23.3999996185;14.0;8;34.1420321465;
27;4;17.625;14.5;4;31.5438144207;3;24.242609024;14.0;8;34.4711203575;
28;4;17.625;15.5;4;31.7379363775;3;24.3413352966;14.0;8;34.7965450287;
29;4;17.625;16.5;4;31.9296702147;3;22.3999996185;15.0;8;35.1162176132;
30;4;17.5142230988;17.5;4;32.118560791;3;21.3999996185;15.0;8;35.4281768799;
31;4;17.5589332581;18.5;4;32.3041853905;3;21.3999996185;16.0;8;35.7306389809;
32;4;17.6026382446;19.5;4;32.4861578941;3;20.7191925049;17.0;9;36.0220346451;
33;4;17.6452331543;20.5;4;32.6641321182;3;19.8066101074;18.0;9;36.3010377884;
34;4;17.6866264343;21.5;5;32.837802887;3;18.8903121948;19.0;9;36.5665845871;
35;4;17.726732254;22.5;5;33.0069079399;3;17.9699745178;20.0;9;36.8178777695;
36;4;16.0;24.5;5;33.1712288857;3;17.0453624725;21.0;9;37.0543842316;
37;4;16.0;26.5;5;33.3305892944;3;16.7163162231;22.0;9;37.2758197784;
38;4;17.0;24.9516162872;5;33.4848546982;3;16.7827453613;23.0;10;38.4821310043;
39;4;16.0;25.9974842072;6;33.6339309216;3;17.8446388245;24.5;10;38.693467617;
40;4;16.0;27.0413475037;6;34.7777605057;3;18.9020404816;25.5100002289;10;38.890352726;
41;4;18.0;25.5831947327;8;35.0863209963;3;18.9550476074;26.5200977325;11;39.0732504129;
42;4;18.0;26.708026886;8;35.4165332317;3;19.321975708;27.0;11;39.2427414656;
43;4;18.0;27.8443202972;7;35.7719736099;3;20.3728218079;27.0;12;39.3994905949;
44;4;19.0;25.9938621521;8;36.1564494371;3;21.4198455811;28.0;12;39.5442250967;
45;4;18.0;27.1585693359;8;36.5739109516;3;20.4261207581;29.0;13;39.6438889503;
46;4;18.0;28.3404121399;9;37.0283193588;4;20.4324455261;30.0;13;39.6651208401;
47;4;20.5618133545;29.3404121399;9;37.4701545238;4;21.0;31.0;14;39.6864993572;
48;4;22.0;31.3404121399;10;37.9426710606;5;22.3559494019;31.0;14;39.7080165148;
49;5;23.8470020294;32.5777130127;9;38.4661700726;5;23.0;31.0;14;39.7296639681;
50;5;24.9566612244;33.5;9;39.0421969891;5;24.0;32.6148300171;15;39.7514331341;
51;5;26.0782432556;33.5;10;39.6709399223;5;24.3999996185;33.6257171631;15;39.7733153105;
52;5;26.8367958069;32.5;10;40.3508865833;5;24.3999996185;34.6366577148;15;39.7953014374;
53;5;25.7250003815;33.5;10;41.0785307884;5;25.3999996185;32.6476516724;16;40.8173824549;
54;5;25.7250003815;34.5;12;41.8481750488;6;25.3999996185;34.6586914062;13;50.8695489168;
