Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;24.0;
2;1;7.0;11.0;5;20.0;2;7.19999980927;13.1000003815;3;24.1124999523;
3;1;8.0;10.0;5;21.0;2;8.22249984741;12.1000003815;3;24.2364046574;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.24728107452;11.5;3;24.3725773096;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;9.87451553345;11.5;3;24.5218783617;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.0565643311;11.5;3;24.6851472855;
7;1;10.194486618;11.543302536;5;23.5283432007;2;12.1055450439;11.5;3;24.8631806374;
8;2;11.2938766479;11.9641714096;4;25.1098823547;2;12.4589538574;11.5;3;25.5353367329;
9;2;12.4247236252;12.0549411774;4;25.6955879927;2;12.6606016159;11.7299995422;3;26.1285328865;
10;2;13.5272569656;12.2827939987;4;26.1933902502;2;12.8385601044;11.9106416702;3;27.6838638783;
11;2;15.5272569656;12.4589796066;5;26.4377241135;2;13.3051586151;12.5274600983;3;29.0303895473;
12;2;17.527256012;12.5;5;26.6183350086;2;15.0424957275;13.0216779709;4;30.1965687275;
13;2;18.8913822174;12.5;5;26.8187118769;2;17.0424957275;13.4066829681;5;31.2181880474;
14;2;19.936466217;12.5;5;27.0402543545;2;19.0424957275;13.6998376846;5;32.1313700676;
15;2;20.9863147736;12.5;5;27.2842636108;2;20.4343490601;13.9190797806;5;32.8065404892;
16;2;22.0412158966;12.5;5;27.5518820286;2;21.5883483887;14.0;6;33.3565750122;
17;2;22.527256012;13.2655649185;4;27.8440244198;2;22.7533569336;14.0;6;33.9400897026;
18;2;22.625;13.3532075882;5;28.1613030434;2;23.9284114838;14.0;6;34.5525074005;
19;2;23.3362922668;12.5;6;28.5039470196;2;22.3999996185;15.0;7;35.187936306;
20;2;23.4133872986;12.5;7;28.871723175;2;23.3999996185;14.0;7;35.8393115997;
21;2;22.625;13.5;7;29.263862133;2;22.3999996185;15.0;7;36.4986515045;
22;3;22.625;13.7791585922;6;29.6789975166;2;23.3999996185;14.0;7;37.1574115753;
23;3;22.625;12.5;6;30.1151270866;2;24.3999996185;14.0;8;37.8069095612;
24;3;23.625;12.5;6;30.5695996284;2;25.3420715332;14.0;8;38.4387779236;
25;3;21.8781604767;13.5;6;31.0391392708;2;25.5316333771;14.0;8;39.0453987122;
26;3;20.9838066101;14.5;6;31.5199065208;2;25.7136192322;14.0;8;39.620267868;
27;3;20.0919799805;15.5;6;32.007601738;2;23.7136192322;15.0;8;40.1582555771;
28;3;19.2017097473;16.5;6;32.4976010323;2;24.7136192322;14.0;8;40.6557407379;
29;3;18.6869602203;17.5;7;32.9851250648;2;25.7136192322;14.0;8;41.1106204987;
30;4;18.7966537476;18.5;5;33.465420723;2;24.3331871033;15.0;8;41.5222129822;
31;4;18.9047203064;19.5;5;33.9339466095;2;23.4566631317;16.0;8;41.8910703659;
32;4;19.010137558;20.5;5;34.3865451813;2;22.5673217773;17.0;8;42.2187509537;
33;4;19.1119728088;21.5;5;34.8195896149;2;21.6656246185;18.0;8;42.507569313;
34;4;19.2094078064;22.5;5;35.2300891876;2;20.7522697449;19.0;9;42.7603540421;
35;4;19.3017692566;23.5;5;35.6157541275;2;19.8281059265;20.0;9;42.9802312851;
36;4;17.3017692566;25.5;5;35.9750175476;2;18.8940696716;21.0;9;43.1704454422;
37;4;19.3017692566;22.5;5;36.307009697;2;18.5511341095;22.0;10;43.25;
38;4;19.0;22.5;5;36.6115064621;2;18.5750007629;23.0;10;43.25;
39;4;20.0;22.5;5;36.8888463974;2;18.5750007629;24.0;11;43.25;
40;4;19.0;25.0;4;38.1398382187;2;18.5750007629;25.0;11;43.25;
41;4;19.0;27.0;4;39.4056587219;2;19.5750007629;24.0;11;43.25;
42;4;21.0;31.0;4;39.6689395905;2;20.5750007629;24.0;13;43.25;
43;4;23.0;34.0;5;39.9115064144;2;21.5750007629;24.0;13;43.25;
44;4;22.4868431091;35.0;3;40.135078907;2;22.5750007629;24.0;13;43.25;
45;4;23.5012302399;37.0;4;40.2929923534;2;23.5750007629;24.0;14;43.25;
46;4;22.0;38.0;4;40.359644413;2;24.5750007629;24.0;14;43.25;
47;4;23.5309200287;38.5;7;40.4276276827;2;25.5750007629;24.0;14;43.25;
48;6;24.1776332855;40.1524085999;5;40.4969203472;2;26.5750007629;24.0;14;43.25;
49;6;24.1823749542;40.5;6;40.5674968958;2;26.9749984741;24.0;14;43.25;
50;7;23.9249992371;42.7837486267;7;40.6393276453;2;26.9749984741;24.0;12;43.25;
51;7;24.2518863678;42.5;6;40.7123790979;2;26.9749984741;24.0;13;43.25;
52;7;24.2634811401;44.1040077209;6;40.7866135836;2;26.9749984741;24.0;14;43.25;
53;7;23.9249992371;45.2784729004;6;40.8619892597;2;26.9749984741;24.0;13;43.25;
54;7;25.2873764038;42.5;6;40.93846035;2;26.9749984741;24.0;13;43.25;
55;6;23.9249992371;44.332572937;7;42.0159766674;3;26.9749984741;24.0;13;43.25;
56;6;25.9249992371;43.3603363037;8;42.1244841814;3;26.9749984741;24.0;12;43.25;
57;6;26.324848175;45.1586914062;8;42.2345159054;4;25.9749984741;26.0;12;44.25;
58;6;26.9249992371;45.0869636536;9;42.3460030556;4;27.9749984741;26.0;13;44.4025000334;
59;6;26.6572036743;45.5;9;43.4588719606;4;29.3207492828;27.0;13;44.5764987469;
60;6;28.4892139435;46.4756278992;9;43.593044281;4;28.9749984741;28.0;13;44.774458766;
61;6;29.9249992371;46.5053710938;8;43.7286329269;4;28.9749984741;29.0;13;44.9989435673;
62;7;28.6249847412;47.5;8;43.8655444384;4;29.4996814728;29.0;12;45.2525589466;
63;7;28.1636314392;49.5;8;44.0036811829;4;29.5757656097;29.0;13;45.5378723145;
64;6;27.418346405;43.5;9;43.0410445929;5;29.661359787;29.0;11;46.9384588003;
65;6;27.9249992371;43.5;9;43.1604070663;5;30.7571907043;30.0;11;49.3584866524;
66;6;28.9249992371;42.6580505371;9;43.2805160284;5;32.476978302;31.7000007629;12;51.4251402617;
67;6;29.9249992371;41.6891326904;10;44.8524423838;5;30.9398479462;34.2291984558;12;53.2018847466;
68;7;28.5725917816;41.5;10;76.1672729254;5;30.33552742;36.6162643433;13;54.7573564053;
69;7;29.0127506256;43.5;9;79.6409142017;5;29.6832351685;38.8922767639;15;55.98280406;
70;7;28.0;44.5;8;82.3932616711;6;27.6000003815;41.0;15;57.003318429;
71;8;28.0;47.5;7;84.3651629686;6;28.6000003815;41.0;15;58.0357152224;
72;8;29.0;50.5;7;85.737377882;6;27.6000003815;43.0;17;58.9385926723;
73;8;30.0;55.5;8;86.7935914993;6;27.6000003815;45.0;15;60.8301113844;
74;8;31.0;58.759803772;9;87.2228380442;6;28.6000003815;48.0;16;61.8107008934;
75;9;32.0;62.2028579712;8;87.5030430555;7;30.6000003815;48.0;17;62.8037899733;
76;9;33.0;65.2421722412;8;87.7874776125;7;28.6000003815;49.0;17;63.7933489084;
77;8;25.0;63.2831115723;11;52.075778842;8;28.6000003815;51.0;16;100.763423324;
78;8;26.3715496063;62.5;11;52.3675638437;8;28.6000003815;53.0;16;101.6992805;
79;8;27.0;64.5;11;52.6624307632;8;27.6000003815;57.0;16;102.58841753;
80;8;28.0;66.5;12;52.9599618912;8;27.6000003815;61.0;19;103.421287894;
81;9;29.0;68.5;11;53.2597258091;8;28.6000003815;62.0;20;104.191658974;
