Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.1000003815;4;23.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.1000003815;4;23.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;11.5;4;23.0;
5;1;8.27600002289;10.9200000763;3;22.5301437378;1;9.60000038147;11.5;4;23.0;
6;1;9.27600002289;11.2650718689;3;23.086605072;1;10.6000003815;11.5;4;23.0;
7;1;10.194486618;11.543302536;2;23.5283432007;1;11.6000003815;11.5;4;23.0;
8;1;10.2938766479;11.7641716003;2;24.1098823547;1;11.8999996185;11.5;4;23.4599990845;
9;1;10.4247236252;12.0549411774;2;24.5655879974;1;12.0380001068;11.7299995422;4;23.8212833405;
10;1;10.5272569656;12.2827939987;2;24.9179592133;1;12.1463851929;11.9106416702;4;24.0;
11;1;10.6065406799;12.4589796066;2;25.0;2;12.2000007629;12.1999998093;4;26.2000007629;
12;1;12.5272569656;12.5;2;25.0;2;14.4463853836;12.6000003815;4;27.242600441;
13;1;13.5272569656;12.5;2;25.0;2;16.4463844299;13.0788002014;5;28.077406764;
14;1;14.5272569656;12.5;3;25.0;2;18.4463844299;13.4505519867;5;28.7399452925;
15;2;15.5272569656;12.5;2;25.0;2;19.5286502838;13.7328653336;6;29.2661576271;
16;2;16.527256012;12.5;2;25.0;2;20.560092926;13.943564415;6;29.4910193682;
17;2;17.527256012;12.5;2;25.0;2;21.5936908722;14.0;6;29.6104347706;
18;2;17.625;12.5;3;25.0;2;22.6295166016;14.0;6;29.7374911308;
19;2;17.625;12.5;4;25.0;2;22.9212474823;14.0;7;29.8723640442;
20;2;17.625;12.5;5;25.0;3;22.9617080688;14.0;6;30.0151810646;
21;2;17.625;12.5;6;25.0;3;23.0045547485;14.0;7;30.1660137177;
22;2;17.625;12.5;6;25.0;3;23.0498046875;14.0;7;30.3248689175;
23;2;17.625;12.5;6;25.0;3;23.0974597931;14.0;7;30.4916813374;
24;2;17.625;12.5;6;25.0;3;23.1475048065;14.0;7;30.6663062572;
25;2;17.625;12.5;6;25.0;3;23.1998920441;14.0;8;30.8485133648;
26;2;17.625;12.5;6;25.0;3;22.3999996185;15.0;8;31.0379817486;
27;2;17.625;12.5;7;25.0;3;23.3113937378;14.0;8;31.2342967987;
28;2;17.625;12.5;7;25.0;3;22.3999996185;15.0;8;31.4369482994;
29;2;17.625;12.5;8;25.0;3;23.3999996185;14.0;8;31.6453323364;
30;2;17.625;12.5;8;25.0;4;21.493598938;15.0;7;31.8587543964;
31;2;17.625;12.5;8;25.0;4;21.3999996185;15.0;7;32.0764360428;
32;2;17.625;12.5;8;25.0;4;20.3999996185;15.0;7;32.2975239754;
33;2;17.625;12.5;8;25.0;4;20.3999996185;15.0;8;32.5211014748;
34;2;17.625;12.5;8;25.0;4;19.3999996185;15.0;8;32.7462024689;
35;2;17.625;12.5;8;25.0;4;18.8238601685;16.0;8;32.971827507;
36;2;17.625;12.5;8;25.0;4;17.8915481567;17.0;9;33.1969604492;
37;2;17.625;12.5;8;25.0;5;16.9590873718;18.0;8;33.4205875397;
38;2;17.625;12.5;8;25.0;5;16.0261764526;19.0;8;33.6417155266;
39;2;17.625;12.5;9;25.0;5;15.6925144196;20.0;8;33.8593888283;
40;2;17.625;12.5;9;25.0;5;15.7578163147;21.0;9;34.0727062225;
41;2;17.625;12.5;9;25.0;5;15.0;20.0;9;35.2808356285;
42;2;17.625;12.5;10;25.0;5;16.0;20.0;10;35.5430259705;
43;2;17.625;12.5;10;25.0;5;17.0;19.0;10;35.8015809059;
44;3;17.625;12.5;9;25.0;5;19.336889267;22.0;10;36.056007266;
45;3;17.625;12.5;10;25.0;5;21.0;24.0;10;36.3059043884;
46;3;17.625;12.5;10;25.0;5;22.491771698;26.0;11;37.5509649515;
47;3;17.625;12.5;10;25.0;5;24.1662025452;29.0;12;37.8209711313;
48;3;17.625;13.5;10;25.0;5;26.2155780792;31.0;12;38.0863807201;
49;3;17.625;14.5;11;25.0;5;28.0259132385;32.0;14;38.3471311331;
50;3;17.625;15.5;11;25.0;5;29.1041412354;33.0;15;38.6032266617;
51;3;17.625;16.5;11;25.0;5;29.5809669495;34.0;16;38.854729414;
52;3;17.625;17.5;12;25.0;5;29.3096694946;34.5779190063;16;39.1017479897;
53;3;17.625;17.5;12;25.0;5;29.3739109039;34.5943527222;17;39.3444266319;
54;3;17.625;17.5;12;25.0;6;29.8033275604;34.0;16;39.5829372406;
55;3;17.625;17.5;12;25.0;6;29.2678203583;34.0;17;39.8174667358;
56;3;17.625;17.5;12;25.0;6;29.307970047;35.0;17;40.0482091904;
57;3;17.625;17.5;11;25.0;6;30.0144634247;34.0;17;40.1950808764;
58;3;17.625;17.5;12;25.0;6;30.0585250854;34.0;18;40.3399043083;
59;3;17.625;17.5;13;25.0;6;29.3690624237;35.0;18;40.4875948429;
60;3;17.625;17.5;12;25.0;7;28.9500007629;35.9937973022;17;40.6379401684;
61;3;17.625;17.5;13;25.0;7;29.7503757477;34.7350120544;17;41.7907077074;
62;3;17.625;17.5;13;25.0;7;30.4021644592;36.0;17;41.9756454229;
63;4;17.625;17.5;11;54.0;7;32.2836952209;36.0;17;42.1630746126;
64;4;18.625;18.5;11;55.7399997711;7;31.4248142242;38.0;18;42.35270226;
65;4;19.625;19.5;12;57.0495223999;7;30.9500007629;40.3804664612;18;42.5442204475;
66;5;21.625;21.5;11;58.995136261;7;32.4262084961;39.0;18;44.5411043167;
67;5;23.625;23.5;12;59.6966428757;7;32.4952278137;41.1451721191;18;46.1858469248;
68;5;22.625;26.5;13;60.0811839104;7;30.8649291992;42.7292785645;18;47.5341141224;
69;5;22.625;28.5;13;60.1235535145;7;31.0153846741;43.1724853516;19;48.6467146873;
70;5;22.625;30.5;13;60.1671074629;7;31.1120681763;42.5446624756;20;50.4081269503;
71;5;22.625;31.5;15;60.211841464;7;33.4395294189;42.6764945984;20;50.8637216687;
72;5;23.0;32.5;16;60.2577478886;7;32.218296051;45.7011680603;21;51.3109325767;
73;5;24.0;33.5;16;60.3048160076;8;30.8572502136;48.7263946533;20;51.74871701;
74;5;25.0;34.5;17;60.3530313969;8;30.8390254974;48.3408584595;20;52.1762930751;
