Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.4200000763;10.1999998093;3;21.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5179204941;10.3632001877;3;21.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.597111702;10.4951858521;3;23.0719120502;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.9215736389;11.0209560394;3;23.9749414921;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;13.9215736389;11.4571752548;3;24.7131726742;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;15.9215736389;11.8107032776;4;25.3067810535;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;16.94962883;12.0916318893;4;25.7784451246;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;17.9593238831;12.3113050461;4;26.1504684687;
16;1;18.1463851929;13.943564415;7;28.0;2;18.9691867828;12.4808797836;4;26.2221269608;
17;1;19.1463851929;14.0;7;28.0;2;19.9792118073;12.5;4;26.2560760975;
18;1;20.1463851929;14.0;7;28.0;2;20.989397049;12.5;4;26.2905418873;
19;1;20.3999996185;14.0;7;28.0;2;21.8871631622;12.5;5;26.3255085945;
20;1;20.3999996185;14.0;8;28.0;2;21.8976516724;12.5;4;26.3609591722;
21;1;20.3999996185;14.0;8;28.0;2;21.9082870483;12.5;4;26.3968753815;
22;1;20.3999996185;14.0;8;28.0;2;21.9190635681;12.5;4;26.4332377911;
23;1;20.3999996185;14.0;8;28.0;2;21.5;12.9299716949;4;26.4700255394;
24;1;20.3999996185;14.0;8;28.0;2;21.5;12.9410076141;5;26.5072168112;
25;1;20.3999996185;14.0;8;28.0;3;21.9521656036;12.5;4;26.5447884798;
26;1;20.3999996185;14.0;9;28.0;4;21.9634361267;12.5;3;26.5827163458;
27;1;20.3999996185;14.0;9;28.0;4;21.5;13.2913579941;3;26.6209751368;
28;1;18.3999996185;15.0;9;28.0;4;21.9862918854;12.5;3;26.6595385075;
29;1;17.3999996185;16.0;9;28.0;4;21.9978618622;12.5;3;26.6983793974;
30;1;16.3999996185;17.0;9;28.0;4;20.009513855;13.5;3;26.7374696732;
31;1;15.3999996185;18.0;9;28.0;4;19.0212402344;14.5;3;26.7767804861;
32;1;14.3999996185;19.0;9;28.0;4;18.033033371;15.5;3;26.8162822723;
33;1;13.3999996185;20.0;9;28.0;4;17.044883728;16.5;3;26.8559447527;
34;1;12.3999996185;21.0;9;28.0;4;16.0567836761;17.5;4;26.8957372904;
35;1;12.0;22.0;10;28.0;4;15.0687217712;18.5;4;26.9356285334;
36;1;12.0;23.0;10;28.0;4;14.5806884766;19.5;4;26.9755871296;
37;1;12.0;24.0;10;28.0;4;14.5926761627;20.5;5;27.015581131;
38;1;12.0;25.0;11;28.0;4;14.6046743393;21.5;6;27.0555787086;
39;1;12.0;26.0;11;28.0;4;14.6166734695;22.5;7;27.0955479145;
40;1;12.0;27.0;11;28.0;4;14.6286640167;23.5;8;27.135456562;
41;1;13.0;25.0;11;28.0;4;14.6406364441;24.5;8;27.17527318;
42;1;12.0;26.0;13;28.0;4;15.6525821686;22.5;9;27.2149660587;
43;1;12.0;27.0;13;28.0;4;14.6644897461;23.5;11;27.2545039654;
44;1;13.0;25.0;13;28.0;4;14.6763515472;24.5;11;27.293856144;
45;1;12.0;26.0;15;28.0;4;15.6881570816;22.5;11;27.3329925537;
46;1;12.0;27.0;15;28.0;4;16.6998977661;22.5;12;27.3718836308;
47;1;13.0;25.0;15;28.0;5;17.7115650177;22.5;10;42.4105007648;
48;1;12.0;26.0;16;28.0;5;19.7231502533;23.5;10;43.1988155842;
49;1;12.0;27.0;14;28.0;6;21.7346439362;24.5;9;55.4061756134;
50;1;13.0;25.0;15;28.0;6;23.7460403442;26.5;9;56.4917213917;
51;1;12.0;26.0;15;28.0;6;25.7573299408;28.5;9;57.4613347054;
52;1;12.0;27.0;16;28.0;6;27.2685050964;30.5;10;58.3191790581;
53;1;13.0;25.0;16;28.0;7;28.2795581818;32.5;9;59.0720493793;
54;1;14.0;24.0;17;28.0;7;29.2904834747;34.5;9;59.7284154892;
55;1;15.0;23.0;17;28.0;7;30.3012733459;35.5;9;60.2976047993;
56;1;16.0;22.0;18;28.0;7;30.4244537354;36.5;10;60.6954476833;
57;1;17.0;21.0;19;28.0;7;30.5086326599;37.5;10;61.9456765652;
58;2;18.0;20.0;17;43.0;7;31.5837020874;39.5;10;62.188148737;
59;2;20.0;20.0;18;43.75;7;32.6504440308;41.5;10;62.3835403919;
60;2;22.0;21.0;19;44.4193744659;7;32.937046051;43.5;11;62.4368139505;
61;2;23.3999996185;22.0;19;45.0072898865;7;32.951499939;45.5;11;62.489705205;
62;3;24.3999996185;23.0;19;45.5162696838;7;32.9658241272;47.5;12;62.5421960354;
63;3;25.3999996185;24.0;19;45.9513263702;7;32.9800186157;48.5;13;62.5942696333;
64;3;26.3999996185;24.0;19;46.3190898895;7;32.9940719604;49.5;13;62.6438889503;
65;3;27.3999996185;24.0;19;46.6270179749;7;33.0073738098;50.5;14;62.6651208401;
66;3;27.9881057739;24.0;19;46.8827629089;7;34.0121536255;48.5;16;62.6864993572;
67;3;28.0648288727;24.0;19;47.0;7;33.0169639587;49.5;18;62.7080165148;
68;4;29.0999984741;25.0;18;49.0;7;33.0218048096;50.5;18;62.7296639681;
69;4;31.0999984741;27.0;17;49.0499999523;7;34.0266723633;48.5;19;64.7439329624;
70;4;32.0999984741;29.0;17;49.1019749641;7;33.4583206177;50.0;19;66.398417592;
71;4;32.0999984741;31.0;16;49.1559499502;7;33.8103599548;51.3899993896;20;67.7416160107;
72;4;32.0999984741;33.0;16;49.2119446993;7;34.0941390991;52.6872596741;21;68.8245152235;
73;4;32.0999984741;34.0;16;49.269973278;8;35.3215370178;50.9097442627;22;69.5323983431;
74;4;32.0999984741;34.0;17;49.3300433159;8;34.4592552185;52.0;22;69.7110174894;
75;4;32.0999984741;34.0;17;49.3921557665;8;32.1747207642;54.680896759;24;69.7886145115;
76;4;32.0999984741;34.0;17;49.4563041925;9;31.1699504852;54.6920509338;24;69.8652986288;
77;4;32.0999984741;34.0;19;49.5224741697;9;29.1699504852;57.4326477051;22;69.9410175085;
78;4;32.0999984741;34.0;18;51.6313169003;9;29.3999996185;57.7144393921;15;70.0157225132;
79;5;32.6909980774;34.7000007629;17;53.31112957;9;30.4693183899;56.7256622314;16;71.0893694162;
