Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;12.1463851929;12.1106414795;5;25.0;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;12.5000009537;12.0;5;26.4425007105;2;11.9125738144;11.0209560394;3;23.964350462;
12;2;14.5191354752;12.6000003815;5;27.6983935833;2;12.1893053055;11.4571752548;3;24.7233815193;
13;2;16.5191345215;13.0788002014;5;28.8072069883;2;14.9275741577;11.8107032776;4;25.3392137289;
14;2;18.5191345215;13.4505519867;5;29.8167924881;2;16.9275741577;12.0916318893;3;25.8345547915;
15;2;19.8517036438;13.7328653336;4;30.776558876;2;17.9761562347;12.3113050461;3;26.2317328453;
16;2;20.1463851929;13.943564415;4;31.5355231762;2;18.6125736237;12.4808797836;3;26.3300433159;
17;2;21.1463851929;14.0;5;32.3032436371;2;19.6125736237;12.5;3;26.3921557665;
18;2;22.1463851929;14.0;5;33.2046337128;2;20.6125736237;12.5;3;26.4563041925;
19;3;22.3999996185;14.0;4;34.2479214668;2;21.5;12.5;3;26.5224741697;
20;3;22.3999996185;14.0;4;35.4351563454;2;21.5;12.5;3;26.5906432867;
21;3;22.3999996185;14.0;5;36.7597179413;2;21.5;12.5;5;26.6607804298;
22;4;22.3999996185;14.0;4;38.2042198181;2;21.5;12.5;5;26.7328453064;
23;4;22.3999996185;14.0;4;39.7395238876;2;21.5;12.5;5;26.8067884445;
24;4;22.3999996185;14.0;4;41.32558918;2;21.5;12.5;5;26.8825509548;
25;4;22.3999996185;14.0;4;42.9145870209;2;21.5;12.5;5;26.9600640535;
26;4;22.3999996185;14.0;4;44.4560718536;2;21.5;12.5;7;27.0392494202;
27;4;22.3999996185;14.0;4;46.9032077789;2;21.5;12.5;7;27.120018959;
28;4;23.3999996185;14.0;4;48.303519249;2;21.5;12.5;7;27.2022752762;
29;4;24.3999996185;14.0;4;49.5539826155;2;21.5;12.5;7;27.2859115601;
30;4;22.3999996185;15.0;5;50.6447609663;2;19.5;13.5;8;27.3708124161;
31;5;21.3999996185;16.0;4;51.5786347389;2;18.5;14.5;8;27.4568536282;
32;5;20.3999996185;17.0;4;52.3678008318;2;17.5;15.5;8;27.5439035892;
33;5;19.3999996185;18.0;4;53.0301315784;2;16.5;16.5;8;27.6318233013;
34;5;18.3999996185;19.0;4;53.5858397484;2;15.5;17.5;8;27.7204678059;
35;5;17.3999996185;20.0;4;55.054983139;2;14.5;18.5;8;27.8096864223;
36;5;17.3999996185;21.0;5;55.355181098;3;14.0;19.5;7;27.8993241787;
37;5;18.0;22.0;5;55.6031327248;3;14.0;20.5;8;27.989222765;
38;5;18.0;23.0;5;55.8666073084;3;14.0;21.5;8;28.079221487;
39;5;18.0;24.0;5;56.1459076405;3;14.0;22.5;9;28.1691586971;
40;5;18.0;25.0;6;56.4412367344;3;14.0;23.5;8;28.258872509;
41;5;18.0;26.0;6;56.7526828051;3;14.0;24.5;8;28.348202467;
42;5;18.0;27.0;8;57.0802053213;3;15.0;22.5;8;28.4369900227;
43;5;19.0;25.0;8;57.4236221313;3;14.0;23.5;8;28.5250804424;
44;5;20.0;27.0;9;57.7825963497;3;14.0;24.5;9;29.6123232841;
45;5;21.0;29.0;10;58.1566278934;3;16.0;23.0;9;29.7885738611;
46;5;22.0;31.0;11;58.545044899;3;16.0;23.5;10;29.9708127975;
47;6;23.0;33.0;12;58.9470005035;3;16.356136322;24.5;10;30.1592904329;
48;6;24.0;35.0;12;59.3614714146;3;17.0;24.5;11;30.3542518616;
49;6;25.0;34.0;12;59.7872607708;3;18.4212684631;25.5;11;30.5559306145;
50;6;26.0;34.0;13;60.2230055332;4;19.0;26.5;11;30.7645400763;
51;6;26.3999996185;34.0;13;60.667188406;4;20.4962501526;27.5;11;30.9802647829;
52;6;26.3999996185;34.0;12;61.11815238;4;21.0;28.5;13;31.2032523155;
53;6;26.3999996185;34.0;12;61.5741221905;5;22.0;28.4696617126;11;31.4335997105;
54;6;26.3999996185;34.0;13;62.0332279205;5;23.6286945343;27.5;11;31.6713459492;
55;6;26.3999996185;34.0;13;62.4935312271;5;23.5;28.5;12;31.9164583683;
56;6;26.3999996185;34.0;14;62.9530558586;5;23.5;28.7181453705;12;32.1688232422;
57;5;26.3999996185;34.0;14;63.4098186493;6;23.5;28.8102817535;10;32.4282352924;
58;5;26.3999996185;34.0;16;63.8618626595;6;23.5;28.9069747925;10;32.6943876743;
59;5;26.3999996185;34.0;15;64.307287693;6;24.4048480988;27.5;10;32.9668667316;
60;5;26.3999996185;34.0;15;64.7442831993;6;24.4680404663;27.5;10;35.245146513;
61;5;26.3999996185;35.0;16;65.1711549759;6;26.5336074829;29.5;11;35.6785851717;
62;6;26.3999996185;36.0;11;94.3363523483;6;27.5;32.5;11;37.5316897631;
63;6;27.3999996185;38.0;12;96.7509884834;6;29.2087154388;34.125;11;37.8605552912;
64;6;28.3999996185;40.0;12;98.6731338501;6;29.4491348267;36.0625;12;39.5252084732;
65;6;29.3999996185;42.0;12;100.160997868;6;28.1412029266;39.5686721802;12;40.9795696735;
66;6;30.3999996185;44.0;14;101.298638344;6;29.7697353363;38.9570960999;13;42.2633553743;
67;6;31.3999996185;46.0;14;102.170724392;7;28.9708309174;40.2482147217;14;43.4159281254;
68;6;32.4000015259;47.0;14;107.308999062;7;29.1271877289;41.4624481201;15;44.2359420061;
69;7;33.8199996948;48.7000007629;14;111.219788551;7;28.7000007629;43.2699623108;15;44.9996160269;
70;7;35.1375198364;50.2291984558;13;114.136013031;7;29.2096271515;42.6516876221;15;45.7797948122;
71;7;35.1375198364;49.2291984558;13;116.265730858;7;29.7000007629;41.5545845032;16;46.5740181208;
72;7;36.1375198364;49.8922767639;11;117.179157257;7;30.7000007629;40.6105117798;15;47.37966609;
73;7;36.1375198364;49.0;12;117.685092926;7;28.7000007629;42.6688308716;12;50.5003056526;
74;7;36.5999984741;49.0;12;118.157783508;7;30.7069015503;43.2316856384;12;50.9378359318;
75;7;36.5999984741;49.0;13;118.597109795;7;32.6737518311;42.1236877441;14;51.416872263;
76;7;36.5999984741;49.0;13;119.003436089;7;31.2554740906;45.0264854431;12;51.9323350191;
77;7;34.5999984741;50.0;12;119.377533913;7;32.9753570557;43.7873191833;14;52.47917068;
78;7;33.5999984741;51.0;13;119.720509529;7;33.6152076721;44.7085876465;14;53.0523319244;
