Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;2;7.0;11.8999996185;4;22.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;2;7.55000019073;10.6999998093;4;18.0;2;8.31349945068;10.5;4;22.1871190071;
5;2;7.7000002861;9.30000019073;4;18.0674999952;2;8.32806777954;10.5;4;22.2917383909;
6;2;8.79018783569;8.5;4;18.1388356686;2;9.44064044952;10.5;4;22.4042263031;
7;2;9.08123779297;8.5;4;18.2141259909;2;10.0409517288;10.5;4;22.5249304771;
8;2;9.09817790985;8.5;4;18.293479681;2;10.0681095123;10.5;4;23.0894187689;
9;2;9.1160326004;8.5;4;18.7299283743;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;9.21423435211;8.67000007629;4;19.1200717688;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;9.30201625824;8.81392192841;4;19.470256567;2;10.3983440399;11.0;4;25.8316864967;
12;2;9.38080787659;8.93486309052;3;20.5494670868;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;9.62362957001;9.39324569702;4;21.5171065331;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;11.4569740295;9.78903102875;4;22.3772938251;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;13.4569740295;10.1240053177;4;23.1393685341;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;15.4569740295;10.4026165009;4;23.8157744408;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;16.5953197479;10.6309299469;4;24.4201948643;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;17.6481628418;10.8157100677;4;24.9661467075;2;20.0653820038;14.0;5;33.5542383194;
19;2;18.7043933868;10.9637317657;4;25.3033924103;2;21.1997051239;14.0;5;34.1899633408;
20;2;19.6932640076;11.0;4;25.5824170113;2;21.692741394;14.0;5;34.8591008186;
21;2;18.9500007629;12.0;5;25.8750138283;2;21.843296051;14.0;5;35.5546751022;
22;2;18.9500007629;12.9375066757;5;26.180170536;2;21.9998016357;14.0;5;36.2682390213;
23;2;18.9500007629;13.0900850296;5;26.4966025352;2;22.1603527069;14.0;6;36.9902019501;
24;2;18.9500007629;13.248301506;5;26.8227591515;2;22.3227958679;14.0;6;37.7102985382;
25;2;18.9500007629;13.4113798141;6;27.1568431854;2;22.4848175049;14.0;6;38.4181499481;
26;3;18.9500007629;13.5784215927;5;27.4968419075;2;22.6440830231;14.0;6;39.1038570404;
27;3;18.9500007629;13.7484207153;5;27.8405680656;2;22.7983665466;14.0;7;39.758556366;
28;3;18.9500007629;13.9202842712;5;28.1857123375;2;22.9456748962;14.0;7;40.374874115;
29;3;18.9500007629;14.0928564072;5;28.529902935;2;23.0843467712;14.0;7;40.947227478;
30;3;18.9500007629;14.2649517059;5;28.8707699776;2;21.2131252289;15.0;7;41.4719495773;
31;3;16.9500007629;16.2649517059;5;29.2060108185;2;20.3311882019;16.0;7;41.9472465515;
32;3;15.9500007629;18.2649517059;5;29.5334510803;2;19.438129425;17.0;7;42.3730211258;
33;3;14.9500007629;20.2649517059;5;29.851102829;2;18.5339279175;18.0;7;42.7505970001;
34;3;14.0;22.0659923553;5;30.1572093964;2;17.6188831329;19.0;7;43.0823974609;
35;3;14.0;23.3414878845;5;30.4502811432;2;17.3935394287;20.0;8;43.3716182709;
36;3;14.0;24.6052532196;6;30.7291164398;2;17.4586143494;21.0;8;43.6219272614;
37;3;14.0;25.8562049866;7;30.9928131104;2;17.5149345398;22.0;8;43.8372087479;
38;3;14.0;27.0935325623;7;31.2407617569;2;17.5633716583;23.0;8;44.0;
39;3;14.0;28.3166847229;7;31.4726343155;2;17.6000003815;24.0;8;44.0;
40;3;14.0;29.5253715515;7;31.6883611679;2;17.6000003815;25.0;9;44.0;
41;3;14.0;30.7195243835;8;31.8881006241;2;17.6000003815;26.0;9;44.0;
42;3;14.0;31.8992900848;8;32.0722074509;2;17.6000003815;27.0;10;44.0;
43;3;14.0;33.0649871826;8;32.2411985397;2;18.6000003815;25.0;11;44.0;
44;3;15.0;31.2170791626;10;32.3957176208;2;17.6000003815;26.0;11;44.0;
45;3;16.0;30.3561458588;11;32.5365047455;2;17.6000003815;27.0;12;44.0;
46;3;17.0;29.4828548431;11;32.6643648148;2;18.6000003815;25.0;12;44.0;
47;3;18.0;28.5979290009;12;32.75;2;19.6000003815;25.0;12;44.0;
48;3;18.9500007629;27.6749992371;12;32.75;2;20.6000003815;25.0;13;44.0;
49;3;18.9500007629;26.6749992371;13;32.75;2;21.6000003815;25.0;13;44.0;
50;3;18.9500007629;25.6749992371;14;32.75;2;22.6000003815;25.0;13;44.0;
51;3;18.9500007629;24.6749992371;14;32.75;2;23.6000003815;25.0;13;44.0;
52;3;18.9500007629;26.6749992371;15;32.75;2;23.8999996185;24.0;13;44.0;
53;3;18.9500007629;27.6749992371;15;32.75;2;23.8999996185;24.0;14;44.0;
54;3;18.9500007629;28.6749992371;16;32.75;2;23.8999996185;24.0;15;44.0;
55;3;18.9500007629;29.6749992371;16;32.75;2;23.8999996185;24.0;15;44.0;
56;3;18.9500007629;30.6749992371;16;32.75;2;23.8999996185;24.0;15;44.0;
57;3;18.9500007629;30.6749992371;18;32.75;2;23.8999996185;24.0;16;44.0;
58;3;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;16;44.0;
59;4;18.9500007629;30.6749992371;18;32.75;2;23.8999996185;24.0;16;44.0;
60;4;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;17;44.0;
61;4;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;17;44.0;
62;4;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;17;44.0;
63;4;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;19;44.0;
64;4;18.9500007629;30.6749992371;19;32.75;2;23.8999996185;24.0;19;44.0;
65;4;18.9500007629;30.6749992371;19;33.75;2;23.8999996185;24.0;19;44.0;
66;4;19.9500007629;31.6749992371;19;33.7699999809;2;23.8999996185;24.0;19;44.0;
67;4;20.9500007629;32.6749992371;19;34.7901959419;2;23.8999996185;24.0;20;44.0;
68;4;22.1840438843;34.6749992371;20;34.8505817652;2;23.8999996185;24.0;20;44.0;
69;5;23.1886329651;36.6749992371;19;34.9123347998;2;23.8999996185;24.0;21;44.0;
70;5;23.9500007629;38.6749992371;20;34.9754500389;2;23.8999996185;24.0;21;44.0;
71;5;25.197927475;39.6749992371;20;35.039919138;2;23.8999996185;24.0;21;44.0;
72;5;26.2026329041;40.6749992371;20;35.1057304144;2;23.8999996185;24.0;22;45.3199996948;
73;5;26.4800376892;40.6749992371;21;35.1728687286;2;22.0890007019;25.4200000763;23;46.3582401276;
74;5;26.4951457977;40.6749992371;21;35.2413153648;2;23.2291622162;24.7314720154;23;47.1666984558;
75;6;26.5105476379;40.6749992371;20;36.3110479116;2;21.3310565948;25.9579029083;23;47.5526294708;
76;6;27.2544326782;41.6749992371;20;36.4220399857;2;22.3500003815;25.0;24;47.8066806793;
77;6;28.5422096252;42.6749992371;20;36.5354453325;2;20.75;26.0;25;48.0;
78;7;28.8017272949;43.6749992371;20;36.6512314081;3;21.75;25.0;22;69.75;
79;7;28.5412826538;44.6749992371;20;36.7693585157;3;19.75;28.0;22;71.109375;
80;7;28.8543567657;45.6749992371;20;36.8897800446;4;19.75;31.0;21;72.2395687103;
81;7;28.8814525604;45.6749992371;20;37.9707643986;4;19.75;34.0;21;73.1510810852;
82;7;26.9217510223;46.8926887512;20;38.9072914124;4;19.75;37.0;21;73.8676147461;
83;7;28.9635009766;44.4878120422;20;40.7193720341;4;19.75;40.0;23;74.4192123413;
84;7;32.0066947937;44.6976547241;20;42.4470524788;4;20.0;42.0;23;74.8368434906;
85;7;32.4874038696;47.8617515564;21;42.9367904663;4;22.0;41.0;23;75.0;
86;7;33.7814216614;50.8926887512;21;43.3553493023;4;24.0;41.0;24;75.0;
87;7;34.0767173767;53.8926887512;22;43.7319321632;4;26.0;41.0;25;76.0;
88;8;34.1396827698;56.7999992371;21;44.0189958811;4;26.0;44.0;26;76.0399999619;
89;8;33.4485168457;57.7999992371;21;44.3130377531;4;26.1000003815;47.0;25;76.0811839104;
90;8;30.3999996185;62.7058906555;22;44.6137757301;5;27.1000003815;51.0;24;77.1235535145;
91;8;29.3999996185;64.1068878174;21;44.9208842516;5;28.1000003815;55.0;25;77.3471074104;
92;8;28.8857154846;65.8168563843;21;45.2339946032;5;29.1000003815;56.0;25;77.6021174192;
93;8;27.7044315338;68.1863632202;21;45.5526958704;5;28.1000003815;59.6059188843;26;77.8928476572;
94;8;27.3619499207;70.2904281616;21;45.8765370846;5;28.1000003815;62.6288757324;26;78.2238491774;
95;8;27.5580444336;71.9567718506;22;46.2050284147;5;29.1000003815;61.6524085999;28;78.5998539925;
96;9;27.3384819031;74.2524032593;20;61.5376443863;5;28.1000003815;63.6765136719;28;79.0256127119;
97;9;28.0;78.4062271118;20;62.9238265753;6;28.1000003815;65.7011871338;28;79.5056661367;
98;9;29.0;81.5132217407;21;64.2179660797;7;30.1000003815;65.7264099121;27;81.0440413952;
99;9;30.0;84.6215744019;23;65.4089053869;7;30.1000003815;68.7521820068;27;81.8238741159;
100;9;31.0;87.7311096191;25;66.492358923;7;30.1000003815;71.7784729004;28;82.6972427368;
101;10;32.0;90.7489013672;24;67.4699653387;7;31.1000003815;71.8052825928;28;83.668410778;
102;11;33.0;92.0282592773;24;68.3478274345;7;30.1000003815;74.832572937;28;84.739653945;
