Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.14999961853;10.6999998093;4;22.0;
5;2;7.55000019073;9.69999980927;4;18.0;2;8.29999923706;10.5;4;22.0900000334;
6;2;8.7750005722;8.5;4;18.0674999952;2;9.39524936676;10.5;4;22.1871190071;
7;2;9.06518745422;8.5;3;18.1388356686;2;9.99210166931;10.5;4;22.2917383909;
8;2;9.08123779297;8.5;3;18.2141259909;2;10.0156412125;10.5;4;22.8371437788;
9;2;9.09817790985;8.5;3;18.6456211805;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;9.19526576996;8.67000007629;3;19.0306602716;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;9.28189849854;8.81392192841;3;19.3756101131;2;10.3324222565;11.0;4;25.4997080564;
12;2;9.35951328278;8.93486309052;3;20.4466397762;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;9.60049343109;9.39324569702;4;21.4057168961;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;11.4319114685;9.78903102875;4;22.257011652;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;13.4319114685;10.1240053177;4;23.0099308491;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;15.0206890106;11.2844953537;4;23.6770029068;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;16.5640964508;10.6309299469;4;24.2720131874;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;17.0206890106;11.8157100677;4;24.8085989952;2;19.9265136719;14.0;5;32.8895044327;
19;2;18.0206890106;12.116186142;4;25.1366593838;2;21.0501403809;14.0;5;33.4816474915;
20;2;18.9500007629;12.2546634674;4;25.4068305492;2;21.5333709717;14.0;5;34.1130428314;
21;2;19.7165374756;11.0;4;25.6910681725;2;21.6754341125;14.0;5;34.7785673141;
22;2;18.9500007629;12.0;5;25.9885287285;2;21.825176239;14.0;5;35.4714341164;
23;2;18.9500007629;12.9942646027;6;26.2980971336;2;21.9810714722;14.0;6;36.1833543777;
24;2;19.9170722961;11.0;6;26.6183872223;2;22.141254425;14.0;6;36.9048519135;
25;2;18.9500007629;12.0;6;26.9477529526;2;22.3035907745;14.0;6;37.6257123947;
26;2;18.9500007629;13.0;6;27.2843112946;3;23.4657840729;14.3000001907;5;39.3355398178;
27;2;18.9500007629;13.6421556473;7;27.6259784698;3;24.6254959106;14.3000001907;6;40.1843472719;
28;2;18.9500007629;13.8129892349;8;27.9705147743;3;24.7804775238;14.5799999237;6;41.0268675089;
29;3;18.9500007629;13.9852571487;7;28.3155798912;3;25.2310428619;14.0;6;41.8584251404;
30;3;18.9500007629;14.157790184;7;28.6587948799;3;23.0684661865;15.7770614624;6;42.6762462854;
31;3;16.9500007629;16.1577911377;8;28.9978079796;3;22.1984672546;16.8970851898;6;43.4795396328;
32;3;15.9500007629;18.1577911377;8;29.3303570747;3;21.7828941345;17.0;6;44.2693722248;
33;3;14.9500007629;20.1577911377;9;29.6543326378;3;20.9606075287;18.0;6;45.0483739376;
34;3;14.0;21.8888988495;9;29.9678287506;3;19.523191452;20.0;6;45.8203053474;
35;3;14.0;23.1710453033;9;30.2691860199;3;19.3094024658;21.5559253693;6;46.5895342827;
36;3;14.0;24.4422683716;10;30.5570211411;3;19.3852386475;22.7720146179;6;47.3604812622;
37;3;14.0;25.7013187408;10;30.830245018;3;20.3561077118;22.0;6;48.1370615959;
38;4;14.0;26.9472198486;9;31.0880661011;3;19.5087108612;24.0;7;48.9221801758;
39;4;14.0;28.1792602539;9;31.3299846649;3;20.5580348969;24.0;7;49.7161855698;
40;4;14.0;29.3969860077;10;31.5557718277;3;19.6000003815;26.0;7;50.3611893654;
41;4;14.0;30.600194931;10;31.7654476166;3;19.6000003815;28.0;8;51.0379443169;
42;4;14.0;31.7889022827;10;31.9592475891;3;19.6000003815;30.0;8;51.7390680313;
43;4;14.0;32.9633216858;11;32.1375932693;3;20.6000003815;28.8695335388;7;52.4557781219;
44;4;14.0;34.1238327026;11;32.3010520935;3;22.6000003815;29.8695335388;9;53.1782588959;
45;4;15.0;32.2709465027;10;33.4503087997;3;24.6000003815;30.0;10;53.8961582184;
