Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;2;7.0;11.8999996185;4;22.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.31349945068;10.5;3;22.1871190071;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.32806777954;10.5;3;22.2917383909;
6;1;8.55000019073;8.5;5;17.0;2;9.44064044952;10.5;3;22.4042263031;
7;1;8.82499980927;8.5;5;17.0;2;10.0409517288;10.5;3;22.5249304771;
8;1;8.82499980927;8.5;5;17.0;2;10.0681095123;10.5;3;23.0894187689;
9;1;8.82499980927;8.5;5;17.3400001526;2;10.1951189041;10.7100000381;3;23.5836213827;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;10.3063154221;10.8792181015;3;23.9926425219;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;10.3983440399;11.0;3;25.8316864967;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.8121290207;11.7700004578;4;27.4540388584;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;12.541469574;12.4126424789;4;28.8682081699;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;14.541469574;12.9308347702;4;30.1005516052;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;16.541469574;13.3366470337;4;31.1863336563;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;17.8257961273;13.6469516754;4;32.1621966362;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;18.9405918121;13.879781723;4;32.9572491646;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;20.0653820038;14.0;4;33.5542383194;
19;1;16.0206890106;10.9637317657;4;22.0;2;21.1997051239;14.0;4;34.1899633408;
20;1;16.9500007629;11.0;4;22.0;2;21.692741394;14.0;4;34.8591008186;
21;1;16.9500007629;11.0;4;22.0;2;21.843296051;14.0;4;35.5546751022;
22;1;16.9500007629;11.0;5;22.0;2;21.9998016357;14.0;4;36.2682390213;
23;2;17.9500007629;11.5;5;23.0;2;22.1603527069;14.0;5;36.9902019501;
24;2;18.9500007629;11.5;5;23.0750000477;2;22.3227958679;14.0;5;37.7102985382;
25;2;18.9500007629;11.5375003815;5;23.1548187733;2;22.4848175049;14.0;6;38.4181499481;
26;2;19.2098350525;11.0;6;23.2396422625;2;22.6440830231;14.0;6;39.1038570404;
27;2;18.9500007629;11.6198215485;5;23.32964468;2;22.7983665466;14.0;6;39.758556366;
28;2;18.9500007629;11.6648225784;5;23.4249849319;3;23.9456748962;14.5;5;41.374874115;
29;3;18.9500007629;11.7124919891;4;35.9930145741;3;25.0843467712;14.5;5;42.1072274446;
30;3;17.9500007629;12.7629013062;4;36.75804317;3;23.2131252289;15.0;5;42.8156934977;
31;3;17.9500007629;13.8161077499;4;37.4771014452;3;22.3311882019;16.0;6;43.50137043;
32;4;18.3424720764;14.0;3;38.1466165781;3;21.438129425;17.0;6;44.1671930552;
33;4;18.4189834595;15.0;5;38.7652566433;3;20.5339279175;18.0;6;44.8175876141;
34;5;19.0;17.0;4;39.3336386681;3;19.6188831329;19.0;5;45.4580519199;
35;5;20.0;18.9036045074;4;39.8539402485;3;19.3935394287;20.0;4;46.0946967602;
36;5;21.0;20.0251483917;5;40.3294641972;3;19.4586143494;21.0;3;46.733777523;
37;5;22.0;21.1517162323;5;40.7642257214;3;19.5149345398;22.0;3;47.3812375069;
38;5;23.0;22.2831687927;4;41.162583828;3;19.5633716583;23.0;3;48.0209121704;
39;5;24.0;23.4193172455;4;41.5289547443;3;19.6000003815;24.0;3;48.5427899361;
40;5;25.0;24.5599250793;4;41.755228281;3;19.6000003815;25.0;3;49.1086950302;
41;5;26.0;25.704706192;4;41.9203586578;3;19.6000003815;26.0;3;49.7161855698;
42;5;27.0;26.8533229828;4;43.0893273354;3;19.6000003815;27.0;3;50.3611893654;
43;5;29.0;28.9053936005;5;43.4016591311;3;20.6000003815;25.0;5;51.0379443169;
44;5;31.0;30.1864929199;5;43.7348366976;4;21.6000003815;26.0;6;51.7390680313;
45;5;32.0;31.4863529205;5;44.0901427269;5;23.6000003815;28.0;5;53.4557781219;
46;5;33.8694648743;35.4863548279;8;44.4688771963;5;25.6000003815;30.0;5;54.3382588625;
47;5;33.9847717285;39.1682052612;8;44.8723219633;5;26.6000003815;32.0;7;55.2399021387;
48;5;34.0253143311;42.1682052612;7;45.3016941547;5;27.6000003815;34.0;7;56.1532897949;
49;5;34.0659561157;45.1682052612;6;45.7580838203;5;27.8999996185;34.0;8;57.0717731714;
50;5;34.1065406799;48.1682052612;7;46.2423763275;5;27.8999996185;34.8970870972;9;57.9899413586;
51;5;34.1469306946;50.1682052612;8;46.7551617622;5;27.8999996185;35.033493042;8;58.9039394855;
52;5;34.8761634827;49.1682052612;9;47.2966308594;6;28.4345226288;34.0;9;59.8115928173;
53;5;34.9979934692;50.0;11;47.8664665222;6;27.8999996185;34.0;9;60.7123198509;
54;5;35.2654838562;49.0;13;48.4637289047;6;27.8999996185;34.0;10;61.6068501472;
55;5;35.2605895996;49.0;13;49.0867567062;6;27.8999996185;34.0;10;62.4967842102;
56;5;35.4007720947;50.0;15;49.7330827713;6;27.8999996185;34.0;10;63.3840517998;
57;6;35.3774032593;49.0;14;50.3993911743;6;27.8999996185;34.0;10;64.2703409195;
58;6;35.4127197266;49.0;14;51.0815148354;6;28.8999996185;34.0;10;65.1565561295;
59;6;33.0750007629;52.0;16;51.7744927406;6;29.1861419678;34.0;9;67.0423722267;
60;6;34.0750007629;52.0;17;52.4726910591;6;29.3312683105;36.0;9;67.945933342;
61;6;33.0750007629;55.0;18;53.1699857712;6;30.8999996185;37.0;10;68.7792639732;
62;6;33.0750007629;58.0;18;53.8599920273;7;31.1340446472;38.0;9;69.5163599253;
63;7;34.0750007629;58.0;16;54.5363345146;6;31.6411800385;40.0;9;70.2594097853;
64;7;34.0750007629;58.0;17;54.9070720673;6;30.5651073456;42.0;9;70.9980547428;
65;8;33.0750007629;55.0;15;71.8167409897;6;29.9745616913;43.0;10;71.7219775915;
66;8;34.414188385;55.0;16;74.5614862442;6;29.8374462128;44.0;8;72.4214901924;
67;8;35.7029151917;56.0;19;77.0125155449;6;29.9948368073;45.0;8;75.113622427;
68;8;35.9466743469;57.0;20;78.6770329475;6;26.8454608917;45.5825614929;8;77.420892477;
69;8;37.1510276794;55.0;20;79.778523922;6;27.9389019012;44.5932502747;10;79.3878012896;
70;8;36.2000007629;57.0;21;81.1289811134;6;25.9389019012;44.6040077209;10;80.817953229;
71;8;36.2000007629;59.0;24;82.3240733147;6;26.9389019012;42.6148300171;12;82.0020186901;
72;9;37.2000007629;59.0;22;83.3718996048;6;26.8014411926;43.6257171631;12;82.9952563047;
73;10;36.2000007629;62.0;22;84.2836990356;7;29.0499992371;43.6366577148;12;87.782617569;
74;10;36.2000007629;65.0;24;85.072414875;7;27.3414421082;47.0;12;88.3701592684;
75;10;37.2000007629;65.0;24;85.6528449059;7;27.0499992371;51.6586914062;12;88.8934386969;
76;10;36.2000007629;68.0;24;86.0455813408;8;27.0499992371;55.6697731018;11;89.3576844931;
77;10;36.2000007629;71.0;23;86.3933634758;8;27.0499992371;59.6586914062;11;89.7687249184;
78;10;37.2000007629;71.0;24;87.700284481;8;27.1673545837;63.6586914062;11;90.1325412989;
79;11;37.2000007629;75.0;23;89.0031222105;8;28.2159461975;64.6586914062;12;90.3473438025;
80;11;39.2000007629;80.0;23;90.7862467766;8;29.2133102417;65.6586914062;14;90.4721729755;
81;11;41.8479995728;81.9199981689;23;92.2370809317;9;31.2593803406;67.6586914062;13;90.5940197706;
82;11;42.4006118774;83.9199981689;25;93.4638416767;9;33.3040962219;69.6586914062;12;91.7127619982;
83;11;41.8645095825;88.9199981689;25;93.8463100195;9;36.0974082947;72.6586914062;13;91.9082995653;
84;11;43.2486953735;89.9199981689;25;93.6048567295;9;37.1892738342;75.6586914062;14;92.1060889959;
85;11;42.0438232422;92.9199981689;27;93.4149311781;9;35.4919128418;80.6586914062;15;92.3063136339;
86;12;42.8594436646;92.9199981689;26;93.2726066113;10;34.5513496399;84.7818908691;14;92.5091629028;
87;12;42.6934967041;92.9199981689;26;93.1742978096;10;33.6106300354;88.7931213379;15;93.714828372;
88;12;41.5441474915;95.9199981689;26;93.1167279482;11;34.6197891235;92.8043289185;14;94.0134959221;
89;13;42.4097328186;95.9199981689;26;93.0968691111;11;35.3261604309;97.8155212402;15;94.4587234259;
90;13;42.2887611389;95.9199981689;26;93.1119017601;11;36.3847732544;99.8348388672;16;94.9244172573;
91;13;41.1798858643;98.9199981689;27;93.1591756344;11;35.4412879944;104.854293823;16;95.4117047787;
92;14;42.0818939209;98.9199981689;29;93.2361667156;11;35.4956359863;109.87387085;17;96.9216122627;
93;14;41.9937057495;98.9199981689;29;94.3404535055;11;37.5477638245;111.893554688;19;97.4850059748;
94;14;42.9143371582;99.9199981689;28;94.5296916962;11;37.5976409912;116.913330078;22;99.0731250048;
95;14;43.8429031372;100.919998169;29;94.7445478439;12;40.6452484131;116.393211365;23;100.716326237;
96;14;43.7786102295;101.919998169;29;94.9828312397;12;43.6905937195;117.560287476;25;101.415207624;
97;14;43.7207489014;102.919998169;29;95.2423728704;12;44.7336807251;121.73752594;24;102.139948964;
98;14;43.668674469;103.919998169;29;96.5210127831;12;46.7745475769;121.924621582;24;102.889664054;
99;14;44.6218070984;104.919998169;31;96.9165992737;12;46.8632240295;122.121109009;25;103.662957311;
100;14;45.5796279907;105.919998169;30;98.0372471809;12;45.8997612;125.326278687;27;104.457895994;
101;14;46.8982162476;106.919998169;30;99.0736547709;12;46.934223175;125.539199829;30;105.234979749;
102;14;45.6741600037;110.919998169;32;100.033789754;12;44.934223175;125.758720398;31;105.997510672;
103;16;47.0916290283;111.919998169;32;100.927370667;13;42.934223175;130.576904297;33;106.776924253;
104;16;47.435043335;112.919998169;32;101.764643431;13;42.7999992371;133.896789551;35;107.56918788;
105;16;46.7146339417;116.919998169;32;103.390838742;13;42.7999992371;137.219543457;37;108.369964719;
106;16;46.9000015259;120.919998169;31;104.443397999;13;43.7999992371;137.470565796;42;109.174727798;
107;18;48.9000015259;118.919998169;30;125.81303072;13;44.7999992371;138.816421509;42;109.978892207;
108;18;49.9000015259;121.919998169;30;129.169086933;13;43.7999992371;139.158004761;46;110.777944446;
109;18;51.9000015259;124.919998169;30;132.321934223;13;43.7999992371;139.492950439;46;111.567568064;
110;18;53.9000015259;124.919998169;29;136.21310091;13;47.3567581177;143.819061279;46;112.343757033;
111;18;59.3244171143;130.919998169;29;139.863309383;13;49.1843757629;144.215759277;45;114.102903605;
112;18;64.454788208;137.119995117;28;142.306078911;13;51.3102912903;145.545288086;47;114.816871643;
113;18;69.5246124268;138.119995117;26;144.515782833;13;53.3841896057;148.86138916;49;115.510531723;
114;19;69.2515716553;145.119995117;24;146.530990124;13;56.4558029175;149.163085938;48;116.181532621;
