Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.14999961853;10.5;5;21.0;
5;2;7.55000019073;9.69999980927;4;18.0;1;8.14999961853;10.5;5;21.0;
6;2;8.7750005722;8.5;4;18.0674999952;1;9.14999961853;10.5;5;21.0;
7;2;9.06518745422;8.5;4;18.1388356686;1;9.72500038147;10.5;5;21.0;
8;2;9.08123779297;8.5;4;18.2141259909;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.09817790985;8.5;4;18.6456211805;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;9.19526576996;8.67000007629;4;19.0306602716;1;9.8956489563;10.8792181015;5;22.0;
11;2;9.28189849854;8.81392192841;4;19.3756101131;2;9.94999980927;11.1999998093;4;24.5400009155;
12;2;9.35951328278;8.93486309052;3;20.4466397762;2;10.5215005875;11.7700004578;5;25.9852849245;
13;2;9.60049343109;9.39324569702;4;21.4057168961;2;12.2109994888;12.4126424789;4;27.2054134607;
14;2;11.4319114685;9.78903102875;3;22.257011652;2;14.2109994888;12.9308347702;4;28.2274179459;
15;2;13.4319114685;10.1240053177;3;23.0099308491;2;16.2110004425;13.3366470337;4;29.0880752802;
16;2;15.4319114685;10.4026165009;3;23.6770029068;2;17.3536891937;13.6469516754;4;29.82655406;
17;2;16.5640964508;10.6309299469;3;24.2720131874;2;18.4150733948;13.879781723;4;30.375654459;
18;2;17.6148223877;10.8157100677;3;24.8085989952;2;19.4845237732;14.0;4;30.7230784893;
19;2;18.6689453125;10.9637317657;3;25.1366593838;2;20.5626926422;14.0;4;31.1118502617;
20;2;19.6557483673;11.0;3;25.4068305492;2;21.0001659393;14.0;4;31.544028759;
21;2;19.7165374756;11.0;4;25.6910681725;2;21.0974063873;14.0;3;32.0209121704;
22;2;18.9500007629;12.0;2;25.9885287285;2;21.2047042847;14.0;3;32.5427899361;
23;2;18.9500007629;12.9942646027;2;26.2980971336;2;21.3221263885;14.0;4;33.1086950302;
24;2;19.9170722961;11.0;2;26.6183872223;2;21.4494552612;14.0;4;33.7161855698;
25;2;18.9500007629;12.0;2;26.9477529526;2;21.5861415863;14.0;6;34.3611893654;
26;2;18.9500007629;13.0;3;27.2843112946;2;21.7312660217;14.0;6;35.0379443169;
27;3;18.9500007629;13.6421556473;2;27.6259784698;2;21.8835372925;14.0;6;35.7390680313;
28;4;18.9500007629;13.8129892349;1;27.9705147743;2;22.0412902832;14.0;6;36.4557781219;
29;4;18.9500007629;13.9852571487;1;28.3155798912;2;22.2025489807;14.0;6;37.1782588959;
30;4;18.9500007629;14.157790184;1;28.6587948799;2;20.36510849;15.0;6;37.8961582184;
31;4;16.9500007629;16.1577911377;1;28.9978079796;2;19.5266342163;16.0;6;38.5991659164;
32;4;15.9500007629;18.1577911377;1;29.3303570747;2;18.6848106384;17.0;6;39.2776012421;
33;4;14.9500007629;20.1577911377;1;29.6543326378;2;17.8374595642;18.0;6;39.9229507446;
34;4;14.0;21.8888988495;1;29.9678287506;2;16.9826622009;19.0;5;40.5282850266;
35;4;14.0;23.1710453033;1;30.2691860199;2;16.818862915;20.0;5;41.088514328;
36;4;14.0;24.4422683716;1;30.5570211411;2;16.9449157715;21.0;6;41.6004695892;
37;4;14.0;25.7013187408;2;30.830245018;2;17.0601062775;22.0;6;42.0628213882;
38;4;14.0;26.9472198486;2;31.0880661011;2;17.1641349792;23.0;6;42.4758720398;
39;4;14.0;28.1792602539;2;31.3299846649;2;17.2570705414;24.0;6;42.8412618637;
40;4;14.0;29.3969860077;3;31.5557718277;2;17.3392829895;25.0;7;43.1616458893;
41;4;14.0;30.600194931;3;31.7654476166;2;17.4113693237;26.0;7;43.4403705597;
42;4;14.0;31.7889022827;3;32.9592475891;2;17.4740829468;27.0;8;43.6811828613;
43;4;16.0;30.7889022827;5;33.1800932884;2;18.5282669067;25.0;8;43.8879890442;
44;4;17.0;30.7889022827;5;33.3874152899;2;17.574798584;26.0;9;44.0;
45;4;18.0;30.9839019775;6;33.5819041729;2;17.6000003815;27.0;10;44.0;
46;5;20.0;31.550031662;7;34.764329195;2;18.6000003815;25.0;10;44.0;
