Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.14999961853;10.5;4;21.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.14999961853;10.5;4;21.0;
6;1;8.55000019073;8.5;5;17.0;1;9.14999961853;10.5;4;21.0;
7;1;8.82499980927;8.5;5;17.0;1;9.72500038147;10.5;4;21.0;
8;2;8.82499980927;8.89999961853;4;18.0;1;9.72500038147;10.5;4;21.4200000763;
9;2;9.05000019073;8.5;4;18.4175001383;1;9.81949996948;10.7100000381;3;21.758436203;
10;2;9.14393806458;8.67000007629;4;18.788015008;1;9.8956489563;10.8792181015;3;22.0;
11;2;9.22730350494;8.81392192841;3;19.1179523468;2;9.94999980927;11.1999998093;2;24.5400009155;
12;2;9.30154037476;8.93486309052;3;20.1658034325;2;10.5215005875;11.7700004578;3;25.9852849245;
13;2;9.53730583191;9.39324569702;4;21.10041821;2;12.2109994888;12.4126424789;3;27.2054134607;
14;2;11.3632192612;9.78903102875;4;21.9260679483;2;14.2109994888;12.9308347702;3;28.2274179459;
15;2;13.3632192612;10.1240053177;4;22.6523033381;2;16.2110004425;13.3366470337;3;29.0880752802;
16;2;15.3632192612;10.4026165009;4;23.291844368;2;17.3536891937;13.6469516754;3;29.82655406;
17;2;16.4774360657;10.6309299469;4;23.8587193489;2;18.4150733948;13.879781723;3;30.375654459;
18;2;17.0206890106;11.7066297531;3;24.3668618202;2;19.4845237732;14.0;2;30.7230784893;
19;2;18.5695533752;10.9637317657;3;24.666520834;2;20.5626926422;14.0;2;31.1118502617;
20;2;18.9500007629;12.0;4;24.9087336063;2;21.0001659393;14.0;2;31.544028759;
21;2;18.9500007629;12.1634931564;4;25.1659023762;2;21.0974063873;14.0;2;32.0209121704;
22;2;18.9500007629;12.5829515457;4;25.4376664162;2;21.2047042847;14.0;2;32.5427899361;
23;2;18.9500007629;12.7188329697;5;25.7234168053;2;20.2999992371;15.0;3;33.1086950302;
24;2;18.9500007629;12.8617086411;5;26.0222797394;2;21.2999992371;14.0;3;33.7161855698;
25;2;18.9500007629;13.0111398697;5;26.3331103325;2;21.5861415863;14.0;4;34.3611893654;
26;3;18.9500007629;13.1665554047;4;26.6544923782;2;21.7312660217;14.0;5;35.0379443169;
27;3;18.9500007629;13.3272457123;3;26.9847521782;2;21.8835372925;14.0;5;35.7390680313;
28;3;18.9500007629;13.4923763275;4;27.3219828606;2;22.0412902832;14.0;6;36.4557781219;
29;3;19.9500007629;11.4923763275;4;27.6640806198;2;22.2025489807;14.0;6;37.1782588959;
30;3;18.2244186401;12.0;4;28.0087919235;2;20.36510849;15.0;6;37.8961582184;
31;3;15.9500007629;14.0;5;28.3537693024;2;19.5266342163;16.0;6;38.5991659164;
32;3;14.9500007629;16.0;5;28.6966333389;2;18.6848106384;17.0;7;39.2776012421;
33;3;14.0;18.0;5;29.0350389481;2;17.8374595642;18.0;8;39.9229507446;
34;3;14.0;20.0;5;29.3667383194;2;16.9826622009;19.0;8;40.5282850266;
35;4;14.0;22.0;4;44.6896419525;2;16.818862915;20.0;9;41.088514328;
36;4;15.0;24.0;5;45.7518692017;2;16.9449157715;21.0;10;41.6004695892;
37;4;16.0;26.0;6;46.7211637497;2;17.0601062775;22.0;10;42.0628213882;
38;4;17.0;27.4716110229;6;47.5953426361;2;17.1641349792;23.0;10;42.4758720398;
39;4;18.0;28.7292480469;6;48.3758716583;2;17.2570705414;24.0;10;42.8412618637;
40;3;14.0;29.9736423492;6;31.1156797409;3;17.3392829895;25.0;8;60.6779155731;
41;3;14.0;31.2041130066;5;31.3558158875;3;16.3392829895;27.0;8;61.3916969299;
42;3;14.0;32.4202346802;6;31.5798110962;3;16.3392829895;29.0;7;62.0002727509;
43;3;14.0;33.6218299866;6;31.7877111435;3;18.0;25.0;8;62.515007019;
44;3;14.0;34.8089408875;6;31.9797744751;3;16.0;26.0;8;62.8827629089;
45;3;14.0;35.9817962646;8;32.1564388275;3;17.0;27.0;8;63.0;
46;3;14.0;37.1407928467;9;32.3182878494;3;19.0;25.0;8;63.0;
47;3;15.0;35.2864608765;9;32.4660158157;3;18.0;26.0;8;63.0;
