Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;2;6.0;12.8999996185;3;22.0;
2;1;7.0;12.3000001907;5;17.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;8.55000019073;8.5;5;17.0;2;9.46595096588;10.5;3;22.5249304771;
7;1;8.82499980927;8.5;5;17.0;2;10.0681095123;10.5;3;22.6541694403;
8;1;8.82499980927;8.5;5;17.0;2;10.0971889496;10.5;3;23.2287653685;
9;1;8.82499980927;8.5;5;17.3400001526;2;10.2264719009;10.7100000381;3;23.7334493399;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;10.3400268555;10.8792181015;3;24.1532578468;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;10.4344825745;11.0;3;26.0129473209;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.8529129028;11.7700004578;3;27.6574776173;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;12.5872430801;12.4126424789;3;29.0951218605;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;14.5872430801;12.9308347702;3;30.3518810272;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.5872421265;13.3366470337;4;31.4625301361;
16;1;13.0206890106;10.4026165009;6;21.2618598938;3;17.8879413605;13.6469516754;4;32.4630823135;
17;1;14.0206890106;10.6309299469;5;21.6314201355;3;19.0082912445;13.879781723;5;33.2818861008;
18;1;15.0206890106;10.8157100677;5;21.9274635315;3;20.138425827;14.0;5;33.9008235931;
19;1;16.0206890106;10.9637317657;5;22.0;3;21.2776870728;14.0;5;34.5557665825;
20;1;16.9500007629;11.0;6;22.0;3;21.7750473022;14.0;5;35.2404661179;
21;1;16.9500007629;11.0;6;22.0;3;21.9291038513;14.0;6;35.9471020699;
22;1;16.9500007629;11.0;7;22.0;4;22.0880966187;14.0;5;36.6665449142;
23;1;16.9500007629;11.0;7;22.0;4;22.2499713898;14.0;5;37.3887672424;
24;1;16.9500007629;11.0;7;22.0;4;22.4124717712;14.0;5;38.1033678055;
25;1;16.9500007629;11.0;7;22.0;4;22.5732574463;14.0;5;38.8001594543;
26;1;14.9500007629;12.0;7;22.0;4;22.7300338745;14.0;5;39.4697523117;
27;2;13.9500007629;13.0;6;22.0;4;22.8806934357;14.0;5;40.1040582657;
28;2;12.9500007629;14.0;8;22.0;4;23.0234127045;14.0;5;40.6966657639;
29;2;12.0;15.0;8;22.0;4;23.1567497253;14.0;5;41.2430458069;
30;2;12.0;16.0;8;22.0;4;21.2796840668;15.0;5;41.7405805588;
31;2;12.0;17.0;8;22.0;4;20.3916301727;16.0;5;42.1884441376;
32;2;12.0;18.0;9;22.0;4;19.4923992157;17.0;5;42.5873603821;
33;2;12.0;19.0;10;22.0;4;18.5821552277;18.0;5;42.9393005371;
34;2;12.0;20.0;10;22.0;4;17.6613426208;19.0;6;43.2471542358;
35;2;12.0;21.0;11;22.0;4;17.4306106567;20.0;6;43.5144128799;
36;2;12.0;22.0;11;22.0;4;17.4907436371;21.0;6;43.744893074;
37;2;12.0;23.0;11;22.0;4;17.5426006317;22.0;6;43.9425086975;
38;3;13.0;24.8999996185;10;23.0;4;17.587064743;23.0;6;44.0;
39;3;14.0;25.0;10;23.0750000477;4;17.6000003815;24.0;7;44.0;
40;3;14.2418746948;26.0;10;23.1548187733;4;17.6000003815;25.0;7;44.0;
41;3;14.2598342896;27.0;11;23.2396422625;4;17.6000003815;26.0;8;44.0;
42;3;14.27891922;28.0;13;23.32964468;4;17.6000003815;27.0;8;44.0;
43;3;14.2991695404;29.0;13;23.4249849319;4;18.6000003815;25.0;8;44.0;
44;3;14.3206214905;30.0;14;23.5258028507;4;17.6000003815;26.0;9;44.0;
45;3;15.3433055878;28.0;15;23.6322153807;4;18.6000003815;25.0;9;44.0;
46;3;14.3672485352;29.0;15;23.7443124056;5;19.6000003815;25.0;8;44.0;
47;4;14.3924703598;30.0;13;38.8621526957;5;20.6000003815;25.0;9;44.0;
48;4;16.0;28.0;14;39.7357594967;5;21.6000003815;25.0;9;44.0;
49;4;16.4467964172;29.0;14;40.5344910622;5;22.6000003815;25.0;11;44.0;
50;4;16.47590065;30.0;15;41.2574541569;5;23.6000003815;24.0;11;44.0;
51;4;17.5062866211;28.0;15;41.90706563;5;23.8999996185;24.0;11;44.0;
52;4;16.5379295349;29.0;16;42.4881808758;5;23.8999996185;24.0;11;44.0;
53;5;16.5707931519;30.0;15;43.0072207451;5;23.8999996185;24.0;12;44.0;
54;5;17.0;28.0;15;43.4713795185;7;24.8999996185;25.0;9;60.0;
55;6;16.6399803162;29.0;13;63.88799119;7;26.8999996185;27.0;10;60.9099999666;
56;6;18.0;29.0;13;65.3703594208;7;27.8999996185;29.0;9;61.7631183863;
57;6;20.7133312225;31.0;13;66.5569272041;7;27.8999996185;31.0;10;62.561413765;
58;7;21.7513484955;33.0;13;67.5696177483;7;27.8999996185;33.0;10;63.3104416132;
