Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.14999961853;10.5;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.14999961853;10.5;5;21.0;
6;2;8.55000019073;8.89999961853;3;18.0;1;9.14999961853;10.5;5;21.0;
7;2;9.05000019073;8.5;2;18.0225000381;1;9.72500038147;10.5;5;21.0;
8;2;9.05506229401;8.5;2;18.0452762842;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.06018733978;8.5;2;18.4187746048;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;9.14422512054;8.67000007629;2;18.7408286333;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;9.21668624878;8.81392192841;2;19.0176254511;2;10.1975002289;11.0;4;24.8149009943;
12;2;9.27896595001;8.93486309052;2;19.9814786911;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;9.49583244324;9.39324569702;3;20.8215062618;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;11.3004636765;9.78903102875;3;21.5412740707;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;13.3004636765;10.6413106918;3;22.1496675014;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;15.3004636765;10.4026165009;3;22.6588021517;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;16.0206890106;11.1897068024;3;23.0821874142;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;17.3471107483;10.8157100677;3;23.4333488941;2;18.9500007629;14.0;5;31.3838531971;
19;2;18.3595123291;10.9637317657;2;23.5622674227;2;19.9500007629;14.0;5;31.8446035385;
20;2;18.9500007629;11.6249065399;3;23.6198797226;2;20.2999992371;14.0;5;32.350376606;
21;2;18.9500007629;11.6479520798;3;23.6786832809;2;20.2999992371;14.0;4;32.9006829262;
22;2;18.9500007629;11.8393421173;4;23.7386343479;2;20.2999992371;14.0;4;33.4936323166;
23;2;18.9500007629;11.8693170547;4;23.7996841669;2;20.2999992371;14.0;4;34.1257500648;
24;2;18.9500007629;11.8998422623;2;23.8617789745;2;20.2999992371;14.0;4;34.7918796539;
25;2;18.9500007629;11.9308891296;2;23.9248601198;2;20.2999992371;14.0;5;35.4852027893;
26;2;18.9500007629;11.9624300003;3;23.9888644218;2;20.2999992371;14.0;6;36.1974048615;
27;2;18.9500007629;11.9944324493;4;24.0537240505;2;20.2999992371;14.0;6;36.9189891815;
28;2;18.9500007629;12.0268621445;4;24.1193666458;2;20.2999992371;14.0;6;37.6397333145;
29;2;18.9500007629;12.0596828461;4;24.1857161522;2;20.2999992371;14.0;6;38.3492431641;
30;2;17.4417877197;12.0;4;24.2526926994;2;18.2999992371;15.0;8;39.0375461578;
31;2;16.4568557739;13.0;5;24.320212841;2;17.2999992371;16.0;8;39.6956548691;
32;2;15.4720487595;14.0;6;24.3881900311;2;16.2999992371;17.0;8;40.3160324097;
33;2;14.5373430252;15.0;6;24.4565355778;2;15.2999992371;18.0;8;40.8929109573;
34;2;14.5527210236;16.0;6;24.5251579285;2;14.2999992371;19.0;9;41.4224338531;
35;2;14.5681610107;17.0;7;24.5939645767;2;14.0;20.0;10;41.9026298523;
36;2;14.5836420059;18.0;7;24.6628611088;2;14.0;21.0;10;42.3332462311;
37;2;14.5991439819;19.0;7;24.7317531109;2;14.0;22.0;11;42.7154788971;
38;3;14.6146450043;20.0;4;42.050545454;2;14.0;23.0;11;43.051656723;
39;3;16.0;20.0;4;42.9816427231;2;14.0;24.0;11;43.3449144363;
40;3;18.6455574036;19.0;4;43.7993578911;2;14.0;25.0;11;43.5988855362;
41;3;19.6609268188;19.0;5;44.506346941;2;14.0;26.0;11;43.8174438477;
42;3;20.6762123108;19.0;6;45.1098952293;2;14.0;27.0;12;44.0;
43;3;21.6413898468;19.0;6;45.6202049255;2;15.0;25.0;13;44.0;
44;3;21.6564426422;19.0;7;46.0488710403;2;14.0;26.0;15;44.0;
45;3;21.6713504791;19.0;7;46.4076869488;2;14.0;27.0;15;44.0;
46;3;21.6860961914;19.0;7;46.5862569809;2;15.0;25.0;15;44.0;
47;3;21.7006587982;20.0;8;46.6501042843;2;14.0;26.0;17;44.0;
48;3;21.7150249481;21.0;8;46.7130026817;2;14.0;27.0;18;44.0;
49;3;21.7291755676;22.0;8;46.7748863697;2;15.0;25.0;18;44.0;
50;3;21.7430992126;25.0;10;46.8356945515;2;14.0;26.0;20;44.0;
51;3;21.7567825317;28.0;10;46.8953714371;2;15.0;25.0;20;44.0;
52;3;21.7702102661;31.0;10;46.9538660049;2;16.0;25.0;20;44.0;
53;3;21.7833709717;34.0;11;47.0111327171;2;17.0;25.0;21;44.0;
54;3;21.7962551117;37.0;12;47.0671310425;2;18.0;25.0;21;44.0;
55;3;21.8088550568;38.0;12;47.1218254566;2;19.0;25.0;22;44.0;
56;3;21.8211612701;39.0;13;47.1751859188;2;20.0;24.0;22;44.0;
57;3;21.8331680298;40.0;14;47.2271873951;2;20.2999992371;24.0;22;44.0;
58;3;21.8448677063;41.0;14;47.2778096199;2;20.2999992371;24.0;23;44.0;
59;3;21.8562583923;42.0;13;47.3270373344;2;20.2999992371;24.0;24;44.0;
60;3;21.8673343658;43.0;14;47.374859333;2;20.2999992371;24.0;25;44.0;
61;3;21.8780937195;44.0;15;47.4212698936;2;20.2999992371;24.0;25;44.0;
62;3;21.8885364532;45.0;15;47.4662666321;2;20.2999992371;24.0;26;44.0;
63;3;21.8986606598;45.125;16;47.5;2;20.2999992371;24.0;26;44.0;
64;3;21.90625;45.125;17;47.5;2;20.2999992371;24.0;27;44.0;
65;3;21.90625;45.125;17;47.5;2;20.2999992371;24.0;27;44.0;
66;3;21.90625;45.125;18;47.5;2;20.2999992371;24.0;28;44.0;
67;3;21.90625;45.125;18;47.5;2;20.2999992371;24.0;28;44.0;
68;3;21.90625;45.125;18;47.5;2;20.2999992371;24.0;29;44.0;
69;3;21.90625;45.125;18;47.5;2;20.2999992371;24.0;30;44.0;
70;4;21.90625;45.125;18;47.5;2;20.2999992371;24.0;30;44.0;
71;5;22.90625;46.125;17;48.5;2;20.2999992371;24.0;30;44.0;
72;5;23.90625;47.125;18;48.6074999571;2;20.2999992371;24.0;31;44.0;
73;5;24.1554374695;48.125;18;48.7253656387;2;20.2999992371;24.0;31;44.0;
74;5;24.1819572449;49.125;18;48.8543308973;2;20.2999992371;24.0;31;44.0;
75;5;24.2109737396;50.125;19;48.9951226711;2;20.2999992371;24.0;31;44.0;
76;6;24.2426528931;50.125;18;49.1484457254;2;20.2999992371;24.0;33;44.0;
77;6;24.2771492004;50.125;18;51.7674447298;2;20.2999992371;24.0;34;44.0;
78;7;23.3136291504;52.8421859741;17;53.1911919117;2;20.2999992371;24.0;34;44.0;
79;7;25.354675293;54.0232772827;20;54.3997402191;2;20.2999992371;24.0;34;44.0;
