Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.14999961853;10.5;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.14999961853;10.5;5;21.0;
6;1;8.55000019073;8.5;4;17.0;1;9.14999961853;10.5;5;21.0;
7;1;8.82499980927;8.5;4;17.0;2;9.72500038147;10.6999998093;4;22.0;
8;1;8.82499980927;8.5;4;17.0;2;9.95000076294;10.5;4;22.5200001001;
9;1;8.82499980927;8.5;4;17.3400001526;2;10.0670003891;10.7100000381;4;22.9673361778;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;10.1676511765;10.8792181015;4;23.3272645473;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;10.2486343384;11.0;4;25.0752841234;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.6419391632;11.7700004578;5;26.5979954004;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;12.348859787;12.4126424789;5;27.9043157101;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;14.348859787;12.9308347702;5;29.0214660168;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;16.348859787;13.3366470337;5;29.9861254692;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;17.5557498932;13.6469516754;5;30.8369827271;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;18.6424198151;13.879781723;5;31.505875349;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;19.738822937;14.0;5;31.9789624214;
19;1;16.0206890106;10.9637317657;5;22.0;2;20.8452682495;14.0;5;32.4970645905;
20;1;16.9500007629;11.0;5;22.0;2;21.31183815;14.0;5;33.0593295097;
21;1;16.9500007629;11.0;5;22.0;2;21.4383487701;14.0;5;33.6634473801;
22;1;16.9500007629;11.0;6;22.0;2;21.5742759705;14.0;5;34.3054871559;
23;1;16.9500007629;11.0;7;22.0;2;21.7187347412;14.0;6;34.9798283577;
24;1;16.9500007629;11.0;7;22.0;2;21.8704605103;14.0;6;35.6792192459;
25;1;14.9500007629;12.0;7;22.0;2;22.0278244019;14.0;6;36.394982338;
26;1;13.9500007629;13.0;8;22.0;2;22.1888694763;14.0;6;37.1173725128;
27;1;12.9500007629;14.0;8;22.0;2;22.3514080048;14.0;6;37.8360614777;
28;1;12.0;15.0;8;22.0;2;22.5131130219;14.0;6;38.5407104492;
29;1;12.0;16.0;7;22.0;2;22.6716594696;14.0;6;39.2215652466;
30;1;12.0;17.0;7;22.0;2;20.8248519897;15.0;8;39.8699960709;
31;1;12.0;18.0;7;22.0;3;19.8248519897;15.0;7;40.4789276123;
32;1;12.0;19.0;7;22.0;4;19.8248519897;15.5;6;42.0431089401;
33;1;12.0;20.0;7;22.0;4;20.8248519897;16.5;7;42.7192107439;
34;1;12.0;21.0;7;22.0;4;20.3508224487;17.0;7;43.3694988489;
35;1;12.0;22.0;8;22.0;4;19.4557952881;18.0;7;43.9970388412;
36;1;12.0;23.0;8;22.0;4;19.2496566772;19.0;7;44.6064049006;
37;1;12.0;24.0;8;22.0;4;19.3327522278;20.0;7;45.2032811642;
38;1;12.0;25.0;8;22.0;4;19.4056663513;21.0;7;45.794041872;
39;1;12.0;26.0;8;22.0;4;19.4691371918;22.0;7;46.3853251934;
40;1;12.0;27.0;9;22.0;4;19.5240058899;23.0;7;46.9836192131;
41;1;12.0;28.0;9;22.0;4;19.5711479187;24.0;7;47.544028759;
42;2;12.0;29.0;8;27.0;4;19.6000003815;25.0;7;48.0209121704;
43;2;13.0;30.0;9;27.1500000954;4;19.6000003815;26.0;8;48.5427899361;
44;2;15.0;28.0;9;27.2967748642;4;19.6000003815;27.0;9;49.1086950302;
45;2;15.0;29.0;10;27.4399585724;4;18.6000003815;27.0;9;49.7161855698;
46;3;17.0;30.8999996185;9;28.5792236328;4;18.6000003815;28.0;10;50.3611893654;
47;3;19.5106506348;28.8999996185;9;28.7567839622;4;19.0;29.0;7;51.0379443169;
48;3;18.8059902191;29.0;8;28.9312595129;4;20.0;30.0;8;51.7390680313;
49;3;18.8746356964;30.0;8;29.1024553776;4;21.0;31.0;8;52.4557781219;
50;4;19.6868858337;29.0;8;29.2702162266;4;22.0;30.0;9;53.1782588959;
