Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.14999961853;10.5;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.14999961853;10.5;5;21.0;
6;1;8.55000019073;8.5;4;17.0;1;9.14999961853;10.5;5;21.0;
7;2;8.82499980927;8.89999961853;3;18.0;1;9.72500038147;10.5;5;21.0;
8;2;9.05000019073;8.5;3;18.0674999952;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.06518745422;8.5;3;18.4895108938;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;9.16014099121;8.67000007629;3;18.8647230864;1;9.8956489563;10.8792181015;5;22.0;
11;2;9.24456214905;8.81392192841;3;19.1995335817;1;9.94999980927;11.0;5;23.5400009155;
12;2;9.31989574432;8.93486309052;3;20.2548673153;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;9.55734443665;9.39324569702;3;21.1974108219;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;11.3850421906;9.78903102875;3;22.0314099789;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;13.3850421906;10.1240053177;3;22.7663766146;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;15.3850421906;10.4026165009;3;23.4149770737;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;16.5051403046;10.6309299469;3;23.9911694527;1;15.9499998093;13.879781723;6;28.0;
18;2;17.5516319275;10.8157100677;3;24.5087993145;1;16.9500007629;14.0;6;28.0;
19;2;18.6014900208;10.9637317657;4;24.8180098534;1;17.9500007629;14.0;6;28.0;
20;2;19.5840530396;11.0;5;25.0697143078;1;18.2999992371;14.0;5;28.0;
21;3;19.6406860352;11.0;4;25.3361742496;1;18.2999992371;14.0;5;28.0;
22;3;18.9500007629;11.0;5;25.616874218;1;18.2999992371;14.0;5;28.0;
23;3;18.9500007629;12.0;5;25.911039114;1;18.2999992371;14.0;6;28.0;
24;3;18.9500007629;12.9555196762;5;26.2176237106;1;18.2999992371;14.0;6;28.0;
25;3;18.9500007629;13.1088123322;5;26.5353112221;1;18.2999992371;14.0;6;28.0;
26;3;18.9500007629;13.2676553726;4;26.8625197411;1;18.2999992371;14.0;7;28.0;
27;3;18.9500007629;13.4312601089;3;27.1974248886;1;18.2999992371;14.0;7;28.0;
28;3;18.9500007629;13.5987129211;4;27.5379900932;1;18.2999992371;14.0;7;28.0;
29;3;17.9500007629;12.5987129211;4;27.8820104599;1;18.2999992371;14.0;7;28.0;
30;3;17.9500007629;12.5987129211;5;28.2271661758;1;18.2999992371;14.0;7;28.0;
31;3;15.9500007629;14.5987129211;5;28.5710821152;2;17.2999992371;15.5;6;29.0;
32;3;14.9500007629;16.5987129211;5;28.9113931656;2;17.2999992371;16.0;6;29.1599999666;
33;3;14.0;18.5987129211;5;29.2458081245;2;16.5609989166;17.0;6;29.3437439203;
34;4;14.0;20.5987129211;5;41.5721731186;2;15.6023416519;18.0;7;29.5541238785;
35;4;15.0;22.5987129211;6;42.3685250282;2;14.6496772766;19.0;7;29.7941719294;
36;4;16.0;24.0996742249;7;43.1124343872;2;14.4036884308;20.0;7;30.0669906139;
37;4;17.0;25.3738250732;8;43.801858902;2;14.4650726318;21.0;6;30.375654459;
38;4;18.0;26.6361026764;8;44.4361810684;2;14.5345220566;22.0;6;30.7230784893;
39;4;19.0;27.8854560852;7;45.0160045624;2;14.6126928329;23.0;6;31.1118502617;
40;4;20.0;29.1211013794;7;45.5429258347;2;14.7001667023;24.0;7;31.544028759;
41;4;20.2820358276;30.3425292969;7;46.0192956924;2;14.7974061966;25.0;7;32.0209121704;
42;4;20.355966568;31.5494670868;8;46.4479990005;2;14.9047050476;26.0;7;32.5427899361;
43;4;20.4204406738;32.7418823242;8;46.8322629929;2;15.0221271515;27.0;8;33.1086950302;
44;4;20.4763679504;33.9199371338;9;47.0932998657;3;16.0;26.5;7;34.7161855698;
45;4;20.5;35.0839691162;9;47.260515213;3;17.0;26.5;8;35.521189332;
46;4;20.5;36.234462738;12;47.4133443832;3;17.4312667847;27.5799999237;8;36.3816882372;
47;4;21.5;35.234462738;12;47.5525350571;3;17.0;26.6718711853;9;37.2931919098;
48;4;22.5;35.234462738;15;47.6788978577;3;17.0;26.7770614624;10;38.2499500513;
49;4;21.5;35.234462738;14;47.75;3;18.3062381744;27.0;10;39.2452495098;
50;4;22.5;36.234462738;15;47.75;3;17.0;27.0;11;40.2718126774;
51;4;23.5;37.234462738;16;47.75;3;18.5345230103;28.0;11;41.3222444057;
52;4;24.5;38.234462738;13;47.75;3;19.0;29.0;12;42.3894515038;
53;5;25.4500007629;39.234462738;13;57.75;3;20.0;30.0;12;43.4669795036;
54;5;26.4500007629;40.234462738;14;58.1499996185;3;21.0;31.0;13;44.549197197;
55;5;27.4500007629;41.234462738;16;58.5243997574;3;22.9047050476;30.0;13;45.6313042641;
56;5;28.4500007629;42.234462738;17;58.8719387054;3;23.3221263885;29.0;12;46.7091646194;
57;5;29.4500007629;42.6749992371;18;59.1920347214;3;23.4494552612;29.0;11;47.779006958;
58;5;30.0244579315;42.6749992371;18;59.4847183228;3;23.5861415863;29.0;11;48.8370614052;
59;6;30.0903129578;41.6749992371;19;59.7505426407;4;23.7312660217;29.0;10;49.8792061806;
60;7;30.1501235962;40.6749992371;17;59.9904880524;4;22.2999992371;30.0;8;50.9007139206;
61;7;30.2041110992;40.6749992371;18;60.2058610916;4;23.2999992371;29.0;9;51.8961486816;
62;7;30.2525691986;40.6749992371;18;60.3981971741;4;24.2025489807;29.0;9;52.8594417572;
63;7;30.2958450317;40.6749992371;18;60.5691757202;4;24.36510849;29.0;10;53.7841472626;
64;7;30.3343162537;40.6749992371;19;60.7205476761;4;24.5266342163;29.0;10;54.5991659164;
65;7;30.3683738708;40.6749992371;19;61.75;4;24.6848106384;29.0;12;55.2776012421;
66;7;31.375;41.6749992371;18;61.8574999571;4;24.8374595642;29.0;12;55.9229507446;
67;7;32.375;42.6749992371;18;61.9753656387;4;24.9826622009;29.0;13;56.5282850266;
68;7;32.375;43.6749992371;19;62.1043308973;4;22.9826622009;30.0;14;57.088514328;
69;7;32.375;44.6749992371;19;62.2451226711;4;23.9826622009;29.0;14;57.6004695892;
70;7;32.375;45.6749992371;19;62.3984457254;5;25.9826622009;30.0;14;59.0628213882;
71;7;32.375;46.6749992371;20;64.0474449396;5;27.4641342163;31.0;14;59.6358720064;
72;7;30.936504364;46.8926887512;21;65.4941761494;5;27.5570697784;32.0;14;60.185005784;
73;7;31.6534423828;47.6864700317;21;66.7655677795;5;27.6392822266;33.0;16;60.7157697678;
74;7;32.7664718628;49.0766830444;22;67.8886713982;5;27.7113685608;34.0;16;61.2345424891;
75;7;33.3003540039;49.6602706909;22;68.5274186134;5;27.7740821838;34.0;17;61.7481734753;
