Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.14999961853;10.5;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.14999961853;10.5;5;21.0;
6;1;8.55000019073;8.5;4;17.0;1;9.14999961853;10.5;5;21.0;
7;1;8.82499980927;8.5;4;17.0;1;9.72500038147;10.5;5;21.0;
8;1;8.82499980927;8.5;4;17.0;2;9.72500038147;10.6999998093;4;22.4200000763;
9;1;8.82499980927;8.5;3;17.3400001526;2;10.044500351;10.7100000381;4;22.8584362268;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;10.1431493759;10.8792181015;4;23.2088999748;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;10.2220020294;11.0;4;24.9397995472;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;10.6114549637;11.7700004578;4;26.4434549809;
13;1;9.22696018219;9.39324569702;3;19.5780620575;2;12.3140878677;12.4126424789;4;27.7287436724;
14;1;11.0206890106;9.78903102875;3;20.2480106354;2;14.3140878677;12.9308347702;4;28.8229112625;
15;1;12.0206890106;10.1240053177;3;20.8052330017;2;16.3140888214;13.3366470337;4;29.7627468109;
16;1;13.0206890106;10.4026165009;3;21.2618598938;2;17.5054893494;13.6469516754;4;30.5871584415;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;18.5862083435;13.879781723;4;31.2283332348;
18;2;15.0206890106;10.8157100677;4;21.9274635315;2;19.6763763428;14.0;4;31.6729285717;
19;2;16.0206890106;10.9637317657;5;22.0;2;20.7764091492;14.0;4;32.1624221802;
20;2;16.9500007629;11.0;5;22.0;2;21.2365436554;14.0;4;32.6967763901;
21;2;16.9500007629;11.0;6;22.0;2;21.3567733765;14.0;4;33.2746315002;
22;2;16.9500007629;11.0;6;22.0;2;21.4867916107;14.0;4;33.8931016922;
23;2;16.9500007629;11.0;6;22.0;2;21.6259460449;14.0;5;34.5476427078;
24;2;16.9500007629;11.0;7;22.0;2;21.7732181549;14.0;3;35.2320256233;
25;2;16.9500007629;11.0;7;22.0;2;21.9272041321;14.0;3;35.9384479523;
26;2;16.9500007629;11.0;7;22.0;2;22.0861492157;14.0;3;36.6577949524;
27;2;16.9500007629;11.0;7;22.0;2;22.248003006;14.0;4;37.3800458908;
28;2;16.9500007629;11.0;6;22.0;2;22.4105091095;14.0;4;38.0948009491;
29;2;16.9500007629;11.0;7;22.0;2;22.5713291168;14.0;4;38.7918672562;
30;2;16.9500007629;11.0;7;22.0;2;20.7281684875;15.0;4;39.4618406296;
31;2;16.9500007629;11.0;7;22.0;2;19.8789138794;16.0;4;40.0966157913;
32;2;16.9500007629;11.0;7;22.0;2;19.0217380524;17.0;4;40.6897592545;
33;2;14.9500007629;12.0;7;22.0;2;18.1551952362;18.0;4;41.2367181778;
34;2;13.9500007629;13.0;7;22.0;2;17.2782611847;19.0;4;41.7348527908;
35;2;12.9500007629;14.0;7;22.0;2;17.090341568;20.0;4;42.1833162308;
36;2;12.0;15.0;7;22.0;2;17.1912460327;21.0;5;42.5828151703;
37;2;12.0;16.0;7;22.0;2;17.2811336517;22.0;5;42.9353084564;
38;2;12.0;17.0;7;22.0;2;17.3604450226;23.0;6;43.2436761856;
39;2;12.0;18.0;8;22.0;2;17.4298267365;24.0;6;43.5114040375;
40;2;12.0;19.0;7;22.0;2;17.4900665283;25.0;6;43.7423057556;
41;2;12.0;20.0;7;22.0;2;17.5420188904;26.0;8;43.9402961731;
42;2;12.0;21.0;8;22.0;2;17.586566925;27.0;10;44.0;
43;2;12.0;22.0;9;22.0;2;18.6000003815;25.0;11;44.0;
44;2;12.0;23.0;9;22.0;2;17.6000003815;26.0;11;44.0;
45;2;12.0;24.0;10;22.0;2;17.6000003815;27.0;12;44.0;
46;2;12.0;25.0;10;22.0;2;18.6000003815;25.0;12;44.0;
47;2;12.0;26.0;10;22.0;2;19.6000003815;25.0;12;44.0;
48;2;12.0;27.0;10;22.0;2;20.6000003815;25.0;13;44.0;
49;2;12.0;28.0;10;22.0;2;21.6000003815;25.0;13;44.0;
50;2;12.0;29.0;11;22.0;2;22.6000003815;25.0;13;44.0;
51;2;12.0;30.0;11;22.0;2;23.6000003815;25.0;13;44.0;
52;3;13.0;28.0;11;22.0;2;23.8999996185;24.0;13;44.0;
53;3;12.0;29.0;13;22.0;2;23.8999996185;24.0;14;44.0;
54;3;12.0;30.0;14;22.0;2;23.8999996185;24.0;15;44.0;
55;3;13.0;28.0;14;22.0;2;23.8999996185;24.0;15;44.0;
56;3;12.0;29.0;15;22.0;2;23.8999996185;24.0;15;44.0;
57;3;12.0;30.0;15;22.0;2;23.8999996185;24.0;16;44.0;
58;3;13.0;28.0;17;22.0;2;23.8999996185;24.0;16;44.0;
59;3;12.0;29.0;17;22.0;2;23.8999996185;24.0;17;44.0;
60;3;12.0;30.0;18;22.0;2;23.8999996185;24.0;17;44.0;
61;3;12.0;31.0;18;22.0;2;23.8999996185;24.0;17;44.0;
62;3;12.0;32.0;18;22.0;2;23.8999996185;24.0;19;44.0;
63;3;12.0;33.0;19;22.0;2;23.8999996185;24.0;19;44.0;
64;3;12.0;34.0;20;22.0;2;23.8999996185;24.0;20;44.0;
65;3;12.0;35.0;21;22.0;2;23.8999996185;24.0;20;44.0;
66;3;13.0;33.0;21;22.0;2;23.8999996185;24.0;20;44.0;
67;3;12.0;34.0;22;22.0;2;23.8999996185;24.0;20;44.0;
68;3;12.0;35.0;22;22.0;2;23.8999996185;24.0;21;44.0;
69;3;13.0;33.0;23;22.0;2;23.8999996185;24.0;21;44.0;
70;4;12.0;34.0;22;45.0;2;23.8999996185;24.0;22;44.0;
71;5;14.0;33.0;21;46.3799991608;2;23.8999996185;24.0;22;44.0;
72;5;16.0;33.0;22;47.5063552856;2;23.8999996185;24.0;22;44.0;
73;5;17.0;33.0;23;48.3974571228;2;23.8999996185;24.0;23;45.3199996948;
74;5;18.0;33.0;24;49.0844631195;2;22.0890007019;25.4200000763;24;46.3582401276;
75;5;18.9500007629;33.0;24;49.6032752991;2;23.2291622162;24.7314720154;23;47.1666984558;
76;5;18.9500007629;33.0;24;49.988817215;2;21.3310565948;25.9579029083;23;47.5526294708;
77;5;18.9500007629;33.0;24;50.0;2;22.3500003815;25.0;24;47.8066806793;
78;5;18.9500007629;33.0;24;51.0;2;20.75;26.0;25;48.0;
79;5;19.9500007629;34.0;25;51.0499999523;2;21.75;25.0;25;48.0;
80;5;20.9500007629;35.0;24;51.1019749641;2;20.75;25.0;25;48.0;
81;5;20.9500007629;36.0;24;51.1559499502;2;20.75;25.0;25;48.0;
82;5;20.9500007629;37.0;25;51.2119446993;2;18.75;26.0;25;48.0;
83;5;20.9500007629;38.0;25;51.269973278;2;17.75;27.0;25;48.0;
