Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;5;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.6999998093;5;21.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.14999961853;10.5;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.14999961853;10.5;5;21.0;
6;1;8.55000019073;8.5;4;17.0;1;9.14999961853;10.5;4;21.0;
7;1;8.82499980927;8.5;4;17.0;1;9.72500038147;10.5;4;21.0;
8;1;8.82499980927;8.5;4;17.0;1;9.72500038147;10.5;4;21.4200000763;
9;1;8.82499980927;8.5;4;17.3400001526;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;9.8956489563;11.0792179108;3;23.0;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;10.1750001907;11.0;3;24.7000008821;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.5574998856;11.7700004578;4;26.1690288782;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;12.2523422241;12.4126424789;4;27.4157934189;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;14.2523422241;12.9308347702;4;28.4674659967;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;16.2523422241;13.3366470337;4;29.3608939648;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;17.4150733948;13.6469516754;4;30.135217905;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;18.4845218658;13.879781723;4;30.7230784893;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;19.5626926422;14.0;4;31.1118502617;
19;1;16.0206890106;10.9637317657;4;22.0;2;20.6501674652;14.0;4;31.544028759;
20;1;16.9500007629;11.0;4;22.0;2;21.0974063873;14.0;3;32.0209121704;
21;1;16.9500007629;11.0;4;22.0;2;21.2047042847;14.0;3;32.5427899361;
22;1;16.9500007629;11.0;5;22.0;2;21.3221263885;14.0;3;33.1086950302;
23;1;16.9500007629;11.0;5;22.0;2;21.4494552612;14.0;4;33.7161855698;
24;1;16.9500007629;11.0;5;22.0;2;21.5861415863;14.0;4;34.3611893654;
25;1;16.9500007629;11.0;5;22.0;2;21.7312660217;14.0;4;35.0379443169;
26;1;16.9500007629;11.0;6;22.0;2;21.8835372925;14.0;4;35.7390680313;
27;1;16.9500007629;11.0;7;22.0;2;22.0412902832;14.0;4;36.4557781219;
28;1;16.9500007629;11.0;7;22.0;2;22.2025489807;14.0;4;37.1782588959;
29;1;16.9500007629;11.0;6;22.0;2;22.36510849;14.0;4;37.8961582184;
30;1;16.9500007629;11.0;6;22.0;2;20.5266342163;15.0;5;38.5991659164;
31;1;16.9500007629;11.0;6;22.0;2;19.6848106384;16.0;5;39.2776012421;
32;2;16.9500007629;11.0;5;22.0;2;18.8374595642;17.0;5;39.9229507446;
33;2;14.9500007629;12.0;5;22.0;4;18.9826622009;18.5;3;41.5282850266;
34;2;13.9500007629;13.0;5;22.0;4;19.1188621521;19.5;3;42.2485142946;
35;2;12.9500007629;14.0;5;22.0;4;18.9449157715;20.5799999237;3;42.9442135096;
36;2;12.0;15.0;5;22.0;4;19.362449646;21.0;3;43.6169452667;
37;2;12.0;16.0;6;22.0;4;19.1641349792;22.7770614624;4;44.2700439692;
38;2;12.0;17.0;6;22.0;4;19.6607589722;23.0;5;44.9082524776;
39;2;12.0;18.0;5;22.0;4;19.3392829895;25.0;5;45.5373003483;
40;2;12.0;19.0;6;22.0;4;19.945892334;25.0;5;46.163449049;
41;2;12.0;20.0;6;22.0;4;19.4740829468;27.0;5;46.793033123;
42;2;12.0;21.0;7;22.0;4;19.5282669067;28.5559253693;5;47.4320178032;
43;2;12.0;22.0;6;22.0;4;20.574798584;26.7720146179;4;48.0209121704;
44;2;12.0;23.0;7;22.0;4;19.6000003815;28.0104560852;4;48.5427899361;
45;2;12.0;24.0;7;22.0;4;21.6000003815;28.0104560852;6;49.1086950302;
46;2;12.0;25.0;8;22.0;4;22.7494564056;29.0104560852;6;49.7161855698;
47;2;12.0;26.0;8;22.0;4;23.8861427307;30.0;6;50.3611893654;
48;2;12.0;27.0;10;22.0;4;25.0312690735;30.0;7;51.0379443169;
49;2;12.0;28.0;10;22.0;5;25.6000003815;32.0;6;52.7390680313;
