Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;2;8.0;12.6999998093;5;18.0;2;7.0;11.8999996185;4;22.0;
3;2;9.55000019073;11.3000001907;5;18.0674999952;2;8.14999961853;10.6999998093;4;22.0900000334;
4;2;10.5500001907;10.3000001907;5;18.1388356686;2;8.31349945068;10.5;4;22.1871190071;
5;2;10.7208251953;9.30000019073;4;18.2141259909;2;8.32806777954;10.5;4;22.2917383909;
6;2;11.8231782913;8.5;4;18.293479681;2;9.44064044952;10.5;4;22.4042263031;
7;2;12.1160326004;8.5;4;18.7299283743;2;10.0409517288;10.5;4;22.5249304771;
8;2;12.2142343521;8.67000007629;3;19.1200717688;2;10.0681095123;10.5;4;23.0894187689;
9;2;12.3020162582;8.81392192841;3;19.470256567;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;12.3808078766;8.93486309052;3;20.5494670868;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;12.62362957;9.39324569702;2;21.5171065331;2;10.3983440399;11.0;4;25.8316864967;
12;2;12.8413486481;9.78903102875;2;22.3772938251;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;14.8413486481;10.1240053177;2;23.1393685341;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;16.8413486481;10.4026165009;2;23.8157744408;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;17.4050636292;11.6309299469;2;24.4201948643;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;18.4050636292;11.9312200546;2;24.9661467075;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;19.4050636292;12.1792049408;2;25.3033924103;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;20.4050636292;12.3213567734;2;25.5824170113;2;20.0653820038;14.0;5;33.5542383194;
19;2;21.4050636292;12.7912082672;2;25.8750138283;2;21.1997051239;14.0;5;34.1899633408;
20;2;21.9500007629;12.9375066757;3;26.180170536;2;21.692741394;14.0;5;34.8591008186;
21;2;21.9500007629;13.0900850296;3;26.4966025352;2;21.843296051;14.0;5;35.5546751022;
22;2;21.9500007629;13.248301506;3;26.8227591515;2;21.9998016357;14.0;5;36.2682390213;
23;3;21.9500007629;13.4113798141;2;27.1568431854;2;22.1603527069;14.0;6;36.9902019501;
24;3;21.9500007629;13.5784215927;3;27.4968419075;2;22.3227958679;14.0;6;37.7102985382;
25;4;21.9500007629;13.7484207153;2;27.8405680656;2;22.4848175049;14.0;6;38.4181499481;
26;4;20.9500007629;12.7484207153;2;28.1857123375;2;22.6440830231;14.0;6;39.1038570404;
27;4;18.9500007629;14.7484207153;3;28.529902935;2;22.7983665466;14.0;6;39.758556366;
28;4;17.9500007629;16.7484207153;3;28.8707699776;2;22.9456748962;14.0;6;40.374874115;
29;4;17.0;18.7484207153;3;29.2060108185;2;23.0843467712;14.0;6;40.947227478;
30;4;17.0;20.7484207153;3;29.5334510803;2;21.2131252289;15.0;6;41.4719495773;
31;4;17.0;22.7484207153;3;29.851102829;2;20.3311882019;16.0;6;41.9472465515;
32;4;17.0;24.7484207153;3;30.1572093964;2;19.438129425;17.0;6;42.3730211258;
33;4;17.0;26.3414878845;4;31.4502811432;2;18.5339279175;18.0;6;42.7505970001;
34;5;18.0;27.6052532196;4;54.8366163969;2;17.6188831329;19.0;6;43.0823974609;
35;5;20.0;28.8562049866;4;56.5981779099;2;17.3935394287;20.0;6;43.3716182709;
36;5;21.2757072449;30.0935325623;4;58.1014479399;2;17.4586143494;21.0;7;43.6219272614;
37;5;22.3047237396;31.3166847229;5;59.3652141094;2;17.5149345398;22.0;7;43.8372087479;
38;5;23.3364028931;32.5253715515;6;60.4212700129;2;17.5633716583;23.0;8;44.0;
39;5;25.0;32.5253715515;6;61.3063403368;2;17.6000003815;24.0;8;44.0;
40;5;27.0;33.1588401794;7;62.0563064814;2;17.6000003815;25.0;8;44.0;
41;6;28.2662467957;33.3211250305;7;62.4311144352;2;17.6000003815;26.0;9;44.0;
42;6;29.797000885;31.5253715515;7;62.7949912548;2;17.6000003815;27.0;9;44.0;
43;6;29.3042697906;32.5253715515;8;63.1601278782;2;18.6000003815;25.0;10;44.0;
44;6;31.0;34.0;9;63.5274295807;3;18.6000003815;26.5;10;45.0;
