Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;11.2179203033;10.3632001877;4;20.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;12.2000007629;12.1999998093;5;26.2000007629;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;14.4463853836;12.6000003815;5;27.1576004028;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;16.4463844299;13.0788002014;5;27.9011039734;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;18.4463844299;13.4505519867;5;28.4657306671;2;15.6125736237;12.0916318893;4;25.6226100922;
15;2;19.4463844299;13.7328653336;5;28.88712883;2;17.6125736237;12.3113050461;4;25.9817595482;
16;2;20.4463844299;13.943564415;5;29.0;2;18.9185733795;12.4808797836;4;26.0401959419;
17;2;21.4463844299;14.0;5;29.0;2;19.9246330261;12.5;4;26.0605818033;
18;2;22.4463844299;14.0;4;29.0;2;20.9307479858;12.5;4;26.0811508894;
19;2;22.3999996185;14.3000001907;6;29.0;2;21.824344635;12.5;7;26.1018965244;
20;2;22.3999996185;14.3000001907;6;29.0;3;21.8305683136;12.5;4;41.1228116751;
21;2;22.3999996185;14.3000001907;7;29.0;3;22.8368434906;12.5;4;41.8938889503;
22;2;22.3999996185;14.3000001907;7;29.0;3;23.5;12.8431663513;4;42.584495306;
23;2;22.3999996185;14.3000001907;7;29.0;3;24.5;12.8495359421;4;43.1937892437;
24;2;22.3999996185;14.3000001907;7;29.0;3;25.8559494019;12.5;4;43.7242861986;
25;2;22.3999996185;14.3000001907;7;29.0;3;26.5;12.8624048233;6;44.1809903383;
26;2;22.3999996185;14.3000001907;7;29.0;3;27.5;12.8688993454;6;44.5705230236;
27;2;20.6999988556;15.0;7;29.0;3;28.5;13.1257162094;6;44.9003332853;
28;2;19.6999988556;16.0;7;29.0;3;29.088104248;13.1366577148;7;45.1780643463;
29;2;18.6999988556;17.0;7;29.0;3;29.1648292542;13.1476507187;7;45.3173824549;
30;2;17.6999988556;18.0;7;29.0;3;27.2000007629;14.1586914062;7;45.3395489454;
31;2;16.6999988556;19.0;7;29.0;3;26.2000007629;15.1697740555;7;45.3617914915;
32;2;15.6999998093;20.0;7;29.0;3;25.2000007629;16.1808948517;7;45.3841004372;
33;2;14.6999998093;21.0;8;29.0;3;24.2000007629;17.1920509338;7;45.4064661264;
34;2;14.3000001907;22.0;8;29.0;3;23.2000007629;18.2032337189;7;45.428878665;
35;2;14.3000001907;23.0;8;29.0;3;22.2000007629;19.2144393921;7;45.4513280392;
36;2;14.3000001907;24.0;8;29.0;3;21.7000007629;20.2256641388;7;45.4738043547;
37;2;14.3000001907;25.0;9;29.0;3;21.7000007629;21.2369022369;8;45.4962974787;
38;3;15.3000001907;26.5;8;30.0;3;21.7000007629;22.2481479645;8;45.5187973976;
39;3;16.0;27.0;8;30.0;3;21.7000007629;23.2593994141;8;45.5412938595;
40;3;17.2999992371;25.5;9;30.0;3;21.7000007629;24.270647049;9;45.5637768507;
41;3;16.6000003815;26.0;9;30.0;3;23.1691322327;24.270647049;10;45.5862361193;
42;3;16.6000003815;27.0;9;30.0;3;24.1758708954;25.270647049;10;45.6086617708;
43;3;17.2999992371;25.5;9;30.0;4;25.182598114;26.270647049;10;45.6310436726;
44;3;16.6000003815;26.0;10;30.0;4;26.1893119812;27.270647049;11;45.6533719301;
45;3;16.6000003815;27.0;11;30.0;4;26.7000007629;28.270647049;12;45.6756366491;
46;3;17.0;27.0;11;30.0;4;28.2026901245;27.5;13;45.6978281736;
47;3;18.0;28.0;12;30.0;4;28.7000007629;28.3489151001;13;45.7199368477;
48;3;19.0;29.0;13;30.0;4;29.7159805298;27.5;14;45.7419531345;
49;3;20.0;30.0;13;30.0;4;29.7225856781;27.5;14;45.7638677359;
50;3;21.0;31.0;14;30.0;4;29.7291603088;27.5;13;45.7856714725;
51;3;22.0;31.0;14;30.0;4;29.7357025146;27.5;13;45.8073554039;
52;4;23.0;30.0;12;54.0;4;29.7422065735;27.5;13;45.8289107084;
53;4;25.2999992371;30.0;12;55.2000007629;4;29.2000007629;28.4144554138;14;46.8503289223;
54;4;26.9999980927;31.0;12;56.1576004028;4;30.7550983429;28.5;15;46.901601553;
55;4;27.9999980927;32.0;15;56.9011039734;4;31.7614803314;29.5;16;46.9533116817;
56;4;28.9999980927;33.0;15;57.4657306671;4;31.2000007629;31.4463615417;16;47.0054445267;
57;4;29.9999980927;34.0;15;57.88712883;4;29.7741031647;32.5;17;46.5579843521;
58;4;30.9999980927;34.0;16;58.0;4;28.2000007629;35.2172317505;18;46.6127591133;
59;4;31.9999980927;34.0;17;58.0;4;29.2000007629;33.8063812256;19;46.6681144238;
60;4;33.0;34.0;18;58.0;5;27.6438217163;34.0943527222;13;66.7240282297;
61;5;34.0;34.0;17;58.0;5;29.2000007629;34.8620147705;14;68.5504777431;
62;5;34.6999969482;34.0;17;58.0;5;31.8283195496;35.128036499;13;71.7491506338;
63;5;33.0;35.0;21;58.0;5;29.9777336121;37.151550293;13;74.3962571621;
64;5;31.9999980927;36.0;21;58.0;5;28.6311988831;39.9603271484;15;76.5321594477;
65;5;30.9999980927;37.0;22;58.0;5;27.7270107269;41.9962043762;15;78.2057931423;
66;5;29.9999980927;38.0;22;58.0;5;29.2842712402;40.6352386475;16;79.1652958393;
67;5;28.9999980927;39.0;22;59.0;5;30.2909812927;41.7512435913;16;79.7736023664;
68;5;30.9999980927;38.0;23;59.1699999571;6;30.7999992371;43.6069793701;16;79.7463777065;
69;6;33.0;38.0;22;61.7045106888;6;31.6499996185;43.8043060303;16;80.174008131;
70;6;34.1237487793;38.7000007629;22;63.7251244783;6;29.7422504425;46.6832542419;17;80.4440908432;
71;6;35.7756195068;39.2291984558;22;65.3426566124;6;28.7999992371;48.7220458984;17;80.522477746;
72;6;37.0278167725;40.6162643433;22;66.4275835752;6;27.7999992371;50.7612380981;18;80.6016100645;
73;6;38.2139968872;40.8922767639;22;67.1569620371;6;26.7999992371;52.8008041382;19;80.6814266443;
74;6;39.2998199463;41.0;23;67.7429740429;6;26.2999992371;54.840713501;20;80.7618625164;
75;6;39.3216285706;41.0;23;69.4072109461;6;26.2999992371;56.8809318542;20;81.8428497314;
76;6;37.5999984741;44.2400856018;23;70.2444639206;6;27.2999992371;59.9214248657;21;81.964317441;
