Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;3;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;3;20.0;
7;1;11.6000003815;11.5;6;23.0;2;11.3000001907;10.0;2;21.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.4200000763;10.1999998093;2;21.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5179204941;10.3632001877;2;21.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.597111702;10.4951858521;2;23.0719120502;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.9215736389;11.0209560394;2;23.9749414921;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;13.9215736389;11.4571752548;2;24.7131726742;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;15.9215736389;11.8107032776;3;25.3067810535;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;16.94962883;12.0916318893;3;25.7784451246;
15;2;18.1463851929;13.9328651428;5;28.88712883;2;17.9593238831;12.3113050461;3;26.1504684687;
16;2;20.1463851929;13.943564415;5;29.1299999952;2;18.9691867828;12.4808797836;3;26.2221269608;
17;2;21.4853858948;14.0;5;29.2754310369;2;19.9792118073;12.5;2;26.2560760975;
18;2;22.5290145874;14.0;5;29.4377241135;2;20.989397049;12.5;2;26.2905418873;
19;2;22.8313179016;14.0;7;29.6183350086;2;21.8871631622;12.5;3;26.3255085945;
20;2;22.8854999542;14.0;7;29.8187118769;2;21.8976516724;12.5;2;26.3609591722;
21;2;22.3999996185;14.5456132889;7;30.0402543545;2;21.9082870483;12.5;2;26.3968753815;
22;2;23.0120754242;14.0;7;30.2842636108;2;21.9190635681;12.5;2;26.4332377911;
23;2;23.0852794647;14.0;9;30.5518820286;2;21.5;12.9299716949;2;26.4700255394;
24;2;23.1655635834;14.0;9;30.8440244198;2;21.5;12.9410076141;3;26.5072168112;
25;2;22.3999996185;14.8532075882;10;31.1613030434;3;21.9521656036;12.5;2;26.5447884798;
26;2;22.3999996185;14.9483909607;10;31.5039470196;4;21.9634361267;12.5;1;26.5827163458;
27;2;21.3999996185;15.0;10;31.871723175;4;21.5;13.2913579941;1;26.6209751368;
28;2;20.5615158081;16.0;10;32.263862133;4;21.9862918854;12.5;1;26.6595385075;
29;2;19.6791572571;17.0;10;32.6789975166;4;21.9978618622;12.5;1;26.6983793974;
30;2;18.8036994934;18.0;10;33.1151270866;4;20.009513855;13.5;1;26.7374696732;
31;3;17.9345378876;19.0;7;48.5695996284;4;19.0212402344;14.5;1;26.7767804861;
32;3;18.0708789825;20.0;7;49.7891392708;4;18.033033371;15.5;1;26.8162822723;
33;3;18.2117424011;21.0;7;50.9392809868;4;17.044883728;16.5;1;26.8559447527;
34;3;17.9559726715;22.0;8;52.0148916245;4;16.0567836761;17.5;1;26.8957372904;
35;3;18.1022796631;23.0;9;53.0138707161;4;15.0687217712;18.5;2;26.9356285334;
36;3;18.2492790222;24.0;9;53.9364514351;4;14.5806884766;19.5;2;26.9755871296;
37;3;18.3955383301;25.0;10;54.7845106125;4;14.5926761627;20.5;2;27.015581131;
38;3;18.5396270752;26.0;10;55.5609645844;4;14.6046743393;21.5;2;27.0555787086;
39;4;18.6801834106;27.0;10;56.2693080902;4;14.6166734695;22.5;2;27.0955479145;
40;4;18.6801834106;26.0;11;56.8195896149;4;14.6286640167;23.5;2;27.135456562;
41;4;17.6801834106;26.0;12;57.2300891876;4;14.0;25.5;3;28.17527318;
42;4;18.6801834106;27.0;12;57.6157541275;5;16.0;24.0876369476;2;28.3049660921;
43;4;20.1847267151;25.0;13;57.9750175476;5;16.0;25.1524829865;5;28.4416229725;
44;4;21.2925052643;26.0;14;58.307009697;5;16.0;26.2208118439;5;28.5855945349;
45;5;22.3921031952;27.0;13;66.5251922607;5;17.0;24.2927970886;5;28.7372188568;
46;5;24.4834518433;29.0;13;67.0467729568;5;18.6998977661;25.2927970886;5;28.8968141079;
47;5;26.5666542053;31.0;14;67.5296192169;5;19.7115650177;26.2927970886;6;29.0646702051;
48;5;25.5666542053;33.0;14;67.9744310379;5;20.7231502533;27.2927970886;6;29.2410391569;
49;5;27.5666542053;33.0;14;68.3823833466;5;21.0;28.1458702087;8;29.4261264801;
50;5;29.5666542053;34.0;16;68.7550172806;5;22.0;27.5;8;29.6200795174;
51;5;31.2243270874;35.0;16;69.0941410065;5;23.0;27.5;8;29.8229768276;
52;5;32.2722167969;36.0;16;69.3533296585;5;23.5;27.5;9;30.0348169804;
53;5;31.2722167969;38.0;18;69.5073480606;5;23.5;27.5;9;30.2555086613;
54;5;31.2722167969;40.0;17;69.6492595673;5;23.5;27.5;9;30.4848601818;
55;6;31.3999996185;42.0;17;69.7795963287;5;23.5;27.5;10;30.7225708961;
56;6;32.4000015259;44.0;16;69.8989467621;5;23.5;27.5;9;30.9682245255;
57;6;33.4000015259;46.0;17;70.0;5;23.5;27.5;10;31.2212853432;
58;6;34.4000015259;48.0;17;70.0;5;23.5;27.5;10;32.4810957909;
59;6;36.9499969482;44.0;18;70.0;5;24.5;28.5;10;32.7668790817;
60;6;34.9499969482;46.0;18;70.0;5;25.5;29.5;11;33.0579404831;
61;6;34.9499969482;48.0;19;70.0;5;25.5;30.5;11;33.3532785177;
62;6;36.9499969482;44.0;18;71.0;5;25.5;31.5;12;33.6518000364;
63;6;35.9499969482;47.0;18;71.0199999809;5;25.5;32.5;12;33.9523375034;
64;7;36.9499969482;50.0;17;71.0401959419;5;26.5;32.5;12;34.2516483068;
65;7;38.9499969482;47.0;19;73.5284831524;5;27.0386505127;32.5;13;34.5225596428;
66;7;39.626499176;48.7000007629;18;75.5338333845;6;27.1136016846;32.5;12;34.7923576832;
67;7;38.1580200195;52.2291984558;19;77.1247889996;6;25.5;33.5;12;35.0598018169;
68;7;38.3343200684;50.2291984558;19;78.3765890598;6;25.5;34.5;12;35.323692441;
69;7;37.4780349731;52.1757583618;21;79.1737116575;6;25.5;35.5;13;35.5828925371;
70;7;38.5875205994;54.3198432922;22;79.4732671976;6;25.5;35.676612854;13;35.8363492489;
71;7;37.5875205994;54.356803894;22;79.7375415564;6;26.5;33.676612854;13;36.0831116438;
72;7;35.5875205994;57.3943405151;22;79.9701991081;6;27.5;32.676612854;13;37.4504418373;
73;7;34.5875205994;60.4324378967;23;80.0873470306;6;27.9285411835;33.0;14;38.5889428854;
74;7;35.5875205994;57.47108078;24;80.1229559183;6;26.1625423431;34.3899993896;15;39.5317388773;
75;8;34.5875205994;58.47108078;23;80.1590241194;6;26.2123565674;35.6872596741;15;40.3135706186;
76;8;35.5875205994;60.47108078;25;80.1955316067;6;26.3458442688;36.9097442627;16;40.8185536861;
