Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;12.4463853836;11.9106416702;5;25.0;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;12.5000009537;12.0;5;26.2200007439;2;11.9125738144;11.0209560394;3;24.004350543;
12;2;14.4523849487;12.6000003815;5;27.1977963448;2;12.2013053894;11.4571752548;3;24.8085255623;
13;2;16.4523849487;13.0788002014;5;27.9616857767;2;14.939573288;11.8107032776;4;25.4750021696;
14;2;18.4523849487;13.4505519867;5;28.5468815565;2;16.939573288;12.0916318893;4;26.0268363953;
15;2;19.4707298279;13.7328653336;5;28.9890253544;2;18.0338420868;12.3113050461;4;26.4866900444;
16;2;20.4769535065;13.943564415;5;29.1228116751;2;19.0700531006;12.4808797836;4;26.6541694403;
17;2;21.4832286835;14.0;6;29.1438889503;2;20.1088237762;12.5;4;26.7922235727;
18;2;22.4895515442;14.0;6;29.1651208401;2;21.1502399445;12.5;4;26.9393253326;
19;2;22.7495365143;14.0;6;29.1864993572;2;22.0817985535;12.5;5;27.0956480503;
20;2;22.7559490204;14.0;7;29.2080165148;2;22.1286945343;12.5;5;27.261295557;
21;2;22.7624053955;14.0;7;29.2296639681;2;22.1783885956;12.5;5;27.4362905025;
22;3;22.7688980103;14.0;7;29.2514331341;3;22.2308864594;12.5;4;27.6205644608;
23;3;22.775428772;14.0;7;29.2733153105;3;22.2861690521;12.5;4;27.8139474392;
24;3;22.781993866;14.0;7;29.2953014374;3;22.3441848755;12.5;5;28.016159296;
25;3;22.3999996185;14.3885908127;7;29.3173824549;4;22.4048480988;12.5;4;28.2268030643;
26;3;22.7952136993;14.0;7;29.3395489454;4;22.4680404663;12.5;4;28.445360899;
27;3;22.801864624;14.0;7;29.3617914915;4;22.5336074829;12.5;4;28.6711919308;
28;3;22.3999996185;14.6808958054;7;29.3841004372;4;21.5;13.5;4;28.9035346508;
29;3;22.3999996185;14.6920499802;7;29.4064661264;4;22.5;12.5;4;29.141512394;
30;3;20.8219394684;15.0;7;29.428878665;4;21.5;13.5;4;30.3841423988;
31;3;19.8286628723;16.0;7;29.4513280392;4;21.5;13.5;4;30.650349617;
32;3;18.8353977203;17.0;7;29.4738043547;4;21.8891048431;15.0100002289;4;30.9191789627;
33;3;17.8421401978;18.0;7;29.4962974787;4;21.9636955261;16.0200977325;4;31.1894184351;
34;3;16.8488883972;19.0;8;29.5187973976;4;22.0386505127;17.0302906036;5;31.4598215818;
35;3;15.855638504;20.0;8;29.5412938595;4;22.1136016846;17.5;5;31.7291333675;
36;3;14.8623876572;21.0;8;29.5637768507;4;21.5187416077;18.5;5;31.9961141348;
37;3;14.4691333771;22.0;9;29.5862361193;4;21.0988349915;19.5;5;32.2595648766;
38;3;14.4758710861;23.0;8;29.6086617708;4;20.8347034454;21.0719451904;5;32.5183494091;
39;3;14.4825983047;24.0;8;29.6310436726;4;20.9059677124;22.0825595856;6;32.771415472;
40;3;14.4893131256;25.0;9;30.6533719301;4;21.3314247131;22.5;6;33.0178128481;
41;3;15.496011734;26.0;9;30.7356365919;4;21.0429382324;24.1040077209;6;33.2567068338;
42;3;16.5026912689;27.0;10;30.820792079;4;22.4770126343;24.1040077209;6;33.4873869419;
43;3;17.336889267;25.8489131927;11;30.9088977575;4;21.483543396;25.1040077209;6;33.7092741728;
44;3;16.87266922;26.0;11;31.0000050068;4;23.1081123352;26.1040077209;6;33.9219212532;
45;3;16.9000015259;27.0;12;31.0941562653;4;25.1081123352;27.1040077209;6;34.1250110865;
46;3;17.5291595459;27.0;12;31.191383481;4;24.503326416;27.5;6;34.318349719;
47;3;18.5357017517;28.0;12;31.2917070389;4;26.5099773407;27.5;6;34.5018595457;
48;3;19.5422058105;29.0;14;31.3951339722;4;28.1081123352;28.180896759;8;34.6755681038;
49;3;20.4698677063;30.0;14;31.5016572475;5;26.6081123352;29.1920509338;7;34.8395963907;
50;3;22.0504989624;31.0;14;31.611254096;5;27.6081123352;27.5;7;34.9941452742;
51;4;23.0833778381;30.0;15;31.7238849401;5;28.6081123352;28.2144393921;8;35.1394832134;
52;4;23.0;29.9463615417;15;31.8394925594;5;26.6081123352;29.2256641388;8;35.2759350538;
53;4;25.1518478394;29.0;15;31.9580006599;5;26.9421424866;29.5;8;35.4038664103;
54;4;24.3999996185;30.9672336578;16;32.0793133974;5;26.5;31.2481498718;9;35.5187973976;
55;4;24.9865226746;30.0621166229;16;32.2033150196;5;26.5;32.2593994141;10;35.5412938595;
56;4;25.0683422089;29.9877548218;17;32.3298690319;5;26.5;32.7706451416;10;35.5637768507;
57;4;25.1002368927;29.9978733063;17;32.4430289268;5;26.9691333771;32.0;10;35.5862361193;
58;4;24.3999996185;31.0;18;32.5543570518;5;26.9758720398;32.0;10;35.6086617708;
59;5;24.3999996185;31.277179718;18;32.667914629;5;26.5;32.8043289185;11;35.6310436726;
60;5;24.3999996185;30.0;18;32.7834908962;5;26.9893131256;32.0;10;35.6533719301;
61;5;24.3999996185;30.0;19;32.9008569717;5;26.996011734;32.0;9;35.6756366491;
62;5;24.3999996185;30.0;19;33.0197672844;5;27.0026912689;32.0;9;36.6978281736;
63;5;24.3999996185;30.0;19;33.1399610043;5;28.5;31.8489151001;9;36.7699368;
64;6;24.3999996185;31.0;17;49.2611646652;5;29.0159816742;33.0;9;36.8439280987;
65;6;26.3783493042;31.0;17;50.0230937004;5;29.0225868225;35.0;10;36.9198176861;
66;6;27.4149284363;32.0;17;51.7045619488;5;29.0291595459;36.0;11;38.2122950554;
67;6;27.3999996185;35.0;18;52.3587911129;5;30.3357009888;35.5;12;39.277711153;
68;6;29.3999996185;36.0;18;52.9431500435;5;31.0340003967;36.4653167725;12;40.1511343718;
69;6;30.5250873566;38.0;18;53.4643756151;5;32.062828064;35.8247795105;13;40.869132638;
70;6;30.3999996185;41.0;19;53.9297810793;5;32.794128418;34.6874275208;13;41.3174884319;
71;6;32.4000015259;42.0;20;54.5563445091;5;32.8938980103;34.8355789185;14;41.5808514357;
72;7;32.6968994141;43.6349868774;19;56.8084111214;5;32.368347168;35.8431777954;14;41.8365710974;
73;8;33.2197036743;43.7000007629;18;58.6692385674;5;30.3999996185;36.9182853699;14;41.9934449196;
74;8;32.1375198364;46.2291984558;18;60.2035604715;5;29.9803390503;37.0294876099;15;42.1569713354;
