Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.597111702;10.4951858521;4;23.0819120407;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.9245738983;11.0209560394;4;23.99553442;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;13.9245738983;11.4571752548;4;24.7449600697;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;15.9245738983;11.8107032776;5;25.3503712416;
14;2;17.1463851929;13.650551796;5;28.4657306671;2;16.9627056122;12.0916318893;5;25.8344515562;
15;2;19.1463851929;13.7328653336;5;28.88712883;2;17.9761257172;12.3113050461;5;26.2195074558;
16;2;20.4463844299;13.943564415;5;29.0;2;18.9898986816;12.4808797836;5;26.3048160076;
17;2;21.4463844299;14.0;6;29.0;2;20.0040187836;12.5;5;26.3530313969;
18;2;22.4463844299;14.0;6;29.0;2;21.0184822083;12.5;5;26.4023760557;
19;2;22.3999996185;14.3000001907;6;29.0;2;21.9207134247;12.5;5;26.4528282881;
20;2;22.3999996185;14.3000001907;7;29.0;2;21.5;12.9358482361;5;26.5043625832;
21;2;22.3999996185;14.3000001907;7;29.0;2;21.5;12.9513092041;7;26.5569496155;
22;2;22.3999996185;14.3000001907;7;29.0;2;21.9670848846;12.5;7;26.6105561256;
23;2;22.3999996185;14.3000001907;7;29.0;2;21.9831676483;12.5;7;26.6651450396;
24;2;22.3999996185;14.3000001907;7;29.0;2;21.5;12.99954319;8;26.72067523;
25;3;22.3999996185;14.3000001907;6;29.0;2;21.5;13.0162029266;8;26.7771017551;
26;3;22.3999996185;14.3000001907;6;29.0;3;22.0331306458;12.5;7;26.8343759775;
27;3;22.3999996185;14.5;6;29.0;3;21.5;13.4171876907;7;26.8924454451;
28;3;22.3999996185;14.5;6;29.0;3;22.0677337646;12.5;7;26.9512542486;
29;3;22.3999996185;14.5;6;29.0;3;21.5;13.4756269455;7;27.0107431412;
30;3;20.6999988556;15.0;6;29.0;3;21.5;13.5053710938;7;27.0708494186;
31;3;19.6999988556;16.0;6;29.0;3;20.1212539673;13.5;7;27.1315076351;
32;3;18.6999988556;17.0;6;29.0;3;20.5;13.5;7;27.1926498413;
33;3;17.6999988556;18.0;7;29.0;3;19.1577949524;13.5;7;27.2542052269;
34;3;16.6999988556;19.0;7;29.0;3;18.1762619019;14.5;7;27.3161010742;
35;3;15.6999998093;20.0;7;29.0;3;17.1948299408;15.5;7;27.3782629967;
36;3;14.6999998093;21.0;7;29.0;3;16.2134780884;16.5;7;27.4406147003;
37;3;14.3000001907;22.0;8;29.0;3;15.2321844101;17.5;7;27.5030794144;
38;3;14.3000001907;23.0;8;29.0;3;14.7509241104;18.5;7;27.5655794144;
39;3;14.3000001907;24.0;8;29.0;3;14.7696743011;19.5;7;27.628036499;
40;3;14.3000001907;25.0;9;29.0;3;14.7884111404;20.5;9;27.690372467;
41;3;14.3000001907;26.0;9;29.0;3;14.8071117401;21.5;10;27.7525100708;
42;3;14.3000001907;27.0;9;29.0;3;14.825753212;22.5;10;27.8143725395;
43;3;15.3000001907;25.0;10;29.0;3;14.8443117142;23.5;12;27.8758842945;
44;5;15.3000001907;26.5;9;30.0;3;14.8627653122;24.5;12;27.936971426;
45;5;16.2999992371;27.0;9;30.1349999905;3;15.0;23.5;13;27.9975619316;
46;6;17.0;27.0;9;30.2866927385;3;16.0;23.5;13;28.0575861931;
47;6;18.0;28.0;9;30.4567073584;3;17.0;23.5;14;28.1169772148;
48;6;19.0;29.0;10;30.646709919;3;18.0;23.5;14;28.1756706238;
49;6;20.0;30.0;10;30.8583663702;3;19.0;23.5;13;28.2336053848;
50;6;21.0;31.0;10;31.0932941437;3;20.0;23.5;13;28.2907235622;
51;6;22.0;30.5;10;31.3530030251;3;21.0;24.145362854;14;28.346971035;
52;6;23.0;29.5;10;31.6388223171;3;21.5;24.1734848022;14;28.4022974968;
53;6;24.0;29.5;10;31.9518177509;3;21.5;22.5;13;28.4566559792;
54;6;24.3999996185;29.5;9;32.2926990986;3;21.5;22.5;14;28.5100040436;
55;6;24.3999996185;29.5;9;33.6617217064;3;21.5;23.5;14;28.5623030663;
56;6;25.3999996185;30.5;9;34.1435894966;3;21.5;24.2811508179;14;28.6135182381;
57;6;26.3999996185;31.5;9;34.6586660147;4;22.5;22.5;11;38.6636190414;
58;6;26.7528915405;32.5;9;35.2056049109;5;23.5990867615;23.5;9;39.1125786304;
59;6;27.3999996185;34.5;8;37.7822847366;5;24.6137733459;24.5;9;39.5347752571;
60;6;29.813709259;37.5;6;38.4907957315;5;24.628112793;25.5;9;39.9289288521;
61;6;31.1728057861;39.5;8;39.2289687395;5;24.6420974731;26.5;9;40.2944426537;
62;6;31.2360229492;41.5;6;39.9927573204;5;24.6557216644;27.5;9;40.6313362122;
63;6;30.3999996185;44.3687438965;7;40.7775524855;5;24.6689853668;27.5;10;40.9401550293;
64;6;30.813709259;45.4361801147;8;41.5783504248;5;24.6818847656;27.5;10;41.2218756676;
65;6;31.4518585205;45.0509490967;8;42.3899513483;5;23.5;28.5;10;42.4558610916;
66;6;31.5329322815;45.0614051819;9;43.2071721554;6;26.5;29.5;10;43.6881971359;
67;7;30.3999996185;45.0719451904;9;44.025056839;6;28.7000007629;31.5;10;44.0303596258;
68;7;30.3999996185;44.5825614929;8;44.8390617371;6;28.7000007629;33.5;10;44.3695322275;
69;7;30.3999996185;45.0932502747;9;45.6452015638;6;28.7000007629;35.5;11;44.6048315763;
70;7;30.3999996185;45.1040077209;10;46.4401403666;6;28.7000007629;37.5;11;44.8301764727;
71;8;30.3999996185;45.1148300171;9;48.9564253092;6;28.7000007629;38.1059188843;11;45.0764597654;
72;8;30.8199996948;44.7000007629;9;51.1301367283;7;28.7000007629;38.1288757324;11;45.3450703621;
73;8;31.4526309967;45.8658561707;10;54.0144361258;7;28.7000007629;38.1524085999;12;47.0841964483;
74;8;32.6925888062;47.2639160156;10;55.7881438732;7;29.0359992981;38.6895637512;12;48.6090481281;
75;8;33.5353660583;49.1020584106;11;57.2272086143;7;28.0340003967;40.1183242798;12;49.9579958916;
76;8;33.938583374;49.6697769165;11;58.4517370462;8;29.2123565674;39.4559555054;11;51.1705286503;
77;8;33.9466133118;50.680896759;12;60.6764647961;8;29.6871070862;39.7204284668;11;52.1052650213;
