Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5179204941;10.3632001877;4;22.0603717566;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.6181116104;10.4951858521;4;23.2074631453;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.9622392654;11.0209560394;4;24.1828715801;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;13.9622392654;11.4571752548;4;25.0006883144;
13;2;16.1463851929;13.0788002014;5;27.9311039448;2;15.9622383118;11.8107032776;4;25.6814495325;
14;2;18.1463851929;13.4505519867;5;28.5263216496;2;16.7044353485;12.0916318893;4;26.2481688261;
15;2;19.4645614624;13.7328653336;5;28.978894949;2;16.8744506836;12.3113050461;4;26.723449707;
16;2;20.4739151001;13.943564415;5;29.1235172749;2;17.0170345306;12.4808797836;4;26.9068236351;
17;2;21.4834403992;14.0;6;29.1558350325;2;18.9588317871;12.5;4;27.0611462593;
18;2;22.4931354523;14.0;6;29.1887089014;2;20.0051269531;12.5;4;27.2247776985;
19;2;22.7566127777;14.0;6;29.2221269608;2;21.0542163849;12.5;5;27.3977591991;
20;2;22.7666378021;14.0;6;29.2560760975;2;21.3867835999;13.2193279266;5;27.5800426006;
21;3;22.7768230438;14.0;6;29.2905418873;2;22.2740135193;12.5;5;27.7714805603;
22;4;22.3999996185;14.0;5;29.3255085945;2;22.3314437866;12.5;5;27.9718174934;
23;4;22.7976531982;14.0;5;29.3609591722;2;22.391544342;12.5;5;28.1806821823;
24;4;22.8082866669;14.0;5;29.3968753815;2;21.5;13.4542045593;5;28.3975830078;
25;4;22.8190612793;14.0;5;29.4332377911;2;22.5;12.5;6;28.6219055653;
26;4;22.3999996185;14.7166185379;5;29.4700255394;2;22.5865707397;12.5;6;28.8529140949;
27;4;22.3999996185;14.7350130081;6;29.5072168112;2;22.6558742523;12.5;6;29.089756012;
28;4;22.8521652222;14.0;6;29.5447884798;2;22.7269268036;12.5;6;29.3314704895;
29;4;22.8634357452;14.0;6;29.5827163458;2;22.7994403839;12.5;6;29.5770010948;
30;4;20.8748149872;15.0;6;29.6209751368;2;22.8731002808;12.5;6;29.8252120018;
31;4;19.8862915039;16.0;6;29.6595385075;2;22.9475631714;12.5;6;30.0749063492;
32;4;18.8978614807;17.0;6;29.6983793974;2;23.0224723816;12.5;6;30.3248500824;
33;4;17.9095134735;18.0;6;29.7374696732;2;23.097454071;12.5;6;30.5737948418;
34;4;16.9212398529;19.0;6;30.7767804861;2;23.1721382141;12.5;6;30.8205022812;
35;4;16.9330329895;20.0;6;30.8562822342;2;23.2461509705;12.5;6;31.0637698174;
36;4;16.9448852539;21.0;6;30.9371286631;2;23.3191299438;12.5;6;31.3024535179;
37;4;16.8811378479;22.0;6;31.0192908049;2;23.3907356262;12.5;7;31.5354895592;
38;4;16.9057884216;23.0;6;31.1027359962;2;23.460647583;12.5;8;31.7619123459;
39;4;16.9308204651;24.0;6;32.1874285936;2;23.5285739899;12.5;8;31.9808688164;
40;4;17.9562282562;25.0;7;32.3133289814;2;23.5942611694;12.5;8;32.1916303635;
41;4;18.9819984436;26.0;7;32.4415786266;2;23.6574897766;14.5;9;32.3935980797;
42;4;19.3324737549;27.0;7;32.5721328259;2;23.7180786133;16.5;9;32.5863051414;
43;4;20.3716392517;25.0;8;32.7049400806;2;23.7758903503;18.5;10;32.7694153786;
44;4;20.9907684326;27.0;10;32.8399429321;2;23.8308258057;20.5;10;32.9427189827;
45;4;22.0161342621;29.0;11;32.9770765305;2;23.8828163147;22.5;11;33.1061229706;
46;4;23.4931221008;31.0;12;33.1162695885;2;23.9318370819;22.5;11;33.259642601;
47;4;24.1434364319;33.0;12;33.2574436665;2;23.9778938293;22.5;11;33.4033899307;
48;4;25.5772323608;35.0;12;33.400513649;2;24.0210170746;22.5;12;33.5375595093;
49;4;26.1994400024;34.7011871338;12;33.5453871489;2;24.0612678528;22.5;12;33.6624164581;
50;4;27.1474132538;34.8603363037;13;33.6919651031;2;24.0987243652;22.5;12;33.7782831192;
51;4;28.1075897217;34.0;12;33.8401411772;2;24.1334838867;22.5;12;33.8855285645;
52;4;27.6017284393;34.9171905518;11;33.9898027182;2;24.1656589508;22.5;12;33.9845552444;
53;4;28.1969413757;34.0;13;34.1408307552;2;24.1953659058;22.5;12;34.0;
54;5;27.7427062988;34.832572937;12;34.2930996418;2;24.2000007629;22.5;12;34.0;
55;5;26.3999996185;35.8603363037;12;34.4464776516;2;24.2000007629;22.5;12;34.0;
56;5;28.3339443207;34.0;13;34.6008278131;3;24.2000007629;22.5;11;49.0;
57;5;27.1904830933;35.9171905518;13;34.756008029;3;25.2000007629;23.5;10;49.75;
58;5;28.4268016815;34.0;14;34.9118710756;3;24.2000007629;25.5;10;50.4193744659;
59;5;27.7973003387;35.0;14;35.0682656765;3;24.5;27.5;11;51.0072898865;
60;5;27.0948295593;36.0;14;35.2250368595;3;25.5;29.5;10;51.5162696838;
61;5;27.7347335815;35.3879623413;14;35.3820261955;3;24.5;32.5;10;51.9513263702;
62;5;27.132183075;36.4049530029;16;36.5390737057;4;24.5;34.0;10;52.3190898895;
63;5;28.808719635;36.421672821;16;36.7460167408;4;23.6217956543;35.0;10;52.6270179749;
64;5;30.0325431824;37.0;17;36.954666853;4;22.691078186;36.0;10;52.8827629089;
65;5;29.9673957825;38.0;17;37.1648849249;4;21.7486209869;37.0;11;53.0;
66;5;29.920589447;39.0;18;37.3765274286;4;20.7749996185;38.0;12;53.0;
67;5;29.132183075;41.4857292175;18;39.2131865025;4;20.2749996185;39.0;13;54.75;
68;5;30.4580783844;41.8764648438;20;40.7204222679;4;21.4032497406;38.0;13;56.1726284027;
69;5;30.0466766357;43.4932861328;20;41.9550766945;5;21.5102500916;38.0;12;58.3134260178;
70;5;29.369758606;45.3907623291;19;42.9787335396;5;22.598400116;39.5;12;59.2501356602;
71;5;29.5353660583;46.4893684387;20;43.6762588024;6;22.6702575684;41.5;11;90.0388748646;
72;6;30.6000003815;45.1670532227;19;44.1680417061;6;23.7250003815;44.5;10;94.9883306026;
73;6;31.6242828369;41.0;20;44.6686985493;6;25.7250003815;44.5;11;97.5743429661;
74;6;30.7291412354;44.0;19;45.1773192883;6;24.7250003815;46.5;10;99.4446648359;
75;8;28.6000003815;45.8538894653;12;46.8487528563;4;22.7250003815;43.5;7;99.5022325516;
