Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;2;9.60000038147;11.6999998093;5;24.0;1;10.0;10.0;5;20.0;
6;2;10.9000005722;11.5;5;24.1124999523;1;11.0;10.0;5;20.0;
7;2;11.9337501526;11.5;5;24.2364046574;1;11.0;10.0;5;20.3999996185;
8;2;12.2709207535;11.5;5;24.844940424;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.4534826279;11.7299995422;5;25.3705487251;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;12.6111650467;11.9106416702;5;25.7305408716;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;12.719162941;12.0;5;27.1818068027;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;14.7409267426;12.6000003815;5;28.4221744537;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;16.7409267426;13.0788002014;5;29.482388258;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;18.7409267426;13.4505519867;5;30.3998434544;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;20.0266189575;13.7328653336;5;31.2119448185;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;21.1438293457;13.943564415;5;31.7545545101;1;16.6125736237;12.4808797836;5;25.0;
17;2;22.2727508545;14.0;6;32.2237029076;1;17.6125736237;12.5;5;25.0;
18;2;23.4134960175;14.0;6;32.7316579819;1;18.6125736237;12.5;5;25.0;
19;2;23.8194961548;14.0;6;33.2766666412;1;19.5;12.5;6;25.0;
20;2;23.9829998016;14.0;7;33.8556928635;1;19.5;12.5;7;25.0;
21;3;22.3999996185;15.0;6;34.4643516541;1;19.5;12.5;8;25.0;
22;3;22.3999996185;15.9393053055;6;35.0969305038;1;19.5;12.5;8;25.0;
23;3;22.3999996185;16.1290798187;7;35.7465176582;1;19.5;12.5;8;25.0;
24;3;23.3999996185;14.1290788651;7;36.4052410126;1;19.5;12.5;9;25.0;
25;3;22.3999996185;15.1290788651;7;37.0646123886;1;19.5;12.5;9;25.0;
26;3;21.3999996185;15.0;7;37.7159395218;1;19.5;12.5;9;25.0;
27;3;21.3999996185;15.0;7;38.3507852554;1;19.5;12.5;8;25.0;
28;3;20.3999996185;15.0;7;38.961400032;1;19.5;12.5;7;25.0;
29;3;20.3999996185;15.0;7;40.5411043167;1;19.5;12.5;7;25.0;
30;3;20.3999996185;15.5;7;41.1745632887;2;20.5;12.5;6;26.0;
31;3;21.3999996185;16.0;7;41.7750573158;2;19.5;13.5;6;26.0299999714;
32;3;21.7561359406;17.0;8;42.3406552076;2;18.5;14.5;6;27.3105909824;
33;3;20.7875213623;16.0;8;42.8708496094;2;17.5;15.5;6;28.326141119;
34;3;19.8212680817;16.0;8;43.3663802147;2;16.5;16.5;6;29.1110928059;
35;3;19.8574790955;17.0;8;43.828997016;2;15.5;17.5;6;29.7066391706;
36;4;20.4962501526;18.0;7;44.2612034082;3;14.5;18.5;5;30.1532703638;
37;4;20.3406944275;19.0;8;44.6660003662;3;14.0;19.5;6;30.2221269608;
38;5;20.4180030823;20.9696617126;7;45.0466578007;3;14.0;20.5;5;30.2560760975;
39;5;21.1139984131;21.0;7;45.4065172672;3;14.0;21.5;5;30.2905418873;
40;5;20.5435676575;23.0;7;45.6862905025;3;14.0;22.5;5;30.3255085945;
41;5;21.3058872223;23.0;7;45.8705644608;3;14.0;23.5;7;30.3609591722;
42;5;20.5750007629;25.0;8;46.0639474392;4;14.0;24.5;6;30.3968753815;
43;5;21.5750007629;25.0;8;47.266159296;4;14.0;25.5;6;30.4332377911;
44;5;24.4798469543;27.0;8;47.5818030834;4;14.0;26.5;7;30.4700255394;
45;5;26.5430412292;29.0;8;47.915225625;4;14.0;27.5;8;30.5072168112;
46;5;27.6086082458;31.0;8;48.2664604187;5;14.0;28.5;7;30.5447884798;
47;5;27.9785804749;34.0;8;48.6354115009;5;15.0;26.5;8;30.5827163458;
48;5;30.0195617676;34.0;8;49.0218454599;5;14.0;27.5;8;30.6209751368;
49;5;31.306552887;34.0;7;49.4253839254;5;15.0;26.5;9;30.6595385075;
50;5;32.4276161194;34.0;8;49.8454984426;6;16.0;26.5;7;40.6983793974;
51;5;31.5645446777;35.0;7;50.2815058231;6;18.0;27.5;7;42.1374692917;
52;5;31.9749984741;35.0;7;50.7325661182;6;21.0;29.5;8;42.6211802959;
53;5;33.2197685242;34.0;7;51.197678566;6;23.0;31.5;8;43.2978605032;
54;5;33.3593025208;34.0;8;51.6756825447;6;24.34324646;32.5;8;43.9445801973;
55;5;31.8145332336;35.0;8;52.1652565002;6;25.0;33.5;9;44.557769537;
56;5;31.8875846863;36.0;8;53.6649198532;7;27.0;34.5;8;45.1352568865;
57;5;32.9647712708;38.0;9;54.1930353642;7;26.7000007629;36.1964225769;8;45.676191926;
58;5;32.9749984741;40.176612854;10;54.7280113697;7;27.1454620361;36.5;8;46.1808892488;
59;5;32.9749984741;39.176612854;10;55.2679125071;7;27.1744842529;37.5;9;46.6506252289;
60;5;33.2192611694;40.176612854;11;55.8106740713;7;27.2049407959;38.5;9;48.087407589;
61;5;32.4188575745;42.0;11;56.3541200161;7;28.7000007629;38.3947257996;9;48.5137524605;
62;6;31.5129928589;41.5509490967;10;56.8959878683;7;31.2701759338;37.5;9;48.9126691818;
63;6;32.0831108093;40.5614051819;11;59.5936803818;8;32.3049545288;37.5;8;49.2870892286;
64;6;32.2546768188;40.5719451904;14;61.8795411587;9;32.7000007629;38.5;7;50.5981212854;
65;6;28.2546749115;43.8117599487;14;63.8093845844;9;34.2000007629;40.5;7;50.9480289221;
66;6;29.2546749115;41.8224487305;14;65.4455147982;9;33.2000007629;44.0509490967;7;51.3259766102;
67;6;29.1465625763;43.4962844849;15;66.6747547388;9;32.9579315186;45.0614051819;8;51.734610796;
68;6;29.1465625763;44.6148300171;15;68.6202533245;9;31.2000007629;48.0719451904;8;52.1766780615;
69;6;30.1465625763;45.6257171631;15;69.5598677397;9;30.7000007629;50.4860038757;8;53.6549549103;
70;6;31.1465625763;47.6366577148;15;70.2995166779;9;32.5857963562;51.5;8;55.3321521282;
71;6;31.3999996185;51.6476516724;17;70.9651808739;9;34.6305046082;54.687828064;9;56.1445280313;
72;7;33.4000015259;52.6586914062;18;72.603245616;10;34.7000007629;58.8615379333;9;57.0312787294;
73;8;36.4000015259;55.6697731018;17;73.2495957613;10;37.0432472229;57.1257171631;9;59.6415331364;
74;8;38.2510223389;58.665145874;17;73.8667271137;10;37.59557724;59.7166595459;10;62.0255438089;
75;8;39.3507118225;62.394908905;17;74.4541816711;10;39.9465827942;58.5082702637;10;64.2551543713;
76;8;37.3507118225;61.4454078674;18;75.0120282173;10;41.9111404419;57.8158721924;11;65.8187391758;
