Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;2;7.0;13.3000001907;5;24.0;1;9.0;10.0;5;20.0;
3;2;8.19999980927;12.1000003815;5;24.1499999762;1;9.0;10.0;5;20.0;
4;2;9.22999954224;11.5;4;24.320775032;1;9.0;10.0;5;20.0;
5;2;9.86415576935;11.5;4;24.5146545172;1;10.0;10.0;5;20.0;
6;2;11.0543966293;11.5;4;24.7340574265;2;11.3000001907;10.0;4;21.0;
7;2;12.1202173233;11.5;4;24.9814370871;2;11.3000001907;10.0;4;21.3999996185;
8;2;12.494430542;11.5;4;25.7390196323;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;12.7217063904;11.7299995422;4;26.4357979298;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;12.9307394028;11.9106416702;4;28.1501259804;2;11.597111702;10.4951858521;3;23.0719120502;
11;2;13.4450378418;12.5274600983;4;29.6927518845;2;11.9215736389;11.0209560394;3;23.9749414921;
12;2;15.2412042618;13.0216779709;4;31.0959539413;2;13.9215736389;11.4571752548;3;24.7131726742;
13;2;17.2412033081;13.4066829681;4;32.3982014656;2;15.9215736389;11.8107032776;3;25.3067810535;
14;2;19.2412033081;13.6998376846;4;33.6365237236;2;16.94962883;12.0916318893;3;25.7784451246;
15;2;20.8858947754;13.9190797806;4;34.679810524;2;17.9593238831;12.3113050461;3;26.1504684687;
16;2;22.1503295898;14.0;4;35.6363720894;2;18.9691867828;12.4808797836;3;26.2221269608;
17;2;23.437297821;14.0;5;36.656867981;2;19.9792118073;12.5;3;26.2560760975;
18;2;24.7434463501;14.0;5;37.7253961563;2;20.989397049;12.5;3;26.2905418873;
19;2;25.3176193237;14.0;5;38.8218955994;2;21.8871631622;12.5;4;26.3255085945;
20;2;25.6465682983;14.0;5;39.9233598709;2;21.8976516724;12.5;4;26.3609591722;
21;2;25.9770088196;14.0;6;41.0055999756;2;21.9082870483;12.5;4;26.3968753815;
22;3;26.3016796112;14.0;6;42.0453195572;2;21.9190635681;12.5;4;26.4332377911;
23;3;26.6135959625;14.0;7;43.0221261978;2;21.9299716949;12.5;4;26.4700255394;
24;3;26.9066371918;14.0;7;43.920129776;3;21.9410076141;12.5;4;26.5072168112;
25;3;27.1760387421;14.0;7;44.7288513184;4;21.5;12.5;4;26.5447884798;
26;3;27.4186553955;14.0;7;45.443365097;4;21.5;12.5;5;26.5827163458;
27;3;27.6330089569;14.0;7;46.0637626648;4;21.9748153687;12.5;5;26.6209751368;
28;3;27.8191280365;14.0;7;46.5941581726;4;21.9862918854;12.5;5;26.6595385075;
29;3;27.9782466888;14.0;7;47.0415039062;4;21.9978618622;12.5;5;26.6983793974;
30;3;26.112449646;15.0;7;47.4144306183;4;22.009513855;12.5;5;26.7374696732;
31;3;25.2243289948;16.0;7;47.7222595215;4;22.0212402344;12.5;5;26.7767804861;
32;3;24.3166770935;17.0;7;47.9742584229;4;21.5;13.3883905411;5;27.8162822723;
33;3;23.3922767639;18.0;7;48.0;4;22.5;13.9081411362;5;27.8959447145;
34;3;22.3999996185;19.0;7;48.0;4;22.0567836761;13.5;5;27.9769212008;
35;3;21.3999996185;20.0;8;48.0;4;23.0687217712;13.0405921936;5;28.0591820478;
36;3;20.3999996185;21.0;8;48.0;4;23.8370666504;13.4678144455;5;29.1426945925;
37;3;20.0;22.0;8;48.0;4;23.4428081512;13.5;5;29.2674225569;
38;3;20.0;23.0;8;48.0;4;23.4682273865;14.5;5;29.3945105076;
39;3;21.0;22.0;8;48.0;4;23.5;14.6694660187;6;29.5239174366;
40;3;22.0;22.0;8;49.0;5;22.857175827;13.5;5;29.6555954218;
41;3;24.0;23.0;8;49.0199999809;5;23.4907684326;17.5;5;29.7894906998;
42;3;26.0;25.0;9;49.0401959419;5;24.9368476868;21.5;5;29.9255422354;
43;3;27.3120594025;27.0;9;49.0605818033;5;25.9776630402;25.5;5;30.0636825562;
44;3;28.0;28.0;9;49.0811508894;5;27.0191059113;29.5;6;30.2038371563;
45;3;29.324344635;29.0;10;49.1018965244;6;27.0611515045;32.5;5;30.3459247351;
46;3;30.3305683136;29.0;10;49.1228116751;6;25.9831676483;32.5;5;30.4898569584;
47;3;30.7368431091;29.0;11;49.1438889503;6;27.1469573975;32.5;6;30.635538578;
48;3;30.7431659698;29.0;12;49.1651208401;6;26.6744594574;33.3603363037;6;30.7828669548;
49;3;30.3999996185;29.5825614929;12;49.1864993572;6;26.7677745819;33.2784729004;6;30.9317332506;
50;3;30.7559490204;29.0;12;49.2080165148;7;26.7292079926;33.4171867371;5;31.0820219517;
51;3;30.3999996185;29.6040077209;13;49.2296639681;7;25.5;32.5;5;31.2336107492;
52;3;30.3999996185;29.6148319244;13;49.2514331341;7;26.8538818359;33.3603363037;6;32.3863713741;
53;3;30.3999996185;29.6257171631;13;49.2733153105;7;28.4159126282;33.5;6;32.5801695585;
54;3;30.3999996185;29.6366577148;14;49.2953014374;8;29.4620513916;34.5;5;32.7760497332;
55;4;30.3999996185;29.6476516724;13;49.3173824549;8;28.4638080597;35.5;5;32.9738692045;
56;4;30.3999996185;29.6586914062;13;49.3395489454;8;29.892162323;36.5;5;34.1734772921;
57;4;30.801864624;29.0;13;49.3617914915;8;30.952041626;38.5;5;34.414716363;
58;4;30.3999996185;29.680896759;14;49.3841004372;8;32.0124168396;39.5;5;34.6586062908;
59;4;30.8152294159;29.0;14;49.4064661264;8;32.3975830078;40.5;6;34.9049785137;
60;4;30.3999996185;29.7032337189;14;49.428878665;9;32.4714927673;41.5;5;35.1536556482;
61;5;30.3999996185;29.7144393921;13;51.8548998833;9;29.5;42.5;6;35.4044523239;
62;5;31.1199989319;30.4274520874;15;53.7794162035;9;32.6213340759;42.5;6;35.6571751833;
63;5;32.1338233948;30.2291984558;15;55.2698905468;9;32.6971511841;42.5;6;35.9116237164;
64;5;32.1287994385;31.3698730469;15;56.4046442509;9;32.7734832764;42.5;6;37.3561090231;
65;5;32.9213943481;30.8922767639;15;57.0881494284;9;33.2068328857;43.0;6;38.5904058218;
66;5;33.1264457703;31.0;15;57.4607694149;9;33.5771217346;43.3899993896;7;40.6485075951;
67;5;32.7623825073;31.7930850983;16;58.6125611067;9;34.8945541382;44.6872596741;8;41.6257648468;
68;5;33.8000030518;32.8062820435;16;58.6989657879;9;36.1697273254;45.9097442627;8;42.3495955467;
69;5;34.8000030518;33.819480896;16;58.788334012;9;36.7048797607;47.0;8;42.9033049345;
70;5;33.2996139526;35.0;17;58.880720973;9;36.8709907532;48.0;11;43.4667139053;
71;5;32.3075294495;37.0;18;58.9761736393;10;37.062461853;51.0;11;45.0390681028;
72;5;31.3154373169;39.0;18;59.0747298002;10;36.0761795044;53.665145874;12;45.6795557737;
73;5;30.3233337402;40.9312019348;18;59.1764168739;10;39.1037712097;52.7028579712;12;46.3302764893;
74;5;30.8000011444;39.8693504333;19;59.2812504768;10;38.0293045044;54.7421760559;12;46.9903855324;
75;6;31.8000011444;38.9374961853;18;59.3892328739;10;36.9473266602;57.0;13;47.6589860916;
76;6;30.3469047546;39.0963554382;18;59.5003521442;10;35.9880371094;60.2024421692;14;48.3351333141;
77;6;28.8000011444;41.0804405212;19;59.6145807505;10;37.7839851379;60.0;14;49.0178384781;
78;6;27.8000011444;40.9374656677;19;59.7318741083;10;38.0929908752;62.0;14;49.7060756683;
79;6;26.8000011444;41.9503555298;19;59.8521701097;10;38.2056236267;64.0;15;50.3987842798;
80;6;27.8000011444;40.9631767273;17;59.9753876925;10;35.7118453979;68.0;16;51.0948753357;
81;6;29.3855571747;40.0;18;60.1014260054;10;35.9019050598;69.7077941895;14;51.7932394743;
82;6;26.8000011444;42.9885940552;19;60.2301645279;10;35.5466918945;69.1156463623;14;52.4927486181;
83;6;26.4007091522;44.0;19;60.3614618778;10;30.3999996185;74.2294235229;15;53.1876888275;
84;6;25.2000007629;47.0;20;60.4951565266;10;29.3999996185;78.2336273193;15;53.8462078571;
85;6;25.2000007629;49.0260620117;20;60.6310665607;10;28.3999996185;79.9113311768;13;54.5036654472;
86;6;25.2000007629;48.0383529663;22;60.7689900398;10;27.3999996185;81.1897125244;13;55.1589210033;
87;6;23.830324173;48.0;22;60.9087061882;10;27.3999996185;80.4655609131;15;55.8108446598;
88;6;24.2000007629;48.0;23;61.0499763489;10;27.0;80.6899642944;17;56.458324194;
89;6;25.2000007629;48.0745582581;23;61.1925458908;10;27.0;81.9124450684;17;57.1002686024;
90;6;25.2000007629;50.0863876343;24;61.3361451626;10;27.0;82.5810089111;17;57.7356173992;
91;6;25.2000007629;52.0980911255;24;61.4804925919;10;26.0;83.73878479;19;58.3633425236;
92;6;25.2000007629;54.109664917;23;61.6252961159;11;26.0;85.858291626;17;58.9824578762;
93;6;25.2000007629;56.1211013794;21;61.7554576397;11;26.0;87.8284759521;18;59.5920200348;
94;6;25.2000007629;58.125;17;61.8779573441;11;27.0;90.8235549927;19;60.1911370754;
95;6;25.875;59.0;18;62.0002937317;11;28.0;87.9434585571;19;60.77897048;
96;6;25.875;61.0;18;62.1221673489;11;28.161649704;86.51953125;18;61.2948336601;
97;6;25.875;63.0;18;62.2432823181;11;29.0;84.5889587402;18;61.8008506298;
98;6;25.875;65.0;21;62.3633489609;11;30.7959308624;83.6578826904;19;63.2492651939;
99;6;25.875;67.0;21;62.4820871353;11;31.0;85.685256958;20;63.7360019684;
100;6;25.875;69.0;21;62.5992274284;11;33.0;86.8298568726;21;64.216886282;
101;6;25.875;71.0;16;62.714515686;11;34.0;87.9708328247;20;64.6913460493;
102;6;26.875;70.0;16;62.8277130127;11;35.0;90.1079940796;21;65.1588640213;
103;6;25.875;71.1199417114;17;62.938598156;12;35.0;89.3635635376;22;65.6189810038;
104;6;25.875;72.2197418213;18;63.0469703674;12;34.0;90.4167709351;23;66.0712922812;
105;6;26.875;70.317276001;18;63.1526489258;12;36.0;89.7327957153;23;66.5154504776;
106;6;25.875;71.4123840332;18;63.2554745674;12;37.7061233521;89.1515731812;23;66.9511615038;
107;6;25.875;72.5049285889;20;63.3553099632;12;36.4000015259;92.196975708;25;67.3750560284;
108;6;26.875;70.5947799683;20;63.4520397186;12;37.4000015259;92.3065719604;26;67.7333501577;
109;6;25.875;71.6818389893;21;63.5455703735;12;38.1703491211;93.3720474243;26;70.5748522282;
110;6;25.875;72.7660140991;21;63.6358294487;12;39.2960205078;93.385635376;24;73.4603993893;
111;6;26.875;70.8472442627;22;63.7227659225;12;38.4000015259;92.9770431519;25;76.3691821098;
112;6;25.875;71.925491333;21;64.2134635448;12;37.4000015259;96.5669021606;24;79.2796926498;
113;6;25.8986263275;73.2962417603;21;64.7118499279;12;37.4000015259;99.1502380371;24;83.1703999043;
114;6;26.2000007629;72.6730804443;22;65.2144427299;12;38.4000015259;99.2877960205;26;87.0804202557;
115;6;25.2000007629;74.7952194214;23;65.7175996304;12;40.9458732605;101.450210571;26;90.0549179316;
116;6;25.9710216522;74.4327774048;22;66.2176327705;12;40.9458732605;98.9864959717;26;92.9658689499;
117;6;26.2000007629;73.8092575073;23;66.7109308243;12;41.0798988342;102.499404907;26;95.7985441685;
118;6;26.0201854706;74.1792831421;23;67.1940734386;12;41.4000015259;104.986129761;28;98.5407583714;
119;6;25.2000007629;76.5399017334;24;67.663939476;12;40.4000015259;110.444534302;28;101.18300736;
120;6;26.2000007629;75.888420105;21;68.1177914143;12;43.4000015259;107.888961792;27;103.718463898;
121;6;25.2000007629;77.309677124;22;68.5533430576;12;43.4000015259;104.983581543;26;106.142851233;
122;6;26.1192684174;76.6273803711;24;68.9687931538;12;42.3501968384;109.819335938;28;108.454202414;
123;6;27.1439571381;74.8400421143;24;69.3628373146;12;43.4000015259;107.926651001;28;110.652581215;
124;6;25.2000007629;77.1209564209;25;69.7346563339;12;41.4000015259;112.394973755;29;112.739720106;
125;6;25.2000007629;79.3823242188;26;70.0838799477;12;42.4000015259;118.515335083;30;114.718683958;
