Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.0;
7;1;11.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.3999996185;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;12.3380002975;11.7299995422;5;24.8587833643;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;12.4576349258;11.9106416702;5;25.0760172606;2;11.597111702;10.4951858521;3;23.0819120407;
11;2;12.5228061676;12.0;5;26.326310873;2;11.9245738983;11.0209560394;3;23.99553442;
12;2;14.4842786789;12.6000003815;5;27.3359875679;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;16.4842777252;13.0788002014;5;28.1333624125;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;18.4842777252;13.4505519867;5;28.7536593676;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;19.5327644348;13.7328653336;5;29.2325258255;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;20.5500049591;13.943564415;5;29.4046564102;2;18.9898986816;12.4808797836;4;26.3048160076;
17;2;21.5677814484;14.0;5;29.465693593;2;20.0040187836;12.5;4;26.3530313969;
18;2;22.5860939026;14.0;5;29.5284883976;2;21.0184822083;12.5;4;26.4023760557;
19;2;22.8585472107;14.0;7;29.5930137634;2;21.5;12.920712471;5;26.4528282881;
20;2;22.3999996185;14.4779043198;7;29.6592351198;2;21.5;12.9358482361;5;26.5043625832;
21;3;22.897769928;14.0;6;29.7271105051;2;21.5;12.9513092041;5;26.5569496155;
22;3;22.3999996185;14.0;6;29.796590209;2;21.9670848846;12.5;5;26.6105561256;
23;3;22.9389762878;14.0;8;29.8676167727;2;21.9831676483;12.5;5;26.6651450396;
24;3;22.9602851868;14.0;8;29.9401248693;2;21.5;12.99954319;6;26.72067523;
25;3;22.9820365906;14.0;8;30.0140411854;3;21.5;13.0162029266;6;26.7771017551;
26;3;22.3999996185;14.6042127609;8;30.0892848969;3;22.0331306458;12.5;7;26.8343759775;
27;3;21.0267848969;15.0;8;30.1657676697;4;21.5;13.4171876907;6;26.8924454451;
28;3;20.0497303009;16.0;8;30.243393898;4;22.0677337646;12.5;6;26.9512542486;
29;3;19.0730171204;17.0;8;31.3220608234;4;21.5;13.4756269455;6;27.0107431412;
30;3;19.0966186523;18.0;9;31.421659708;4;20.1032218933;13.5;6;27.0708494186;
31;3;19.1204967499;19.0;10;31.5222713947;4;19.1212539673;14.5;6;27.1315076351;
32;3;18.4566802979;20.0;9;31.6237696409;4;18.1394519806;15.5;5;27.1926498413;
33;3;17.4871311188;21.0;9;31.7260226011;4;17.1577949524;16.5;4;27.2542052269;
34;3;17.1178073883;22.0;10;31.8288948536;4;16.1762619019;17.5;4;27.3161010742;
35;3;17.1486682892;23.0;11;31.9322472811;4;15.1948299408;18.5;4;27.3782629967;
36;3;17.1796741486;24.0;11;32.0359377861;4;14.7134790421;19.5;5;27.4406147003;
37;3;17.2107810974;25.0;12;32.1398229599;4;14.7321844101;20.5;6;27.5030794144;
38;3;17.2419471741;26.0;10;32.24375844;4;14.7509241104;21.5;7;27.5655794144;
39;3;17.2731266022;27.0;10;32.3475996256;4;14.7696743011;22.5;7;27.628036499;
40;3;17.9418754578;25.6040077209;11;32.451203227;4;15.0;21.5;8;27.690372467;
41;3;17.3353614807;26.0;11;32.5544278622;4;14.8071117401;21.5;8;27.7525100708;
42;3;17.3663291931;27.0;12;32.6571344137;4;15.0;20.5;9;27.8143725395;
43;3;18.0151462555;25.6366577148;13;32.7591879368;4;16.0;19.9071865082;9;27.8758842945;
44;3;17.4277553558;26.0;15;32.8604573011;4;14.8627653122;19.5;10;27.936971426;
45;3;18.0629234314;26.0;16;32.960816741;4;15.0;18.5;11;27.9975619316;
46;3;19.4882450104;27.0;16;33.060146451;4;16.0;19.5;11;28.0575861931;
47;3;20.1095066071;28.0;16;33.1583325863;5;17.0;20.5;9;32.8506674767;
48;4;21.547498703;29.0;16;33.2552684546;5;19.0;22.5;9;33.0639777184;
49;4;21.0;30.0;18;33.3508542776;5;21.0;24.5;9;33.2740216255;
50;4;23.0;29.7144393921;17;33.4449982643;5;22.0;26.5;8;33.48031497;
51;4;23.0;29.0;18;33.5376166105;5;23.0;28.145362854;8;33.6824111938;
52;4;24.0;29.0;18;33.6286331415;5;23.5;29.1734848022;8;33.8799037933;
53;4;24.3999996185;29.0;18;33.7179803848;5;23.5;29.2011489868;7;34.0724291801;
54;4;24.3999996185;29.0;19;33.8055984974;5;24.5;27.5;7;34.2596697807;
55;4;24.3999996185;29.0;18;33.8914359808;5;23.5;28.5;8;34.4413557053;
56;5;24.3999996185;29.0;18;33.9754492044;6;23.5;29.2811508179;8;34.6172623634;
57;6;24.3999996185;29.0;17;34.0576025248;6;24.5;27.5;8;34.7872133255;
58;6;24.3999996185;29.0;17;34.1378676891;6;24.5990867615;27.5;8;34.951076746;
59;6;24.3999996185;29.0;17;34.2162238359;6;24.6137733459;27.5;8;35.1087646484;
60;6;24.3999996185;29.0;17;34.2926563025;6;24.628112793;27.5;8;35.2602300644;
61;6;24.3999996185;29.0;17;34.3671578169;6;24.6420974731;27.5;8;36.4054641724;
62;6;24.3999996185;29.0;17;34.4397263527;6;25.6557235718;28.5;7;36.5944931507;
63;5;24.3999996185;29.0;17;34.4919531345;7;26.6689853668;29.5;6;37.7793502808;
64;5;24.3999996185;29.0;17;35.5138677359;7;28.0124759674;31.5;7;38.0001472235;
65;5;25.3999996185;30.0;17;36.5356714725;7;27.8467845917;34.5;7;38.1962558031;
66;5;27.3999996185;32.0;18;36.5773553848;7;28.5;35.5;8;38.3723723888;
67;5;28.3999996185;34.0;17;36.6191066504;8;29.7000007629;38.1349868774;7;39.4971507788;
68;5;28.3999996185;36.0;17;36.6609107256;8;30.7000007629;40.1650238037;8;39.673997283;
69;5;28.3999996185;38.0;18;36.702752471;8;30.7000007629;41.1960754395;9;41.5002442598;
70;5;28.3999996185;39.0;17;36.7446172237;9;29.875;43.8809967041;8;43.0707273483;
71;5;28.3999996185;39.5509490967;16;38.2805962563;9;30.1703128815;46.4373512268;8;45.4199094772;
72;5;28.8199996948;39.7000007629;17;39.4734705687;9;32.396270752;45.8825149536;9;47.6570717096;
73;5;29.1375198364;40.2291984558;17;40.3805550337;9;33.4102096558;47.6952171326;9;49.5831947327;
74;5;30.9605617523;41.9630622864;18;41.0639972687;9;33.1353912354;51.2256507874;10;51.2558047771;
75;5;31.6261940002;42.271987915;18;41.3834569454;9;34.3682250977;50.8297080994;10;52.7371151447;
