Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;2;10.3000001907;10.0;4;21.0;
6;1;10.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.0599999428;
7;1;11.6000003815;11.5;6;23.0;2;11.3179998398;10.0;4;21.5335636139;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.4600687027;10.1999998093;4;21.9377998114;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5813398361;10.3632001877;4;22.2840082645;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.6852025986;10.4951858521;4;23.4481773376;
11;1;12.2000007629;12.0;6;25.2000007629;2;12.034453392;11.0209560394;4;24.4414664507;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;14.034453392;11.4571752548;3;25.2779132128;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;16.0344524384;11.8107032776;4;25.9779809713;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;17.1509895325;12.0916318893;3;26.5645889044;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;18.1951675415;12.3113050461;3;27.060223341;
16;1;18.1463851929;13.943564415;7;28.0;2;19.2421131134;12.4808797836;3;27.2642745972;
17;1;19.1463851929;14.0;7;28.0;2;20.2918567657;12.5;3;27.439432621;
18;1;20.1463851929;14.0;7;28.0;2;21.3444023132;12.5;3;27.6238675117;
19;1;20.3999996185;14.0;7;28.0;2;22.2871608734;12.5;4;27.8174073696;
20;1;20.3999996185;14.0;8;28.0;2;22.3452224731;12.5;5;28.0197701454;
21;2;20.3999996185;14.0;7;28.0;2;21.5;13.4059314728;5;28.2305569649;
22;2;20.3999996185;14.0;7;28.0;2;21.5;13.4691667557;5;28.4492475986;
23;2;20.3999996185;14.0;7;28.0;2;22.5;12.5;5;28.6751992702;
24;2;20.3999996185;14.0;7;28.0;3;22.6025600433;12.5;4;28.907648325;
25;2;20.3999996185;14.0;7;28.0;3;22.6722946167;12.5;4;29.1457161903;
26;2;20.3999996185;14.0;7;28.0;3;22.7437152863;12.5;5;29.3884181976;
27;2;20.3999996185;14.0;7;28.0;3;22.8165245056;12.5;5;29.634677887;
28;2;20.3999996185;14.0;8;28.0;3;21.5;13.5;5;29.8833432198;
29;2;20.3999996185;14.0;9;28.0;3;22.5;12.5;5;30.1332073212;
30;2;20.3999996185;14.0;9;28.0;3;21.0399627686;13.5;5;30.3830299377;
31;2;18.3999996185;15.0;9;28.0;3;20.1149101257;14.5;5;30.6315627098;
32;2;17.3999996185;16.0;9;28.0;3;19.1894683838;15.5;5;31.877573967;
33;2;16.3999996185;17.0;10;28.0;3;19.2632713318;17.0;5;32.2498725653;
34;2;15.3999996185;18.0;10;28.0;3;19.3359622955;18.0650005341;5;32.6327623129;
35;2;14.3999996185;19.0;10;28.0;3;18.7898292542;18.5;5;33.0266318321;
36;2;13.3999996185;20.0;9;28.0;3;18.407989502;19.5;5;33.4319965839;
37;2;12.3999996185;21.0;10;28.0;3;18.5295982361;20.5;5;33.8494797945;
38;2;12.0;22.0;11;28.0;3;18.6548423767;21.5;6;34.2797820568;
39;2;12.0;23.0;11;28.0;3;18.1718578339;23.5;6;34.7236366272;
40;2;13.0;21.0;12;28.0;3;18.9170913696;23.5;6;35.1817495823;
41;2;14.0;20.0;12;28.0;3;19.0545253754;24.5;6;35.6547300816;
42;3;15.0;19.0;8;38.0;3;18.142168045;23.5;8;36.1430082321;
43;3;14.0;20.0;11;38.3999996185;4;18.2373504639;23.5;7;36.646746397;
44;3;14.0;21.0;11;38.7743997574;4;17.0;23.5;7;37.1657505035;
45;3;15.0;22.0;11;39.1219387054;4;19.0;24.5;8;37.6993832588;
46;3;16.0;23.0;12;39.4420347214;4;21.0;25.5;8;38.2464909554;
47;3;16.5744571686;24.0;13;39.7347183228;4;23.5702476501;26.5;9;38.8053507805;
48;3;16.6403121948;25.0;13;40.0005426407;4;23.6070671082;27.5;10;39.3736462593;
49;3;16.7001228333;26.0;14;40.2404880524;4;25.6412143707;27.5;11;39.9484782219;
50;3;17.7541103363;25.0;15;40.4558610916;4;27.4845428467;27.5;11;40.5199065208;
51;3;18.8025684357;25.0;15;40.6481971741;4;26.2000007629;28.5;12;41.007601738;
52;3;19.8458442688;25.0;16;40.8191757202;4;26.2000007629;29.5;12;41.4976010323;
53;4;20.8843154907;25.0;11;69.7205476761;4;26.2000007629;30.5;12;41.9851250648;
54;4;22.9183731079;26.0;13;71.7625007629;4;25.2000007629;29.5;12;42.465420723;
55;4;24.9249992371;26.0;13;73.2967796326;4;25.5;29.5;12;42.9339466095;
56;4;26.9249992371;27.0;14;74.4120597839;4;26.1801834106;30.5;13;43.3865451813;
57;4;28.9249992371;28.0;15;75.1932144165;4;26.3159637451;31.5;14;43.8195896149;
58;4;30.3250007629;29.0;15;75.725528717;4;26.4458770752;32.0;14;44.2300891876;
59;4;31.3250007629;29.0;15;75.75;4;26.569026947;32.0;14;44.6157541275;
60;4;32.3250007629;29.0;16;75.75;4;26.6847267151;32.0;15;44.9750175476;
61;4;31.3250007629;30.0;16;75.75;4;24.6847267151;33.0;16;45.307009697;
62;4;31.3250007629;31.0;16;75.75;4;23.6847267151;34.0;16;45.6115064621;
63;4;31.3250007629;32.0;16;76.75;4;23.5;35.0;17;45.8888463974;
64;4;32.3250007629;34.0;16;76.7699999809;4;23.5;36.0;18;46.1398382187;
65;4;33.3250007629;36.0;17;76.7901959419;4;23.5;37.0;18;46.3656587601;
66;4;32.75;38.0;17;76.8105818033;4;24.5;35.0;17;46.5677556992;
67;4;31.75;40.0;18;76.8311508894;6;24.5;37.0;15;71.747756958;
68;4;31.3499984741;42.0;18;76.8518965244;6;28.5;35.0;16;73.1773904562;
69;4;31.3499984741;43.5509490967;19;76.8728116751;6;31.5;35.0;17;77.8809374571;
70;5;32.3499984741;45.5614051819;15;77.8938889503;6;33.908000946;36.0;17;81.8279206753;
71;6;33.3499984741;47.5719451904;11;97.9726208448;6;35.4962120056;38.3100013733;17;85.0577847958;
72;6;34.3499984741;50.5825614929;12;103.688715339;6;36.4925346375;39.9367790222;18;87.6594635248;
73;6;37.0600624084;50.5932502747;14;109.012551188;7;37.039604187;41.4037666321;17;89.7412785292;
74;6;38.5636901855;51.6040077209;14;113.19259727;7;37.4817047119;42.7414894104;17;91.2208499908;
75;6;38.6095046997;52.6148300171;14;116.350550652;7;37.8377456665;43.9802932739;19;92.0301909447;
76;6;39.6497344971;53.6257171631;15;118.163649321;8;38.0370101929;45.0;17;108.730954647;
77;6;40.678276062;53.6366577148;16;119.299826384;8;38.1007232666;45.0;15;110.169616222;
78;7;40.678276062;51.6476516724;15;120.159579158;8;39.1584625244;46.0;16;111.459103346;
