Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;4;20.0;
5;2;9.60000038147;11.6999998093;5;24.0;1;10.0;10.0;4;20.0;
6;2;10.9000005722;11.5;5;24.1124999523;1;11.0;10.0;4;20.0;
7;2;11.9337501526;11.5;5;24.2364046574;1;11.0;10.0;4;20.3999996185;
8;2;12.2709207535;11.5;5;24.844940424;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;12.4534826279;11.7299995422;5;25.3705487251;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;12.6111650467;11.9106416702;5;25.7305408716;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;12.719162941;12.0;5;27.1818068027;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;14.7409267426;12.6000003815;5;28.4221744537;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;16.7409267426;13.0788002014;5;29.482388258;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;18.7409267426;13.4505519867;5;30.3998434544;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;20.0266189575;13.7328653336;5;31.2119448185;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;21.1438293457;13.943564415;5;31.7545545101;1;16.6125736237;12.4808797836;5;25.0;
17;2;22.2727508545;14.0;6;32.2237029076;1;17.6125736237;12.5;5;25.0;
18;2;23.4134960175;14.0;6;32.7316579819;1;18.6125736237;12.5;4;25.0;
19;2;23.8194961548;14.0;6;33.2766666412;1;19.5;12.5;5;25.0;
20;2;23.9829998016;14.0;6;33.8556928635;1;19.5;12.5;5;25.0;
21;2;22.3999996185;15.0;7;34.4643516541;1;19.5;12.5;5;25.0;
22;3;22.3999996185;15.9393053055;6;35.0969305038;1;19.5;12.5;5;25.0;
23;3;22.3999996185;16.1290798187;6;35.7465176582;1;19.5;12.5;6;25.0;
24;4;23.3999996185;14.1290788651;5;36.4052410126;2;19.5;12.5;5;25.0;
25;4;22.3999996185;15.1290788651;5;37.0646123886;2;19.5;12.5;5;25.0;
26;4;21.3999996185;15.0;5;37.7159395218;2;19.5;12.5;5;25.0;
27;4;21.3999996185;15.0;5;38.3507852554;2;19.5;12.5;5;25.0;
28;4;20.3999996185;15.0;6;38.961400032;2;19.5;12.5;5;25.0;
29;4;20.3999996185;15.0;6;39.5411043167;2;19.5;12.5;5;25.0;
30;4;19.3999996185;15.0;6;40.0845632553;2;19.5;12.5;4;25.0;
31;4;19.3999996185;16.0;6;40.5879383087;2;19.5;12.5;4;25.0;
32;4;19.3999996185;17.0;6;41.0489168167;2;19.5;12.5;4;25.0;
33;4;18.3999996185;16.0;6;41.4666233063;3;20.5;12.5;3;26.0;
34;4;17.3999996185;16.0;6;42.8414497375;3;19.5;13.5;4;26.0399999619;
35;4;18.3999996185;17.5;6;43.1948275566;3;18.8120002747;14.5;4;26.0811839104;
36;4;20.0;18.0;6;43.5091757774;3;17.8243560791;15.5;4;26.1235535145;
37;4;20.3406944275;19.5200977325;6;43.7872568369;3;16.8370666504;16.5;3;26.1671074629;
38;4;20.4180030823;20.0;6;44.0321606398;3;15.8501319885;17.5;3;26.211841464;
39;4;20.4853019714;21.0;7;44.2471182346;3;14.8635520935;18.5;2;26.2577478886;
40;4;20.5435676575;22.0;7;44.3728116751;3;14.3773241043;19.5;2;26.3048160076;
41;4;20.5750007629;23.0;7;44.3938889503;3;15.0;18.1524085999;2;26.3530313969;
42;4;20.5750007629;24.0;8;44.4151208401;3;16.4059104919;16.5;2;26.4023760557;
43;4;21.5750007629;24.0;9;44.4364993572;3;17.0;16.2011871338;3;26.4528282881;
44;4;22.5750007629;25.0;9;44.4580165148;3;18.0;15.2264137268;4;26.5043625832;
45;4;23.5750007629;26.0;9;44.4796639681;3;19.0;14.2521810532;4;26.5569496155;
46;4;24.5750007629;27.0;10;44.5014331341;3;20.4670848846;12.5;4;26.6105561256;
47;4;25.5750007629;29.0;9;44.5233153105;3;21.4831676483;12.5;4;26.6651450396;
48;5;26.5750007629;29.0;8;44.5453014374;3;21.5;14.5;4;26.72067523;
49;5;27.5750007629;29.0;9;44.5673824549;3;21.5;16.5;5;26.7771017551;
50;5;28.5750007629;29.0;10;44.5895489454;4;22.5;19.5;4;27.8343759775;
51;5;28.9749984741;29.0;10;44.6117914915;4;23.5;22.5;4;27.9324454069;
52;5;28.9749984741;29.0;11;44.6341004372;4;23.5;25.5;4;28.032438159;
53;5;28.9749984741;29.0;11;44.6564661264;4;23.5;26.5;5;28.1342966557;
54;6;28.9749984741;29.0;11;44.678878665;4;23.5;27.5;5;28.2379568815;
55;6;28.9749984741;29.0;11;45.7013280392;4;23.5;27.5;5;28.3433490992;
56;6;29.9749984741;30.0;12;45.7538043261;4;23.5;27.5;7;28.4503977299;
57;6;30.9749984741;31.0;13;45.8068884611;4;23.5;27.5;7;28.5590212345;
58;6;31.2931785583;32.0;13;45.8605635166;4;23.5;27.5;7;28.6691324711;
59;6;31.3025283813;33.0;14;45.9148111343;4;23.5;27.5;6;28.7806390524;
60;6;31.3120536804;34.7706451416;14;45.9696118832;4;23.5;27.5;6;28.8934429884;
61;6;31.4441337585;34.5779190063;15;47.0249450207;4;23.5;27.5;6;29.0074419975;
62;6;32.4508705139;35.5943527222;15;47.0807887316;4;23.5;27.5;6;30.1225290298;
63;6;33.3416366577;36.0;15;47.1371197701;5;24.5;28.5;5;30.2585926056;
64;6;33.3518218994;37.0;18;47.1939138174;5;25.5;29.5;6;30.3957134485;
65;6;33.3621635437;38.8266868591;19;49.2840111256;5;25.5;30.5;6;30.5337671041;
66;6;33.9700202942;39.7000007629;19;50.9660229683;5;25.5;31.5;6;30.6726251841;
67;6;32.3043060303;41.2291984558;20;52.3001811504;5;25.5;32.5;6;30.8121567965;
68;7;33.5537719727;40.6162643433;19;53.3531912565;5;25.5;32.5;6;30.9522285461;
69;7;34.2819290161;40.8922767639;20;54.0161516666;5;25.5;32.5;6;31.0927051306;
70;7;32.8198204041;42.0;20;54.4162501097;5;25.5;32.5;6;31.2334501743;
71;8;31.8383865356;43.0;18;55.9401619434;4;23.5;27.5;7;30.1878266335;
72;8;31.8573722839;45.0;19;56.1452380419;4;23.5;27.5;7;30.3071782589;
73;9;31.6000003815;47.8836784363;17;56.304011941;4;23.5;27.5;7;31.5323987007;
74;9;31.6000003815;49.9166641235;18;57.4649701118;4;23.7999992371;28.0;7;32.5409927368;
75;9;32.5999984741;52.9502716064;18;57.6030023098;4;24.0340003967;28.3899993896;7;33.3670294285;
76;9;34.1906890869;55.0;18;57.7454890609;4;24.2123565674;28.6872596741;7;34.0459728241;
77;9;35.2115440369;57.0;18;57.892051816;4;24.3458442688;28.9097423553;7;34.4624271393;
78;9;36.232711792;59.0;19;58.0423291326;4;24.3999996185;29.0;7;34.6998186111;
