Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;3;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;3;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;3;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;3;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;12.4463853836;11.9106416702;5;25.1224999428;2;11.597111702;10.4951858521;2;23.0419120789;
11;2;12.5367507935;12.0;5;26.4923068285;2;11.9125738144;11.0209560394;2;24.004350543;
12;2;14.5340766907;12.6000003815;5;27.6432056427;2;12.2013053894;11.4571752548;2;24.8085255623;
13;2;16.5340766907;13.0788002014;5;28.6060497761;2;14.939573288;11.8107032776;3;25.4750021696;
14;2;18.5340766907;13.4505519867;5;29.4186617136;2;16.939573288;12.0916318893;3;26.0268363953;
15;2;19.7322654724;13.7328653336;5;30.1192717552;2;18.0338420868;12.3113050461;3;26.4866900444;
16;2;20.816028595;13.943564415;5;30.5450415611;2;19.0700531006;12.4808797836;3;26.6541694403;
17;2;21.9098968506;14.0;6;30.8938384056;2;20.1088237762;12.5;3;26.7922235727;
18;2;23.0145359039;14.0;6;31.2803442478;2;21.1502399445;12.5;3;26.9393253326;
19;2;23.3841018677;14.0;6;31.7057936192;2;22.0817985535;12.5;4;27.0956480503;
20;2;23.5117378235;14.0;7;32.1706562042;2;22.1286945343;12.5;4;27.261295557;
21;2;23.6511955261;14.0;7;32.6744441986;2;22.1783885956;12.5;4;27.4362905025;
22;2;23.8023338318;14.0;7;33.2155370712;2;22.2308864594;12.5;4;27.6205644608;
23;2;23.9646606445;14.0;8;33.7910437584;2;22.2861690521;12.5;4;27.8139474392;
24;2;24.1373138428;14.0;8;34.3967266083;2;22.3441848755;12.5;5;28.016159296;
25;2;22.3999996185;15.0;8;35.0270137787;3;22.4048480988;12.5;5;28.2268030643;
26;2;23.3999996185;14.0;8;35.6751141548;3;22.4680404663;12.5;5;28.445360899;
27;2;22.3999996185;15.0;8;36.3332462311;3;22.5336074829;12.5;5;28.6711919308;
28;2;23.3999996185;14.0;8;36.9929685593;3;21.5;13.5;5;28.9035346508;
29;2;22.3999996185;15.0;8;37.6455907822;3;22.5;12.5;5;29.141512394;
30;2;23.3999996185;14.0;8;38.2826251984;3;21.5;13.5;5;29.3841423988;
31;2;22.3999996185;15.0;8;38.8962278366;3;20.5;13.5;5;29.6303496361;
32;2;23.3999996185;14.0;8;39.4795866013;3;20.5;13.5;5;29.8789830208;
33;2;24.3999996185;14.0;9;40.0272102356;3;19.5;13.5;5;30.1288366318;
34;2;22.3999996185;15.0;9;40.5350942612;3;19.0386505127;14.5;5;30.3786706924;
35;2;23.3999996185;14.0;9;41.0007610321;3;18.1136016846;15.5;6;30.6272368431;
36;2;24.3999996185;14.0;10;41.4231872559;3;17.5;14.5;6;30.8733024597;
37;2;25.3999996185;14.0;10;41.8026351929;3;18.5;14.5;6;31.1156759262;
38;2;26.3999996185;14.0;10;42.1404361725;3;17.5;13.5;6;31.353228569;
39;2;26.6421298981;14.0;10;42.4387378693;3;17.4059677124;14.5;7;31.5849161148;
40;2;26.7316207886;16.0;10;42.700261116;3;16.4754753113;15.5;7;31.8097963333;
41;2;26.8100776672;18.0;10;42.9280767441;3;16.0429382324;16.5;7;32.0270428658;
42;2;26.8784217834;20.0;11;43.1254148483;3;15.0429391861;15.5;8;32.2359538078;
43;2;26.9376239777;22.0;11;43.25;3;16.0;15.5;9;32.4359588623;
44;2;26.9749984741;24.0;11;43.25;3;18.0;17.5;9;32.6266198158;
45;2;26.9749984741;24.0;11;43.25;4;20.0;19.5;8;32.8076286316;
46;2;26.9749984741;24.0;11;43.25;4;19.0;21.5;9;32.9788007736;
47;2;26.9749984741;24.0;11;43.25;4;21.0;22.5;9;33.1400680542;
48;2;26.9749984741;24.0;12;43.25;4;23.0;22.5;10;33.2914676666;
49;2;26.9749984741;24.0;12;43.25;4;21.5;23.5;10;33.4331302643;
50;2;26.9749984741;24.0;12;43.25;4;22.5;22.5;11;33.5652666092;
51;3;26.9749984741;24.0;11;43.25;4;23.5;22.5;10;33.6881551743;
52;3;27.9749984741;25.0;10;44.25;4;21.5;23.5;11;33.8021306992;
53;3;28.9749984741;26.0;11;44.4025000334;4;21.5;24.5;11;33.9075689316;
54;3;29.3207492828;27.0;13;44.5764987469;4;21.5;25.5;11;34.0;
55;4;29.3729496002;28.0;12;44.774458766;4;21.5;26.5;11;34.0;
56;4;28.9749984741;29.0;12;44.9989435673;5;21.5;27.0;10;34.0;
57;4;29.4996833801;29.0;13;45.2525589466;5;21.5;27.0;11;35.0;
58;4;29.5757675171;29.0;14;45.5378723145;5;22.5;28.0;11;35.0199999809;
59;5;29.6613616943;29.0;13;45.8573079109;5;23.5;29.0;11;35.0401959419;
60;5;27.7571907043;30.0;13;46.2130148411;5;23.5;30.0;11;35.0605818033;
61;5;26.8639030457;31.0;14;46.6067101955;5;23.5;31.0;11;35.0811508894;
62;5;26.9749984741;30.0;14;47.0395004749;5;23.5;32.0;12;36.1018965244;
63;5;25.9749984741;30.0;14;50.5877766609;6;24.5;33.5509490967;11;36.1628116369;
64;5;26.4563331604;32.0;15;52.8479242325;6;25.5;34.5614051819;11;36.2250728607;
65;5;26.6480064392;33.2291984558;16;54.8221859932;6;25.5;35.5719451904;12;36.2886743546;
66;5;28.1465625763;34.6162643433;17;56.5739196539;6;25.8370666504;36.0;13;36.3536068201;
67;5;29.1465625763;35.6162643433;17;57.9880814552;6;25.5;37.0;13;36.4198579788;
68;5;28.1465625763;38.0;18;59.182795167;6;25.8635520935;37.0;13;36.4874118567;
69;6;28.1465625763;40.665145874;17;70.3677796125;6;25.877325058;37.0;14;36.5562491417;
70;6;27.1465625763;41.7028579712;17;71.8951125145;7;25.5;37.6524085999;13;37.6263467073;
71;6;27.3999996185;44.7421760559;17;73.3502970934;7;26.5;38.0;13;37.7276774645;
72;6;28.3999996185;47.7831115723;18;74.7626173496;7;27.5;39.7011871338;14;39.0491496325;
73;6;28.3999996185;48.8256645203;20;76.1144522429;7;28.7999992371;39.2404403687;14;40.1422007084;
74;6;29.3999996185;50.8698272705;20;77.3909281492;8;28.5027828217;40.8899993896;13;41.0416865349;
75;7;31.0597724915;52.9155807495;20;78.5807127953;9;29.2123565674;41.0110473633;12;41.7839646339;
76;7;33.1622772217;51.9629058838;21;79.6764352322;9;30.3458442688;40.2776222229;12;42.2546139956;
77;7;33.2547912598;54.0117683411;21;80.6747033596;9;28.3999996185;42.0367126465;14;42.5380909443;
