Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;2;9.19999980927;10.0;5;21.0;
5;1;9.60000038147;11.5;6;23.0;2;10.3000001907;10.0;4;21.1200000048;
6;1;10.6000003815;11.5;6;23.0;2;11.3360004425;10.0;4;21.2530560493;
7;1;11.6000003815;11.5;6;23.0;2;11.375916481;10.0;4;21.8127820492;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.5438346863;10.1999998093;4;22.3170127869;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;11.6951036453;10.3632001877;3;22.7783694267;
10;1;12.1463851929;11.9106416702;5;24.0;2;11.8335103989;10.4951858521;3;24.1197800636;
11;2;12.2000007629;12.1999998093;4;26.2000007629;2;12.2359342575;11.0209560394;3;25.3230593204;
12;2;14.4463853836;12.6000003815;4;27.1976003647;2;14.2359342575;11.4571752548;3;26.4056642056;
13;2;16.4463844299;13.0788002014;4;27.9822878838;2;16.2359333038;11.8107032776;3;27.3911669254;
14;2;18.4463844299;13.4505519867;4;28.5892841816;2;17.2173500061;12.0916318893;3;28.3050293922;
15;2;19.4834518433;13.7328653336;4;29.0542362928;2;17.4915084839;12.3113050461;3;29.1714119911;
16;2;20.4965171814;13.943564415;4;29.211841464;2;17.7514228821;12.4808797836;3;29.790178299;
17;2;21.5099372864;14.0;5;29.2577478886;2;19.8238372803;12.5;3;30.4229521751;
18;2;22.5237102509;14.0;5;29.3048160076;2;21.0136699677;12.5;3;31.1049995422;
19;2;22.3999996185;14.3914451599;5;29.3530313969;2;22.2182846069;12.5;4;31.8311891556;
20;2;22.8059082031;14.0;6;29.4023760557;2;21.3867835999;13.5;5;32.5941519737;
21;2;22.3999996185;14.420712471;6;29.4528282881;2;22.5;12.5;6;33.38438797;
22;2;22.3999996185;14.4358482361;6;29.5043625832;3;23.5;12.5;5;34.1905984879;
23;2;22.3999996185;14.4513092041;6;29.5569496155;3;21.5;13.5;5;35.0002355576;
24;2;22.8670845032;14.0;6;29.6105561256;3;21.5;14.5;5;35.8002309799;
25;2;22.8831672668;14.0;6;29.6651450396;3;22.5;12.5;5;36.5778226852;
26;2;20.8995437622;15.0;6;29.72067523;3;21.5;13.5;5;37.3213710785;
27;2;19.9162025452;16.0;6;29.7771017551;3;21.5;14.5;6;38.0210561752;
28;2;18.9331302643;17.0;6;29.8343759775;3;21.5;15.5;5;38.6693668365;
29;2;17.9503116608;18.0;6;29.8924454451;3;22.5;13.5;5;39.2613372803;
30;2;16.9677333832;19.0;6;29.9512542486;3;23.5;12.5;5;39.7945203781;
31;2;15.985376358;20.0;6;30.0107431412;3;21.5;13.5;5;40.2687559128;
32;2;15.0032224655;21.0;7;30.0708494186;3;20.5;13.5;5;40.6857824326;
33;2;14.621254921;22.0;7;30.1315076351;3;20.5;14.5;5;41.0487861633;
34;2;14.6394519806;23.0;7;30.1926498413;3;19.5;13.5;5;41.3619327545;
35;2;14.6577949524;24.0;7;30.2542052269;3;18.5;13.5;6;42.6299514771;
36;2;14.6762619019;25.0;8;30.3161010742;3;19.5;14.5;6;42.9477900267;
37;2;14.6948299408;26.0;8;30.3782629967;3;19.5;13.5;6;43.1871190071;
38;2;14.7134790421;27.0;8;30.4406147003;3;21.5;15.0935592651;6;43.2917383909;
39;2;15.0;26.0;10;30.5030794144;3;23.5;15.5;6;43.4042263031;
40;2;14.7509241104;26.0;10;30.5655794144;3;25.5;16.5;6;43.5249304771;
41;2;14.7696743011;27.0;10;30.628036499;3;26.9574794769;17.5;7;43.6541694403;
42;2;15.0;26.0;12;30.690372467;3;27.9962501526;19.5;7;43.7922235727;
43;2;14.8071117401;26.0;12;30.7525100708;3;29.0376663208;21.5;7;43.9393253326;
44;2;14.825753212;27.0;14;30.8143725395;3;30.0817985535;23.5;8;44.0956480503;
45;2;15.0;26.0;15;30.8758842945;3;28.1286945343;26.5;8;44.261295557;
46;2;14.8627653122;26.0;15;30.936971426;3;27.1783885956;29.5;9;44.4362905025;
47;2;15.0;25.0;16;30.9975619316;4;27.2308883667;30.5;9;44.6205644608;
48;2;16.0;25.0;17;31.0575861931;4;26.5;32.5;10;44.8139474392;
49;2;17.0;25.0;17;31.1169772148;4;26.5;33.9069747925;10;45.016159296;
50;2;18.0;25.0;18;31.1756706238;4;27.4048480988;33.5;11;45.2268030643;
51;2;19.0;25.0;18;31.2336053848;4;27.4680404663;34.5;11;45.445360899;
52;2;20.0;25.0;19;31.2907235622;4;27.5336074829;35.5;11;45.6711919308;
53;2;21.0;25.645362854;19;31.346971035;4;27.5;34.5;11;45.9035346508;
54;2;22.0;25.6734848022;21;31.4022974968;4;27.5;34.5;11;46.141512394;
55;2;22.3999996185;25.7011489868;21;31.4566559792;4;27.7424545288;35.5;11;46.3841423988;
56;2;23.3999996185;24.0;21;31.5100040436;4;28.8152427673;33.5;12;47.6303496361;
57;3;23.4530010223;24.0;20;31.5623030663;4;27.5;36.5;12;47.9089829922;
58;3;22.3999996185;25.0;20;31.6135182381;4;29.5;37.5;12;48.1894276142;
59;3;23.3999996185;24.0;20;31.6636190414;4;29.0386505127;37.5;12;48.4704368114;
60;3;23.4990844727;24.0;20;31.7125790119;4;29.4411315918;38.5;13;48.750754118;
61;3;23.5137729645;24.0;20;31.7603754997;4;28.8370552063;41.5;13;49.0291374922;
62;3;23.5281124115;24.0;21;31.8069901466;4;29.5;41.0779190063;14;49.3043848276;
63;3;22.3999996185;24.0;21;31.8524079323;4;28.5;43.0943527222;14;49.5753555298;
64;3;22.3999996185;24.0;22;31.8966178894;4;28.8666381836;43.676612854;15;49.8409922123;
65;3;22.3999996185;24.0;22;31.9396123886;4;28.8768234253;40.676612854;15;51.8587485552;
66;3;22.3999996185;24.0;22;31.9813876152;4;29.8909301758;39.676612854;16;53.5574747324;
67;3;22.3999996185;24.0;22;33.0;4;26.5;41.2422523499;16;54.9755067825;
68;3;23.3999996185;25.0;23;33.0299999714;5;27.5;43.564163208;15;68.9051729441;
69;4;24.3999996185;26.0;22;33.0605909824;5;27.5;44.5893707275;15;70.5363259315;
70;4;24.3999996185;27.0;22;33.091766119;5;27.5;45.6151199341;15;71.8563607931;
71;4;24.3999996185;28.0;23;33.1235172749;5;28.9665126801;44.6872596741;15;72.9932442904;
72;4;24.3999996185;29.0;23;33.1558350325;5;24.5;49.4915657043;17;73.8691943884;
73;4;24.3999996185;29.0;23;33.1887089014;5;23.5;53.5188407898;18;74.6632721424;
74;4;24.3999996185;29.0;23;33.2221269608;5;23.0;57.5465888977;19;75.3773076534;
75;4;24.3999996185;29.0;24;35.8182970285;5;23.0;61.5747871399;20;76.015253067;
76;4;25.8199996948;30.7000007629;23;37.1334254742;6;24.0;62.2104873657;20;76.5825169086;
77;4;27.1375198364;32.2291984558;23;38.1673488617;6;23.0;65.3217849731;21;77.0853546858;
