Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;13.3999996185;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;13.3999996185;10.0;3;21.0900000334;1;7.0;11.0;5;20.0;
3;2;13.4359998703;10.0;3;21.1871190071;1;8.0;10.0;5;20.0;
4;2;14.7122716904;10.0;3;21.2917383909;1;8.0;10.0;4;20.0;
5;2;15.7750434875;10.0;3;21.4042263031;1;8.0;10.0;3;20.0;
6;2;16.8425350189;10.0;3;21.9389723539;1;9.0;10.0;3;20.0;
7;2;17.9233837128;10.1999998093;3;22.4109756947;1;9.5;10.0;3;20.0;
8;2;18.4465866089;10.3632001877;3;23.7114653587;1;9.5;10.0;3;20.3999996185;
9;2;19.2268791199;10.9097137451;2;24.8527286053;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;21.2268791199;11.3658018112;2;25.8476524353;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;23.2268791199;11.7372808456;2;26.7164058685;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;24.681060791;12.0336990356;2;27.4822225571;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;25.8614730835;12.2662630081;2;28.168181181;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;27.0570449829;12.446267128;2;28.6269388199;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;28.2678184509;12.5;3;29.0031633377;1;13.7228336334;12.0916318893;4;24.6226100922;
16;3;29.4935531616;12.5;2;29.4033532143;1;14.7228336334;12.3113050461;4;24.9617595673;
17;3;30.7336673737;12.5;3;29.8259272575;1;15.7228336334;12.4808797836;4;25.0;
18;3;31.8955574036;12.5;2;30.268661499;1;16.7228336334;12.5;4;25.0;
19;3;32.1611976624;12.5;2;30.7286863327;1;17.625;12.5;4;25.0;
20;3;32.437210083;12.5;2;31.2025241852;1;17.625;12.5;4;25.0;
21;3;32.7215156555;12.5;2;31.6861643791;1;17.625;12.5;6;25.0;
22;3;33.0116996765;12.5;3;32.1751794815;1;17.625;12.5;6;25.0;
23;4;33.3051071167;12.5;2;32.6648726463;1;17.625;12.5;6;25.0;
24;4;33.5989227295;12.5;2;33.1504516602;1;17.625;12.5;6;25.0;
25;4;33.8902702332;12.5;2;33.6272163391;1;17.625;12.5;7;25.0;
26;4;34.1763305664;12.5;2;34.0907382965;1;17.625;12.5;8;25.0;
27;4;34.4544448853;12.5;2;34.5370264053;1;17.625;12.5;8;25.0;
28;4;34.7222137451;12.5;2;34.9626617432;1;17.625;12.5;8;25.0;
29;4;34.977596283;12.5;2;35.3648881912;1;17.625;12.5;8;25.0;
30;4;35.2189331055;12.5;2;35.7416639328;1;17.625;12.5;8;25.0;
31;4;35.4449996948;14.5;3;36.0916633606;1;17.625;12.5;9;25.0;
32;4;35.6549987793;16.5;3;36.4142465591;1;17.625;12.5;9;25.0;
33;4;35.8485488892;18.5;3;36.7093906403;2;18.625;13.0;9;26.0;
34;5;36.0256347656;20.5;2;36.9776067734;2;19.625;13.0;9;26.1299999952;
35;5;36.1865615845;22.5;1;37.2198410034;2;17.8792495728;13.5;9;26.2754310369;
36;0;0;0;0;0;2;16.9119720459;14.5;10;26.4377241135;
