Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;14.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;15.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;16.0;10.0;5;20.3999996185;1;9.0;10.0;4;20.0;
7;1;17.0;10.1999998093;5;20.7264003754;2;9.5;10.0;3;20.0;
8;2;18.0358409882;10.3632001877;4;22.8194274902;2;9.5;10.0;4;20.3999996185;
9;2;18.6916561127;10.9097137451;4;23.8616036177;2;9.59000015259;10.1999998093;4;20.7264003754;
10;2;20.6916561127;11.3658018112;4;24.7499927282;2;9.66343975067;10.3632001877;4;20.9903717041;
11;2;22.6916561127;11.7372808456;4;25.5051221848;2;9.72283363342;10.4951858521;4;22.0419120789;
12;2;23.95429039;12.0336990356;5;26.1508610249;2;9.95943069458;11.0209560394;4;22.9143505096;
13;2;25.0626564026;12.2662630081;5;26.7112461329;2;10.1557292938;11.4571752548;4;23.6214065552;
14;2;26.182882309;12.446267128;5;27.0402543545;2;10.3148164749;11.8107032776;4;24.1832637787;
15;2;27.3158073425;12.5;5;27.2842636108;2;11.3148164749;12.0916318893;4;24.6226100922;
16;2;28.4622135162;12.5;5;27.5518820286;2;12.3148164749;12.3113050461;4;24.9617595673;
17;2;29.6227855682;12.5;5;27.8440244198;2;12.6163959503;12.4808797836;4;25.0;
18;2;30.7064151764;12.5;5;28.1613030434;2;14.3148164749;12.5;5;25.0;
19;2;30.8967819214;12.5;6;28.5039470196;2;15.3148164749;12.5;6;25.0;
20;2;31.1023674011;12.5;6;28.871723175;2;16.3148155212;12.5;6;25.0;
21;2;31.3230342865;12.5;6;29.263862133;2;17.3148155212;12.5;6;25.0;
22;2;31.5583171844;12.5;6;29.6789975166;2;17.625;12.5;6;25.0;
23;3;31.8073997498;12.5;5;30.1151270866;2;17.625;12.5;6;25.0;
24;3;32.0690765381;12.5;5;30.5695996284;2;17.625;12.5;6;25.0;
25;3;30.0690765381;13.5;6;31.0391392708;2;17.625;12.5;7;25.0;
26;4;29.0690765381;14.5;5;31.5199065208;2;17.625;12.5;7;25.0;
27;4;29.0;15.5;5;32.007601738;2;17.625;12.5;7;25.0;
28;4;29.0;16.0038013458;5;32.4976010323;2;17.625;12.5;7;25.0;
29;4;29.0;16.2488002777;5;32.9851250648;2;17.625;12.5;7;25.0;
30;4;29.0;16.4925632477;5;33.465420723;2;17.625;12.5;7;25.0;
31;4;29.0;16.7327098846;5;34.9339466095;2;17.625;12.5;8;25.0;
32;4;31.0;19.5;5;35.4165451527;2;17.625;12.5;8;25.0;
33;4;33.0;21.5;5;35.8801805973;2;17.625;12.5;8;25.0;
34;4;34.6363525391;23.5;5;36.3218553066;2;17.625;12.5;8;25.0;
35;4;35.6550598145;25.5;5;36.7392714024;2;17.625;12.5;8;25.0;
36;4;36.6741104126;27.5;6;38.1308525801;2;17.625;12.5;8;25.0;
37;5;38.6935005188;28.5;6;38.6257185936;3;17.625;12.5;7;25.0;
38;5;40.4974327087;29.5;6;39.1090644598;3;17.625;12.5;7;25.0;
39;5;41.4654388428;30.5;7;39.5826466084;3;17.625;12.5;7;25.0;
40;5;41.7495880127;31.5;7;40.0487151146;3;17.625;12.5;7;25.0;
41;5;42.0292282104;32.5;7;40.5098792315;3;17.625;12.5;7;25.0;
42;5;42.3059272766;32.5;7;40.9689692259;3;17.625;12.5;8;25.0;
43;5;42.5813827515;32.5;8;42.4288959503;3;17.625;12.5;8;25.0;
44;5;43.8573379517;33.5;8;42.9325094223;3;17.625;12.5;8;25.0;
45;6;45.1355056763;34.5;7;43.3952338696;3;17.625;12.5;9;25.0;
46;6;46.0371360779;35.5;7;43.792073369;3;17.625;12.5;9;25.0;
47;6;46.2752418518;36.5;8;44.2158429623;3;17.625;12.5;9;25.0;
48;6;46.5295028687;37.5;9;46.1651501656;3;17.625;12.5;9;25.0;
49;7;47.6990890503;38.0;8;47.8955129385;3;17.625;12.5;9;25.0;
50;7;48.7373085022;38.3899993896;8;49.4419416189;3;17.625;12.5;9;25.0;
51;7;49.6651649475;38.6872596741;9;51.8403640985;3;17.625;12.5;9;25.0;
52;7;50.6291999817;40.638923645;9;53.0150612593;3;17.625;13.5;9;25.0;
53;7;52.2615280151;41.7695884705;10;54.0093148947;3;17.625;14.5;9;25.0;
54;7;52.7829399109;42.8116149902;10;55.0006860495;3;17.625;15.5;10;25.0;
55;7;50.9268684387;46.7695884705;11;55.874333024;3;17.625;16.5;10;25.0;
56;9;49.9897956848;49.7695884705;9;56.7125879526;3;17.625;17.5;10;25.0;
57;9;49.0342025757;51.7695884705;9;57.5527441502;3;17.625;17.5;10;25.0;
58;9;49.0705223083;54.3984603882;10;58.3865208626;3;17.625;17.5;10;25.0;
59;9;49.1071472168;56.4219970703;11;59.206017971;3;17.625;17.5;10;25.0;
60;9;49.14402771;58.446105957;11;60.0040978193;3;17.625;17.5;10;25.0;
61;9;49.1811218262;60.4707756042;12;60.7746967077;3;17.625;17.5;10;25.0;
62;10;49.2183837891;62.4960021973;11;61.5130343437;3;17.625;17.5;12;25.0;
63;10;49.2557754517;64.5217666626;11;63.2157125473;3;17.625;17.5;12;25.0;
64;10;50.2932395935;67.0938034058;11;63.9007022381;3;17.625;17.5;12;25.0;
65;10;51.3307418823;70.0493087769;11;64.5474318266;3;17.625;17.5;12;25.0;
66;11;51.9923439026;72.1692962646;9;77.1562176943;3;17.625;17.5;12;25.0;
67;11;53.0419960022;75.2910690308;8;78.3282493353;3;17.625;17.5;12;25.0;
68;11;54.0916557312;78.4144287109;9;80.4197684526;3;17.625;17.5;11;25.0;
69;11;55.1412582397;81.5391540527;10;81.4901165962;3;17.625;17.5;11;26.0;
70;11;56.1907653809;84.6650161743;10;82.4836674929;3;18.625;18.5;11;26.0199999809;
71;11;56.2401275635;87.7917480469;12;83.4035850763;3;19.625;19.5;11;26.0401959419;
72;12;53.590221405;92.919128418;12;84.1529147625;3;19.8590431213;20.5;11;26.0605818033;
73;12;52.6263160706;96.0469055176;12;84.8039734364;3;19.8636302948;21.5;10;26.0811508894;
74;12;49.7999992371;102.106010437;14;85.4162743092;3;19.625;22.5;11;26.1018965244;
75;12;49.7999992371;103.393280029;15;85.9931929111;3;19.872926712;22.5;11;26.1228116751;
76;11;46.7999992371;94.5953140259;16;70.6268677711;4;19.8776321411;22.5;10;41.8523755074;
77;11;46.7666130066;96.7990875244;17;70.9702630043;4;20.8823757172;23.5;10;41.8027589321;
78;11;44.7999992371;97.0043487549;21;71.31448102;4;21.625;25.0825614929;11;41.7603738308;
79;11;42.7999992371;100.210830688;22;72.3150277138;4;21.625;26.0932502747;11;41.7245036364;
80;11;42.7999992371;103.298973083;22;73.3615453243;4;19.625;28.1040077209;12;41.694501996;
81;11;43.7999992371;103.047142029;23;74.4514108896;4;18.625;30.1148319244;8;41.6697871685;
82;11;42.7999992371;105.826316833;22;75.5813122988;4;17.625;31.1257171631;7;41.9355334044;
83;11;42.7999992371;108.634147644;21;77.7472770214;4;16.625;32.1366577148;8;43.1670455933;
84;12;45.7999992371;107.326889038;17;94.8764628172;3;14.2914428711;27.5;8;28.0973831415;
85;12;45.7999992371;113.041648865;17;96.3020733595;3;15.0;26.1586914062;8;28.7140663862;
86;12;47.7999992371;116.48059082;18;97.6244612932;3;16.0;25.1697750092;8;29.1812762022;
87;12;47.7999992371;119.504104614;19;98.9660682678;3;17.0;23.9097423553;7;29.3841004372;
88;12;47.7999992371;122.979896545;20;100.320811033;3;18.0;24.0;6;29.4064661264;
89;12;48.7999992371;127.471954346;21;101.682449579;3;19.0;24.0;6;29.428878665;
90;12;48.7999992371;127.978340149;23;103.044689178;3;20.0;24.0;6;29.4513280392;
91;12;47.7999992371;132.011672974;24;104.401286244;3;20.2999992371;24.0;6;29.4738043547;
92;12;47.7999992371;135.539611816;27;105.746149898;3;20.2999992371;24.0;7;29.4962974787;
93;13;48.7999992371;140.074157715;27;108.073435783;3;20.2999992371;24.0;7;29.5187973976;
94;13;50.7999992371;141.61227417;29;109.542639494;3;20.2999992371;24.0;6;29.5412938595;
95;13;51.7999992371;145.150772095;30;111.329372764;3;18.2999992371;25.0;6;29.5637768507;
96;13;52.7999992371;148.91065979;31;113.129714966;3;17.2999992371;26.0;4;29.5862361193;
97;14;53.7999992371;152.677032471;28;146.937195897;3;16.2999992371;27.0;3;29.6086617708;
98;15;58.9678344727;149.333786011;27;151.625598192;3;15.2999992371;28.0;3;29.6310436726;
99;15;61.0534248352;151.175048828;28;155.563885212;3;14.2999992371;29.0;3;29.6533719301;
100;15;63.2250862122;153.659545898;30;158.83297348;3;14.0;30.0;3;29.6756366491;
