Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;2;16.6000003815;10.0;3;21.3999996185;1;9.0;10.0;4;20.0;
7;2;17.6000003815;10.1999998093;3;21.8564003706;1;9.5;10.0;4;20.0;
8;2;18.1138401031;10.3632001877;3;23.1400585175;1;9.5;10.0;4;20.3999996185;
9;2;18.8840351105;10.9097137451;3;24.2725075483;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;20.8840351105;11.3658018112;3;25.2690844536;2;9.66343975067;10.5631999969;3;21.9903717041;
11;2;22.8840351105;11.7372808456;3;26.1527318954;2;9.94783401489;10.4951858521;3;23.1719120741;
12;2;24.3428554535;12.0336990356;3;26.9497337341;2;10.2136802673;11.0209560394;4;24.1897815466;
13;2;25.5419807434;12.2662630081;3;27.6864104271;2;12.0098056793;11.4571752548;2;25.0591306686;
14;2;26.7679824829;12.446267128;3;28.218716383;2;14.0098056793;11.8107032776;2;25.8015987873;
15;2;28.0228862762;12.5;4;28.6944839954;2;16.0098056793;12.0916318893;2;26.441321969;
16;3;29.3083457947;12.5;3;29.2229990959;2;17.1320438385;12.3113050461;2;27.0020139217;
17;3;30.625453949;12.5;4;29.8048019409;2;18.1818904877;12.4808797836;2;27.2842636108;
18;3;31.8828811646;12.5;3;30.4388051033;2;19.2367935181;12.5;2;27.5518820286;
19;3;32.2632827759;12.5;3;31.121984005;2;20.1991729736;12.5;2;27.8440244198;
20;3;32.6731910706;12.5;3;31.8491544724;2;20.2649059296;12.5;2;28.1613030434;
21;3;33.1094932556;12.5;4;32.6128931046;2;20.3362922668;12.5;4;28.5039470196;
22;4;33.5677337646;12.5;3;33.4036521912;2;20.4133872986;12.5;4;28.871723175;
23;4;34.0421905518;12.5;4;34.2100963593;2;20.496137619;12.5;4;29.263862133;
24;4;34.526058197;12.5;4;35.0196552277;2;20.5843696594;12.5;3;29.6789975166;
25;4;35.0117950439;12.5;4;35.8192586899;2;20.6777744293;12.5;3;30.1151270866;
26;4;35.4915542603;12.5;4;36.5961618423;2;20.7759037018;12.5;5;30.5695996284;
27;4;35.9576950073;12.5;4;37.3387613297;2;20.8781604767;12.5;5;31.0391392708;
28;4;36.4032592773;12.5;4;38.0372877121;3;19.625;13.5;4;31.5199065208;
29;4;36.8223724365;12.5;4;38.6842908859;3;20.625;12.5;4;32.007601738;
30;4;37.2105751038;12.5;4;39.2748651505;3;19.2017097473;13.5;4;32.4976010323;
31;4;37.5649185181;14.5;4;40.8066234589;3;18.625;13.5;4;32.9851250648;
32;4;38.883972168;17.5;4;41.3194541931;4;17.625;13.5;2;53.465420723;
33;4;40.1676712036;20.5;4;41.7763228416;4;20.5297203064;13.5;2;55.1339473724;
34;4;41.0657958984;23.5;5;42.1804440022;4;22.635137558;14.5;2;56.60414505;
35;5;41.308265686;26.5;4;42.5360001326;4;23.7369728088;15.5;2;57.8775482178;
36;5;40.8213348389;27.5;4;42.84772861;4;23.8344078064;16.5;3;58.9664230347;
37;5;40.9815330505;28.1059207916;5;43.1205675602;4;23.9267692566;17.5;3;59.8893995285;
38;5;41.11769104;28.1288738251;6;43.3048160076;4;24.0135440826;18.5;3;60.6677112579;
39;5;41.2000007629;28.1524085999;6;43.3530313969;4;24.094379425;19.5;3;61.307009697;
40;5;41.2000007629;28.1765155792;6;43.4023760557;4;24.1690769196;20.5;3;61.6115064621;
