Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;4;20.0;2;7.0;11.1999998093;4;21.0;
3;1;13.0;10.0;4;20.0;2;8.14999961853;10.0;4;21.0900000334;
4;1;14.0;10.0;4;20.0;2;8.16349983215;10.0;4;21.1871190071;
5;2;16.0;10.0;3;21.0;2;8.17806816101;10.0;4;21.2917383909;
6;2;18.0;10.0;3;21.3999996185;2;9.29064083099;10.0;4;21.4042263031;
7;2;20.0;10.1999998093;3;21.7264003754;2;9.81595134735;10.0;4;21.5249304771;
8;2;21.0358409882;10.3632001877;3;22.8594274521;2;9.84310913086;10.0;4;22.0694183111;
9;2;21.7156562805;10.9097137451;3;23.8127875328;2;9.96561908722;10.1999998093;4;22.5515855551;
10;2;23.7156562805;11.3658018112;3;24.5981152058;2;10.0741062164;10.3632001877;4;22.983014226;
11;2;25.7156562805;11.7372808456;3;25.2345055342;2;10.1711778641;10.4951858521;4;24.2738182545;
12;2;26.7919197083;12.0336990356;4;25.7443674803;2;10.4616098404;11.0209560394;5;25.4089095592;
13;2;27.8187599182;12.2662630081;4;26.1502821445;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;28.8463039398;12.446267128;4;26.3048160076;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;29.874546051;12.5;4;26.3530313969;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;30.9034748077;12.5;4;26.4023760557;2;17.4948120117;12.3113050461;5;28.755402565;
17;2;31.9330825806;12.5;4;26.4528282881;2;18.5764026642;12.4808797836;5;29.1808357239;
18;2;32.8716964722;12.5;4;26.5043625832;2;19.663520813;12.5;5;29.5913586617;
19;2;32.9026184082;12.5;5;26.5569496155;2;20.6580562592;12.5;4;30.0233430862;
20;2;32.9341697693;12.5;5;26.6105561256;2;20.7552528381;12.5;4;30.4742712975;
21;2;32.9663314819;12.5;5;26.6651450396;2;19.625;13.5;6;30.9409928322;
22;2;32.9990882874;12.5;5;26.72067523;2;19.625;14.2822980881;6;31.4197778702;
23;2;33.0324058533;12.5;5;26.7771017551;2;19.625;14.4259338379;6;31.906411171;
24;2;33.0662612915;12.5;5;26.8343759775;2;20.625;12.5;6;32.3963236809;
25;2;30.0;14.4171876907;5;26.8924454451;2;21.2891731262;12.5;7;32.8847527504;
26;3;31.0;13.4462223053;5;26.9512542486;2;19.625;13.5;8;33.3669252396;
27;4;29.0;14.4756269455;4;27.0107431412;2;20.625;12.5;8;33.8382406235;
28;4;30.0;13.5053710938;5;27.0708494186;2;21.6136035919;12.5;8;34.2944498062;
29;4;31.0;13.5354251862;6;27.1315076351;2;21.7162513733;12.5;9;34.7318048477;
30;4;32.0;15.5354251862;6;27.1926498413;2;19.814655304;13.5;9;35.1471776962;
31;4;32.0;17.5354251862;6;27.2542052269;2;18.908115387;14.5;9;35.5381307602;
32;4;32.0;19.5354251862;7;27.3161010742;2;17.9960784912;15.5;8;35.9029474258;
33;4;32.0;21.5354251862;7;27.3782629967;3;16.9960784912;14.5;5;64.9906177521;
34;4;32.0;23.5354251862;8;27.4406147003;3;15.625;16.5;5;67.313290596;
35;4;32.0;23.7203063965;8;27.5030794144;3;16.0;18.5;5;69.1304721832;
36;4;32.0;23.7515392303;8;27.5655794144;3;17.0;20.5;5;70.5021066666;
37;4;32.0;23.7827892303;10;27.628036499;3;18.0;22.5;5;71.514175415;
38;4;32.0;23.8140182495;10;27.690372467;3;19.0;24.5;5;72.2533636093;
39;4;32.0;23.8451862335;10;27.7525100708;3;20.0;25.763917923;5;72.4622650146;
40;4;32.0;23.8762550354;11;27.8143725395;3;21.0;26.8561325073;6;72.6259651184;
41;4;32.0;23.9071865082;11;27.8758842945;3;22.0;27.9379825592;6;72.75;
42;4;32.0;23.9379425049;12;27.936971426;3;23.0;29.0;6;72.75;
43;4;32.0;23.9684867859;12;27.9975619316;3;24.0;30.0;7;72.75;
44;4;32.0;23.9987812042;13;28.0575861931;3;25.0;31.0;7;72.75;
45;4;32.0;24.028793335;13;28.1169772148;3;27.0;29.0;7;72.75;
46;4;32.0;24.0584888458;14;28.1756706238;3;27.4249992371;29.5;7;72.75;
47;4;32.0;24.0878353119;14;28.2336053848;3;28.4249992371;31.5;8;72.75;
48;4;32.0;24.1168022156;14;28.2907235622;3;29.3499984741;33.5;9;72.75;
49;4;32.0;24.145362854;14;28.346971035;4;30.3499984741;36.5;9;73.75;
50;4;32.0;24.1734848022;16;29.4692368507;4;31.3499984741;39.5;9;73.8799999952;
51;4;32.5999984741;24.7346191406;16;30.3717281818;4;31.6042480469;41.5;10;74.0254310369;
52;4;33.0680007935;25.1858634949;17;31.088660717;4;31.63697052;43.5;10;74.1877241135;
53;4;33.4247131348;25.5443305969;17;31.6556694508;5;32.6734886169;42.5;10;74.3683350086;
54;4;33.6916885376;25.827835083;18;31.9575545788;5;31.3499984741;43.5;9;74.5687118769;
55;4;33.7999992371;25.9787769318;18;32.077960968;5;31.3499984741;44.5;10;74.7902543545;
56;4;31.7999992371;27.038980484;18;32.1971206665;5;32.3499984741;42.5;10;75.0342636108;
57;4;32.7999992371;26.0985603333;17;32.314760685;5;31.3499984741;43.5;9;75.3018820286;
58;4;30.7999992371;27.1573791504;17;32.4306221008;5;31.3499984741;44.5;10;75.5940244198;
59;5;31.7999992371;26.2153110504;13;47.5444617271;5;32.3499984741;43.5;11;75.9113030434;
60;6;33.7999992371;27.2722320557;12;48.7060518265;5;29.3499984741;46.0806503296;11;76.2539470196;
61;6;36.7999992371;26.2722320557;13;49.7701625824;5;28.4249992371;48.2519760132;11;77.621723175;
62;6;37.7999992371;27.0;13;50.72605896;5;30.4249992371;48.4358596802;12;78.0438621044;
63;6;38.7230072021;28.0;14;51.5699191093;5;30.4249992371;51.6319313049;13;78.4895884991;
64;7;38.7852172852;29.0;13;52.3038802147;5;30.4249992371;54.8395004272;14;78.9568932056;
65;7;34.7852172852;32.0;13;52.934574604;5;31.4249992371;55.0575637817;13;79.4431169033;
66;7;34.7999992371;33.0;13;53.4715399742;5;30.4249992371;55.5575637817;12;79.9449743032;
67;7;33.7999992371;33.0;13;53.925766468;5;30.4249992371;56.5779190063;12;84.152831912;
68;7;35.7999992371;33.0;13;55.3085508347;5;32.0765609741;55.6001319885;13;87.4551632404;
69;7;35.7999992371;36.0;13;55.5719761848;5;31.5282783508;57.6229362488;14;90.0301064253;
70;7;34.7999992371;40.0;13;55.6943707466;5;32.8248329163;56.6463241577;14;92.0207464695;
71;7;36.7999992371;39.0;14;56.8145849705;5;33.0;55.6702842712;15;93.1275057793;
72;7;39.7999992371;42.0;14;57.0626327991;5;32.0;57.6948127747;16;94.0130255222;
73;7;36.7999992371;47.0;14;57.3239719868;5;32.0;59.7198982239;20;94.8531197309;
74;7;37.7999992371;49.6059188843;15;57.6000697613;5;34.0;55.7455291748;20;95.5330159664;
