Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
6;2;16.6000003815;10.0;3;21.3999996185;1;9.0;10.0;5;20.0;
7;3;17.6000003815;10.1999998093;2;21.7664003372;1;9.5;10.0;5;20.0;
8;3;18.059841156;10.3632001877;2;22.9110114574;1;9.5;10.0;5;20.3999996185;
9;3;18.7466068268;10.9097137451;2;23.8767670393;1;9.59000015259;10.1999998093;5;20.7264003754;
10;3;20.7466068268;11.3658018112;2;24.6753208637;2;9.66343975067;10.5631999969;4;21.9903717041;
11;3;22.7466068268;11.7372808456;2;25.325784564;2;9.94783401489;10.4951858521;4;23.1719120741;
12;3;23.8466873169;12.0336990356;2;25.8505803347;2;10.2136802673;11.0209560394;5;24.1897815466;
13;3;24.5103492737;12.2662630081;2;26.2722991705;2;12.0098056793;11.4571752548;5;25.0591306686;
14;3;24.7633781433;12.446267128;2;26.4435132742;2;14.0098056793;11.8107032776;4;25.8015987873;
15;3;24.8661079407;12.5;2;26.5092867613;2;16.0098056793;12.0916318893;4;26.441321969;
16;3;26.841091156;12.5;2;26.5770645142;2;17.1320438385;12.3113050461;4;27.0020139217;
17;3;27.8817596436;12.5;2;26.6468170881;2;18.1818904877;12.4808797836;4;27.2842636108;
18;3;28.9236106873;12.5;2;26.7185060978;2;19.2367935181;12.5;4;27.5518820286;
19;3;29.9666233063;12.5;2;26.7920838594;2;20.1991729736;12.5;4;27.8440244198;
20;3;30.0752506256;12.5;2;26.8674932718;2;20.2649059296;12.5;4;28.1613030434;
21;3;30.1204948425;12.5;3;26.9446675777;2;20.3362922668;12.5;6;28.5039470196;
22;3;30.1668014526;12.5;3;27.0235302448;2;20.4133872986;12.5;5;28.871723175;
23;3;30.2141189575;12.5;3;27.1039953232;2;20.496137619;12.5;5;29.263862133;
24;3;30.2623977661;12.5;3;27.1859669685;2;20.5843696594;12.5;5;29.6789975166;
25;3;30.311580658;12.5;3;27.2693405151;2;20.6777744293;12.5;5;30.1151270866;
26;3;30.3616046906;12.5;2;27.3540019989;2;20.7759037018;12.5;7;30.5695996284;
27;3;30.4124011993;12.5;2;27.4398288727;2;20.8781604767;12.5;7;31.0391392708;
28;3;30.4638977051;12.5;2;27.5266909599;2;20.9838066101;12.5;7;31.5199065208;
29;3;30.5160140991;12.5;2;27.6144506931;2;21.0919799805;12.5;7;32.007601738;
30;3;30.5686702728;12.5;2;27.7029643059;2;21.2017097473;12.5;7;32.4976010323;
31;3;30.6217784882;12.5;2;27.7920820713;2;19.625;13.5;8;32.9851250648;
32;3;30.6752490997;12.5;3;27.8816497326;2;20.625;12.5;9;33.465420723;
33;3;30.7289905548;14.5;3;27.9715096951;2;19.625;13.5;9;33.9339466095;
34;3;30.7829055786;16.5;3;28.061501503;2;20.625;12.5;9;34.3865451813;
35;3;30.8369007111;18.5;4;28.151463747;2;21.625;12.5;9;34.8195896149;
36;3;30.8908786774;20.5;5;28.2412343025;2;21.8344078064;12.5;10;35.2300891876;
37;3;30.9447402954;22.5;5;28.3306524754;2;21.9267692566;12.5;10;35.6157541275;
38;3;30.9983921051;22.5;5;28.4195592403;2;19.9267692566;13.5;10;35.9750175476;
39;3;31.0517349243;22.5;7;28.5077989101;2;19.625;14.5;10;36.307009697;
40;3;31.1046791077;22.5;7;28.5952203274;2;19.625;15.5;10;36.6115064621;
41;3;31.1571311951;22.5;7;28.6816773415;2;19.625;16.5;10;36.8888463974;
