Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;2;14.0;10.0;4;21.0;1;8.0;10.0;4;20.0;
4;2;16.0;10.0;4;21.1200000048;2;8.0;10.1999998093;3;21.0;
5;2;18.0;10.0;4;21.2530560493;2;8.14999961853;10.0;3;21.0900000334;
6;2;19.751832962;10.0;4;21.8127820492;2;9.24524974823;10.0;3;21.1871190071;
7;2;20.8476696014;10.1999998093;4;22.3170127869;2;9.76710128784;10.0;3;21.2917383909;
8;2;21.3902072906;10.3632001877;4;23.6710497141;2;9.79064083099;10.0;3;21.817143321;
9;2;23.390209198;10.9097137451;4;24.8822329044;2;9.90885734558;10.1999998093;3;22.2793469429;
10;2;25.390209198;11.3658018112;4;25.9660522938;2;10.0128526688;10.3632001877;3;22.6900259256;
11;2;26.9307346344;11.7372808456;4;26.945281744;2;10.1052560806;10.4951858521;3;23.9506295919;
12;2;28.1625709534;12.0336990356;5;27.8456065655;2;10.3888921738;11.0209560394;3;25.0538563728;
13;2;29.4236888885;12.2662630081;5;28.692204237;2;12.2042226791;11.4571752548;3;26.0146684647;
14;2;30.7156429291;12.446267128;5;29.3392357826;2;14.2042226791;11.8107032776;3;26.8543052673;
15;2;32.0393829346;12.5;5;29.9320087433;2;16.2042217255;12.0916318893;3;27.5962526798;
16;2;33.3950462341;12.5;5;30.576523304;2;17.3919029236;12.3113050461;4;28.2632865906;
17;2;34.78175354;12.5;5;31.2693214417;3;18.4656772614;12.4808797836;4;28.6547400951;
18;2;35.761592865;12.5;5;32.004755497;3;18.7228336334;12.5;5;29.0328326225;
19;2;36.2028541565;12.5;5;32.7749452591;3;20.5323867798;12.5;5;29.4347915649;
20;2;36.6649665833;12.5;5;33.569937706;3;20.6228275299;12.5;5;29.8589887619;
21;2;37.141960144;12.5;5;34.3780879974;3;19.625;13.5;5;30.3031497002;
22;2;37.6268539429;12.5;5;35.1866588593;3;20.625;12.5;5;30.7643566132;
23;3;38.111995697;12.5;4;35.9825773239;3;20.9219799042;12.5;4;31.2390885353;
24;3;38.5895462036;12.5;4;36.7532711029;3;21.0287952423;12.5;4;31.7232985497;
25;3;34.5895462036;14.5;4;37.4874658585;3;19.625;13.5;5;32.2125329971;
26;3;34.5895462036;14.5;4;38.1758413315;3;19.625;14.5;6;32.7020812035;
27;3;31.5895462036;16.5;3;38.8114652634;3;20.625;12.5;7;33.1871519089;
28;3;31.5895462036;18.5;4;39.38996315;3;21.4671096802;12.5;7;33.6630582809;
29;3;31.5895462036;20.5;4;39.9094457626;3;21.5741882324;12.5;7;34.1254005432;
30;3;32.0;22.5;4;40.3702306747;3;19.625;13.5;6;34.570227623;
31;3;33.0;22.5;6;40.7744321823;3;18.625;13.5;6;34.9941673279;
32;3;34.0;22.5;5;41.12550354;3;18.625;14.5;6;35.3945169449;
33;3;35.0;22.5;5;41.4277763367;3;17.625;13.5;6;35.7692890167;
34;3;36.0;22.5;5;41.6860580444;3;18.625;14.5;6;36.1172132492;
35;3;37.0;22.5;6;41.9053039551;3;19.625;15.5;6;36.4376983643;
36;3;38.0;22.5;6;43.0;3;19.625;16.5;6;36.7307662964;
37;3;40.0;23.5;6;43.0399999619;3;18.625;15.5;7;36.9969644547;
38;3;42.0;24.5;6;43.0811839104;3;18.625;15.5;8;37.2372674942;
39;3;40.0;26.5;7;43.1235535145;3;19.625;16.5;8;37.4529781342;
40;3;39.0;28.5;7;43.1671074629;3;19.625;17.5;8;37.6456279755;
41;3;38.0;30.5;8;43.211841464;3;18.625;16.5;10;37.8168964386;
42;4;37.0;31.5;8;43.2577478886;3;18.625;16.5;10;37.9685335159;
43;4;36.0;32.5;9;43.3048160076;3;17.625;15.5;10;38.0;
44;4;35.0;33.5;9;43.3530313969;3;17.625;15.5;11;38.0;
45;4;34.0;34.5;9;45.1094369888;3;17.5499992371;15.5;12;38.0;
46;5;34.5999984741;36.0;5;56.5560404062;3;16.9249992371;16.5;12;38.0;
47;5;36.0680007935;38.3899993896;6;58.2326598167;4;17.9249992371;18.5;9;53.0;
48;5;37.4247131348;40.0703659058;6;60.6554166079;4;19.9249992371;20.5;11;53.75;
49;5;38.6916885376;42.5024490356;6;61.7552881241;4;21.9249992371;22.5;11;54.4193744659;
50;5;39.7999992371;44.7667732239;7;62.5846729279;4;22.9249992371;24.5;10;55.0072898865;
51;5;39.7999992371;46.9099998474;10;63.2781991959;4;23.9249992371;26.5;11;55.5162696838;
52;6;38.7999992371;46.9099998474;10;63.7620662451;4;24.5499992371;27.5;11;55.9513263702;
53;6;38.7999992371;47.9099998474;10;64.2167838812;4;25.5499992371;27.5;12;56.3190898895;
54;6;39.7999992371;49.9099998474;11;64.6434662342;5;26.5499992371;27.5;11;56.6270179749;
55;7;39.7999992371;51.0;10;65.0436792374;5;27.5499992371;27.5;11;56.8827629089;
56;7;40.7999992371;50.0;10;65.4192962646;5;28.5499992371;27.5;12;57.0;
57;7;41.7999992371;50.0;10;65.7723630667;5;28.8249988556;27.5;12;57.0;
58;7;42.7999992371;50.0;11;66.1049913168;5;28.8249988556;27.5;11;57.0;
59;7;43.7999992371;50.0;11;66.3235943317;5;28.8249988556;27.5;11;57.0;
60;7;44.7999992371;51.0;11;66.4940469265;5;28.8249988556;27.5;10;57.0;
61;7;45.7999992371;52.0;12;66.6669847965;5;28.8249988556;27.5;10;57.0;
62;7;46.7999992371;53.0;12;66.8421062231;5;28.8249988556;27.5;11;57.0;
63;7;47.7999992371;54.0;12;67.0190927982;5;28.8249988556;27.5;12;57.0;
64;7;48.7999992371;55.0;11;67.1976130009;5;26.8249988556;28.5;12;57.0;
65;7;49.7999992371;57.0;12;67.3773239851;5;25.8249988556;29.5;12;57.0;
66;9;50.7999992371;59.0;8;97.5578750372;5;24.8249988556;30.5;12;57.0;
67;9;50.7999992371;64.0;8;100.038909316;5;24.5499992371;31.5;14;57.0;
68;9;51.7999992371;69.0;8;102.262171745;5;25.5499992371;29.5;15;57.0;
69;9;51.7999992371;74.0;9;104.2008214;5;26.5499992371;28.5;15;57.0;
70;9;51.7999992371;79.0;10;105.855519056;5;27.5499992371;27.5;15;57.0;
71;9;51.7999992371;82.0657501221;11;107.247262478;5;25.5499992371;28.5;16;58.9600000381;
72;9;51.7999992371;86.5348510742;11;108.408574104;5;24.8627510071;28.0;16;60.5650310516;
73;9;51.7999992371;89.3779449463;13;109.375828266;5;23.0382518768;29.3899993896;12;61.8619127274;
74;10;51.7999992371;91.4212646484;13;110.11582613;5;22.1720180511;30.6872596741;13;62.9002161026;
75;11;51.0999984741;93.4647827148;12;110.534333706;5;22.2593841553;31.9097423553;13;63.5640974045;
76;11;50.0999984741;95.5084381104;12;110.922099113;5;23.2999992371;30.0;14;63.773223877;
77;11;50.0999984741;97.552154541;15;111.28111124;5;23.2999992371;29.0;15;63.9544582367;
78;11;50.0999984741;99.5959014893;15;111.613469601;5;22.2999992371;29.0;16;64.0;
79;11;50.0999984741;101.639633179;16;111.825621128;6;22.2999992371;29.0;15;64.0;
80;11;51.0999984741;100.683258057;17;112.399248123;6;22.2999992371;29.0;16;64.0;
81;11;50.0999984741;102.602081299;19;112.988123417;6;22.2999992371;29.0;16;64.0;
82;12;50.0999984741;103.725006104;16;128.588683844;5;18.2999992371;25.0;16;49.0;
83;12;52.0999984741;102.851760864;16;129.197053671;5;17.2999992371;26.0;17;49.0;
84;12;52.0999984741;104.98197937;17;130.809149981;5;16.2999992371;27.0;17;49.0;
85;12;53.0999984741;108.11529541;19;132.440804243;5;15.2999992371;28.0;17;49.0;
86;12;57.0999984741;109.251296997;21;133.098082542;5;14.2999992371;29.0;17;49.0;
87;12;58.0999984741;113.38949585;20;133.747601867;5;14.0;30.0;17;49.0;
88;12;59.0999984741;116.529388428;22;134.385654569;5;14.0;31.0;18;49.0;
89;12;61.0999984741;116.670440674;23;135.008900642;5;14.0;32.0;18;49.0;
90;12;58.0999984741;120.812103271;24;135.614436865;5;14.0;33.0;17;49.0;
91;12;57.0999984741;124.953796387;25;136.199841142;5;14.0;34.0;15;49.0;
92;12;57.0999984741;124.094955444;26;136.763193846;5;14.0;35.0;15;49.0;
93;12;55.0999984741;127.23500061;28;137.303070068;5;14.0;36.0;15;49.0;
94;12;56.0999984741;131.373397827;23;137.818518519;5;14.0;37.0;15;49.0;
95;12;57.0999984741;132.509597778;23;138.309019685;5;14.0;38.0;16;49.0;
96;12;56.0999984741;136.643096924;24;138.774437785;5;15.0;37.0;17;49.0;
97;12;56.0999984741;140.773452759;25;139.214962363;5;16.0;37.0;17;49.0;
98;12;57.0999984741;141.900238037;25;139.63105607;5;17.0;37.0;17;49.0;
99;12;65.0047225952;146.023086548;25;140.023396134;5;18.0;37.0;17;49.0;
100;13;69.5023422241;147.063858032;25;140.392827272;4;19.0;37.0;17;49.0;
