Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;3;20.3999996185;1;9.0;10.0;5;20.0;
7;1;17.0;10.1999998093;3;20.7264003754;1;9.5;10.0;5;20.0;
8;1;17.4358406067;10.3632001877;3;21.8194274902;1;9.5;10.0;5;20.3999996185;
9;1;18.0916557312;10.9097137451;3;22.7316036224;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;19.0916557312;11.3658018112;3;23.4745616913;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;20.0916557312;11.7372808456;3;24.0673980713;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;21.0916557312;12.0336990356;4;24.5325260162;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;22.0916557312;12.2662630081;4;24.892534256;1;11.7228336334;11.4571752548;5;23.6214065552;
14;1;23.0916557312;12.446267128;4;25.0;1;12.7228336334;11.8107032776;4;24.1832637787;
15;1;24.0916557312;12.5;4;25.0;1;13.7228336334;12.0916318893;4;24.6226100922;
16;1;25.0916557312;12.5;4;25.0;1;14.7228336334;12.3113050461;4;24.9617595673;
17;1;26.0916557312;12.5;4;25.0;1;15.7228336334;12.4808797836;4;25.0;
18;1;27.0;12.5;5;25.0;1;16.7228336334;12.5;4;25.0;
19;1;27.0;12.5;5;25.0;1;17.625;12.5;4;25.0;
20;1;27.0;12.5;6;25.0;1;17.625;12.5;4;25.0;
21;1;27.0;12.5;7;25.0;1;17.625;12.5;6;25.0;
22;1;27.0;12.5;7;25.0;1;17.625;12.5;6;25.0;
23;1;27.0;12.5;7;25.0;1;17.625;12.5;7;25.0;
24;1;27.0;12.5;7;25.0;1;17.625;12.5;7;25.0;
25;1;27.0;12.5;7;25.0;1;17.625;12.5;7;25.0;
26;1;27.0;12.5;7;25.0;1;17.625;12.5;7;25.0;
27;1;27.0;12.5;7;25.0;1;17.625;12.5;8;25.0;
28;1;27.0;12.5;7;25.0;1;17.625;12.5;8;25.0;
29;1;27.0;12.5;7;25.0;1;17.625;12.5;9;25.0;
30;1;27.0;12.5;7;25.0;1;17.625;12.5;9;25.0;
31;1;27.0;12.5;8;25.0;1;17.625;12.5;9;25.0;
32;1;27.0;12.5;8;25.0;1;17.625;12.5;8;25.0;
33;1;27.0;12.5;7;25.0;1;17.625;12.5;8;25.0;
34;1;27.0;12.5;7;25.0;1;17.625;12.5;8;25.0;
35;1;27.0;13.5;8;25.0;3;17.625;12.5;5;41.0;
36;2;28.0;15.5;6;26.0;3;18.625;13.5;5;41.6399993896;
37;2;29.0;17.5;6;26.0499999523;3;19.625;14.5;5;42.1991043091;
38;2;29.0;19.5;7;26.1019749641;3;19.625;15.5;5;42.6808338165;
39;2;29.0;21.5;7;26.1559499502;3;19.625;16.5;5;43.0908813477;
40;2;29.0;22.5;7;26.2119446993;3;19.625;17.5;5;43.436258316;
41;2;29.0;23.348361969;7;26.269973278;3;19.625;18.5;5;43.7245540619;
42;3;29.0;23.3889808655;8;26.3300433159;3;19.625;19.5;7;43.9633750916;
43;3;29.0;22.5;9;26.3921557665;3;19.625;20.5;7;44.0;
44;3;29.0;23.4745101929;8;26.4563041925;3;19.625;21.5;8;44.0;
45;3;29.0;23.5194129944;8;26.5224741697;3;19.625;22.5;8;44.0;
46;3;29.0;23.5657310486;9;26.5906432867;3;19.625;23.5;9;44.0;
