Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;13.3999996185;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;13.3999996185;10.0;3;21.0599999428;1;7.0;11.0;4;20.0;
3;2;13.4239997864;10.0;3;21.1229639053;1;8.0;10.0;4;20.0;
4;2;14.6737785339;10.0;3;21.1889609098;1;8.0;10.0;3;20.0;
5;2;15.7133769989;10.0;3;21.2580518723;2;8.0;10.1999998093;2;21.0;
6;2;16.7548313141;10.0;3;21.7428686619;2;9.22500038147;10.0;2;21.0900000334;
7;2;17.805721283;10.1999998093;3;22.1586660147;2;9.74524974823;10.0;2;21.1871190071;
8;2;18.2952003479;10.3632001877;3;23.3887284994;2;9.76710128784;10.0;2;21.7036092281;
9;2;19.0332355499;10.9097137451;3;24.4489006996;2;9.88331222534;10.1999998093;2;22.1564130783;
10;2;21.0332355499;11.3658018112;3;25.351270318;2;9.98519229889;10.3632001877;2;22.557236433;
11;2;23.0332355499;11.7372808456;3;26.1153242588;2;10.075378418;10.4951858521;2;23.8035871983;
12;2;24.3204116821;12.0336990356;3;26.7637841702;2;10.3558073044;11.0209560394;2;24.8916251659;
13;2;25.4304103851;12.2662630081;3;27.31944561;2;12.1677207947;11.4571752548;2;25.8364036083;
14;2;26.5478019714;12.446267128;3;27.6349725723;2;14.1677207947;11.8107032776;2;26.6592981815;
15;2;27.6726398468;12.5;3;27.8553886414;2;16.1677207947;12.0916318893;2;27.3839819431;
16;3;28.804889679;12.5;2;28.0879490376;2;17.3441429138;12.3113050461;3;28.0334718227;
17;3;29.9444255829;12.5;2;28.3322691917;3;18.4139690399;12.4808797836;2;28.407397747;
18;3;30.9993610382;12.5;2;28.5877785683;3;18.7228336334;12.5;2;28.7683298588;
19;3;31.1526679993;12.5;2;28.8537125587;3;20.4728736877;12.5;3;29.1538929939;
20;3;31.3122272491;12.5;2;29.1291098595;3;20.5596256256;12.5;3;29.562889576;
21;3;29.3122272491;13.5;2;29.4128165245;3;20.6516494751;12.5;3;29.9934945107;
22;3;29.0;14.5;2;29.703496933;3;20.7485351562;12.5;3;30.4432339668;
23;3;29.0;15.5;2;29.9996528625;3;20.8497276306;12.5;3;30.9089989662;
24;3;29.0;15.999756813;4;30.2996492386;3;20.9545249939;12.5;4;31.3870959282;
25;3;29.0;16.2097549438;4;30.6017479897;4;21.0620956421;12.5;3;31.8733391762;
26;3;29.0;16.4212226868;4;30.9041442871;4;21.1715011597;12.5;4;32.36317873;
27;4;29.0;16.632900238;4;31.205010891;4;21.2817153931;12.5;4;32.8518595695;
28;4;29.0;16.8435077667;5;31.5025405884;4;21.3916683197;12.5;4;33.3346033096;
29;4;29.0;17.0517787933;5;31.7949895859;4;21.5002861023;12.5;3;33.8067913055;
30;4;29.0;17.2564926147;5;32.080719471;4;21.6065273285;12.5;3;34.2641468048;
31;4;29.0;17.4565048218;5;32.3582324982;4;21.7094326019;12.5;3;34.7028827667;
32;4;29.0;19.4565048218;5;32.6262021065;4;19.7094326019;13.5;3;35.1198272705;
33;4;29.0;21.4565048218;5;32.883494854;4;20.7094326019;12.5;3;35.5124940872;
34;4;29.0;23.4565048218;6;34.1291847229;4;19.625;13.5;4;35.8791179657;
35;4;30.0;26.4565048218;7;34.4925583601;4;20.625;12.5;5;36.2186422348;
36;4;31.0;29.4565048218;7;34.8585466146;4;21.625;12.5;5;36.530673027;
37;4;31.7652587891;31.4565048218;7;35.2282838821;4;19.625;13.5;6;36.8154029846;
38;4;32.8626327515;30.4565048218;7;35.6031172276;4;19.625;14.5;7;37.0735216141;
39;4;31.9710006714;32.4565048218;8;35.9845567942;4;19.625;15.5;7;37.3061151505;
40;4;32.0912284851;33.4565048218;8;36.3742148876;5;20.625;13.5;6;37.5145664215;
41;4;33.2241516113;31.4565048218;8;36.7737312317;5;21.625;12.5;6;37.7004623413;
42;4;32.3705596924;32.4565048218;9;37.1846907139;5;22.4826049805;12.5;6;37.8655099869;
43;4;32.5311279297;33.4565048218;9;37.6085317135;5;20.4826049805;13.5;6;38.0;
44;4;32.706413269;34.3351554871;10;38.0464501381;5;21.4826049805;12.5;6;38.0;
45;6;32.8967819214;34.4196014404;6;67.249298811;5;22.4826049805;14.5;6;38.0;
46;6;35.1023674011;33.4196014404;6;69.634223938;5;22.5499992371;16.5;6;38.0;
47;6;35.3230323792;35.4196014404;7;71.5606417656;5;22.5499992371;18.5;6;38.0;
48;6;35.5583190918;37.4196014404;8;73.0910573006;5;22.5499992371;20.5;7;38.0;
49;7;36.8073997498;36.4196014404;6;74.3083415031;5;22.5499992371;22.5;7;38.0;
50;7;36.0690765381;38.4196014404;6;75.2951283455;5;22.5499992371;22.5;9;38.0;
51;7;36.341758728;40.4196014404;7;79.3549046516;5;22.5499992371;22.5;9;38.0;
52;8;38.2903175354;39.9196014404;5;99.5302667618;5;22.5499992371;22.5;9;38.0;
53;8;39.1217956543;43.3096008301;5;104.358233452;5;22.5499992371;22.5;10;38.0;
54;8;41.8532295227;47.6068649292;5;107.504545689;5;22.5499992371;22.5;11;38.0;
55;8;45.5019035339;48.8293457031;6;109.620366573;5;22.5499992371;22.5;11;38.0;
56;8;45.9942131042;52.9196014404;7;112.37002337;5;22.5499992371;22.5;11;38.0;
57;9;48.3756217957;57.9196014404;6;113.993961692;5;22.5499992371;22.5;12;38.0;
58;9;50.7495956421;61.9196014404;8;115.443037271;6;22.5499992371;22.5;11;38.0;
59;9;52.1115722656;64.8168487549;8;116.730070353;7;23.5499992371;23.5;10;39.0;
60;9;53.4574890137;66.9257965088;10;117.795464039;7;24.5499992371;24.5;10;39.1699999571;
61;9;54.7839851379;70.8378448486;11;118.642890334;7;24.5499992371;25.5;10;39.3669109344;
62;10;56.0884857178;73.5136108398;10;119.20767653;7;24.5499992371;26.5;11;39.5942704678;
63;10;57.3692779541;75.5620117188;11;119.734808564;7;24.5499992371;27.5;10;39.8558222055;
64;10;58.6254653931;77.6120834351;16;120.224066019;7;24.5499992371;27.5;10;40.1554293633;
65;11;57.6569061279;80.663848877;11;135.676288605;7;24.5499992371;27.5;9;40.4969480038;
66;11;57.6569061279;87.6120834351;12;137.143157721;8;24.5499992371;27.5;8;50.8840510845;
67;11;58.6569061279;93.6120834351;11;138.481943965;8;23.5499992371;29.5;8;52.7200024128;
68;11;57.6569061279;99.6120834351;12;139.684788823;8;24.5499992371;32.5;8;53.631778717;
69;11;61.9812278748;105.612083435;16;140.750936151;8;24.5499992371;35.5;9;54.571659565;
70;11;65.8526687622;108.612083435;18;141.685618043;9;24.5499992371;38.5;10;55.6697281599;
71;12;67.5685577393;113.612083435;18;142.372723579;9;24.9249992371;41.5;9;58.3653457165;
72;12;70.2372741699;116.612083435;18;142.943884492;9;27.0127506256;40.5;8;60.8538482189;
73;12;72.2943954468;119.612083435;18;143.438197494;9;26.0127506256;41.1716384888;7;63.1645483971;
74;12;72.9438171387;122.612083435;21;143.866835833;9;26.3381290436;40.6872596741;7;65.3248616457;
75;12;71.9866867065;127.268745422;22;144.141718984;9;27.3499584198;41.9097442627;8;67.2077009678;
76;12;73.014175415;128.336761475;24;144.279788375;10;29.0;40.8355789185;7;69.8814290762;
77;12;73.0279769897;129.405792236;25;144.419654369;10;32.0;40.0;7;71.568559289;
78;12;72.0419692993;133.475738525;23;145.561061144;10;34.2999992371;41.9614486694;7;73.0823628902;
