Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;2;6.0;12.3999996185;3;21.0;
2;1;13.0;10.0;4;20.0;2;7.15000009537;11.0;3;21.0800000429;
3;1;13.0;10.0;5;20.0;2;8.16199970245;10.0;3;21.165536046;
4;1;14.0;10.0;5;20.0;2;8.17483043671;10.0;3;21.2568495274;
5;2;16.0;10.0;4;21.0;2;8.18852710724;10.0;2;21.3541692495;
6;2;18.0;10.0;4;21.3999996185;2;9.30468845367;10.0;2;21.4577066898;
7;2;20.0;10.1999998093;4;21.7264003754;2;9.8279838562;10.0;2;21.5676511526;
8;2;21.0358409882;10.3632001877;4;22.8694274426;2;9.85272121429;10.0;2;22.099840641;
9;2;21.7216567993;10.9097137451;4;23.8335785866;2;9.97246456146;10.1999998093;2;22.5673309565;
10;2;23.7216567993;11.3658018112;4;24.6305116415;2;10.0776491165;10.3632001877;2;22.9815050364;
11;2;25.7216567993;11.7372808456;4;25.2793427706;2;10.170838356;10.4951858521;2;24.2721579075;
12;2;26.8188228607;12.0336990356;4;25.8024992943;2;10.4612360001;11.0209560394;2;25.4070909023;
13;2;27.4815006256;12.2662630081;4;26.2225775719;2;12.2836999893;11.4571752548;2;26.4009931087;
14;2;27.7335472107;12.446267128;4;26.3921557665;2;14.2836999893;11.8107032776;2;27.2747313976;
15;2;27.8352928162;12.5;4;26.4563041925;2;16.283700943;12.0916318893;2;28.0513114929;
16;2;29.8093032837;12.5;4;26.5224741697;2;17.4942913055;12.3113050461;3;28.7529191971;
17;2;30.8490047455;12.5;4;26.5906432867;3;18.575843811;12.4808797836;3;29.1781930923;
18;2;31.8899059296;12.5;5;26.6607804298;3;19.6629276276;12.5;4;29.5885672569;
19;2;32.9319877625;12.5;5;26.7328453064;3;20.6574287415;12.5;3;30.0204172134;
20;2;33.0397071838;12.5;5;26.8067884445;3;20.7545928955;12.5;3;30.4712295532;
21;2;33.084072113;12.5;5;26.8825509548;3;20.8560256958;12.5;3;30.9378581047;
22;2;33.1295318604;12.5;5;26.9600640535;3;20.9610176086;12.5;3;31.4165768623;
23;2;33.1760368347;12.5;5;27.0392494202;3;21.0687294006;12.5;3;31.9031729698;
24;3;33.2235488892;12.5;4;27.120018959;3;21.1782150269;12.5;4;32.3930792809;
25;3;33.2720108032;12.5;4;27.2022752762;3;21.2884426117;12.5;4;32.8815340996;
26;3;33.3213653564;12.5;4;27.2859115601;3;21.3983459473;12.5;4;33.3637628555;
