Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;2;7.0;11.1999998093;4;21.0;
3;1;13.0;10.0;5;20.0;2;8.14999961853;10.0;4;21.0599999428;
4;1;14.0;10.0;4;20.0;2;8.15900039673;10.0;4;21.1229639053;
5;1;15.0;10.0;4;20.0;2;8.16844463348;10.0;3;21.1889609098;
6;1;16.0;10.0;3;20.3999996185;2;9.26751613617;10.0;3;21.2580518723;
7;1;17.0;10.1999998093;3;20.7264003754;2;9.7830619812;10.0;3;21.3302885294;
8;1;17.4358406067;10.3632001877;3;21.8194274902;2;9.7993144989;10.0;2;21.8190145493;
9;1;18.0916557312;10.9097137451;3;22.7316036224;2;9.90927886963;10.1999998093;2;22.2388005257;
10;1;19.0916557312;11.3658018112;3;23.4745616913;2;10.0037298203;10.3632001877;2;22.6008902788;
11;1;20.0916557312;11.7372808456;3;24.0673980713;2;10.0852003098;10.4951858521;2;23.7875448465;
12;1;21.0916557312;12.0336990356;4;24.5325260162;2;10.3521976471;11.0209560394;3;24.8040741682;
13;1;22.0916557312;12.2662630081;4;24.892534256;2;12.148021698;11.4571752548;3;25.6643919945;
14;1;23.0916557312;12.446267128;4;25.0;2;14.148021698;11.8107032776;3;26.3888099194;
15;1;24.0916557312;12.5;4;25.0;2;16.148021698;12.0916318893;3;27.0000665188;
16;1;25.0916557312;12.5;4;25.0;2;17.2577610016;12.3113050461;3;27.5204386711;
17;1;26.0916557312;12.5;4;25.0;2;18.2985363007;12.4808797836;3;27.7490785122;
18;1;27.0;12.5;5;25.0;2;19.3413772583;12.5;3;27.9484119415;
19;1;27.0;12.5;5;25.0;2;20.2883930206;12.5;4;28.156321764;
20;1;27.0;12.5;5;25.0;2;20.3351726532;12.5;5;28.3723301888;
21;1;27.0;12.5;5;25.0;2;20.3837738037;12.5;5;28.5958371162;
