Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;8.0;11.0;4;20.0;
5;2;8.42599964142;10.9200000763;4;23.6501437426;1;8.0;10.0;3;20.0;
6;2;9.52799987793;11.2650718689;4;24.3396611214;1;9.0;10.0;3;20.0;
7;2;10.4764242172;11.543302536;4;24.9285950661;1;9.5;10.0;3;20.0;
8;2;10.6089334488;11.7641716003;4;25.6865624189;2;9.5;10.3000001907;2;21.3999996185;
9;2;10.7794761658;12.0549411774;4;26.3381440639;2;9.81500053406;10.1999998093;2;21.8264003992;
10;2;10.9260816574;12.2827939987;4;26.907253623;2;9.91094017029;10.3632001877;2;22.1992716789;
11;2;11.0541315079;12.4589796066;5;27.2282226086;2;9.99483585358;10.4951858521;2;23.4054436684;
12;2;13.9748477936;12.5;5;27.4905240536;2;10.2662248611;11.0209560394;1;24.4501843452;
13;2;15.9748477936;12.5;5;27.7771704197;2;12.0683965683;11.4571752548;1;25.3486692905;
14;2;17.1521205902;12.5;5;28.0888476372;2;14.0683965683;11.8107032776;1;26.1225088835;
15;2;18.2222480774;12.5;5;28.4258766174;2;16.0683956146;12.0916318893;2;26.7957427502;
16;2;19.298078537;12.5;5;28.7881331444;3;17.2117881775;12.3113050461;2;27.3919057846;
17;2;20.3795852661;12.5;5;29.1749720573;3;18.2696170807;12.4808797836;3;27.7113106251;
18;2;20.5643692017;12.5;5;29.5851640701;3;19.3328781128;12.5;4;28.0173821449;
19;2;20.6566619873;12.5;5;30.0168495178;3;20.3039112091;12.5;5;28.3487696648;
20;2;20.7537918091;12.5;7;30.4675207138;3;20.3784732819;12.5;5;28.7054548264;
21;2;20.8551921844;12.5;7;30.934035778;3;20.4587268829;12.5;5;29.0869145393;
22;2;20.9601573944;12.5;7;31.4126729965;3;20.5445556641;12.5;5;29.4920539856;
23;2;21.0678520203;12.5;7;31.8992233276;3;20.6357116699;12.5;5;29.9191560745;
24;2;21.1773262024;12.5;8;32.3891215324;3;20.7318096161;12.5;5;30.3658571243;
25;2;19.625;13.5;9;32.8776073456;3;20.8323173523;12.5;5;30.8291530609;
26;2;18.625;13.5;9;33.3599052429;3;20.9365596771;12.5;5;31.3054442406;
27;2;18.625;13.5;9;33.8314113617;3;21.0437240601;12.5;6;31.790620327;
28;2;19.625;14.5;10;34.2878704071;3;21.1528892517;12.5;7;32.2801818848;
29;2;19.625;15.5;10;34.7255268097;3;17.625;14.5;7;32.7693967819;
30;2;18.625;14.5;10;35.1412420273;3;16.625;16.5;7;33.2534770966;
31;2;18.625;14.5;10;35.5325679779;3;15.625;18.5;8;33.7277650833;
32;2;19.625;15.5;10;35.8977775574;3;14.625;20.5;8;34.187912941;
33;2;19.625;16.5;10;36.2358512878;3;14.0;22.5;8;34.6300430298;
34;2;18.625;15.5;10;36.5464267731;4;14.0;24.5;7;41.5405187607;
35;2;18.625;15.5;10;36.8297271729;4;15.0;26.5;7;42.3274917603;
36;2;18.2866897583;15.5;10;37.0864648819;4;16.0;27.8134555817;7;43.085278511;
37;2;17.344455719;16.5;10;37.3177433014;4;17.0;29.0732460022;6;43.8097319603;
38;2;16.344455719;15.5;10;37.5249595642;4;18.0;30.3141555786;6;44.4975385666;
39;2;15.7194547653;15.5;11;37.7097082138;4;19.0;31.5358352661;6;45.1462306976;
40;2;16.719455719;16.5;11;37.8737001419;4;20.0;32.7383575439;7;45.7541666031;
41;2;16.8965835571;17.5;11;38.0;4;21.0;33.9221496582;10;46.3204841614;
42;2;16.9249992371;18.5;13;38.0;4;22.0;35.087928772;11;46.8450288773;
43;2;16.9249992371;19.5;13;38.0;4;23.0;36.2366294861;10;47.3282728195;
44;2;16.9249992371;20.5;13;38.0;4;24.0;37.3693466187;11;47.7712230682;
45;2;16.9249992371;21.5;14;38.0;4;24.9390449524;38.4872665405;12;48.1753225327;
46;2;17.9249992371;20.5;15;38.0;4;26.1685733795;36.5916137695;12;48.4229059219;
47;2;18.9249992371;20.5;15;38.0;5;27.3806152344;37.5916137695;12;49.6393995285;
48;2;19.9249992371;20.5;15;38.0;6;29.5754585266;39.5916137695;10;59.8873565197;
49;2;20.9249992371;21.5;16;38.0;6;31.6786193848;42.5916137695;11;60.5195174217;
50;2;21.9249992371;22.5;17;38.0;7;33.0887336731;46.5;10;61.1112226248;
51;2;22.5499992371;22.5;17;38.0;7;32.9877853394;50.5;10;61.6622458696;
52;2;22.5499992371;22.5;17;38.0;7;34.1205253601;53.348361969;11;62.1730980873;
53;2;22.5499992371;22.5;18;38.0;8;35.239982605;55.3889808655;12;62.5647616386;
54;2;22.5499992371;22.5;19;38.0;8;35.2750015259;53.5;13;62.8926984072;
55;2;22.5499992371;22.5;19;38.0;8;35.875164032;54.4745101929;14;63.1967922449;
56;2;22.5499992371;22.5;19;38.0;8;36.9471473694;55.5194129944;15;63.4783352613;
57;2;22.5499992371;22.5;20;38.0;9;38.0117607117;53.5657310486;14;63.7388404608;
58;2;22.5499992371;22.5;20;38.0;9;37.0694618225;54.6134490967;14;63.9799561501;
59;2;22.5499992371;22.5;21;38.0;9;37.1207542419;55.6625442505;16;64.2033929825;
60;2;22.5499992371;22.5;21;38.0;9;38.1661643982;53.7129898071;16;64.3067884445;
61;2;22.5499992371;22.5;21;38.0;9;37.58152771;53.5;16;66.3825509548;
62;2;22.5499992371;22.5;21;38.0;9;39.1749992371;57.5;19;66.5800640583;
63;2;22.5499992371;22.5;22;38.0;9;42.1749992371;57.8720436096;20;67.7869594097;
64;2;22.5499992371;22.5;22;38.0;9;42.8493118286;61.9274749756;20;68.0435234308;
65;2;22.5499992371;22.5;22;38.0;9;44.3670539856;64.5;20;70.241938591;
66;2;20.5499992371;22.5;23;38.0;9;43.4216690063;67.5;24;72.1543316841;
67;2;21.5499992371;22.5;22;38.0;10;43.6988639832;69.1929244995;22;73.820707798;
68;2;22.5499992371;22.5;21;38.0;10;42.7356758118;67.5;22;75.1933300495;
69;2;22.5499992371;22.5;21;38.0;10;43.8112373352;67.5;24;76.2039815187;
70;2;22.5499992371;22.5;22;38.0;10;44.9698066711;68.5;25;76.8984866142;
71;3;22.5499992371;22.5;16;55.25;10;45.400554657;70.5;25;77.5870640278;
72;3;23.5499992371;23.5;16;56.1124992371;10;40.0;76.9770126343;26;78.1614997387;
73;3;24.5499992371;24.5;16;58.7499990463;10;38.0;80.7732162476;28;78.7113058567;
74;3;25.8627510071;26.0;16;60.9713821411;11;37.0;84.0864639282;27;79.2811447382;
75;4;27.1168842316;27.3899993896;15;62.8066549301;11;38.5944519043;85.9236526489;27;79.8698872328;
76;4;28.3205318451;28.6872596741;16;64.2991781235;11;38.7045707703;89.9236526489;29;80.4761478901;
