Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;8.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;9.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.5;10.3000001907;5;21.0;
8;2;10.2938766479;11.9641714096;3;25.1098823547;2;9.72500038147;10.0;5;21.4999996424;
9;2;10.6497240067;12.0549411774;3;25.6955879927;2;9.8375005722;10.1999998093;5;21.9353003502;
10;2;10.7815065384;12.2827939987;3;26.1933902502;2;9.93544197083;10.3632001877;5;22.3176362514;
11;2;10.8935127258;12.4589796066;3;26.4377241135;2;10.0214681625;10.4951858521;5;23.5373773575;
12;2;13.8142290115;12.5;3;26.6183350086;2;10.2959108353;11.0209560394;5;24.5968167782;
13;2;15.8142290115;12.5;3;26.8187118769;2;12.1013889313;11.4571752548;5;25.5111111403;
14;2;16.936466217;12.5;4;27.0402543545;2;14.1013889313;11.8107032776;5;26.3018171787;
15;3;17.9863147736;12.5;3;27.2842636108;2;16.1013889313;12.0916318893;5;26.9928781986;
16;3;18.527256012;12.5;3;27.5518820286;2;17.2561435699;12.3113050461;5;27.6076834202;
17;3;20.1014289856;12.5;3;27.8440244198;2;18.3181667328;12.4808797836;4;27.9463441372;
18;3;19.625;13.3532075882;4;28.1613030434;2;18.7228336334;13.3839035034;5;28.2720229626;
19;3;20.3362922668;12.5;4;28.5039470196;2;19.625;13.4816064835;5;28.6230447292;
20;3;19.625;13.5;5;28.871723175;2;19.625;13.5869131088;6;28.9990065098;
21;3;19.625;13.6615171432;5;29.263862133;2;20.5247764587;12.5;6;29.3989467621;
22;3;20.5843696594;12.5;5;29.6789975166;2;20.6147632599;12.5;6;29.8212919235;
23;3;19.625;13.5;5;30.1151270866;3;20.7097911835;12.5;6;30.2638244629;
24;3;20.625;12.5;5;30.5695996284;3;20.8093605042;12.5;6;30.7236814499;
25;3;18.8781604767;13.5;5;31.0391392708;3;20.9128284454;12.5;5;31.19739151;
26;3;16.625;15.5;6;31.5199065208;3;21.0194129944;12.5;6;31.680949688;
27;3;16.625;15.5;6;32.007601738;3;21.1282138824;12.5;6;32.1699318886;
28;3;16.2017097473;16.5;6;32.4976010323;3;19.625;13.5;6;32.6596431732;
29;3;15.6869602203;17.5;6;32.9851250648;3;17.625;15.5;6;33.1452922821;
30;4;15.7966537476;18.5;5;33.465420723;3;16.625;17.5;7;33.6221752167;
31;4;15.9047193527;19.5;5;33.9339466095;3;15.625;19.5;7;34.0858602524;
32;4;16.010137558;20.5;5;34.3865451813;3;14.625;21.5;7;35.5323524475;
33;4;16.1119728088;21.5;5;34.8195896149;3;15.0;23.5;7;36.0882242918;
34;4;16.2094078064;22.5;5;35.2300891876;3;16.0;25.4707565308;7;36.636144042;
35;4;16.3017692566;23.5;5;35.6157541275;3;16.2869720459;26.7524986267;7;37.1754932404;
36;4;16.3885440826;24.5;5;35.9750175476;3;16.3234882355;28.0164375305;8;37.7063953876;
37;4;15.3885440826;23.5;5;36.307009697;3;16.3641242981;29.2616424561;9;38.2296501398;
38;4;15.3885440826;23.5;5;36.6115064621;3;16.4092102051;30.487657547;10;38.7466285229;
39;4;16.3885440826;24.5;5;37.8888463974;3;16.4590568542;31.6944618225;10;39.2591381073;
40;4;16.3885440826;24.0;5;38.1698381901;3;16.5139598846;32.8824119568;11;39.7692625523;
41;4;16.0;25.5;7;38.4262497425;3;17.0;32.8824119568;12;40.2791945934;
42;4;17.0;25.0302963257;9;38.6595218182;4;18.0;33.8732299805;11;40.7910628319;
43;4;17.0;24.0458831787;9;38.8712742329;4;17.0;33.09532547;13;41.3067653179;
44;4;16.2527923584;25.5;9;39.0632246733;4;17.0;32.3351745605;13;41.8278141022;
45;4;16.2600631714;27.5;10;39.1887089014;4;17.0;31.5926189423;13;42.263862133;
46;4;17.0;27.0943546295;11;39.2221269608;4;17.0;30.8671150208;14;42.6789975166;
47;5;16.2749786377;28.5;11;39.2560760975;4;18.0;31.1577110291;14;43.1151270866;
48;5;18.282617569;27.5;12;39.2905418873;4;17.0;31.1577110291;14;44.5695996284;
