Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.5;10.0;4;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;9.5;10.0;4;20.3999996185;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;9.66343975067;10.6632003784;3;21.9903717041;
11;1;10.6065406799;12.4589796066;6;25.0;2;9.94783401489;10.4951858521;3;23.2119120359;
12;1;12.5272569656;12.5;6;25.0;2;10.2226810455;11.0209560394;3;24.2812614441;
13;1;13.5272569656;12.5;6;25.0;2;12.0303888321;11.4571752548;3;25.2156770229;
14;1;14.5272569656;12.5;6;25.0;2;14.0303888321;11.8107032776;3;26.0390859842;
15;1;15.5272569656;12.5;6;25.0;2;16.0303878784;12.0916318893;4;26.7780394554;
16;2;17.527256012;12.6999998093;5;26.0;3;17.2078056335;12.3113050461;4;27.458707571;
17;2;19.527256012;12.5;6;26.0900000334;3;18.2846469879;12.4808797836;5;27.8840510845;
18;2;19.8702507019;12.5;6;26.1871190071;3;18.7228336334;12.5;5;28.3200027943;
19;2;19.625;12.8561353683;6;26.2917383909;3;19.625;12.5;5;28.8073790073;
20;2;19.625;12.8875217438;6;26.4042263031;3;19.625;12.5;5;29.3477458954;
21;2;19.625;12.9212675095;7;26.5249304771;3;19.625;12.5;5;29.9413113594;
22;2;19.9681091309;12.5;7;26.6541694403;3;19.625;12.5;6;30.586581707;
23;2;19.625;12.9962511063;8;26.7922235727;4;19.625;12.5;5;31.2800674438;
24;2;19.625;12.5;8;26.9393253326;4;19.625;12.5;5;32.0160870552;
25;2;17.625;14.0817975998;8;27.0956480503;4;19.625;12.5;5;32.7867279053;
26;2;16.625;15.1286945343;8;27.261295557;4;19.625;12.5;5;33.5820074081;
27;2;15.625;16.1783885956;8;27.4362905025;4;19.625;12.5;5;34.3902606964;
28;2;15.1731653214;16.5;8;27.6205644608;4;19.625;12.5;5;35.1987380981;
29;3;14.5896272659;17.5;6;27.8139474392;4;19.625;12.5;5;35.9943685532;
30;3;14.6331386566;18.5;6;28.016159296;4;17.625;13.5;5;36.7645931244;
31;3;14.6786355972;19.5;6;28.2268030643;4;16.625;14.5;5;37.4981632233;
32;3;14.7260303497;20.5;6;28.445360899;4;15.625;15.5;5;38.1857919693;
33;3;14.7752056122;21.5;7;28.6711919308;4;14.625;16.5;5;38.8205833435;
34;3;14.8260183334;22.5;7;28.9035346508;4;14.0;17.5;5;39.3982028961;
35;3;14.8782958984;23.5;8;29.141512394;4;14.0;18.5;5;40.9167966843;
36;3;14.9318408966;24.5;9;29.3841423988;4;15.0;19.5;5;41.4167118073;
37;3;15.0;22.5;10;29.6303496361;4;16.0;20.5;5;41.8612713814;
38;3;14.0;23.5;11;29.8789830208;4;16.0;21.5;5;42.2539455891;
39;3;14.0;24.5;11;30.1288366318;4;16.0;22.5;6;42.5990742445;
40;3;15.0;22.5;12;30.3786706924;4;16.0;23.5;6;42.9014662504;
41;3;15.0;23.5;13;30.6272368431;4;16.0;24.5;7;43.1660692692;
42;3;15.26612854;24.5;13;30.8733024597;4;16.0;25.5;7;43.3048160076;
43;3;16.3214931488;22.5;13;31.1156759262;4;16.0;26.5;7;43.3530313969;
44;3;14.0;23.5;12;31.353228569;4;16.0;27.5;8;43.4023760557;
45;3;14.0;24.5;12;31.5849161148;4;16.0;28.5;8;43.4528282881;
46;3;15.0;22.5;12;31.8097963333;4;16.0;29.5;7;43.5043625832;
47;3;14.0;23.5;14;32.0270428658;4;17.0;27.5;8;43.5569496155;
48;3;14.0;24.5;15;32.2359538078;4;16.0;28.5;8;43.6105561256;
49;3;15.0;22.5;15;32.4359588623;4;16.0;29.5;9;43.6651450396;
50;3;16.0;22.5;16;32.6266198158;5;17.0;29.5;8;43.72067523;
51;3;17.0;22.5;16;32.8076286316;5;18.0;30.5;9;43.7771017551;
52;3;18.0;22.5;17;32.9788007736;5;19.0;31.5;9;43.8343759775;
53;3;19.0;22.5;17;33.1400680542;5;20.0;32.5;9;43.8924454451;
54;3;19.625;22.5;17;33.2914676666;5;21.0;33.5;9;43.9512542486;
55;3;19.625;22.5;19;33.4331302643;5;21.625;32.5;9;44.0107431412;
56;3;19.625;22.5;19;33.5652666092;5;21.625;31.5;9;44.0708494186;
57;3;19.625;22.5;19;33.6881551743;5;21.625;31.5;10;45.1315076351;
58;3;19.625;22.5;20;33.8021306992;5;22.625;32.5;11;45.2326498032;
59;3;19.625;22.5;21;33.9075689316;5;23.625;33.5;11;45.3353891373;
60;3;19.625;22.5;21;34.0;5;24.625;34.5;12;45.4396545887;
61;3;19.625;22.5;21;34.0;6;26.625;37.5;12;46.5453704596;
62;3;19.625;22.5;22;34.0;6;28.625;40.5;12;46.6724561453;
63;3;19.625;22.5;22;34.0;6;28.8544998169;43.3482894897;12;46.8010232449;
64;3;19.625;22.5;21;34.0;6;29.142036438;44.5;14;46.9309772253;
65;3;19.625;22.5;22;34.0;6;29.1572151184;46.5;15;47.0622187853;
66;3;19.625;22.5;22;34.0;6;28.8682594299;48.4471206665;14;47.1946450472;
67;3;19.625;22.5;21;34.0;6;28.872926712;49.4816627502;15;47.328150034;
68;3;19.625;22.5;21;34.0;6;29.625;48.302947998;17;47.462624073;
69;3;19.625;22.5;22;34.0;6;29.2208557129;47.5;18;47.5979547501;
70;3;19.625;22.5;22;34.0;6;28.625;50.3155822754;18;47.7340269089;
71;3;19.625;22.5;22;34.0;6;29.9873752594;47.3305511475;17;47.8707234859;
72;3;19.625;22.5;22;34.0;6;28.625;49.3456115723;17;48.0079253912;
73;3;20.625;22.5;22;34.0;6;28.625;50.5652389526;19;48.145512104;
74;3;21.625;22.5;22;34.0;6;30.024848938;47.3760032654;19;48.2833619118;
75;3;21.6499996185;22.5;22;34.0;6;28.625;49.3913192749;20;50.2015533447;
76;3;21.6499996185;22.5;22;35.0;6;28.8500003815;51.2571029663;20;51.8105224371;
77;3;22.6499996185;23.5;20;35.0199999809;6;29.0255012512;52.7310371399;19;53.149682641;
78;3;21.6499996185;24.5;17;35.0401959419;6;29.4606666565;53.1766891479;20;54.2622419596;
79;3;21.625;25.5;14;35.0605818033;7;31.0678596497;49.9097442627;20;55.0418388844;
80;3;21.625;26.5;14;35.0811508894;7;29.2999992371;51.0;20;55.581327796;
81;3;21.625;27.5;14;36.2818968296;7;31.1669902802;49.0;21;56.0159858465;
