Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.5;10.0;4;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;9.5;10.0;4;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;9.66343975067;10.3632001877;3;20.9903717041;
11;1;10.6065406799;12.4589796066;5;25.0;1;9.72283363342;10.4951858521;3;22.0419120789;
12;1;12.5272569656;12.5;4;25.0;1;9.95943069458;11.0209560394;3;22.9143505096;
13;1;13.5272569656;12.5;4;25.0;1;11.7228336334;11.4571752548;3;23.6214065552;
14;1;14.5272569656;12.5;4;25.0;1;12.7228336334;11.8107032776;3;24.1832637787;
15;1;15.5272569656;12.5;4;25.0;1;13.7228336334;12.0916318893;3;24.6226100922;
16;1;16.527256012;12.5;4;25.0;1;14.7228336334;12.3113050461;3;24.9617595673;
17;1;17.527256012;12.5;5;25.0;1;15.7228336334;12.4808797836;3;25.0;
18;1;17.625;12.5;5;25.0;1;16.7228336334;12.5;3;25.0;
19;1;17.625;12.5;6;25.0;1;17.625;12.5;3;25.0;
20;1;17.625;12.5;4;25.0;1;17.625;12.5;5;25.0;
21;1;17.625;12.5;4;25.0;1;17.625;12.5;5;25.0;
22;1;17.625;12.5;4;25.0;1;17.625;12.5;5;25.0;
23;1;17.625;12.5;4;25.0;1;17.625;12.5;6;25.0;
24;2;18.625;12.8000001907;3;26.0;1;17.625;12.5;7;25.0;
25;2;19.625;12.8000001907;3;26.0199999809;1;17.625;12.5;8;25.0;
26;2;19.8544998169;12.5;3;26.0401959419;1;17.625;12.5;8;25.0;
27;2;19.625;12.8120584488;3;26.0605818033;1;17.625;12.5;9;25.0;
28;2;19.8636302948;12.5;3;26.0811508894;1;17.625;12.5;9;25.0;
29;2;19.8682594299;12.5;3;26.1018965244;2;17.625;12.5;7;40.0;
30;2;19.625;13.050948143;3;26.1228116751;2;18.625;13.5;7;40.75;
31;2;19.625;13.0614061356;3;26.1438889503;2;19.625;14.5;7;41.4193744659;
32;2;19.625;13.0719442368;3;26.1651208401;2;19.625;15.5;7;42.0072898865;
33;2;19.8871517181;12.5;4;26.1864993572;2;19.625;16.5;7;42.5162696838;
34;2;19.625;13.093249321;4;26.2080165148;2;19.625;17.5;7;42.9513263702;
35;2;19.625;13.1040086746;4;26.2296639681;2;19.625;18.5;7;43.3190898895;
36;2;19.625;13.1148319244;4;26.2514331341;2;19.625;19.5;8;43.6270179749;
37;2;19.625;13.1257162094;4;26.2733153105;2;19.625;20.5;8;43.8827629089;
38;2;19.625;13.1366577148;4;26.2953014374;2;19.625;21.5;8;44.0;
39;2;19.9164428711;12.5;4;26.3173824549;2;19.625;22.5;8;44.0;
40;2;19.625;13.1586914062;4;26.3395489454;2;19.625;23.5;8;44.0;
41;2;19.926399231;12.5;4;26.3617914915;2;19.625;24.5;8;44.0;
42;2;19.9314041138;12.5;4;26.3841004372;2;19.625;25.5;9;44.0;
43;2;19.625;13.1920499802;5;26.4064661264;2;19.625;25.7999992371;9;44.0;
44;2;19.9414558411;12.5;5;26.428878665;3;19.625;25.7999992371;9;44.0;
45;2;19.625;13.2144393921;6;26.4513280392;3;19.625;25.7999992371;10;44.0;
46;2;19.95154953;15.2144393921;6;26.4738043547;3;19.625;25.7999992371;10;44.0;
47;2;19.9566059113;17.2144393921;7;26.4962974787;3;19.625;25.7999992371;11;44.0;
48;2;19.9616661072;19.2144393921;8;26.5187973976;3;19.625;27.7999992371;12;44.0;
49;2;19.9667301178;21.2144393921;8;26.5412938595;3;19.625;29.7999992371;13;44.0;
50;2;19.9717903137;22.5;9;26.5637768507;3;19.625;31.7999992371;14;44.0;
51;2;19.9768505096;22.5;10;26.5862361193;3;19.625;33.7999992371;15;44.0;
52;2;19.9819030762;22.5;10;26.6086617708;3;19.625;35.7999992371;16;44.0;
53;2;19.9869499207;22.5;11;26.6310436726;3;19.625;35.7999992371;16;44.0;
54;2;19.991985321;22.5;11;26.6533719301;3;19.625;35.7999992371;17;44.0;
55;2;19.9970092773;22.5;12;26.6756366491;3;19.625;35.7999992371;18;44.0;
56;2;20.0020179749;22.5;12;26.6978281736;3;19.625;35.7999992371;18;44.0;
57;3;20.0070114136;22.5;12;26.7199368477;3;19.625;35.7999992371;19;44.0;
58;4;20.0119857788;22.5;11;26.7419531345;3;19.625;35.7999992371;20;44.0;
59;4;20.0169391632;22.5;11;26.7638677359;3;19.625;35.7999992371;20;44.0;
60;4;19.625;23.3819332123;11;26.7856714725;4;19.625;35.7999992371;20;44.0;
61;4;20.0267753601;22.5;12;26.8073554039;4;19.625;35.7999992371;20;44.0;
62;4;19.625;23.403678894;11;26.8289107084;4;19.625;35.7999992371;21;44.0;
63;4;20.0365047455;22.5;11;26.8503289223;4;19.625;35.7999992371;21;44.0;
