Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;8.0;10.1999998093;4;22.0;1;8.0;12.0;6;20.0;
4;2;8.29999923706;10.5;3;22.9200001955;1;8.0;11.0;6;20.0;
5;2;8.43799972534;10.9200000763;3;23.6956797838;1;8.0;10.0;6;20.0;
6;2;9.53824520111;11.2650718689;3;24.3434545994;1;9.0;10.0;6;20.0;
7;2;10.4772777557;11.543302536;3;24.8825124502;1;9.5;10.0;6;20.0;
8;2;10.5985651016;11.7641716003;3;25.581130743;1;9.5;10.0;6;20.3999996185;
9;2;10.7557544708;12.0549411774;3;26.1623154879;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.8865203857;12.2827939987;3;26.6488640308;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.9959945679;12.4589796066;4;26.8740350008;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.9167108536;12.5;4;27.0263183117;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;15.9167108536;12.5;4;27.1878905296;2;11.7228336334;11.7571754456;2;24.6214065552;
14;2;17.0195331573;12.5;4;27.3588109016;2;13.7228336334;12.1107034683;2;25.2232637405;
15;2;18.0579891205;12.5;4;27.5390520096;2;15.7228336334;12.403632164;2;25.7037940025;
16;2;19.0985431671;12.5;4;27.728489399;2;16.7228336334;12.6356601715;2;26.0853130817;
17;2;20.141166687;12.5;3;27.9268918037;2;17.7228336334;12.8179454803;2;26.1671074629;
18;2;20.2835502625;12.5;4;28.1339139938;2;18.9854335785;12.5;3;26.211841464;
19;2;19.625;13.4401741028;4;28.3490912914;2;19.625;12.8635520935;3;26.2577478886;
