Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;3;22.5301437378;2;8.0;10.3000001907;5;21.0;
6;1;9.27600002289;11.2650718689;3;23.086605072;2;9.22500038147;10.0;4;21.0900000334;
7;1;10.194486618;11.543302536;3;23.5283432007;2;9.74524974823;10.0;4;21.1871190071;
8;1;10.2938766479;11.7641716003;3;24.1098823547;2;9.76710128784;10.0;4;21.7036092281;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;9.88331222534;10.1999998093;4;22.1564130783;
10;1;10.5272569656;12.2827939987;3;24.9179592133;2;9.98519229889;10.3632001877;4;22.557236433;
11;1;10.6065406799;12.4589796066;4;25.0;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;13.5272569656;12.6999998093;3;26.0;2;10.3558073044;11.0209560394;3;24.8916251659;
13;2;15.5272569656;12.5;3;26.0399999619;2;12.1677207947;11.4571752548;3;25.8364036083;
14;2;16.7612571716;12.5;3;26.0811839104;2;14.1677207947;11.8107032776;3;26.6592981815;
15;2;17.7705230713;12.5;3;26.1235535145;2;16.1677207947;12.0916318893;3;27.3839819431;
16;2;18.7800559998;12.5;3;26.1671074629;2;17.3441429138;12.3113050461;3;28.0334718227;
17;2;19.789855957;12.5;3;26.211841464;2;18.4139690399;12.4808797836;3;28.407397747;
18;2;19.8976650238;12.5;4;26.2577478886;2;19.4894981384;12.5;4;28.7683298588;
19;2;19.9079933167;12.5;4;26.3048160076;2;20.4728736877;12.5;4;29.1538929939;
