Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;8.0;13.3000001907;5;21.0;
3;1;8.0;10.0;5;21.0;2;10.0;12.0;5;21.0900000334;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.0;11.0;5;21.1871190071;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;11.178068161;10.0;5;21.2917383909;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;12.290640831;10.0;4;21.4042263031;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.8159503937;10.0;4;21.9389723539;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;12.9362688065;10.1999998093;4;22.4109756947;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;13.0424690247;10.3632001877;4;23.7114653587;
10;1;10.5272569656;12.2827939987;3;24.9179592133;2;13.3350801468;10.9097137451;4;24.8527286053;
11;1;10.6065406799;12.4589796066;4;25.0;2;13.5918636322;11.3658018112;4;25.8476524353;
12;2;13.5272569656;12.6999998093;3;26.0;2;15.5918636322;11.7372808456;4;26.7164058685;
13;2;15.5272569656;12.5;3;26.0399999619;2;17.5918636322;12.0336990356;3;27.4822225571;
14;2;16.7612571716;12.5;3;26.0811839104;2;18.7782936096;12.2662630081;3;28.168181181;
15;2;17.7705230713;12.5;3;26.1235535145;2;19.8516311646;12.446267128;3;28.6269388199;
16;2;18.7800559998;12.5;3;26.1671074629;2;20.9306716919;12.5;3;29.0031633377;
17;2;19.789855957;12.5;3;26.211841464;2;22.0153236389;12.5;3;29.4033532143;
18;2;19.8976650238;12.5;4;26.2577478886;2;23.1053657532;12.5;4;29.8259272575;
19;2;19.9079933167;12.5;4;26.3048160076;2;23.7108345032;12.5;5;30.268661499;
