Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;5;20.0;
5;2;8.27600002289;11.1199998856;3;23.5301437378;1;8.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;3;24.1266050339;1;9.0;10.0;5;20.0;
7;2;10.428486824;11.543302536;2;24.6095271111;1;9.5;10.0;5;20.0;
8;2;10.5371427536;11.7641716003;2;25.2442476749;1;9.5;10.0;5;20.3999996185;
9;2;10.6799554825;12.0549411774;2;25.7551473379;2;9.59000015259;10.5;4;21.7264003754;
10;2;10.7949075699;12.2827939987;2;26.1647416353;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;10.8870668411;12.4589796066;3;26.3060446978;2;9.94783401489;10.4951858521;4;23.0819120407;
12;2;13.8077831268;12.5;3;26.3673498631;2;10.1934309006;11.0209560394;4;23.99553442;
13;2;15.8077831268;12.5;3;26.4306943417;2;11.9660997391;11.4571752548;4;24.7449600697;
14;2;16.8491630554;12.5;3;26.4960671663;2;13.9660997391;11.8107032776;3;25.3503712416;
15;2;17.8638725281;12.5;3;26.5634490252;2;15.9660997391;12.0916318893;3;25.8344515562;
16;2;18.879032135;12.5;3;26.6328122616;2;16.9954986572;12.3113050461;3;26.2195074558;
17;2;19.8946380615;12.5;3;26.7041202784;2;18.0058269501;12.4808797836;3;26.3048160076;
18;2;20.0084266663;12.5;4;26.7773271799;2;19.0164165497;12.5;4;26.3530313969;
19;2;20.0248985291;12.5;4;26.8523778915;2;19.9294319153;12.5;4;26.4023760557;
20;2;19.625;13.0557136536;4;26.9292075634;2;19.9405345917;12.5;4;26.4528282881;
21;2;20.0590724945;12.5;4;27.0077416897;2;19.9518871307;12.5;4;26.5043625832;
22;2;20.0767421722;12.5;3;27.0878958702;2;19.9634819031;12.5;5;26.5569496155;
23;2;20.0947761536;12.5;3;27.1695766449;2;19.9753131866;12.5;5;26.6105561256;
24;2;20.113155365;12.5;4;27.2526805401;2;19.9873752594;12.5;5;26.6651450396;
25;2;18.1318531036;13.5;5;27.3370957375;2;19.9996566772;12.5;5;26.72067523;
26;3;18.625;13.2011289597;4;27.4227013588;2;20.0121517181;12.5;4;26.7771017551;
27;4;17.1701087952;13.5;3;27.5093686581;2;20.024848938;12.5;4;26.8343759775;
28;4;16.1896076202;14.5;4;27.5969614983;2;19.625;13.2337503433;4;26.8924454451;
29;4;16.625;13.5;4;27.6853370667;2;18.0508003235;13.5;4;26.9512542486;
30;4;15.2292003632;13.5;4;27.7743468285;2;17.064031601;14.5;4;27.0107431412;
31;4;15.625;13.5;4;27.863837719;2;16.0774173737;15.5;4;27.0708494186;
32;4;16.625;13.9319190979;4;27.9536523819;2;15.0909414291;16.5;4;27.1315076351;
33;4;17.625;13.9768257141;4;28.0436308384;2;14.4795894623;17.5;4;27.1926498413;
34;4;18.625;14.0218153;4;28.1336119175;2;14.4933462143;18.5;4;27.2542052269;
35;4;19.625;14.0668058395;4;28.2234334946;2;14.5071964264;19.5;5;27.3161010742;
36;4;18.3502731323;13.5;5;29.3129341602;2;14.5211229324;20.5;5;27.3782629967;
37;4;18.3704109192;14.5;5;29.4319548607;2;14.5351085663;21.5;6;27.4406147003;
38;4;18.3904399872;15.5;5;29.5509302616;2;14.5491380692;22.5;6;27.5030794144;
39;4;18.625;14.5;7;29.6697010994;2;14.5631923676;23.5;7;27.5655794144;
40;4;19.625;14.2889671326;7;29.7881121635;2;14.577255249;24.5;7;27.628036499;
41;4;18.4495334625;13.5;8;29.9060131311;2;14.5913085938;25.5;8;27.690372467;
42;4;18.625;13.5;9;30.0232592821;2;14.6053333282;26.5;9;27.7525100708;
43;5;17.4877738953;13.5;5;55.1397125721;2;14.6193141937;27.5;9;27.8143725395;
44;5;19.5064563751;13.5;5;57.0052421093;2;14.633234024;28.5;9;27.8758842945;
45;5;18.8998126984;13.5;6;58.5240995884;2;14.6470737457;29.5;9;27.936971426;
46;5;19.9178161621;17.5;6;59.7201323509;2;15.6608181;27.5;10;27.9975619316;
47;5;20.9354457855;21.5;6;60.639978528;2;14.674451828;28.5;10;28.0575861931;
48;5;21.9526805878;25.5;6;61.3380775452;2;14.68795681;29.5;11;28.1169772148;
49;5;22.9695034027;29.5;5;61.8150122166;3;16.7013206482;28.2000007629;10;29.1756706238;
50;5;23.9858989716;32.5;5;61.9227070808;3;16.7145252228;28.5;9;29.2636053562;
51;5;24.6268539429;32.5;6;62.0287955999;3;17.7275619507;28.5;10;29.3513145447;
52;6;24.6423549652;32.5;6;62.1332150698;3;18.0;29.5;10;29.438737154;
53;6;24.6573963165;32.5;6;62.235911727;3;19.753068924;30.5;11;29.5258147717;
54;6;23.625;33.5;6;62.3368397951;3;20.7655162811;31.5;11;29.6124910116;
55;6;24.625;32.5;6;62.4359614849;3;21.2600631714;32.5;12;29.698712945;
56;6;25.6996955872;32.5;6;62.5332454443;4;21.625;33.3320960999;11;29.784430027;
57;6;26.7128448486;32.5;6;62.6286683083;4;21.625;32.5;11;29.8695943356;
58;6;27.7255191803;32.5;7;63.7222126722;4;22.438041687;30.3792533875;12;29.9541609287;
59;6;29.7377223969;33.5;7;63.8538675308;4;21.625;29.5;13;30.0380876064;
