Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;4;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;11.2971115112;10.4951858521;5;22.0419120789;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;11.6125736237;11.0209560394;6;22.9143505096;1;9.95943069458;11.0209560394;4;22.9143505096;
13;1;13.2971115112;11.4571752548;6;23.6214065552;1;11.7228336334;11.4571752548;4;23.6214065552;
14;1;14.2971115112;11.8107032776;6;24.1832637787;1;12.7228336334;11.8107032776;4;24.1832637787;
15;1;15.2971115112;12.0916318893;6;24.6226100922;1;13.7228336334;12.0916318893;4;24.6226100922;
16;1;16.2971115112;12.3113050461;6;24.9617595673;1;14.7228336334;12.3113050461;4;24.9617595673;
17;1;17.2971115112;12.4808797836;6;25.0;1;15.7228336334;12.4808797836;5;25.0;
18;2;19.2971115112;12.6999998093;5;26.0;1;16.7228336334;12.5;6;25.0;
19;2;21.2971115112;12.5;6;26.0399999619;2;17.625;12.5;5;25.0;
20;2;21.8120002747;12.5;6;26.0811839104;2;17.625;12.5;5;25.0;
21;2;21.8243560791;12.5;6;26.1235535145;2;17.625;12.5;5;25.0;
22;2;21.8370666504;12.5;6;26.1671074629;2;17.625;12.5;6;25.0;
23;2;21.8501319885;12.5;6;26.211841464;2;17.625;12.5;7;25.0;
24;2;21.8635520935;12.5;6;26.2577478886;2;17.625;12.5;7;25.0;
25;2;21.5;12.8773241043;6;26.3048160076;2;17.625;12.5;8;25.0;
26;2;21.5;12.8914451599;6;26.3530313969;2;17.625;12.5;8;25.0;
27;2;21.9059104919;12.5;6;26.4023760557;2;17.625;12.5;8;25.0;
28;2;21.5;13.2011880875;6;26.4528282881;2;17.625;12.5;8;25.0;
29;2;21.5;13.2264137268;6;26.5043625832;3;17.625;12.5;4;40.0;
30;2;21.5;13.2521810532;6;26.5569496155;3;18.625;13.5;4;40.75;
31;2;21.5;13.2784748077;6;26.6105561256;3;19.625;14.5;4;41.4193744659;
32;2;21.9831676483;12.5;6;26.6651450396;3;19.625;15.5;4;42.0072898865;
33;2;21.5;13.332572937;7;26.72067523;3;19.625;16.5;4;42.5162696838;
34;2;21.5;13.3603372574;7;26.7771017551;3;19.625;17.5;5;42.9513263702;
35;2;22.0331306458;12.5;7;26.8343759775;3;19.625;18.5;5;43.3190898895;
36;2;21.5;13.4171876907;7;26.8924454451;3;19.625;19.5;6;43.6270179749;
37;2;22.0677337646;12.5;8;26.9512542486;3;19.625;20.5;6;43.8827629089;
38;2;21.5;13.4756269455;8;27.0107431412;3;19.625;21.5;7;44.0;
39;2;21.5;13.5053710938;8;27.0708494186;3;19.625;22.5;7;44.0;
40;2;22.1212539673;12.5;8;27.1315076351;3;19.625;23.5;8;44.0;
41;3;22.5;14.0;8;28.1926498413;3;19.625;24.5;8;44.0;
42;3;23.5;13.0;8;28.2942051888;4;19.625;25.5;7;44.0;
43;3;23.8120002747;13.5;9;28.3972849846;4;20.625;23.5;7;44.0;
44;3;24.5191841125;16.5;9;28.5018165112;4;19.625;24.5;7;44.0;
45;3;24.5505447388;19.5;9;28.6077221632;4;19.625;25.5;8;44.0;
46;3;24.5823173523;22.5;10;28.7149208784;4;20.625;23.5;9;44.0;
47;3;24.6144752502;25.5;10;28.8233273029;4;19.625;24.5;9;44.0;
48;3;24.6469993591;27.5;11;28.9328525066;4;19.625;26.5;10;44.0;
49;3;24.6798553467;27.5;11;29.0434038639;4;19.625;28.5;10;44.0;
50;3;24.7130203247;27.5;14;29.1548861265;4;19.625;30.5;10;45.0;
51;4;23.8718185425;27.5;12;58.0172008276;4;21.625;30.5;10;45.2100000381;
52;4;23.75;29.1683006287;14;60.1427476406;4;23.625;31.5;11;45.4615590572;
53;4;25.9326667786;29.4237499237;14;61.7907006741;4;24.625;31.5;11;45.7617404461;
54;5;25.75;30.9865188599;13;63.0201778412;4;26.0213928223;31.5;11;46.1182861328;
55;5;24.75;31.5376739502;13;63.9159456491;4;26.3766136169;31.5;12;46.5394377708;
56;5;24.75;33.2531356812;13;64.5631811619;5;25.8999996185;31.5;11;47.0336265564;
57;5;24.75;34.2527656555;13;64.7027723789;5;25.8999996185;31.5;12;47.6089954376;
58;5;24.75;35.303276062;13;64.8179813623;5;25.8999996185;31.0262966156;12;48.272726059;
59;5;24.75;36.3562698364;14;64.9331690073;5;25.8999996185;30.4909095764;12;49.030163765;
60;5;25.0;37.4092559814;14;66.0482252836;5;26.8999996185;28.4909095764;13;49.8837742805;
61;6;27.0;39.4621810913;11;87.9430406094;6;27.2238483429;27.5;12;50.832016468;
62;6;30.0;41.590057373;11;89.1755959988;6;27.4372024536;27.5;12;51.8682956696;
63;6;32.0;45.567653656;12;90.2142939568;6;27.6703662872;27.5;12;52.980219841;
64;6;33.4249992371;48.2469940186;12;91.0759227276;6;27.9205493927;27.5;13;54.1494245529;
65;6;34.4249992371;50.2275314331;13;91.7839249372;6;25.9205493927;28.5;13;55.3521900177;
66;6;36.4249992371;48.80103302;13;92.3638845682;6;24.9205493927;28.5;13;56.5609493256;
67;6;36.4249992371;49.8254814148;13;92.8129689693;6;24.9205493927;29.5;13;57.7465839386;
68;6;37.4249992371;50.8628540039;16;96.84235394;6;24.9205493927;30.5;14;58.881146431;
69;6;39.0765609741;51.7175102234;16;99.8489134312;6;24.9732589722;31.5;15;59.9405136108;
70;6;40.5282783508;52.6540985107;17;101.946005821;6;26.2116165161;29.5;15;60.9064273834;
71;6;42.8248329163;50.6644287109;18;103.259972095;6;25.2116165161;29.5;15;61.7675685883;
72;6;42.0999984741;51.7391700745;19;103.726875305;6;27.2116165161;27.5;15;63.519569397;
73;6;40.0999984741;53.8729400635;19;104.014002562;6;27.2116165161;29.5;15;66.5149126053;
74;6;39.0999984741;56.0070915222;20;104.301329732;6;28.3286056519;32.0;15;69.0248713493;
75;6;39.0999984741;55.1413726807;20;104.588317752;6;27.7473716736;32.3899993896;16;71.0844967365;
76;6;37.0999984741;57.2755393982;21;104.874433756;6;27.8906726837;33.6872596741;16;72.7453278303;
77;6;36.0999984741;59.4093437195;22;105.1591537;6;27.0005874634;34.9097442627;16;73.9034689665;
78;6;36.0999984741;58.5425453186;22;105.441967249;6;27.0512695312;36.0;17;74.4962656498;
79;6;34.0999984741;60.6749076843;23;105.722381115;6;26.0615978241;35.0;17;74.970291853;
80;6;33.0999984741;62.8061904907;24;105.999921441;6;27.0721893311;36.0;16;75.3476736546;
81;6;33.0999984741;61.9361953735;24;106.274137259;6;25.0830364227;38.0;17;75.4023760557;
82;6;31.1000003815;64.0646896362;25;106.54460454;7;24.2999992371;40.7011871338;16;75.4528282881;
83;7;30.1000003815;66.1914901733;19;118.810925245;7;24.6268844604;42.0;17;75.5043625832;
84;7;32.0999984741;65.2741394043;20;119.912733316;7;24.6384811401;44.0;17;75.5569496155;
85;8;32.0999984741;69.3666229248;17;144.960635662;7;24.6503124237;46.0;17;75.6105561256;
86;8;34.0999984741;72.4566497803;18;147.624294281;7;24.6623744965;48.0;17;75.6651450396;
87;8;37.0999984741;74.1078491211;18;149.902884483;8;24.6746559143;50.0;17;75.72067523;
88;8;38.0999984741;77.2911529541;19;151.809785366;8;24.6871509552;52.0;17;76.7771017551;
89;8;40.0999984741;80.3446884155;21;153.38288784;8;25.699848175;55.0;17;76.9843759537;
90;8;42.9458770752;80.4024887085;23;154.671380997;8;26.7127342224;58.0;17;77.2132204771;
91;8;43.0838394165;83.4642562866;21;155.695697308;8;26.7257995605;61.0;17;77.4659087658;
92;8;45.2028121948;83.5156936646;22;156.230728865;8;26.739030838;64.0;17;77.7448005676;
93;8;45.3043899536;83.5569534302;24;156.671822309;8;27.7524166107;64.0;17;78.0522865057;
94;8;44.3903656006;86.6018600464;24;157.063601971;8;26.7659416199;66.0;18;78.3907136917;
95;8;45.4626083374;86.6497268677;24;157.335607052;8;26.7795886993;68.0;17;78.7622888088;
96;8;45.5;86.7075119019;21;157.479237318;8;27.793346405;67.0;12;80.1689560413;
97;8;44.5;89.7760391235;22;157.619058609;8;27.8071956635;70.0;12;80.672254324;
98;8;44.5;95.533241272;22;157.755010366;8;28.8211212158;73.0;13;81.2161185741;
99;9;44.5;98.623878479;22;159.010014057;7;27.8351078033;70.0;14;80.6118850708;
100;9;45.5;102.711982727;23;159.204112649;7;26.8491363525;72.0;14;81.167757988;
101;9;46.5;106.797515869;27;159.397356272;7;26.8631916046;74.0;15;81.7590141296;
102;9;46.5;110.880477905;28;159.64066875;8;27.8772544861;73.0;14;82.3827033043;
103;9;46.5;114.997261047;30;159.838232636;8;27.8913078308;72.0;14;84.0346240997;
104;10;47.5;116.082756042;29;160.039326668;8;26.9053325653;75.0;14;85.6093467474;
105;10;46.5;119.16847229;30;160.24366796;8;27.9193134308;76.0;16;86.1103271842;
106;10;47.5;119.254203796;31;161.500704885;8;27.9332332611;77.0;16;86.6391245723;
107;10;47.5;119.980316162;32;162.783111095;8;26.9470729828;81.0;16;87.1858084798;
108;10;46.5;124.715888977;33;164.082971334;8;27.960817337;82.0;17;87.7404287457;
109;10;47.5;126.455566406;33;165.301870584;8;27.9744510651;82.2952423096;18;88.2934058905;
110;10;47.5;128.130630493;34;166.516429663;8;26.9879570007;84.5609664917;18;88.8359187841;
111;10;46.5;132.795028687;35;167.719495296;8;28.0013198853;83.5048675537;19;89.3602401614;
112;10;47.5;134.444061279;36;168.904439211;8;28.0145263672;82.4543838501;19;89.8599895239;
113;10;47.5;136.073440552;37;170.065320969;8;28.0275611877;81.5725250244;20;90.3302721083;
