Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
5;1;9.0;10.0;5;20.0;2;8.0;10.1999998093;5;21.0;
6;1;10.0;10.0;5;20.0;2;9.22500038147;10.0;5;21.1200000048;
7;1;11.0;10.0;5;20.0;2;9.75199985504;10.0;5;21.2530560493;
8;1;11.0;10.0;5;20.3999996185;2;9.78193759918;10.0;5;21.8127820492;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.90787601471;10.1999998093;5;22.3170127869;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;10.0213279724;10.3632001877;5;22.7783694267;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.1251335144;10.4951858521;5;24.1197800636;
12;2;11.6125736237;11.2209558487;4;23.9143505096;2;10.4269514084;11.0209560394;5;25.3230593204;
13;2;14.2971115112;11.4571752548;4;24.661406517;2;10.6976890564;11.4571752548;5;26.4056642056;
14;2;16.2971115112;11.8107032776;4;25.2644476891;2;12.6976890564;11.8107032776;5;27.3911669254;
15;2;17.6214675903;12.0916318893;4;25.7461636066;2;14.6976890564;12.0916318893;5;28.3050293922;
16;2;18.6341781616;12.3113050461;4;26.1288670301;2;15.9842739105;12.3113050461;5;29.1714119911;
17;2;19.6472434998;12.4808797836;4;26.211841464;2;17.1029014587;12.4808797836;5;29.790178299;
18;2;20.6606636047;12.5;4;26.2577478886;2;18.2335186005;12.5;5;30.4229521751;
19;2;21.6744365692;12.5;4;26.3048160076;2;19.3758926392;12.5;5;31.1049995422;
20;2;21.8914451599;12.5;5;26.3530313969;2;20.5293540955;12.5;5;31.8311891556;
21;2;21.9059104919;12.5;6;26.4023760557;2;21.1620178223;12.5;7;32.5941519737;
22;2;21.9207134247;12.5;6;26.4528282881;2;21.3336849213;12.5;7;33.38438797;
23;2;21.9358482361;12.5;6;26.5043625832;2;21.5114879608;12.5;7;34.1905984879;
24;2;21.9513092041;12.5;6;26.5569496155;2;21.6928844452;12.5;7;35.0002355576;
25;2;21.9670848846;12.5;6;26.6105561256;2;21.8750534058;12.5;7;35.8002309799;
26;2;21.9831676483;12.5;6;26.6651450396;2;22.0550518036;12.5;9;36.5778226852;
27;2;21.5;13.332572937;6;26.72067523;2;22.2300109863;12.5;9;37.3213710785;
28;2;21.5;13.3603372574;6;26.7771017551;2;22.3973083496;12.5;9;38.0210561752;
29;2;22.0331306458;12.5;6;26.8343759775;2;22.5547370911;12.5;10;38.6693668365;
30;2;21.5;13.4171876907;6;26.8924454451;2;22.7006072998;12.5;10;39.2613372803;
31;2;22.0677337646;12.5;6;26.9512542486;2;22.8338012695;12.5;10;39.7945203781;
32;2;21.5;13.4756269455;6;27.0107431412;2;22.9537658691;12.5;10;40.2687559128;
33;2;21.5;13.5053710938;6;27.0708494186;2;23.0604705811;12.5;10;40.6857824326;
34;2;22.1212539673;12.5;6;27.1315076351;2;23.1543006897;12.5;10;41.0487861633;
35;2;21.5;13.5;6;27.1926498413;2;23.2359771729;12.5;10;41.3619327545;
36;2;22.1577949524;12.5;7;27.2542052269;2;23.3064346313;12.5;10;41.6299514771;
37;2;21.5;13.5;7;27.3161010742;2;23.3667392731;12.5;10;41.8577899933;
38;2;22.1948299408;12.5;7;27.3782629967;2;23.4180030823;12.5;10;42.0;
39;2;22.2134780884;12.5;7;27.4406147003;2;23.4500007629;12.5;10;42.0;
40;2;22.2321853638;12.5;7;27.5030794144;2;23.4500007629;12.5;10;42.0;
41;3;23.2509231567;13.0;6;28.5655794144;2;23.4500007629;12.5;10;42.0;
42;3;23.5;13.0;6;28.6780364513;2;23.4500007629;12.5;11;42.0;
43;3;24.6034107208;16.0;6;28.7923474312;2;23.4500007629;14.5;11;42.0;
44;3;24.6377048492;19.0;6;28.908460021;2;23.4500007629;16.5;11;42.0;
45;3;24.67253685;22.0;6;29.0263172388;2;23.4500007629;18.5;11;42.0;
46;3;24.7078933716;25.0;7;29.1458575726;2;23.4500007629;20.5;13;42.0;
47;3;24.7437591553;27.5;7;29.2670147419;2;23.4500007629;22.5;13;42.0;
48;3;24.7801055908;27.5;7;29.3897176981;2;23.4500007629;22.5;13;42.0;
49;3;24.8169155121;27.5;7;29.5138903856;3;23.4500007629;22.5;14;42.0;
50;4;24.8541679382;27.5;6;29.6394513845;3;23.4500007629;22.5;14;42.0;
51;4;24.891834259;27.5;6;29.7663139105;3;23.4500007629;22.5;15;42.0;
52;4;24.9298934937;27.5;6;29.8943858147;4;23.4500007629;22.5;10;57.0;
53;4;24.9683151245;27.5;6;30.0235688686;4;22.4500007629;24.5;11;57.75;
54;4;25.0070705414;27.5;6;30.1537594795;5;22.4500007629;26.5;10;58.4193744659;
55;4;25.0461273193;27.5;6;30.2848484516;5;22.625;28.5;10;59.0072898865;
56;4;25.0854549408;27.5;6;31.4167200327;5;23.625;30.5;10;59.5162696838;
57;4;26.1250152588;28.5;6;31.5892534256;5;24.625;32.5;10;59.9513263702;
58;4;27.1647758484;29.5;6;31.7635059357;5;25.625;33.5;10;60.3190898895;
59;4;27.2046966553;30.5;6;31.9393470287;5;26.625;34.5;10;61.6270179749;
60;4;27.2447376251;31.5;7;32.1166380644;5;28.213104248;36.5;10;61.9127628803;
61;4;26.5990867615;33.5;8;32.295232892;5;30.2898292542;35.5;10;62.0605909824;
62;4;26.6137733459;34.2913284302;8;32.4749770164;5;29.5636329651;37.5;12;63.091766119;
