Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;2;10.5;10.1999998093;4;21.0;
8;1;11.0;10.0;5;20.3999996185;2;11.5;10.0;4;21.4999996424;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;12.5900001526;10.1999998093;4;21.9353003502;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;12.9354419708;10.3632001877;4;22.3176362514;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;13.0214681625;10.4951858521;4;23.5373773575;
12;1;11.6125736237;11.0209560394;6;22.9143505096;2;13.2959098816;11.0209560394;5;24.5968167782;
13;1;13.2971115112;11.4571752548;6;23.6214065552;2;16.0593128204;11.4571752548;5;25.5111111403;
14;1;14.2971115112;11.8107032776;6;24.1832637787;2;18.0593128204;11.8107032776;5;26.3018171787;
15;1;15.2971115112;12.0916318893;6;24.6226100922;2;19.199508667;12.0916318893;5;26.9928781986;
16;1;16.2971115112;12.3113050461;6;24.9617595673;2;20.2561435699;12.3113050461;5;27.6076834202;
17;1;17.2971115112;12.4808797836;6;25.0;2;21.3181667328;12.4808797836;5;27.9463441372;
18;1;18.2971115112;12.5;6;25.0;2;22.385761261;12.5;5;28.2720229626;
19;1;19.2971115112;12.5;7;25.0;2;23.3612060547;12.5;6;28.6230447292;
20;1;19.5;12.5;7;25.0;2;23.4401855469;12.5;6;28.9990065098;
21;1;19.5;12.5;7;25.0;2;23.5247764587;12.5;6;29.3989467621;
22;1;19.5;12.5;8;25.0;2;23.6147632599;12.5;6;29.8212919235;
23;1;19.5;12.5;8;25.0;2;23.7097911835;12.5;6;30.2638244629;
24;1;19.5;12.5;8;25.0;3;23.8093605042;12.5;5;30.7236814499;
25;1;19.5;12.5;8;25.0;3;23.9128284454;12.5;6;31.19739151;
26;1;19.5;12.5;8;25.0;3;24.0194129944;12.5;6;31.680949688;
27;1;19.5;12.5;8;25.0;3;24.1282138824;12.5;6;32.1699318886;
28;1;19.5;12.5;8;25.0;3;24.2382354736;12.5;6;32.6596431732;
29;1;17.5;13.5;8;25.0;3;24.3484191895;12.5;6;33.1452922821;
30;1;16.5;14.5;9;25.0;3;22.625;13.5;6;33.6221752167;
31;1;15.5;15.5;9;25.0;3;22.625;14.5;6;34.0858602524;
32;1;14.5;16.5;9;25.0;3;21.625;13.5;6;34.5323524475;
33;1;13.5;17.5;8;25.0;3;21.625;13.5;6;34.9582242966;
34;1;12.5;18.5;8;25.0;3;20.625;13.5;6;35.3607130051;
35;1;12.0;19.5;8;25.0;3;20.625;14.5;6;35.7377691269;
36;1;12.0;20.5;6;25.0;3;20.0409984589;15.5;6;36.088060379;
37;1;12.0;21.5;6;25.0;3;19.4948139191;16.5;7;36.4109382629;
38;1;12.0;22.5;6;25.0;3;18.4948139191;15.5;7;36.7063741684;
39;1;12.0;23.5;6;25.0;3;19.0;15.5;7;36.9748744965;
40;1;12.0;24.5;7;25.0;3;20.0;15.5;7;37.2173805237;
41;1;13.0;22.5;7;25.0;3;19.0;14.5;7;37.4351701736;
42;1;12.0;23.5;7;25.0;3;19.0;14.5;8;37.6297597885;
43;1;12.0;24.5;7;25.0;3;20.8416957855;16.5;9;37.8028182983;
44;1;13.0;22.5;7;25.0;3;21.8806343079;18.5;7;37.9560909271;
45;1;12.0;23.5;7;25.0;3;22.9151191711;20.5;7;38.0;
46;1;12.0;24.5;7;25.0;3;23.9249992371;21.5;7;38.0;
47;1;13.0;22.5;8;25.0;3;24.9249992371;22.5;8;38.0;
48;1;12.0;23.5;9;25.0;3;25.5499992371;22.5;8;38.0;
49;1;12.0;24.5;11;25.0;3;25.5499992371;22.5;9;38.0;
50;1;13.0;22.5;11;25.0;3;25.5499992371;22.5;9;38.0;
51;1;12.0;23.5;12;25.0;3;25.5499992371;22.5;9;38.0;
52;1;12.0;24.5;12;25.0;3;25.5499992371;22.5;9;38.0;
53;1;13.0;22.5;12;25.0;3;25.5499992371;22.5;10;38.0;
54;1;12.0;23.5;12;25.0;3;25.5499992371;22.5;10;38.0;
55;1;13.0;21.5;12;25.0;3;25.5499992371;22.5;10;38.0;
56;1;14.0;20.5;12;25.0;4;25.5499992371;22.5;10;38.0;
57;1;15.0;19.5;13;25.0;4;25.5499992371;22.5;10;38.0;
58;1;16.0;18.5;13;25.0;4;25.5499992371;22.5;10;38.0;
59;1;17.0;17.5;14;25.0;4;25.5499992371;22.5;10;38.0;
60;1;18.0;17.5;14;25.0;4;25.5499992371;22.5;10;38.0;
61;1;19.0;17.5;14;25.0;4;25.5499992371;22.5;10;38.0;
62;1;19.5;17.5;14;25.0;4;25.5499992371;22.5;10;38.0;
63;1;19.5;17.5;13;25.0;4;25.5499992371;22.5;10;38.0;
64;1;19.5;17.5;14;25.0;4;25.5499992371;22.5;9;39.0;
65;1;19.5;17.5;14;25.0;4;26.5499992371;23.5;9;39.0;
66;2;18.75;17.5;13;33.0;4;27.5499992371;24.5;9;39.0;
67;2;19.75;18.5;13;33.2399997711;4;27.5499992371;25.5;9;40.3900003433;
68;2;20.75;19.5;12;33.467423439;4;27.8627510071;27.0;9;41.5194797516;
69;2;21.75;20.5;12;33.6818675995;4;28.1168842316;28.3899993896;9;42.424580574;
