Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;2;11.0;10.1999998093;4;21.0;1;9.5;10.0;5;20.0;
8;2;11.3000001907;10.0;4;21.4999996424;1;9.5;10.0;5;20.3999996185;
9;2;11.4499998093;10.1999998093;4;21.9353003502;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.5805902481;10.3632001877;4;22.3176362514;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.6952905655;10.4951858521;4;23.5373773575;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.0612134933;11.0209560394;4;24.5968167782;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;14.0612134933;11.4571752548;5;25.5111111403;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;16.0612125397;11.8107032776;5;26.3018171787;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;17.2481403351;12.0916318893;5;26.9928781986;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;18.3236541748;12.3113050461;4;27.6076834202;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;19.4063510895;12.4808797836;4;27.9463441372;1;15.7228336334;12.4808797836;6;25.0;
18;2;20.4964771271;12.5;4;28.2720229626;1;16.7228336334;12.5;6;25.0;
19;2;21.5941810608;12.5;4;28.6230447292;2;18.625;12.6999998093;5;26.0;
20;2;22.5869140625;12.5;4;28.9990065098;2;19.625;12.5;5;26.0499999523;
21;2;21.5;13.5;8;29.3989467621;2;19.8612499237;12.5;7;26.1019749641;
22;3;21.75;12.5;4;39.2127799988;2;19.625;12.8305921555;6;26.1559499502;
23;3;23.0517482758;13.5;4;40.0881204605;2;19.625;12.8467845917;7;26.2119446993;
24;3;24.1712322235;14.5;5;40.9582109451;2;19.625;12.8635835648;7;26.269973278;
25;3;22.75;16.5;5;41.8172988892;2;19.625;12.8809919357;7;26.3300433159;
26;3;22.75;17.4212417603;5;42.6598200798;2;19.625;12.8990125656;7;26.3921557665;
27;3;22.75;19.4212417603;5;43.4804883003;2;19.625;12.9176464081;7;26.4563041925;
28;3;23.75;18.4212417603;5;44.2743902206;2;19.625;12.9368915558;7;26.5224741697;
29;3;24.75;18.6859722137;6;45.0370807648;2;19.9675559998;12.5;7;26.5906432867;
30;4;24.9492301941;19.6350727081;5;45.764667511;3;17.9828948975;13.5;7;26.6607804298;
31;4;22.9492301941;20.7854957581;5;46.4539003372;3;16.9986763;14.5;7;26.7328453064;
32;4;22.75;21.9208240509;5;47.1022338867;3;16.0148906708;15.5;8;26.8067884445;
33;4;22.75;23.041929245;5;47.7078695297;3;15.0315275192;16.5;8;26.8825509548;
34;4;23.75;21.1497879028;5;48.269774437;3;14.4235744476;17.5;8;26.9600640535;
35;4;24.75;20.2454376221;5;48.7377691269;3;14.4410142899;18.5;8;27.0392494202;
36;4;22.75;21.2999992371;5;50.088060379;3;14.4588308334;19.5;8;27.120018959;
37;4;22.75;21.7600002289;5;50.4309382439;3;14.4770040512;20.5;8;27.2022752762;
38;4;23.75;22.7691993713;5;50.7465701103;3;14.4955120087;21.5;8;27.2859115601;
39;4;22.75;21.7784900665;5;51.0354562998;3;14.5143299103;22.5;9;27.3708124161;
40;4;22.0363578796;21.2999992371;5;51.2985314131;3;14.5334329605;23.5;10;27.4568536282;
41;4;21.75;21.797328949;5;51.5370666981;3;14.5527915955;24.5;10;27.5439035892;
42;4;24.0475120544;25.797328949;6;51.7525714636;3;15.5723781586;22.5;12;27.6318233013;
43;4;26.0531597137;29.797328949;7;51.9467072487;3;14.5921602249;23.5;12;27.7204678059;
44;4;28.0588493347;33.797328949;8;52.1212117672;3;14.6121053696;24.5;13;27.8096864223;
45;4;28.5627269745;37.797328949;8;52.1864993572;3;15.6321792603;22.5;14;27.8993241787;
46;4;28.5803546906;40.2999992371;10;52.2080165148;4;14.6523475647;23.5;13;43.989222765;
47;4;28.5861644745;40.2999992371;10;52.2296639681;4;16.0;23.5;13;44.7192208767;
48;4;28.5920085907;40.2999992371;11;52.2514331341;4;18.6928253174;22.5;14;45.3682630062;
49;4;28.5978870392;40.2999992371;12;52.2733153105;4;19.713060379;22.5;15;45.9397063255;
50;4;28.6037960052;40.2999992371;13;52.2953014374;4;20.7332458496;22.5;15;46.4390838146;
51;5;28.6097316742;40.2999992371;13;52.3173824549;4;22.7533454895;23.5;15;46.8732483387;
52;5;28.2600002289;40.2999992371;14;52.3395489454;5;24.3983230591;24.5;15;47.2496345043;
53;5;28.621679306;40.2999992371;14;52.3617914915;6;24.625;25.5;14;47.5756983757;
54;5;28.6276836395;40.2999992371;14;52.3841004372;6;26.4377727509;26.5;15;47.6985738277;
55;5;28.2600002289;40.9366836548;14;52.4064661264;6;27.4571800232;27.5;15;47.7836937904;
56;5;28.6397457123;40.2999992371;14;52.428878665;6;28.1763305664;27.5;15;47.867552042;
57;5;28.2600002289;40.95728302;15;53.4513280392;6;28.1951980591;27.5;16;47.9500255585;
58;5;29.2600002289;41.9676094055;15;53.5138043165;6;28.2137565613;27.5;16;48.0310001373;
59;5;30.6579265594;42.2999992371;15;53.577481389;6;28.2319755554;27.5;16;48.110370636;
60;5;30.2600002289;43.9882965088;16;53.6423509121;6;28.2498321533;27.5;16;50.1880412102;
