Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2179203033;10.3632001877;4;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.2971115112;10.6951856613;3;23.0419120789;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;11.9125738144;11.0209560394;4;23.964350462;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;14.597111702;11.4571752548;4;24.7233815193;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;16.5971107483;11.8107032776;4;25.3392137289;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;17.6438961029;12.0916318893;4;25.8345547915;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;18.6606941223;12.3113050461;4;26.2317328453;1;14.7228336334;12.3113050461;3;24.9617595673;
17;2;19.6781044006;12.4808797836;4;26.3300433159;1;15.7228336334;12.4808797836;3;25.0;
18;2;20.6961250305;12.5;4;26.3921557665;1;16.7228336334;12.5;3;25.0;
19;2;21.7147579193;12.5;5;26.4563041925;1;17.625;12.5;4;25.0;
20;2;21.9368915558;12.5;6;26.5224741697;1;17.625;12.5;4;25.0;
21;2;21.956741333;12.5;6;26.5906432867;1;17.625;12.5;4;25.0;
22;2;21.977191925;12.5;6;26.6607804298;1;17.625;12.5;5;25.0;
23;2;21.9982337952;12.5;6;26.7328453064;1;17.625;12.5;5;25.0;
24;2;22.0198535919;12.5;6;26.8067884445;1;17.625;12.5;6;25.0;
25;2;22.0420360565;12.5;6;26.8825509548;1;17.625;12.5;7;25.0;
26;2;21.5;13.0647649765;6;26.9600640535;1;17.625;12.5;7;25.0;
27;2;20.0880184174;13.5;6;27.0392494202;1;17.625;12.5;7;25.0;
28;2;19.1117744446;14.5;6;27.120018959;1;17.625;12.5;8;25.0;
29;2;18.1360054016;15.5;6;27.2022752762;1;17.625;12.5;8;25.0;
30;2;17.1606826782;16.5;6;27.2859115601;1;17.625;12.5;9;25.0;
31;2;16.1857738495;17.5;6;27.3708124161;1;17.625;12.5;9;25.0;
32;2;15.2112436295;18.5;6;27.4568536282;1;17.625;12.5;9;25.0;
33;2;14.0;20.5;7;27.5439035892;1;15.625;13.5;9;25.0;
34;2;14.0;21.7719516754;7;27.6318233013;1;14.625;14.5;9;25.0;
35;2;14.0;22.8159122467;7;27.7204678059;1;13.625;15.5;9;25.0;
36;2;14.0;23.8602333069;7;27.8096864223;1;12.625;16.5;9;25.0;
37;2;14.0;24.9048423767;10;27.8993241787;1;12.0;17.5;9;25.0;
38;2;14.0;25.9496612549;10;27.989222765;1;12.0;18.5;9;25.0;
39;2;15.0;23.9946117401;9;28.079221487;1;12.0;19.5;10;25.0;
40;2;14.0;23.5;10;28.1691586971;1;12.0;20.5;10;25.0;
41;3;15.0;25.0;9;29.258872509;1;12.0;21.5;10;25.0;
42;3;17.0;23.0;9;29.3982024193;1;12.0;22.5;11;25.0;
43;3;16.0;24.0249996185;10;29.5389649868;1;12.0;23.5;11;25.0;
44;3;16.0;25.0509872437;12;29.6810303926;1;12.0;24.5;11;25.0;
45;3;17.0;23.0779743195;11;29.8242679834;1;13.0;22.5;13;25.0;
46;3;16.0;24.10597229;12;29.9685471058;1;12.0;23.5;13;25.0;
47;3;16.0;25.1349868774;14;30.1137371063;1;12.0;24.5;10;25.0;
48;4;17.0;23.1118202209;11;43.0097078085;1;13.0;22.5;12;25.0;
49;4;17.0;27.1118202209;11;43.7938295603;1;12.0;23.5;13;25.0;
50;4;18.0;31.1118202209;12;44.5250042677;1;12.0;24.5;13;25.0;
51;5;19.0;35.1118202209;10;57.9504541159;1;13.0;22.5;13;25.0;
52;5;21.0;39.6618766785;11;59.2070741653;1;12.0;23.5;14;25.0;
53;5;23.0;43.6147460938;11;60.3551287651;1;12.0;24.5;14;25.0;
54;6;25.0;46.7584266663;10;61.3946237564;1;13.0;22.5;14;25.0;
55;6;27.0;47.9704704285;12;62.3287360668;1;12.0;23.5;14;25.0;
56;6;30.0;46.7909851074;14;63.1630798578;1;12.0;24.5;14;25.0;
57;6;33.0;45.790222168;13;63.9049606323;1;13.0;22.5;14;25.0;
58;6;36.0;44.7985076904;13;64.5496888161;1;14.0;21.5;15;25.0;
59;6;39.0;43.816242218;14;64.9665250778;1;15.0;20.5;15;25.0;
60;6;42.0;42.8564300537;15;65.3429841995;1;16.0;19.5;15;25.0;
61;6;44.4551544189;41.9002456665;16;65.6705980301;1;17.0;18.5;16;25.0;
62;6;43.5374984741;42.948474884;15;65.8142468929;1;17.625;17.5;16;25.0;
63;6;43.5374984741;44.0145530701;15;66.9567978382;1;17.625;17.5;16;25.0;
64;6;44.5374984741;46.0801277161;14;67.1681257486;1;17.625;17.5;16;25.0;
65;6;45.5374984741;44.9099311829;15;68.2509099245;1;17.625;17.5;16;25.0;
66;6;45.2154998779;47.5830001831;17;69.2481877804;1;17.625;17.5;17;25.0;
67;5;36.2000770569;45.1999893188;18;53.4135030508;2;17.625;17.5;13;41.75;
