Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;7.0;12.1999998093;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.0;11.0;2;21.1499999762;2;7.0;11.1999998093;4;21.0;
3;2;11.0;10.0;3;21.320775032;2;8.14999961853;10.0;4;21.0900000334;
4;2;12.2641544342;10.0;3;21.5146545172;2;8.16349983215;10.0;4;21.1871190071;
5;2;13.4543962479;10.0;4;21.7340574265;2;8.17806816101;10.0;4;21.2917383909;
6;2;14.5202169418;10.0;5;21.9814370871;2;9.29064083099;10.0;4;21.4042263031;
7;2;14.5944309235;10.0;5;22.6790201664;2;9.81595134735;10.0;4;21.5249304771;
8;2;14.8037061691;10.1999998093;5;23.3409149647;2;9.84310913086;10.0;4;22.0694183111;
9;2;15.0022745132;10.3632001877;5;24.9407784939;2;9.96561908722;10.1999998093;4;22.5515855551;
10;2;15.4822330475;10.9097137451;5;26.4422235489;2;10.0741062164;10.3632001877;4;22.983014226;
11;2;17.4822330475;11.3658018112;5;27.8638310432;2;10.1711778641;10.4951858521;4;24.2738182545;
12;2;19.4822330475;11.7372808456;5;29.2296500206;2;10.4616098404;11.0209560394;5;25.4089095592;
13;2;20.7688941956;12.0336990356;5;30.5639848709;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;21.1691970825;12.2662630081;5;31.8871293068;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;21.5661392212;12.446267128;4;33.0441627502;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;21.9132499695;12.5;4;34.1667928696;2;17.4948120117;12.3113050461;5;28.755402565;
17;2;24.217798233;12.5;4;35.3431863785;2;18.5764026642;12.4808797836;5;29.1808357239;
18;2;23.217798233;13.5;4;36.548871994;2;19.663520813;12.5;5;29.5913586617;
19;2;25.217798233;12.5;4;37.755859375;2;20.6580562592;12.5;6;30.0233430862;
